Comp,Squad,Number,Player,Pos,Age,Born,Nation,Value,LastClub
Serie A,Frosinone Calcio,6,Edoardo Goldaniga,DF,24,1993,ITA,2000000,False
Serie A,US Sassuolo,-,Edoardo Goldaniga,DF,24,1993,ITA,2000000,True
Serie A,SS Lazio,-,Edoardo Rezzi,MF,18,1999,ITA,75000,False
Serie A,Chievo Verona,-,Edoardo Sbampato,DF,20,1998,ITA,100000,True
Serie A,AS Roma,-,Edoardo Soleri,FW,20,1997,ITA,150000,True
Ligue 1,Stade Reims,16,Edouard Mendy,GK,26,1992,SEN,9000000,False
Bundesliga,1.FC Nuremberg,17,Eduard Löwen,MF,21,1997,DEU,7000000,False
Premier League,Chelsea FC,-,Eduardo,GK,35,1982,PRT,750000,True
Serie A,FC Empoli,45,Eduardo Baldé,FW,19,1999,GNB,50000,False
Ligue 1,Stade Rennais FC,39,Eduardo Camavinga,MF,15,2002,FRA,4000000,False
Ligue 1,Stade Rennais FC,30,Edvinas Gertmonas,GK,22,1996,LTU,300000,False
Ligue 1,RC Strasbourg Alsace,16,Eiji Kawashima,GK,35,1983,JPN,250000,False
La Liga,Real Valladolid CF,-,El Hacen,MF,20,1997,MRT,200000,False
Premier League,Leicester City,17,Eldin Jakupovic,GK,33,1984,CHE,750000,False
Ligue 1,SCO Angers,27,Elhadji Pape Diaw,DF,23,1994,SEN,250000,True
Serie A,Chievo Verona,67,Elia Caprile,GK,16,2001,ITA,0,False
Premier League,Manchester City,15,Eliaquim Mangala,DF,27,1991,FRA,10000000,False
Premier League,Huddersfield Town,9,Elias Kachunga,FW,26,1992,COD,3000000,False
Serie A,AS Roma,-,Elio Capradossi,DF,22,1996,ITA,2000000,True
Ligue 1,Olympique Lyon,-,Elisha Owusu,MF,20,1997,FRA,1250000,True
Premier League,Wolverhampton Wanderers,25,Elliot Watt,MF,18,2000,SCO,0,False
Ligue 1,Montpellier HSC,13,Ellyes Skhiri,MF,23,1995,TUN,12000000,False
Serie A,SSC Napoli,23,Elseid Hysaj,DF,24,1994,ALB,23000000,False
Bundesliga,VfL Wolfsburg,37,Elvis Rexhbecaj,MF,20,1997,DEU,8000000,False
Serie A,Chievo Verona,55,Emanuel Vignato,FW,17,2000,ITA,2500000,False
Serie A,Parma Calcio 1913,72,Emanuele Calaiò,FW,36,1982,ITA,200000,False
Serie A,FC Empoli,-,Emanuele Fenderico,GK,19,1999,ITA,25000,True
Serie A,Chievo Verona,17,Emanuele Giaccherini,MF,33,1985,ITA,600000,False
Serie A,Udinese Calcio,-,Emanuele Rovini,FW,23,1995,ITA,250000,True
Serie A,AS Roma,-,Emanuele Spinozzi,MF,19,1998,ITA,150000,True
Serie A,Atalanta BC,-,Emanuele Suagher,DF,25,1992,ITA,300000,True
Serie A,Frosinone Calcio,-,Emanuele Terranova,DF,31,1987,ITA,800000,False
Serie A,AC Milan,-,Emanuele Torrasi,MF,19,1999,ITA,50000,False
Serie A,Torino FC,-,Emanuele Valerio,DF,19,1999,ITA,0,True
Premier League,Chelsea FC,33,Emerson,DF,23,1994,ITA,15000000,False
Premier League,AFC Bournemouth,22,Emerson Hyndman,MF,22,1996,USA,1000000,True
La Liga,Real Betis Balompié,-,Emerson Royal,DF,19,1999,BRA,3000000,True
Serie A,UC Sampdoria,1,Emil Audero,GK,21,1997,ITA,15000000,False
Serie A,Juventus FC,-,Emil Audero,GK,21,1997,ITA,15000000,True
Bundesliga,1.FSV Mainz 05,11,Emil Berggreen,FW,25,1993,DNK,500000,False
Bundesliga,RB Leipzig,10,Emil Forsberg,FW,26,1991,SWE,25000000,False
Serie A,Udinese Calcio,20,Emil Hallfreðsson,MF,34,1984,ISL,500000,False
Serie A,Frosinone Calcio,20,Emil Hallfreðsson,MF,34,1984,ISL,500000,False
Serie A,Bologna FC 1909,-,Emil Krafth,DF,23,1994,SWE,2500000,True
Ligue 1,Amiens SC,-,Emil Krafth,DF,23,1994,SWE,2500000,False
Premier League,Arsenal FC,55,Emile Smith Rowe,MF,17,2000,ENG,4000000,False
Bundesliga,RB Leipzig,-,Emile Smith Rowe,MF,17,2000,ENG,4000000,False
Bundesliga,VfB Stuttgart,2,Emiliano Insúa,DF,29,1989,ARG,2500000,False
Premier League,Arsenal FC,26,Emiliano Martínez,GK,25,1992,ARG,2000000,True
Serie A,Torino FC,24,Emiliano Moretti,DF,37,1981,ITA,500000,False
Serie A,Atalanta BC,24,Emiliano Rigoni,FW,25,1993,ARG,8000000,False
Ligue 1,FC Nantes,-,Emiliano Sala,FW,28,1990,ARG,0,False
La Liga,Rayo Vallecano,20,Emiliano Velázquez,DF,24,1994,URY,1500000,False
Serie A,SPAL,2,Emiliano Viviano,GK,32,1985,ITA,1000000,False
Bundesliga,Fortuna Düsseldorf,21,Emir Kujovic,FW,30,1988,SWE,250000,False
La Liga,Celta de Vigo,-,Emmanuel Apeh,FW,21,1996,NGA,300000,False
Serie A,Udinese Calcio,8,Emmanuel Badu,MF,27,1990,GHA,1500000,True
Serie A,Frosinone Calcio,31,Emmanuel Besea,MF,21,1997,GHA,200000,True
La Liga,Levante UD,21,Emmanuel Boateng,FW,22,1996,GHA,2500000,False
Ligue 1,SM Caen,15,Emmanuel Imorou,DF,29,1988,BEN,800000,True
Bundesliga,Fortuna Düsseldorf,-,Emmanuel Iyoha,FW,20,1997,DEU,900000,True
Serie A,Atalanta BC,-,Emmanuel Latte Lath,FW,19,1999,CIV,250000,True
Serie A,Parma Calcio 1913,-,Emmanuele Matino,DF,19,1998,ITA,50000,True
Serie A,Juventus FC,23,Emre Can,MF,24,1994,DEU,40000000,False
La Liga,Celta de Vigo,7,Emre Mor,FW,20,1997,TUR,2000000,False
La Liga,Villarreal CF,15,Enes Ünal,FW,21,1997,TUR,5000000,False
La Liga,Real Valladolid CF,-,Enes Ünal,FW,21,1997,TUR,5000000,False
La Liga,Levante UD,10,Enis Bardhi,MF,22,1995,MKD,15000000,False
Ligue 1,FC Nantes,25,Enock Kwateng,DF,21,1997,FRA,4000000,False
La Liga,SD Huesca,22,Enric Gallego,FW,31,1986,ESP,3000000,True
Serie A,US Sassuolo,99,Enrico Brignola,FW,18,1999,ITA,3500000,False
Serie A,Atalanta BC,78,Enrico Del Prato,DF,18,1999,ITA,500000,False
Bundesliga,1.FC Nuremberg,22,Enrico Valentini,DF,29,1989,DEU,1500000,False
Serie A,Atalanta BC,-,Enrico Zanoni,DF,18,1999,ITA,100000,True
Ligue 1,SM Caen,27,Enzo Crivelli,FW,23,1995,FRA,4000000,False
Ligue 1,Dijon FCO,12,Enzo Loiodice,MF,17,2000,FRA,5500000,False
Serie A,ACF Fiorentina,-,Erald Lakti,MF,18,2000,ALB,100000,False
Serie A,UC Sampdoria,-,Erasmo Mulè,DF,19,1999,ITA,125000,True
Premier League,Manchester United,3,Eric Bailly,DF,24,1994,CIV,25000000,False
Premier League,Tottenham Hotspur,15,Eric Dier,DF,24,1994,ENG,40000000,False
Premier League,Manchester City,50,Eric García,DF,17,2001,ESP,0,False
Serie A,Juventus FC,-,Eric Lanini,FW,24,1994,ITA,300000,True
Ligue 1,Paris Saint-Germain,17,Eric Maxim Choupo-Moting,FW,29,1989,CMR,5000000,False
Bundesliga,Borussia Dortmund,40,Eric Oelschlägel,GK,22,1995,DEU,300000,False
La Liga,Levante UD,18,Erick Cabaco,DF,23,1995,URY,4000000,False
Serie A,Torino FC,99,Erick Ferigra,DF,19,1999,ECU,300000,False
Serie A,Bologna FC 1909,5,Erick Pulgar,MF,24,1994,CHL,10000000,False
Premier League,Huddersfield Town,37,Erik Durm,DF,26,1992,DEU,2000000,False
Premier League,Tottenham Hotspur,11,Erik Lamela,FW,26,1992,ARG,18000000,False
Bundesliga,RB Leipzig,-,Erik Majetschak,MF,18,2000,DEU,200000,False
Premier League,Manchester City,-,Erik Palmer-Brown,DF,21,1997,USA,600000,False
Ligue 1,Amiens SC,-,Erik Pieters,DF,29,1988,NLD,5000000,False
Bundesliga,VfB Stuttgart,17,Erik Thommy,MF,23,1994,DEU,3000000,False
La Liga,Deportivo Alavés,-,Ermedin Demirovic,FW,20,1998,BIH,1000000,True
Bundesliga,TSG 1899 Hoffenheim,4,Ermin Bicakcic,DF,28,1990,BIH,4000000,False
Serie A,Genoa CFC,87,Ervin Zukanovic,DF,31,1987,BIH,1500000,False
Ligue 1,SM Caen,1,Erwin Zelazny,GK,26,1991,FRA,500000,False
La Liga,RCD Espanyol Barcelona,23,Esteban Granero,MF,30,1987,ESP,3000000,False
Serie A,Genoa CFC,18,Esteban Rolón,MF,23,1995,ARG,1000000,False
Premier League,Chelsea FC,44,Ethan Ampadu,DF,17,2000,WAL,10000000,False
Premier League,Wolverhampton Wanderers,-,Ethan Ebanks-Landell,DF,25,1992,ENG,250000,True
Serie A,Atalanta BC,1,Etrit Berisha,GK,29,1989,ALB,3000000,False
Serie A,US Sassuolo,-,Ettore Gliozzi,FW,22,1995,ITA,400000,True
La Liga,SD Huesca,-,Eugeni Valderrama,MF,23,1994,ESP,1500000,True
Bundesliga,Eintracht Frankfurt,2,Evan N'Dicka,DF,18,1999,FRA,25000000,False
Ligue 1,SM Caen,13,Evens Joseph,FW,18,1999,FRA,1000000,False
Serie A,SPAL,25,Everton Luiz,MF,30,1988,BRA,1000000,False
Bundesliga,1.FC Nuremberg,4,Ewerton,DF,29,1989,BRA,2000000,False
Serie A,Atalanta BC,-,Eyob Zambataro,DF,19,1998,ITA,200000,True
La Liga,Valencia CF,24,Ezequiel Garay,DF,31,1986,ARG,8000000,False
La Liga,CD Leganés,19,Ezequiel Muñoz,DF,27,1990,ARG,1000000,False
Serie A,AS Roma,-,Ezequiel Ponce,FW,21,1997,ARG,4000000,True
Serie A,Chievo Verona,2,Ezequiel Schelotto,DF,29,1989,ITA,3000000,False
Premier League,Brighton & Hove Albion,21,Ezequiel Schelotto,DF,29,1989,ITA,3000000,True
Bundesliga,1.FC Nuremberg,1,Fabian Bredlow,GK,23,1995,DEU,500000,False
Premier League,Manchester City,18,Fabian Delph,MF,28,1989,ENG,15000000,False
Bundesliga,FC Augsburg,13,Fabian Giefer,GK,28,1990,DEU,300000,False
Bundesliga,Borussia Mönchengladbach,19,Fabian Johnson,FW,30,1987,USA,3000000,False
Bundesliga,Hertha BSC,28,Fabian Lustenberger,DF,30,1988,CHE,2500000,False
Bundesliga,FC Schalke 04,-,Fabian Reese,FW,20,1997,DEU,600000,True
Bundesliga,SC Freiburg,-,Fabian Schleusener,FW,26,1991,DEU,850000,True
Premier League,Newcastle United,5,Fabian Schär,DF,26,1991,CHE,8000000,False
Bundesliga,Hannover 96,-,Fabian Senninger,DF,22,1996,DEU,125000,True
Premier League,Liverpool FC,3,Fabinho,MF,24,1993,BRA,50000000,False
Serie A,AC Milan,11,Fabio Borini,FW,27,1991,ITA,7000000,False
Serie A,Parma Calcio 1913,9,Fabio Ceravolo,FW,31,1987,ITA,1500000,False
Serie A,SPAL,-,Fabio Della Giovanna,DF,21,1997,ITA,150000,True
Serie A,Chievo Verona,27,Fabio Depaoli,DF,21,1997,ITA,5000000,False
Serie A,Atalanta BC,-,Fabio Eguelfi,DF,23,1995,ITA,400000,True
Serie A,Cagliari Calcio,19,Fabio Pisacane,DF,32,1986,ITA,700000,False
Serie A,UC Sampdoria,27,Fabio Quagliarella,FW,35,1983,ITA,2500000,False
Premier League,West Ham United,4,Fabián Balbuena,DF,26,1991,PRY,12000000,False
La Liga,SD Eibar,14,Fabián Orellana,FW,32,1986,CHL,2500000,False
Serie A,SSC Napoli,8,Fabián Ruiz,MF,22,1996,ESP,50000000,False
Premier League,Fulham FC,31,Fabri,GK,30,1987,ESP,4000000,False
Bundesliga,RB Leipzig,-,Fabrice Hartmann,FW,17,2001,DEU,0,False
Serie A,Parma Calcio 1913,56,Fabrizio Bagheria,GK,17,2001,ITA,25000,False
Serie A,Bologna FC 1909,-,Fabrizio Brignani,DF,20,1998,ITA,125000,True
Serie A,Cagliari Calcio,12,Fabrizio Cacciatore,DF,31,1986,ITA,800000,False
Serie A,Chievo Verona,29,Fabrizio Cacciatore,DF,31,1986,ITA,800000,True
Serie A,Cagliari Calcio,-,Fabrizio Caligara,MF,18,2000,ITA,500000,True
Serie A,Inter Milan,61,Facundo Colidio,FW,18,2000,ARG,3000000,False
La Liga,RCD Espanyol Barcelona,11,Facundo Ferreyra,FW,27,1991,ARG,4000000,False
La Liga,CD Leganés,-,Facundo García,MF,18,1999,ARG,600000,True
Serie A,Parma Calcio 1913,-,Facundo Lescano,FW,21,1996,ARG,175000,True
Ligue 1,Montpellier HSC,23,Facundo Píriz,MF,28,1990,URY,1000000,False
La Liga,Valencia CF,-,Facundo Roncaglia,DF,31,1987,ARG,2500000,False
La Liga,Celta de Vigo,-,Facundo Roncaglia,DF,31,1987,ARG,2500000,True
Ligue 1,Stade Rennais FC,-,Faitout Maouassa,DF,19,1998,FRA,8000000,True
Ligue 1,Nîmes Olympique,12,Faitout Maouassa,DF,19,1998,FRA,8000000,False
Ligue 1,AS Monaco,9,Falcao,FW,32,1986,COL,10000000,False
Serie A,Genoa CFC,-,Fallou Njie,DF,19,1999,GMB,50000,True
Serie A,SSC Napoli,31,Faouzi Ghoulam,DF,27,1991,DZA,23000000,False
Ligue 1,SCO Angers,28,Farid El Melali,FW,21,1997,DZA,800000,False
Ligue 1,SM Caen,10,Fayçal Fajr,MF,29,1988,MAR,4500000,False
La Liga,Real Valladolid CF,-,Fede San Emeterio,MF,21,1997,ESP,5000000,True
La Liga,Real Madrid,15,Fede Valverde,MF,19,1998,URY,20000000,False
La Liga,CD Leganés,-,Fede Vico,MF,23,1994,ESP,1500000,True
Serie A,Chievo Verona,5,Federico Barba,DF,24,1993,ITA,2000000,False
Serie A,Juventus FC,33,Federico Bernardeschi,FW,24,1994,ITA,45000000,False
Serie A,UC Sampdoria,-,Federico Bonazzoli,FW,21,1997,ITA,1500000,True
Serie A,ACF Fiorentina,33,Federico Brancolini,GK,16,2001,ITA,100000,False
Serie A,ACF Fiorentina,5,Federico Ceccherini,DF,26,1992,ITA,3500000,False
Serie A,ACF Fiorentina,25,Federico Chiesa,FW,20,1997,ITA,60000000,False
Serie A,Atalanta BC,-,Federico Chiossi,MF,19,1999,ITA,50000,True
Serie A,US Sassuolo,34,Federico Di Francesco,FW,24,1994,ITA,4500000,False
Serie A,Inter Milan,-,Federico Dimarco,DF,20,1997,ITA,5000000,True
Serie A,Parma Calcio 1913,3,Federico Dimarco,DF,20,1997,ITA,5000000,False
Serie A,Frosinone Calcio,18,Federico Dionisi,FW,31,1987,ITA,1000000,False
Serie A,AS Roma,20,Federico Fazio,DF,31,1987,ARG,6000000,False
Premier League,Newcastle United,18,Federico Fernández,DF,29,1989,ARG,7000000,False
Serie A,UC Sampdoria,-,Federico Furlan,FW,27,1990,ITA,450000,True
Serie A,Torino FC,-,Federico Giraudo,DF,19,1998,ITA,150000,True
Serie A,Genoa CFC,1,Federico Marchetti,GK,35,1983,ITA,300000,False
Serie A,Bologna FC 1909,14,Federico Mattiello,DF,22,1995,ITA,2500000,False
Serie A,Atalanta BC,-,Federico Mattiello,DF,22,1995,ITA,2500000,True
Bundesliga,1.FC Nuremberg,21,Federico Palacios,FW,23,1995,DEU,1000000,False
Serie A,Parma Calcio 1913,64,Federico Pelle,FW,18,2000,ITA,25000,False
Serie A,US Sassuolo,13,Federico Peluso,DF,34,1984,ITA,500000,False
Serie A,Bologna FC 1909,-,Federico Ravaglia,GK,18,1999,ITA,50000,True
Serie A,US Sassuolo,-,Federico Ricci,FW,24,1994,ITA,1700000,True
Serie A,Bologna FC 1909,9,Federico Santander,FW,27,1991,PRY,6000000,False
Serie A,Genoa CFC,-,Federico Valietti,DF,19,1999,ITA,400000,True
Serie A,Frosinone Calcio,92,Federico Viviani,MF,26,1992,ITA,3000000,False
Serie A,SPAL,77,Federico Viviani,MF,26,1992,ITA,3000000,True
Bundesliga,Hannover 96,5,Felipe,DF,31,1987,BRA,300000,False
Serie A,SPAL,27,Felipe,DF,33,1984,BRA,500000,False
Premier League,West Ham United,8,Felipe Anderson,FW,25,1993,BRA,40000000,False
Serie A,Bologna FC 1909,20,Felipe Avenatti,FW,25,1993,URY,5000000,True
Serie A,SS Lazio,20,Felipe Caicedo,FW,29,1988,ECU,3000000,False
Bundesliga,TSG 1899 Hoffenheim,-,Felipe Pires,FW,23,1995,BRA,1500000,True
Serie A,Udinese Calcio,9,Felipe Vizeu,FW,21,1997,BRA,1500000,False
Bundesliga,SV Werder Bremen,2,Felix Beijmo,DF,20,1998,SWE,1250000,False
Bundesliga,FC Augsburg,4,Felix Götze,MF,20,1998,DEU,1000000,False
Bundesliga,VfL Wolfsburg,11,Felix Klaus,FW,25,1992,DEU,3000000,False
Premier League,Manchester City,61,Felix Nmecha,MF,17,2000,ENG,0,False
Bundesliga,Borussia Dortmund,30,Felix Passlack,DF,20,1998,DEU,1500000,True
Bundesliga,FC Augsburg,33,Felix Schwarzholz,MF,18,1999,DEU,100000,False
Bundesliga,VfL Wolfsburg,17,Felix Uduokhai,DF,20,1997,DEU,3500000,False
Bundesliga,Eintracht Frankfurt,-,Felix Wiedwald,GK,28,1990,DEU,600000,True
Ligue 1,Olympique Lyon,22,Ferland Mendy,DF,23,1995,FRA,30000000,False
Premier League,Manchester City,25,Fernandinho,MF,33,1985,BRA,12000000,False
La Liga,Real Valladolid CF,5,Fernando Calero,DF,22,1995,ESP,10000000,False
Premier League,Tottenham Hotspur,18,Fernando Llorente,FW,33,1985,ESP,3500000,False
La Liga,Deportivo Alavés,1,Fernando Pacheco,GK,26,1992,ESP,15000000,False
La Liga,Valencia CF,20,Ferran Torres,FW,18,2000,ESP,20000000,False
Premier League,Leicester City,16,Filip Benkovic,DF,20,1997,HRV,11000000,True
Serie A,Cagliari Calcio,6,Filip Bradaric,MF,26,1992,HRV,4500000,True
Serie A,Chievo Verona,20,Filip Djordjevic,FW,30,1987,SRB,400000,False
Serie A,US Sassuolo,9,Filip Djuricic,MF,26,1992,SRB,1500000,False
Serie A,Bologna FC 1909,18,Filip Helander,DF,25,1993,SWE,2000000,False
Serie A,Genoa CFC,-,Filip Jagiello,MF,20,1997,POL,1500000,True
Bundesliga,Eintracht Frankfurt,-,Filip Kostic,MF,25,1992,SRB,22000000,False
La Liga,Getafe CF,-,Filip Manojlovic,GK,22,1996,SRB,400000,True
Premier League,Watford FC,-,Filip Stuparevic,FW,17,2000,SRB,1200000,True
Serie A,Udinese Calcio,42,Filip Vasko,DF,18,1999,SVK,100000,False
La Liga,Atlético de Madrid,3,Filipe Luís,DF,32,1985,BRA,3000000,False
Serie A,US Sassuolo,-,Filippo Bandinelli,MF,23,1995,ITA,1200000,True
Serie A,Torino FC,-,Filippo Berardi,FW,21,1997,SMR,125000,True
Serie A,SPAL,33,Filippo Costa,DF,23,1995,ITA,800000,False
Serie A,Torino FC,53,Filippo Gilli,DF,17,2000,ITA,100000,False
Serie A,Atalanta BC,-,Filippo Melegoni,MF,19,1999,ITA,1000000,False
Serie A,UC Sampdoria,-,Filippo Oliana,DF,19,1999,ITA,75000,True
Serie A,Chievo Verona,-,Filippo Pavoni,GK,18,1999,ITA,25000,True
Serie A,FC Empoli,21,Filippo Perucchini,GK,26,1991,ITA,350000,True
Serie A,Cagliari Calcio,56,Filippo Romagna,DF,21,1997,ITA,6000000,False
Bundesliga,SV Werder Bremen,22,Fin Bartels,FW,31,1987,DEU,1500000,False
Bundesliga,1.FSV Mainz 05,37,Finn Dahmen,GK,20,1998,DEU,150000,False
Ligue 1,FC Toulouse,24,Firmin Mubele,FW,24,1994,COD,2500000,False
Ligue 1,SCO Angers,20,Flavien Tait,MF,25,1993,FRA,8000000,False
Ligue 1,Dijon FCO,15,Florent Balmont,MF,38,1980,FRA,250000,False
Premier League,Huddersfield Town,33,Florent Hadergjonaj,DF,23,1994,XXK,7000000,False
Ligue 1,Montpellier HSC,25,Florent Mollet,MF,26,1991,FRA,9000000,False
Bundesliga,Hannover 96,35,Florent Muslija,MF,19,1998,XXK,3000000,False
Bundesliga,Hertha BSC,29,Florian Baak,DF,19,1999,DEU,400000,False
Ligue 1,Olympique Marseille,31,Florian Chabrolle,MF,20,1998,FRA,150000,False
Ligue 1,Olympique Marseille,40,Florian Escales,GK,22,1996,FRA,150000,False
Bundesliga,TSG 1899 Hoffenheim,11,Florian Grillitsch,MF,22,1995,AUT,22000000,False
Bundesliga,SV Werder Bremen,-,Florian Kainz,FW,25,1992,AUT,3000000,False
Bundesliga,SC Freiburg,38,Florian Kath,FW,23,1994,DEU,500000,False
Premier League,Newcastle United,20,Florian Lejeune,DF,27,1991,FRA,8000000,False
Bundesliga,Borussia Mönchengladbach,42,Florian Mayer,DF,20,1998,DEU,300000,False
Ligue 1,Nîmes Olympique,26,Florian Miguel,DF,21,1996,FRA,1500000,False
Bundesliga,1.FSV Mainz 05,22,Florian Müller,GK,20,1997,DEU,10000000,False
Bundesliga,Borussia Mönchengladbach,32,Florian Neuhaus,MF,21,1997,DEU,22000000,True
Bundesliga,SC Freiburg,7,Florian Niederlechner,FW,27,1990,DEU,3500000,False
Ligue 1,Olympique Marseille,26,Florian Thauvin,FW,25,1993,FRA,45000000,False
Premier League,Brighton & Hove Albion,10,Florin Andone,FW,25,1993,ROU,6000000,False
Premier League,Fulham FC,11,Floyd Ayité,FW,29,1988,TGO,2500000,False
Ligue 1,AS Monaco,2,Fodé Ballo-Touré,DF,21,1997,SEN,12000000,True
Ligue 1,LOSC Lille,-,Fodé Ballo-Touré,DF,21,1997,SEN,12000000,False
Ligue 1,Dijon FCO,26,Fouad Chafik,DF,31,1986,MAR,800000,False
Premier League,Leicester City,27,Fousseni Diabaté,FW,22,1995,MLI,3000000,True
La Liga,Celta de Vigo,8,Fran Beltrán,MF,19,1999,ESP,18000000,False
La Liga,Real Madrid,37,Fran García,DF,18,1999,ESP,250000,False
La Liga,Levante UD,27,Fran Manzanara,MF,21,1996,ESP,300000,False
La Liga,Valencia CF,-,Fran Navarro,FW,20,1998,ESP,300000,False
Serie A,SS Lazio,33,Francesco Acerbi,DF,30,1988,ITA,12000000,False
Serie A,Frosinone Calcio,22,Francesco Bardi,GK,26,1992,ITA,800000,False
Serie A,FC Empoli,11,Francesco Caputo,FW,30,1987,ITA,4000000,False
Serie A,US Sassuolo,-,Francesco Cassata,MF,20,1997,ITA,3500000,True
Serie A,Frosinone Calcio,24,Francesco Cassata,MF,20,1997,ITA,3500000,False
Serie A,Parma Calcio 1913,-,Francesco Galuppini,FW,24,1993,ITA,250000,True
Serie A,Parma Calcio 1913,-,Francesco Giorno,MF,24,1993,ITA,100000,True
Serie A,Parma Calcio 1913,-,Francesco Golfo,FW,23,1994,ITA,275000,False
Serie A,US Sassuolo,4,Francesco Magnanelli,MF,33,1984,ITA,800000,False
Serie A,Juventus FC,-,Francesco Pezziardi,DF,17,2000,ITA,50000,False
Serie A,Atalanta BC,31,Francesco Rossi,GK,27,1991,ITA,100000,False
Serie A,AS Roma,57,Francesco Semeraro,DF,17,2001,ITA,0,False
Serie A,Frosinone Calcio,34,Francesco Verde,DF,18,2000,ITA,75000,False
Serie A,Cagliari Calcio,37,Francesco Verde,FW,18,1999,ITA,100000,False
Serie A,SPAL,23,Francesco Vicari,DF,23,1994,ITA,5000000,False
Serie A,Frosinone Calcio,17,Francesco Zampano,DF,24,1993,ITA,1500000,False
La Liga,Real Madrid,34,Franchu,FW,20,1998,ARG,200000,False
La Liga,Valencia CF,17,Francis Coquelin,MF,27,1991,FRA,17500000,False
La Liga,Real Betis Balompié,2,Francis Guerrero,DF,22,1996,ESP,6000000,False
La Liga,Atlético de Madrid,35,Francisco Montero,DF,19,1999,ESP,10000000,False
La Liga,Getafe CF,8,Francisco Portillo,FW,28,1990,ESP,4000000,False
Serie A,Udinese Calcio,-,Francisco Sierralta,DF,21,1997,CHL,400000,True
Serie A,Parma Calcio 1913,13,Francisco Sierralta,DF,21,1997,CHL,400000,False
Ligue 1,AS Saint-Étienne,-,Franck Honorat,FW,21,1996,FRA,2000000,True
Serie A,AC Milan,79,Franck Kessié,MF,21,1996,CIV,33000000,False
Serie A,Atalanta BC,-,Franck Kessié,MF,21,1996,CIV,33000000,True
Bundesliga,Bayern Munich,7,Franck Ribéry,FW,35,1983,FRA,4000000,False
Ligue 1,EA Guingamp,27,Franck Tabanou,DF,29,1989,FRA,1000000,False
La Liga,Rayo Vallecano,25,Franco Di Santo,FW,29,1989,ARG,2000000,True
Bundesliga,FC Schalke 04,-,Franco Di Santo,FW,29,1989,ARG,2000000,False
Serie A,Genoa CFC,-,Franco Ferrari,FW,22,1995,ITA,250000,True
La Liga,Sevilla FC,22,Franco Vázquez,MF,29,1989,ARG,15000000,False
Serie A,AC Milan,-,Frank Tsadjout,FW,18,1999,ITA,100000,False
Ligue 1,FC Girondins Bordeaux,11,François Kamano,FW,22,1996,GIN,15000000,False
Ligue 1,FC Toulouse,29,François Moubandje,DF,28,1990,CHE,2500000,False
Premier League,Southampton FC,44,Fraser Forster,GK,30,1988,ENG,8000000,False
Premier League,Manchester United,17,Fred,MF,25,1993,BRA,30000000,False
Premier League,Newcastle United,41,Freddie Woodman,GK,21,1997,ENG,500000,False
Bundesliga,Eintracht Frankfurt,1,Frederik Rönnow,GK,25,1992,DNK,1500000,False
Bundesliga,FC Augsburg,24,Fredrik Jensen,MF,20,1997,FIN,2500000,False
Ligue 1,SM Caen,-,Frédéric Guilbert,DF,23,1994,FRA,6000000,False
Ligue 1,Dijon FCO,7,Frédéric Sammaritano,MF,32,1986,FRA,500000,False
Serie A,FC Empoli,5,Frédéric Veseli,DF,25,1992,ALB,900000,False
Ligue 1,FC Nantes,2,Fábio,DF,27,1990,BRA,2500000,False
Ligue 1,EA Guingamp,20,Félix Eboa Eboa,DF,21,1997,CMR,5000000,False
Ligue 1,SCO Angers,-,Férébory Doré,FW,29,1989,COG,400000,False
Ligue 1,Nîmes Olympique,21,Féthi Harek,DF,35,1982,DZA,250000,False
Ligue 1,LOSC Lille,4,Gabriel,DF,20,1997,BRA,4000000,False
Ligue 1,FC Nantes,-,Gabriel Boschilia,MF,22,1996,BRA,7500000,False
Ligue 1,AS Monaco,-,Gabriel Boschilia,MF,22,1996,BRA,7500000,True
Serie A,Parma Calcio 1913,31,Gabriel Brazão,GK,17,2000,BRA,2000000,True
La Liga,Celta de Vigo,-,Gabriel Fernández,FW,24,1994,URY,3000000,True
Premier League,Manchester City,33,Gabriel Jesus,FW,21,1997,BRA,70000000,False
Serie A,Atalanta BC,-,Gabriel Lunetta,FW,21,1996,ITA,200000,True
La Liga,Sevilla FC,25,Gabriel Mercado,DF,31,1987,ARG,2500000,False
La Liga,Valencia CF,5,Gabriel Paulista,DF,27,1990,BRA,20000000,False
Ligue 1,AS Saint-Étienne,11,Gabriel Silva,DF,27,1991,BRA,2500000,False
Serie A,SPAL,-,Gabriel Strefezza,MF,21,1997,BRA,300000,True
Serie A,Udinese Calcio,78,Gabriele Angella,DF,29,1989,ITA,1000000,True
Serie A,Bologna FC 1909,25,Gabriele Corbo,DF,18,2000,ITA,800000,False
Serie A,ACF Fiorentina,32,Gabriele Ferrarini,DF,18,2000,ITA,100000,False
Serie A,ACF Fiorentina,-,Gabriele Gori,FW,19,1999,ITA,500000,True
Serie A,SPAL,11,Gabriele Moncini,FW,22,1996,ITA,2000000,True
Serie A,UC Sampdoria,95,Gabriele Rolando,MF,23,1995,ITA,400000,True
Serie A,Inter Milan,-,Gabriele Zappa,DF,18,1999,ITA,500000,False
Serie A,ACF Fiorentina,-,Gaetano Castrovilli,MF,21,1997,ITA,1800000,True
Serie A,Atalanta BC,-,Gaetano Monachello,FW,24,1994,ITA,500000,True
