Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Min/90,GA,GA/90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKGA,PKsv,PKm,PK%
163,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,25,1992,38,38,3420,38.0,54,1.42,170,120,68.8,9,13,16,10,26.3,3,1,2,0,66.7
164,Mamadou Samassa,MLI,GK,ESTAC Troyes,Ligue 1,27,1990,21,21,1890,21.0,31,1.48,108,81,73.1,6,3,12,5,23.8,3,2,1,0,33.3
165,Brice Samba,COG,GK,SM Caen,Ligue 1,23,1994,4,3,316,3.5,4,1.14,18,15,83.3,1,1,1,2,66.7,1,1,0,0,0.0
166,Antonio Santurro,ITA,GK,Bologna FC 1909,Serie A,25,1992,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,
167,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,30,1986,33,33,2965,32.9,47,1.43,135,90,65.9,11,10,12,8,24.2,3,1,2,0,66.7
168,Alexander Schwolow,DEU,GK,SC Freiburg,Bundesliga,25,1992,33,33,2906,32.3,53,1.64,142,97,65.5,7,11,14,9,27.3,5,4,0,1,0.0
169,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,21,1996,6,6,540,6.0,11,1.83,26,16,57.7,1,0,5,1,16.7,1,0,1,0,100.0
170,Luigi Sepe,ITA,GK,SSC Napoli,Serie A,26,1991,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,
171,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,26,1991,2,2,180,2.0,7,3.50,25,18,72.0,0,0,2,0,0.0,0,0,0,0,
172,Tobias Sippel,DEU,GK,Borussia Mönchengladbach,Bundesliga,29,1988,5,4,435,4.8,10,2.07,24,14,58.3,1,0,4,1,25.0,0,0,0,0,
173,Salvatore Sirigu,ITA,GK,Torino FC,Serie A,30,1987,37,37,3330,37.0,45,1.22,160,120,75.0,12,15,10,10,27.0,8,5,3,0,37.5
174,Antonio Sivera,ESP,GK,Deportivo Alavés,La Liga,20,1996,1,1,60,0.7,1,1.50,2,2,50.0,0,0,0,0,0.0,0,0,0,0,
175,Lukasz Skorupski,POL,GK,AS Roma,Serie A,26,1991,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,
176,Yann Sommer,CHE,GK,Borussia Mönchengladbach,Bundesliga,28,1988,30,30,2625,29.2,42,1.44,145,106,73.8,12,8,9,6,20.0,4,4,0,0,0.0
177,David Soria,ESP,GK,Sevilla FC,La Liga,24,1993,15,15,1263,14.0,19,1.35,57,41,70.2,7,3,4,5,33.3,3,2,0,1,0.0
178,Stefano Sorrentino,ITA,GK,Chievo Verona,Serie A,38,1979,38,38,3420,38.0,59,1.55,180,126,69.4,10,10,18,7,18.4,8,4,3,1,42.9
179,Julián Speroni,ARG,GK,Crystal Palace,Premier League,38,1979,11,11,990,11.0,14,1.27,40,27,67.5,3,5,3,2,18.2,1,1,0,0,0.0
180,Marco Sportiello,ITA,GK,ACF Fiorentina,Serie A,25,1992,37,37,3202,35.6,38,1.07,134,95,73.1,16,9,11,14,37.8,3,2,1,0,33.3
181,Tom Starke,DEU,GK,Bayern Munich,Bundesliga,36,1981,2,2,180,2.0,0,0.00,6,6,100.0,2,0,0,2,100.0,0,0,0,0,
182,Thomas Strakosha,ALB,GK,SS Lazio,Serie A,22,1995,38,38,3420,38.0,49,1.29,153,112,73.9,21,9,8,11,28.9,11,9,1,1,10.0
183,Danijel Subasic,HRV,GK,AS Monaco,Ligue 1,32,1984,34,34,2939,32.7,41,1.26,130,94,71.5,20,8,5,10,29.4,4,4,0,0,0.0
184,Seydou Sy,SEN,GK,AS Monaco,Ligue 1,21,1995,3,2,256,2.8,4,1.41,16,13,81.3,2,0,1,1,50.0,1,1,0,0,0.0
185,Wojciech Szczesny,POL,GK,Juventus FC,Serie A,27,1990,17,17,1530,17.0,9,0.53,34,24,73.5,13,3,1,11,64.7,0,0,0,0,
186,Ciprian Tatarusanu,ROU,GK,FC Nantes,Ligue 1,31,1986,37,37,3330,37.0,38,1.03,133,97,72.9,14,10,13,12,32.4,3,2,0,1,0.0
187,Marc-André ter Stegen,DEU,GK,FC Barcelona,La Liga,25,1992,37,37,3330,37.0,28,0.76,129,103,79.8,27,9,1,19,51.4,2,2,0,0,0.0
188,Kevin Trapp,DEU,GK,Paris Saint-Germain,Ligue 1,27,1990,4,4,360,4.0,4,1.00,16,14,87.5,3,0,1,1,25.0,2,2,0,0,0.0
189,Philipp Tschauner,DEU,GK,Hannover 96,Bundesliga,31,1985,31,31,2790,31.0,45,1.45,152,107,71.7,9,9,13,5,16.1,3,2,0,1,0.0
190,Przemyslaw Tyton,POL,GK,Deportivo de La Coruña,La Liga,30,1987,2,1,98,1.1,4,3.67,5,1,20.0,0,0,1,0,0.0,0,0,0,0,
191,Sven Ulreich,DEU,GK,Bayern Munich,Bundesliga,28,1988,29,29,2610,29.0,26,0.90,79,57,68.4,23,3,3,12,41.4,5,1,4,0,80.0
192,Francis Uzoho,NGA,GK,Deportivo de La Coruña,La Liga,18,1998,2,2,180,2.0,2,1.00,9,8,88.9,0,1,1,1,50.0,1,1,0,0,0.0
193,Koke Vegas,ESP,GK,Levante UD,La Liga,21,1995,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,
194,Rémy Vercoutre,FRA,GK,SM Caen,Ligue 1,37,1980,35,35,3104,34.5,48,1.39,133,93,66.9,9,7,18,11,31.4,4,4,0,0,0.0
195,Emiliano Viviano,ITA,GK,UC Sampdoria,Serie A,31,1985,27,27,2430,27.0,43,1.59,129,89,68.2,11,4,12,6,22.2,6,2,4,0,66.7
196,Michel Vorm,NLD,GK,Tottenham Hotspur,Premier League,33,1983,1,1,90,1.0,1,1.00,4,4,75.0,0,1,0,0,0.0,0,0,0,0,
197,Roman Weidenfeller,DEU,GK,Borussia Dortmund,Bundesliga,36,1980,2,1,91,1.0,4,3.96,7,2,42.9,0,1,0,0,0.0,0,0,0,0,
198,Axel Werner,ARG,GK,Atlético de Madrid,La Liga,21,1996,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,
199,Yoel Rodríguez,ESP,GK,SD Eibar,La Liga,28,1988,1,1,90,1.0,1,1.00,5,5,80.0,1,0,0,0,0.0,0,0,0,0,
200,Erwin Zelazny,FRA,GK,ESTAC Troyes,Ligue 1,25,1991,17,17,1530,17.0,28,1.65,94,68,72.3,3,3,11,3,17.6,2,2,0,0,0.0
201,Robin Zentner,DEU,GK,1.FSV Mainz 05,Bundesliga,22,1994,15,15,1350,15.0,27,1.80,66,44,65.2,3,5,7,2,13.3,4,4,0,0,0.0
202,Luca Zidane,FRA,GK,Real Madrid,La Liga,19,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,
203,Ron-Robert Zieler,DEU,GK,VfB Stuttgart,Bundesliga,28,1989,34,34,3060,34.0,36,1.06,146,113,78.1,15,6,13,12,35.3,6,4,2,0,33.3
