Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Cmp,P_Att,P_Cmp%,P_TotDist,P_PrgDist,PS_Cmp,PS_Att,PS_Cmp%,PM_Cmp,PM_Att,PM_Cmp%,PL_Cmp,PL_Att,PL_Cmp%,Ast,xA,A-xA,P_KP,P_1/3,P_PPA,P_CrsPA,P_Prog
1132,Edgar Ié,PRT,DF,LOSC Lille,Ligue 1,23,1994,35.0,1523,1845,82.5,28650,11255,564,652,86.5,782,874,89.5,157,262,59.9,1,0.4,+0.6,10,128,10,3,129
1133,Julien Ielsch,FRA,MF,Amiens SC,Ligue 1,34,1983,6.9,159,236,67.4,2652,1270,78,99,78.8,61,80,76.3,14,43,32.6,0,0.4,-0.4,5,17,3,2,28
1134,Pietro Iemmello,ITA,FW,Benevento Calcio,Serie A,25,1992,9.8,157,206,76.2,2549,344,80,99,80.8,60,78,76.9,14,18,77.8,1,1.0,0.0,8,8,3,1,8
1135,Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,20,1996,9.2,187,244,76.6,2878,710,108,136,79.4,49,61,80.3,22,34,64.7,3,2.1,+0.9,11,9,12,1,21
1136,Jordan Ikoko,COD,DF,EA Guingamp,Ligue 1,23,1994,26.9,1011,1281,78.9,16755,6994,486,550,88.4,393,488,80.5,89,169,52.7,3,1.5,+1.5,24,64,20,12,91
1137,Jonathan Ikoné,FRA,FW,Montpellier HSC,Ligue 1,19,1998,11.1,273,387,70.5,4542,1106,142,179,79.3,90,126,71.4,31,61,50.8,1,2.1,-1.1,12,23,11,0,26
1138,Josip Ilicic,SVN,FW,Atalanta BC,Serie A,29,1988,22.2,911,1188,76.7,16914,4650,409,487,84.0,335,407,82.3,139,233,59.7,6,6.2,-0.2,62,63,69,10,129
1139,Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,27,1990,35.1,2157,2481,86.9,42311,13690,759,835,90.9,1091,1197,91.1,292,407,71.7,5,2.5,+2.5,31,272,37,5,275
1140,Jules Iloki,FRA,MF,FC Nantes,Ligue 1,25,1992,15.7,345,517,66.7,5983,2150,175,238,73.5,115,170,67.6,44,79,55.7,0,2.8,-2.8,30,18,33,23,44
1141,Stefan Ilsanker,AUT,DF,RB Leipzig,Bundesliga,28,1989,14.3,762,924,82.5,14964,5331,291,329,88.4,352,402,87.6,113,177,63.8,1,0.9,+0.1,12,75,14,4,93
1142,Giannelli Imbula,COD,MF,FC Toulouse,Ligue 1,24,1992,24.9,1034,1214,85.2,19099,4875,414,450,92.0,473,520,91.0,130,210,61.9,0,2.0,-2.0,25,117,12,2,109
1143,Ciro Immobile,ITA,FW,SS Lazio,Serie A,27,1990,29.8,615,783,78.5,9274,1332,361,425,84.9,192,242,79.3,45,66,68.2,6,6.7,-0.7,37,31,21,2,40
1144,Emmanuel Imorou,BEN,DF,SM Caen,Ligue 1,28,1988,0.4,15,19,78.9,239,110,8,8,100.0,7,9,77.8,0,0,,0,0.0,0.0,0,1,0,0,1
1145,Tom Ince,ENG,MF,Huddersfield Town,Premier League,25,1992,27.2,555,733,75.7,9336,1760,273,317,86.1,215,248,86.7,55,122,45.1,0,1.4,-1.4,18,33,16,5,35
1146,Svante Ingelsson,SWE,MF,Udinese Calcio,Serie A,19,1998,3.6,65,95,68.4,1033,320,39,46,84.8,17,29,58.6,8,14,57.1,1,0.2,+0.8,4,6,1,1,3
1147,Roberto Inglese,ITA,FW,Chievo Verona,Serie A,25,1991,30.9,362,563,64.3,5309,786,212,292,72.6,122,184,66.3,20,55,36.4,1,1.5,-0.5,21,14,14,3,28
1148,Danny Ings,ENG,FW,Liverpool FC,Premier League,25,1992,3.0,51,79,64.6,887,144,27,37,73.0,17,24,70.8,6,9,66.7,0,0.2,-0.2,3,2,4,0,6
1149,Andrés Iniesta,ESP,MF,FC Barcelona,La Liga,33,1984,20.7,1325,1534,86.4,23088,6430,671,732,91.7,491,554,88.6,143,203,70.4,2,1.6,+0.4,17,170,62,6,155
1150,Lorenzo Insigne,ITA,FW,SSC Napoli,Serie A,26,1991,34.3,2110,2532,83.3,29758,6122,1391,1546,90.0,581,698,83.2,101,209,48.3,11,9.1,+1.9,99,104,90,13,164
1151,Emiliano Insúa,ARG,DF,VfB Stuttgart,Bundesliga,28,1989,23.4,769,1072,71.7,14173,5463,330,371,88.9,337,448,75.2,91,206,44.2,2,1.8,+0.2,23,47,23,13,69
1152,Pablo Insua,ESP,DF,FC Schalke 04,Bundesliga,23,1993,0.3,5,5,100.0,101,65,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
1153,Takashi Inui,JPN,MF,SD Eibar,La Liga,29,1988,29.1,726,953,76.2,12152,2113,372,444,83.8,277,354,78.2,69,132,52.3,3,1.7,+1.3,24,45,21,8,52
1154,Artur Ionita,MDA,MF,Cagliari Calcio,Serie A,26,1990,29.7,723,969,74.6,11467,2985,404,509,79.4,241,318,75.8,62,99,62.6,2,1.1,+0.9,14,64,10,5,71
1155,Gorka Iraizoz,ESP,GK,Girona FC,La Liga,36,1981,8.5,106,189,56.1,4273,3264,10,11,90.9,23,24,95.8,72,153,47.1,0,0.0,0.0,0,12,0,0,1
1156,Stephen Ireland,IRL,MF,Stoke City,Premier League,30,1986,1.5,57,70,81.4,895,206,30,33,90.9,22,24,91.7,4,10,40.0,0,0.0,0.0,1,7,0,0,7
1157,Carlos Isaac,ESP,DF,Atlético de Madrid,La Liga,19,1998,0.7,35,43,81.4,602,186,17,21,81.0,16,19,84.2,2,3,66.7,0,0.0,0.0,0,1,1,0,2
1158,Alexander Isak,SWE,FW,Borussia Dortmund,Bundesliga,17,1999,1.3,21,28,75.0,244,32,14,16,87.5,5,7,71.4,0,0,,0,0.2,-0.2,1,0,1,0,2
1159,Isco,ESP,MF,Real Madrid,La Liga,25,1992,19.6,1355,1595,85.0,22931,6132,716,782,91.6,520,593,87.7,115,193,59.6,5,5.8,-0.8,49,148,64,12,147
1160,Tatsuya Ito,JPN,MF,Hamburger SV,Bundesliga,20,1997,11.2,295,391,75.4,4467,1439,164,191,85.9,109,149,73.2,17,35,48.6,2,1.1,+0.9,12,16,22,5,38
1161,Luca Itter,DEU,DF,VfL Wolfsburg,Bundesliga,18,1999,4.6,136,187,72.7,2491,908,55,65,84.6,67,82,81.7,13,37,35.1,0,0.1,-0.1,2,7,2,1,10
1162,Manuel Iturra,CHL,MF,Málaga CF,La Liga,33,1984,17.6,476,610,78.0,9558,2754,185,226,81.9,210,256,82.0,74,118,62.7,1,0.7,+0.3,9,53,7,2,42
1163,Ander Iturraspe,ESP,MF,Athletic Bilbao,La Liga,28,1989,21.2,974,1220,79.8,20799,5679,336,395,85.1,425,500,85.0,205,306,67.0,0,2.0,-2.0,26,101,13,3,97
1164,Ivi López,ESP,MF,Levante UD,La Liga,23,1994,19.6,445,676,65.8,8431,2578,214,285,75.1,152,223,68.2,72,151,47.7,3,2.4,+0.6,24,40,34,9,66
1165,Alex Iwobi,NGA,FW,Arsenal FC,Premier League,21,1996,20.3,987,1152,85.7,16495,4520,480,522,92.0,387,456,84.9,93,121,76.9,5,3.6,+1.4,37,91,34,2,119
1166,José Izquierdo,COL,MF,Brighton & Hove Albion,Premier League,25,1992,22.0,420,539,77.9,5709,1571,259,304,85.2,125,162,77.2,13,31,41.9,3,2.1,+0.9,19,18,13,4,39
1167,Armando Izzo,ITA,DF,Genoa CFC,Serie A,25,1992,15.4,635,847,75.0,13286,4553,221,247,89.5,299,368,81.3,111,219,50.7,0,0.1,-0.1,1,48,9,1,45
1168,Ja-cheol Koo,KOR,MF,FC Augsburg,Bundesliga,28,1989,22.7,632,789,80.1,9708,2304,368,427,86.2,193,229,84.3,49,79,62.0,0,1.1,-1.1,12,58,7,0,57
1169,Paul Jaeckel,DEU,DF,VfL Wolfsburg,Bundesliga,19,1998,3.0,111,137,81.0,2521,724,22,27,81.5,72,78,92.3,17,31,54.8,0,0.2,-0.2,2,6,5,2,8
1170,Phil Jagielka,ENG,DF,Everton FC,Premier League,34,1982,22.9,748,1015,73.7,18307,5676,184,218,84.4,342,415,82.4,213,359,59.3,0,0.0,0.0,1,71,5,0,46
1171,Kilian Jakob,DEU,FW,FC Augsburg,Bundesliga,19,1998,0.6,4,12,33.3,68,37,2,5,40.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,1,0,2
1172,Eldin Jakupovic,CHE,GK,Leicester City,Premier League,32,1984,2.0,22,40,55.0,1009,714,0,0,,8,9,88.9,14,31,45.2,0,0.0,0.0,0,1,0,0,0
1173,Christophe Jallet,FRA,DF,OGC Nice,Ligue 1,33,1983,13.0,684,821,83.3,11739,4374,322,357,90.2,294,351,83.8,55,83,66.3,0,1.1,-1.1,11,53,7,4,79
1174,Ablie Jallow,GMB,MF,FC Metz,Ligue 1,18,1998,1.4,34,44,77.3,617,136,16,19,84.2,13,17,76.5,5,8,62.5,0,0.1,-0.1,1,1,2,1,3
1175,Matty James,ENG,MF,Leicester City,Premier League,26,1991,11.0,351,431,81.4,6001,1314,157,183,85.8,150,178,84.3,32,52,61.5,0,0.1,-0.1,2,23,2,0,21
1176,Vasilije Janjicic,CHE,MF,Hamburger SV,Bundesliga,18,1998,3.6,122,151,80.8,2043,646,61,65,93.8,49,64,76.6,9,16,56.3,0,0.2,-0.2,3,12,3,0,12
1177,Christoph Janker,DEU,DF,FC Augsburg,Bundesliga,32,1985,0.9,7,12,58.3,153,70,1,1,100.0,6,7,85.7,0,2,0.0,0,0.0,0.0,0,1,0,0,1
1178,Saidy Janko,CHE,DF,AS Saint-Étienne,Ligue 1,21,1995,15.8,583,767,76.0,9347,3446,290,337,86.1,245,312,78.5,35,71,49.3,0,0.7,-0.7,6,46,9,5,43
1179,Jakub Jankto,CZE,MF,Udinese Calcio,Serie A,21,1996,29.5,819,1146,71.5,15297,4882,341,415,82.2,372,476,78.2,100,224,44.6,4,6.4,-2.4,58,74,47,10,119
1180,Daryl Janmaat,NLD,DF,Watford FC,Premier League,28,1989,20.2,715,1010,70.8,13408,5925,330,377,87.5,260,374,69.5,111,230,48.3,0,1.0,-1.0,12,81,28,15,98
1181,Vincent Janssen,NLD,DF,Tottenham Hotspur,Premier League,23,1994,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
1182,Tony Jantschke,DEU,DF,Borussia Mönchengladbach,Bundesliga,27,1990,8.1,328,440,74.5,6264,2830,119,143,83.2,172,216,79.6,34,65,52.3,1,0.2,+0.8,3,36,3,1,43
1183,Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,22,1995,17.4,419,560,74.8,7360,2410,217,255,85.1,151,181,83.4,48,105,45.7,5,4.0,+1.0,35,39,28,10,54
1184,Nicolas Janvier,FRA,MF,Stade Rennais FC,Ligue 1,18,1998,0.8,36,43,83.7,634,162,18,20,90.0,11,14,78.6,5,7,71.4,0,0.0,0.0,0,5,0,0,1
1185,Pawel Jaroszynski,POL,DF,Chievo Verona,Serie A,22,1994,9.0,244,409,59.7,4975,2180,89,120,74.2,107,160,66.9,46,115,40.0,0,0.2,-0.2,5,19,10,7,26
1186,Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,32,1984,31.0,600,1093,54.9,24402,17799,41,43,95.3,188,190,98.9,368,857,42.9,0,0.0,0.0,0,18,0,0,0
1187,Jason,ESP,MF,Levante UD,La Liga,23,1994,19.8,375,564,66.5,6035,1725,209,267,78.3,126,189,66.7,32,76,42.1,2,3.0,-1.0,29,12,28,15,35
1188,Bakery Jatta,GMB,MF,Hamburger SV,Bundesliga,19,1998,3.3,66,102,64.7,1012,371,38,58,65.5,22,26,84.6,4,10,40.0,1,0.1,+0.9,2,4,2,0,9
1189,Corentin Jean,FRA,MF,FC Toulouse,Ligue 1,22,1995,18.8,348,515,67.6,6201,2099,174,211,82.5,110,163,67.5,52,105,49.5,3,3.0,0.0,28,23,20,13,40
1190,Benjamin Jeannot,FRA,FW,Dijon FCO,Ligue 1,25,1992,15.6,228,323,70.6,3644,584,127,173,73.4,72,99,72.7,20,33,60.6,1,0.9,+0.1,11,11,7,1,19
1191,Tin Jedvaj,HRV,DF,Bayer 04 Leverkusen,Bundesliga,21,1995,6.7,287,358,80.2,5837,2366,106,123,86.2,121,141,85.8,56,80,70.0,0,0.4,-0.4,3,35,5,0,33
1192,Jemerson,BRA,DF,AS Monaco,Ligue 1,24,1992,31.7,1174,1371,85.6,26010,8396,294,316,93.0,624,685,91.1,245,344,71.2,0,0.1,-0.1,2,49,1,0,54
1193,Jesé,ESP,FW,Stoke City,Premier League,24,1993,6.8,117,161,72.7,1898,461,62,79,78.5,34,41,82.9,15,28,53.6,1,0.7,+0.3,9,6,7,0,12
1194,Gabriel Jesus,BRA,FW,Manchester City,Premier League,20,1997,18.5,464,575,80.7,6322,820,287,335,85.7,132,166,79.5,17,22,77.3,3,2.2,+0.8,16,22,12,0,25
1195,Juan Jesus,BRA,DF,AS Roma,Serie A,26,1991,18.4,1030,1188,86.7,21022,7845,323,345,93.6,539,577,93.4,159,245,64.9,0,0.1,-0.1,4,71,6,1,68
1196,Álvaro Jiménez,ESP,MF,Getafe CF,La Liga,22,1995,6.0,88,152,57.9,1425,481,38,57,66.7,45,67,67.2,4,18,22.2,1,0.7,+0.3,6,7,4,2,15
1197,Joaquín,ESP,FW,Real Betis Balompié,La Liga,36,1981,27.5,1085,1312,82.7,19671,4684,528,596,88.6,417,491,84.9,133,204,65.2,7,5.0,+2.0,50,71,37,7,99
1198,Aron Jóhannsson,USA,MF,SV Werder Bremen,Bundesliga,26,1990,3.1,79,104,76.0,1371,472,38,45,84.4,32,40,80.0,9,14,64.3,0,0.9,-0.9,7,6,4,1,15
1199,Fabian Johnson,USA,MF,Borussia Mönchengladbach,Bundesliga,29,1987,5.2,78,114,68.4,1165,559,43,53,81.1,33,46,71.7,2,9,22.2,0,0.6,-0.6,3,7,4,2,10
1200,Glen Johnson,ENG,DF,Stoke City,Premier League,32,1984,6.1,142,224,63.4,3199,1646,48,57,84.2,62,89,69.7,30,69,43.5,0,0.3,-0.3,3,24,8,1,19
1201,Karl-Johan Johnsson,SWE,GK,EA Guingamp,Ligue 1,27,1990,38.0,551,928,59.4,20406,13157,53,54,98.1,212,214,99.1,286,660,43.3,0,0.0,0.0,1,12,1,0,0
1202,Milos Jojic,SRB,MF,1. FC Köln,Bundesliga,25,1992,16.2,503,692,72.7,9162,2756,217,269,80.7,217,262,82.8,57,136,41.9,5,5.3,-0.3,31,37,22,4,65
1203,Jonathas,BRA,FW,Hannover 96,Bundesliga,28,1989,7.0,105,169,62.1,1614,386,64,96,66.7,30,48,62.5,10,16,62.5,3,1.8,+1.2,11,8,6,0,13
1204,Phil Jones,ENG,DF,Manchester United,Premier League,25,1992,21.9,995,1109,89.7,20901,5362,284,310,91.6,516,552,93.5,179,223,80.3,0,0.0,0.0,1,49,1,0,30
1205,Nigel de Jong,NLD,MF,1.FSV Mainz 05,Bundesliga,32,1984,8.2,306,365,83.8,6043,1707,104,121,86.0,155,173,89.6,44,62,71.0,0,0.2,-0.2,4,26,2,0,26
1206,Jony,ESP,MF,Málaga CF,La Liga,26,1991,2.4,52,109,47.7,1014,414,23,33,69.7,18,36,50.0,10,29,34.5,0,0.3,-0.3,6,5,7,2,7
1207,Joan Jordán,ESP,MF,SD Eibar,La Liga,23,1994,27.1,997,1269,78.6,20312,4355,385,455,84.6,426,509,83.7,175,283,61.8,3,2.9,+0.1,41,98,22,5,98
1208,Jorge,BRA,DF,AS Monaco,Ligue 1,21,1996,21.3,715,997,71.7,13006,4944,297,342,86.8,324,440,73.6,81,160,50.6,2,2.0,0.0,17,60,23,13,82
1209,Jorginho,ITA,MF,SSC Napoli,Serie A,25,1991,29.4,2864,3229,88.7,44080,13864,1638,1745,93.9,977,1116,87.5,194,293,66.2,3,3.6,-0.6,48,442,51,1,316
1210,Willian José,BRA,FW,Real Sociedad,La Liga,25,1991,30.7,639,865,73.9,10567,1839,338,407,83.0,201,287,70.0,70,115,60.9,4,4.6,-0.6,37,44,19,1,51
1211,Joselu,ESP,FW,Newcastle United,Premier League,27,1990,19.0,384,604,63.6,5273,1268,244,363,67.2,99,161,61.5,23,39,59.0,1,0.5,+0.5,14,42,7,0,37
1212,Yann Jouffre,FRA,MF,FC Metz,Ligue 1,33,1984,3.0,153,189,81.0,2989,1030,72,80,90.0,51,59,86.4,26,44,59.1,0,0.7,-0.7,6,15,3,1,12
1213,Vukasin Jovanovic,SRB,DF,FC Girondins Bordeaux,Ligue 1,21,1996,16.0,632,721,87.7,13832,3656,173,188,92.0,322,354,91.0,129,168,76.8,0,0.3,-0.3,4,39,4,0,32
1214,Stevan Jovetic,MNE,FW,AS Monaco,Ligue 1,27,1989,8.4,170,253,67.2,2756,722,86,122,70.5,66,85,77.6,13,27,48.1,0,0.7,-0.7,8,16,11,0,26
1215,Luka Jovic,SRB,FW,Eintracht Frankfurt,Bundesliga,19,1997,10.4,178,241,73.9,2789,408,106,131,80.9,49,67,73.1,17,30,56.7,1,1.5,-0.5,5,10,4,1,9
1216,Jozabed Sánchez,ESP,MF,Celta de Vigo,La Liga,26,1991,16.3,764,884,86.4,14713,3671,309,352,87.8,344,379,90.8,105,138,76.1,4,1.9,+2.1,18,85,18,1,84
1217,Juanfran,ESP,DF,Atlético de Madrid,La Liga,32,1985,14.5,507,642,79.0,8187,3443,249,291,85.6,228,271,84.1,24,65,36.9,0,0.8,-0.8,7,28,14,7,58
1218,Juanfran,ESP,DF,Deportivo de La Coruña,La Liga,28,1988,33.9,1273,1803,70.6,24041,11166,561,688,81.5,544,726,74.9,158,349,45.3,1,3.5,-2.5,34,124,45,27,140
1219,Juankar,ESP,DF,Málaga CF,La Liga,27,1990,8.7,299,405,73.8,5550,2742,120,144,83.3,146,191,76.4,31,60,51.7,0,0.7,-0.7,11,24,11,7,35
1220,Juanmi,ESP,FW,Real Sociedad,La Liga,24,1993,16.5,282,351,80.3,4355,612,160,193,82.9,96,118,81.4,21,25,84.0,2,1.7,+0.3,10,17,6,2,11
1221,Juanpe,ESP,DF,Girona FC,La Liga,26,1991,34.1,1021,1372,74.4,25389,10278,213,264,80.7,548,637,86.0,257,455,56.5,1,1.4,-0.4,8,94,6,2,89
1222,Juanpi Añor,VEN,MF,Málaga CF,La Liga,23,1994,6.8,174,222,78.4,2959,749,97,115,84.3,55,67,82.1,19,33,57.6,2,0.8,+1.2,6,12,5,2,12
1223,Mariano Izco,ARG,MF,FC Crotone,Serie A,34,1983,2.0,57,70,81.4,954,277,28,35,80.0,24,27,88.9,3,4,75.0,0,0.0,0.0,0,7,1,0,6
1224,Christopher Jullien,FRA,DF,FC Toulouse,Ligue 1,24,1993,28.9,962,1248,77.1,24400,9701,193,232,83.2,457,540,84.6,302,449,67.3,1,0.6,+0.4,6,102,3,1,84
1225,David Juncà,ESP,DF,SD Eibar,La Liga,23,1993,10.0,441,633,69.7,9799,3963,115,144,79.9,221,288,76.7,99,183,54.1,3,1.4,+1.6,14,53,22,11,60
1226,Gideon Jung,DEU,MF,Hamburger SV,Bundesliga,22,1994,28.6,832,1058,78.6,17402,6150,243,285,85.3,450,525,85.7,130,216,60.2,1,0.9,+0.1,8,88,10,1,92
1227,Sebastian Jung,DEU,DF,VfL Wolfsburg,Bundesliga,27,1990,0.9,18,27,66.7,338,222,9,10,90.0,7,10,70.0,2,6,33.3,0,0.0,0.0,0,2,1,0,2
1228,Zlatko Junuzovic,AUT,MF,SV Werder Bremen,Bundesliga,29,1987,18.1,548,791,69.3,9343,3475,269,331,81.3,202,270,74.8,59,137,43.1,4,3.8,+0.2,40,55,35,11,91
1229,Zanka,DNK,DF,Huddersfield Town,Premier League,27,1990,38.0,1181,1552,76.1,25369,9867,350,417,83.9,582,700,83.1,232,397,58.4,2,0.6,+1.4,5,117,2,0,118
1230,Christian Kabasele,BEL,DF,Watford FC,Premier League,26,1991,25.9,660,899,73.4,14970,6390,175,214,81.8,324,395,82.0,152,267,56.9,0,0.0,0.0,2,52,5,0,65
1231,Younès Kaboul,FRA,DF,Watford FC,Premier League,31,1986,1.7,55,83,66.3,1419,651,13,20,65.0,26,30,86.7,16,30,53.3,0,0.0,0.0,0,9,0,0,5
1232,Alexander Kacaniklic,SWE,MF,FC Nantes,Ligue 1,25,1991,3.5,64,96,66.7,928,290,34,48,70.8,22,33,66.7,1,7,14.3,1,0.0,+1.0,1,2,3,1,8
1233,Gojko Kacar,SRB,DF,FC Augsburg,Bundesliga,30,1987,2.5,59,80,73.8,1255,411,15,19,78.9,35,43,81.4,9,17,52.9,0,0.0,0.0,0,1,0,0,2
1234,Elias Kachunga,COD,FW,Huddersfield Town,Premier League,25,1992,14.8,226,355,63.7,3080,645,142,179,79.3,62,105,59.0,10,28,35.7,1,0.7,+0.3,8,9,7,3,17
1235,Pavel Kaderabek,CZE,DF,TSG 1899 Hoffenheim,Bundesliga,25,1992,24.4,800,1092,73.3,14209,5384,348,430,80.9,366,461,79.4,78,160,48.8,3,3.7,-0.7,22,40,21,10,81
1236,Shinji Kagawa,JPN,MF,Borussia Dortmund,Bundesliga,28,1989,13.0,645,762,84.6,11258,2582,314,346,90.8,242,275,88.0,76,119,63.9,2,2.1,-0.1,22,70,22,0,58
1237,Sullay Kaikai,ENG,MF,Crystal Palace,Premier League,21,1995,0.2,3,8,37.5,52,5,2,3,66.7,1,2,50.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0
1238,Florian Kainz,AUT,MF,SV Werder Bremen,Bundesliga,24,1992,19.0,548,785,69.8,10626,4033,236,287,82.2,225,295,76.3,76,163,46.6,3,3.4,-0.4,38,57,31,10,97
1239,Dominik Kaiser,DEU,MF,RB Leipzig,Bundesliga,28,1988,3.1,116,167,69.5,1963,787,59,72,81.9,44,60,73.3,11,31,35.5,0,0.3,-0.3,3,7,5,1,11
1240,Gaël Kakuta,COD,MF,Amiens SC,Ligue 1,26,1991,34.3,889,1378,64.5,15336,5659,437,582,75.1,301,435,69.2,112,266,42.1,4,7.1,-3.1,66,105,37,9,148
1241,Nikola Kalinic,HRV,FW,AC Milan,Serie A,29,1988,20.1,295,366,80.6,4135,515,176,215,81.9,97,112,86.6,11,16,68.8,3,2.1,+0.9,34,17,8,0,18
1242,Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,31,1985,24.5,446,635,70.2,6705,2107,251,321,78.2,152,221,68.8,29,50,58.0,3,2.5,+0.5,17,36,12,2,62
1243,Daichi Kamada,JPN,FW,Eintracht Frankfurt,Bundesliga,20,1996,1.6,27,33,81.8,445,93,14,14,100.0,10,11,90.9,2,5,40.0,0,0.1,-0.1,1,1,1,0,2
1244,François Kamano,GIN,FW,FC Girondins Bordeaux,Ligue 1,21,1996,22.4,542,684,79.2,8348,1727,297,344,86.3,203,239,84.9,29,59,49.2,4,4.9,-0.9,32,15,22,7,47
1245,Bingourou Kamara,SEN,GK,RC Strasbourg Alsace,Ligue 1,20,1996,18.8,297,463,64.1,10438,6670,22,23,95.7,128,130,98.5,146,309,47.2,0,0.0,0.0,0,3,0,0,0
1246,Boubacar Kamara,FRA,DF,Olympique Marseille,Ligue 1,17,1999,5.1,249,288,86.5,4317,1430,113,123,91.9,107,122,87.7,23,34,67.6,0,0.1,-0.1,1,7,3,0,10
1247,Marcin Kaminski,POL,DF,VfB Stuttgart,Bundesliga,25,1992,12.6,704,837,84.1,14487,5200,228,243,93.8,359,406,88.4,113,173,65.3,0,0.6,-0.6,4,59,7,3,60
1248,Kevin Kampl,SVN,MF,Bayer 04 Leverkusen,Bundesliga,26,1990,0.3,28,33,84.8,589,189,11,15,73.3,11,12,91.7,6,6,100.0,0,0.0,0.0,1,5,0,0,7
1249,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,26,1990,22.4,1036,1262,82.1,18387,5970,477,538,88.7,428,503,85.1,115,189,60.8,3,3.9,-0.9,46,124,29,3,127
1250,Harry Kane,ENG,FW,Tottenham Hotspur,Premier League,24,1993,34.2,476,683,69.7,9193,2265,223,294,75.9,159,218,72.9,77,121,63.6,2,2.7,-0.7,31,48,23,2,65
1251,Wilfried Kanga,FRA,FW,SCO Angers,Ligue 1,19,1998,2.0,26,32,81.3,369,43,16,17,94.1,9,13,69.2,1,1,100.0,0,0.0,0.0,1,1,0,0,0
1252,Mamadou Kanoute,SEN,FW,Benevento Calcio,Serie A,23,1993,0.4,13,15,86.7,260,25,3,4,75.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1
1253,N'Golo Kanté,FRA,MF,Chelsea FC,Premier League,26,1991,33.3,1899,2144,88.6,34487,8100,773,854,90.5,881,946,93.1,202,270,74.8,1,2.4,-1.4,36,198,42,2,217
1254,Bartosz Kapustka,POL,FW,SC Freiburg,Bundesliga,20,1996,2.6,46,77,59.7,713,188,28,34,82.4,14,23,60.9,3,10,30.0,0,0.0,0.0,0,5,0,0,4
1255,Kenan Karaman,TUR,MF,Hannover 96,Bundesliga,23,1994,9.5,196,274,71.5,3208,773,94,122,77.0,78,104,75.0,16,27,59.3,0,1.2,-1.2,8,12,5,1,23
1256,Yann Karamoh,FRA,FW,Inter Milan,Serie A,19,1998,5.4,194,251,77.3,3091,657,106,127,83.5,73,88,83.0,12,27,44.4,0,0.2,-0.2,2,11,8,2,20
1257,Loris Karius,DEU,GK,Liverpool FC,Premier League,24,1993,19.0,383,533,71.9,10453,6713,68,68,100.0,200,201,99.5,115,263,43.7,0,0.0,0.0,0,3,0,0,0
1258,Orestis Karnezis,GRC,GK,Watford FC,Premier League,32,1985,14.4,143,314,45.5,6849,5477,4,4,100.0,35,35,100.0,103,273,37.7,0,0.0,0.0,0,12,0,0,0
1259,Rick Karsdorp,NLD,DF,AS Roma,Serie A,22,1995,0.9,49,62,79.0,995,256,15,20,75.0,27,29,93.1,7,13,53.8,0,0.0,0.0,0,5,1,0,3
1260,Aleksandar Katai,SRB,FW,Deportivo Alavés,La Liga,26,1991,0.6,9,11,81.8,139,70,5,6,83.3,4,5,80.0,0,0,,0,0.0,0.0,0,3,0,0,2
1261,Florian Kath,DEU,FW,SC Freiburg,Bundesliga,22,1994,7.5,143,208,68.8,2403,610,74,95,77.9,57,75,76.0,8,25,32.0,0,0.2,-0.2,5,17,5,1,19
1262,Ole Käuper,DEU,MF,SV Werder Bremen,Bundesliga,20,1997,0.8,21,32,65.6,370,53,9,13,69.2,10,12,83.3,2,5,40.0,0,0.0,0.0,0,0,0,0,1
1263,Eiji Kawashima,JPN,GK,FC Metz,Ligue 1,34,1983,28.6,369,680,54.3,14209,10625,34,34,100.0,149,152,98.0,185,491,37.7,0,0.0,0.0,1,11,1,0,1
1264,Beram Kayal,ISR,MF,Brighton & Hove Albion,Premier League,29,1988,8.3,186,237,78.5,3246,859,83,98,84.7,74,92,80.4,21,35,60.0,0,1.0,-1.0,10,18,4,2,20
1265,Joris Kayembe,BEL,FW,FC Nantes,Ligue 1,22,1994,1.0,17,24,70.8,235,75,10,13,76.9,3,7,42.9,2,2,100.0,0,0.1,-0.1,1,0,1,0,1
1266,Olarenwaju Kayode,NGA,FW,Girona FC,La Liga,24,1993,4.4,34,55,61.8,598,84,22,34,64.7,6,12,50.0,5,7,71.4,0,0.9,-0.9,4,1,1,0,2
1267,Moise Kean,ITA,FW,Hellas Verona,Serie A,17,2000,12.6,157,209,75.1,2279,362,94,109,86.2,48,62,77.4,9,17,52.9,0,0.8,-0.8,7,4,3,1,10
1268,Michael Keane,ENG,DF,Everton FC,Premier League,24,1993,28.4,921,1221,75.4,21779,8320,219,270,81.1,470,561,83.8,225,352,63.9,1,0.5,+0.5,5,83,3,0,70
