Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
712,Mohamed Dräger,TUN,MF,SC Freiburg,Bundesliga,21,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
713,Aleksandar Dragovic,AUT,DF,Leicester City,Premier League,26,1991,8.5,4,0.47,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
714,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,26,1991,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
715,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,19,1997,2.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
716,Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
717,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,23,1993,18.9,79,4.17,67,2,4,2,1,3,17,0.90,15,0,1,1,0,0
718,Danny Drinkwater,ENG,MF,Chelsea FC,Premier League,27,1990,5.9,9,1.54,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
719,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,24,1992,5.2,14,2.73,9,0,2,1,0,2,4,0.78,1,0,2,1,0,0
720,Rick van Drongelen,NLD,DF,Hamburger SV,Bundesliga,18,1998,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
721,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,28,1989,11.0,5,0.45,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
722,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,21,1995,23.8,34,1.43,27,1,0,1,5,0,2,0.08,0,0,0,0,2,0
723,Léo Dubois,FRA,DF,FC Nantes,Ligue 1,22,1994,33.6,109,3.24,64,29,4,9,2,1,6,0.18,3,1,0,1,1,0
724,Martin Dubravka,SVK,GK,Newcastle United,Premier League,28,1989,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
725,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,14,1.69,10,0,4,0,0,0,1,0.12,1,0,0,0,0,0
726,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,25,1992,36.6,18,0.49,12,0,0,4,2,0,2,0.05,1,0,0,0,1,0
727,Paul Dummett,WAL,DF,Newcastle United,Premier League,25,1991,17.8,13,0.73,12,0,0,1,0,0,2,0.11,2,0,0,0,0,0
728,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,24,1993,21.6,56,2.58,48,0,3,2,2,1,5,0.23,5,0,0,0,0,0
729,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,25,1991,38.0,24,0.63,16,0,0,3,3,2,3,0.08,1,0,0,1,1,0
730,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,24,1993,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
731,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,28,1989,11.4,55,4.81,27,15,4,2,5,2,7,0.61,3,1,1,0,1,1
732,Riza Durmisi,DNK,DF,Real Betis Balompié,La Liga,23,1994,23.1,40,1.73,35,1,2,0,2,0,7,0.30,6,0,0,0,1,0
733,Hugo Duro,ESP,FW,Getafe CF,La Liga,17,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
734,Noë Dussenne,BEL,DF,FC Crotone,Serie A,25,1992,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
735,Paulo Dybala,ARG,MF,Juventus FC,Serie A,23,1993,26.1,145,5.54,71,27,14,11,20,2,16,0.61,9,3,2,0,2,0
736,Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,24,1.65,21,0,1,1,1,0,1,0.07,0,0,0,1,0,0
737,Edin Dzeko,BIH,FW,AS Roma,Serie A,31,1986,33.5,112,3.34,84,1,13,8,6,0,9,0.27,7,0,1,1,0,0
738,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,31,1986,13.3,19,1.43,15,0,1,2,1,0,2,0.15,1,0,0,1,0,0
739,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,20,1997,16.9,10,0.59,8,1,0,1,0,0,3,0.18,2,0,0,1,0,0
740,Éder,ITA,FW,Inter Milan,Serie A,30,1986,8.9,29,3.37,22,0,0,2,5,0,3,0.35,1,0,0,0,2,0
741,Simone Edera,ITA,FW,Torino FC,Serie A,20,1997,3.6,7,2.00,5,0,1,1,0,0,2,0.57,2,0,0,0,0,0
742,Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
743,Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,2,0.37,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0
744,Mandela Egbo,ENG,MF,Borussia Mönchengladbach,Bundesliga,19,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
745,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,19,1998,1.1,6,5.87,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
746,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,20,1996,29.9,53,1.77,34,3,8,4,3,1,7,0.23,3,0,1,2,0,1
747,Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,21,1.71,17,0,0,0,2,2,2,0.16,1,0,0,0,0,1
748,Josip Elez,HRV,DF,Hannover 96,Bundesliga,23,1994,8.6,3,0.35,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
749,Rob Elliot,IRL,GK,Newcastle United,Premier League,31,1986,16.0,2,0.12,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
750,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,25,1992,9.6,22,2.29,19,0,0,2,1,0,1,0.10,1,0,0,0,0,0
751,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,12,0.68,9,2,0,1,0,0,2,0.11,1,1,0,0,0,0
752,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,20,1996,32.4,38,1.17,27,3,1,4,2,1,3,0.09,1,0,0,1,1,0
753,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,23,1993,29.9,13,0.43,12,0,0,0,0,1,0,0.00,0,0,0,0,0,0
754,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,20,1997,10.2,27,2.66,8,0,6,2,7,3,6,0.59,1,0,0,0,3,1
755,Youssef En-Nesyri,MAR,FW,Málaga CF,La Liga,20,1997,17.8,28,1.58,11,0,5,3,6,3,3,0.17,0,0,1,1,0,1
756,Sergi Enrich,ESP,FW,SD Eibar,La Liga,27,1990,14.8,30,2.03,20,0,0,3,4,3,3,0.20,1,0,0,0,1,1
757,Javi Eraso,ESP,MF,CD Leganés,La Liga,27,1990,28.1,74,2.62,44,18,2,4,4,2,6,0.21,2,2,0,2,0,0
758,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,25,1992,35.8,175,4.89,128,32,3,10,2,0,16,0.45,10,5,0,1,0,0
759,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,24,1993,17.5,25,1.44,19,0,1,2,3,0,0,0.00,0,0,0,0,0,0
760,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,27,1989,25.9,42,1.62,30,7,1,1,0,3,6,0.23,3,2,0,1,0,0
761,Bernardo Espinosa,COL,DF,Girona FC,La Liga,28,1989,31.9,14,0.44,8,0,0,4,1,1,3,0.09,2,0,0,1,0,0
762,Michael Esser,DEU,GK,Hannover 96,Bundesliga,29,1987,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
763,Alexander Esswein,DEU,FW,Hertha BSC,Bundesliga,27,1990,6.9,11,1.62,9,0,0,0,2,0,3,0.44,2,0,0,0,1,0
764,Peter Etebo,NGA,MF,UD Las Palmas,La Liga,21,1995,13.5,23,1.70,16,0,0,1,5,1,1,0.07,1,0,0,0,0,0
765,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,30,1987,12.5,51,4.12,19,27,2,2,0,1,6,0.48,2,3,0,1,0,0
766,Xabi Etxeita,ESP,DF,Athletic Bilbao,La Liga,29,1987,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
767,Jonny Evans,NIR,DF,West Bromwich Albion,Premier League,29,1988,25.2,15,0.59,12,1,0,2,0,0,2,0.08,1,0,0,1,0,0
768,Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,3,2.43,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
769,Patrice Evra,FRA,DF,West Ham United,Premier League,36,1981,2.5,1,0.39,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
770,Patrice Evra,FRA,DF,Olympique Marseille,Ligue 1,36,1981,3.9,5,1.29,2,1,0,1,1,0,0,0.00,0,0,0,0,0,0
771,Edu Expósito,ESP,MF,Deportivo de La Coruña,La Liga,20,1996,1.1,2,1.91,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
772,Erik Expósito,ESP,FW,UD Las Palmas,La Liga,21,1996,5.3,10,1.95,7,0,0,0,2,1,0,0.00,0,0,0,0,0,0
773,Valentin Eysseric,FRA,FW,OGC Nice,Ligue 1,25,1992,1.0,3,3.00,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
774,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,25,1992,7.8,36,4.66,22,7,2,2,1,2,4,0.52,3,0,0,1,0,0
775,Imoh Ezekiel,NGA,FW,UD Las Palmas,La Liga,23,1993,5.2,6,1.15,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
776,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,28,1989,4.7,10,2.15,8,1,1,0,0,0,2,0.43,2,0,0,0,0,0
777,Lukasz Fabianski,POL,GK,Swansea City,Premier League,32,1985,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
778,Fabinho,BRA,MF,AS Monaco,Ligue 1,23,1993,34.0,84,2.47,61,1,6,1,9,6,16,0.47,10,0,2,0,2,2
779,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,30,1987,25.6,159,6.21,107,44,1,4,0,3,12,0.47,8,4,0,0,0,0
780,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,28,1988,33.5,3,0.09,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
781,Fayçal Fajr,MAR,MF,Getafe CF,La Liga,28,1988,26.5,66,2.49,36,23,2,1,2,2,7,0.26,2,4,1,0,0,0
782,Falcao,COL,FW,AS Monaco,Ligue 1,31,1986,23.6,41,1.72,23,0,6,7,5,0,9,0.38,4,0,2,3,0,0
783,Diego Falcinelli,ITA,FW,ACF Fiorentina,Serie A,26,1991,4.9,18,3.75,13,1,1,2,0,1,4,0.83,4,0,0,0,0,0
784,Diego Falcinelli,ITA,FW,US Sassuolo,Serie A,26,1991,14.6,24,1.64,14,0,3,3,4,0,1,0.07,0,0,0,1,0,0
785,Simon Falette,GIN,DF,FC Metz,Ligue 1,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
786,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,25,1992,24.6,17,0.69,13,0,1,1,2,0,2,0.08,2,0,0,0,0,0
787,César Falletti,URY,FW,Bologna FC 1909,Serie A,24,1992,3.6,7,2.05,5,0,0,0,2,0,0,0.00,0,0,0,0,0,0
788,Iago Falque,ESP,FW,Torino FC,Serie A,27,1990,31.3,125,3.96,88,13,8,6,7,3,15,0.48,12,0,1,0,1,1
789,Paolo Faragò,ITA,DF,Cagliari Calcio,Serie A,24,1993,27.3,60,2.21,44,4,1,3,6,2,9,0.33,7,0,0,0,1,1
790,Imad Faraj,MAR,DF,LOSC Lille,Ligue 1,18,1999,1.8,5,2.85,4,0,1,0,0,0,2,1.14,1,0,1,0,0,0
791,Davide Faraoni,ITA,DF,FC Crotone,Serie A,25,1991,19.5,23,1.18,16,5,0,0,2,0,7,0.36,5,1,0,0,1,0
792,Mohamed Fares,DZA,DF,Hellas Verona,Serie A,21,1996,28.9,52,1.80,32,3,9,2,4,2,2,0.07,1,0,0,0,0,1
793,Diego Farias,BRA,FW,Cagliari Calcio,Serie A,27,1990,17.9,40,2.25,27,2,5,5,1,0,5,0.28,5,0,0,0,0,0
794,Federico Fazio,ARG,DF,AS Roma,Serie A,30,1987,32.5,23,0.71,18,0,0,3,0,2,3,0.09,2,0,0,1,0,0
795,Zouhair Feddal,MAR,DF,Real Betis Balompié,La Liga,28,1989,14.0,5,0.36,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
796,Nabil Fekir,FRA,MF,Olympique Lyon,Ligue 1,24,1993,27.5,144,5.22,68,31,14,4,21,6,24,0.87,12,2,5,1,3,1
797,Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
798,Luiz Felipe,BRA,DF,SS Lazio,Serie A,20,1997,13.0,12,0.93,10,0,0,0,0,2,1,0.08,1,0,0,0,0,0
799,Felix Uduokhai,DEU,DF,VfL Wolfsburg,Bundesliga,19,1997,17.3,6,0.35,5,1,0,0,0,0,1,0.06,1,0,0,0,0,0
800,Marouane Fellaini,BEL,MF,Manchester United,Premier League,29,1987,7.6,8,1.16,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
801,Kiko Femenía,ESP,DF,Watford FC,Premier League,26,1991,19.0,34,1.79,28,1,1,2,2,0,1,0.05,1,0,0,0,0,0
802,Leroy Fer,NLD,MF,Swansea City,Premier League,27,1990,15.5,20,1.29,14,0,4,1,1,0,1,0.06,1,0,0,0,0,0
803,Julien Féret,FRA,MF,SM Caen,Ligue 1,35,1982,34.0,125,3.66,76,36,1,1,6,5,5,0.15,3,2,0,0,0,0
804,Edimilson Fernandes,CHE,MF,West Ham United,Premier League,21,1996,9.4,12,1.28,7,1,3,0,1,0,2,0.21,1,0,0,0,1,0
805,Gelson Fernandes,CHE,MF,Eintracht Frankfurt,Bundesliga,30,1986,11.5,7,0.61,6,0,0,0,0,1,1,0.09,1,0,0,0,0,0
806,Andrés Fernández,ESP,GK,Villarreal CF,La Liga,30,1986,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
807,Augusto Fernández,ARG,MF,Atlético de Madrid,La Liga,31,1986,1.2,3,2.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
808,Brian Fernández,ARG,FW,FC Metz,Ligue 1,22,1994,1.4,6,4.46,2,2,1,1,0,0,0,0.00,0,0,0,0,0,0
809,Carlos Fernández,ESP,FW,Sevilla FC,La Liga,21,1996,1.5,4,2.59,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
810,Ioritz Landeta,ESP,MF,Deportivo Alavés,La Liga,22,1995,0.8,2,2.54,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
811,Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,9,0.30,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
812,Raúl Fernández,ESP,GK,Levante UD,La Liga,29,1988,11.0,2,0.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
813,Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,72,2.25,60,0,1,2,4,5,13,0.41,11,0,0,0,1,1
814,Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,17,0.72,9,2,3,1,1,1,2,0.08,1,0,0,1,0,0
815,Jordan Ferri,FRA,MF,Olympique Lyon,Ligue 1,25,1992,7.1,24,3.48,22,0,1,0,0,1,3,0.44,3,0,0,0,0,0
816,Sam Field,ENG,MF,West Bromwich Albion,Premier League,19,1998,6.0,8,1.34,5,2,0,0,0,1,0,0.00,0,0,0,0,0,0
817,Afonso Figueiredo,PRT,DF,Stade Rennais FC,Ligue 1,24,1993,2.5,2,0.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
818,Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
819,Alfred Finnbogason,ISL,FW,FC Augsburg,Bundesliga,28,1989,20.2,58,2.86,41,1,6,7,3,0,8,0.39,6,0,0,1,1,0
820,Roberto Firmino,BRA,FW,Liverpool FC,Premier League,25,1991,30.7,121,3.94,90,1,12,10,4,4,14,0.46,11,0,1,2,0,0
821,Júnior Firpo,ESP,DF,Real Betis Balompié,La Liga,20,1996,13.2,18,1.36,15,1,0,1,1,0,4,0.30,2,0,0,1,1,0
822,Viktor Fischer,DNK,FW,1.FSV Mainz 05,Bundesliga,23,1994,3.7,10,2.72,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
823,Mathieu Flamini,FRA,MF,Getafe CF,La Liga,33,1984,5.3,2,0.37,1,0,0,0,0,1,1,0.19,0,0,0,0,0,1
824,Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,44,1.78,30,8,0,2,1,3,4,0.16,2,1,0,1,0,0
825,Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,15,1.54,11,0,1,1,2,0,3,0.31,1,0,0,0,2,0
826,Alessandro Florenzi,ITA,DF,AS Roma,Serie A,26,1991,26.5,84,3.17,67,8,6,1,0,2,10,0.38,9,0,1,0,0,0
827,Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,0.5,6,11.02,3,0,2,0,1,0,2,3.67,2,0,0,0,0,0
828,Guessouma Fofana,FRA,MF,Amiens SC,Ligue 1,24,1992,8.3,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
829,Seko Fofana,CIV,MF,Udinese Calcio,Serie A,22,1995,20.8,52,2.50,40,0,6,1,5,0,4,0.19,1,0,1,0,2,0
830,Andreu Fontàs,ESP,DF,Celta de Vigo,La Liga,27,1989,9.8,8,0.81,6,0,0,0,0,2,1,0.10,1,0,0,0,0,0
831,José Fonte,PRT,DF,West Ham United,Premier League,33,1983,7.6,8,1.05,5,1,0,2,0,0,2,0.26,0,0,0,2,0,0
832,Pablo Fornals,ESP,MF,Villarreal CF,La Liga,21,1996,29.1,107,3.67,83,2,5,5,8,4,18,0.62,17,0,0,1,0,0
833,Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,25,1991,15.2,75,4.92,47,24,1,1,2,0,6,0.39,4,2,0,0,0,0
834,Fraser Forster,ENG,GK,Southampton FC,Premier League,29,1988,20.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
835,Steven Fortes,CPV,DF,FC Toulouse,Ligue 1,25,1992,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
836,Marco Fossati,ITA,MF,Hellas Verona,Serie A,24,1992,12.2,19,1.56,13,4,0,2,0,0,1,0.08,0,0,0,1,0,0
837,Iver Fossum,NOR,MF,Hannover 96,Bundesliga,21,1996,14.5,45,3.10,32,5,1,5,1,1,2,0.14,2,0,0,0,0,0
838,Ben Foster,ENG,GK,West Bromwich Albion,Premier League,34,1983,37.0,3,0.08,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
839,Timothy Fosu-Mensah,NLD,DF,Crystal Palace,Premier League,19,1998,17.7,13,0.73,11,0,0,1,1,0,0,0.00,0,0,0,0,0,0
840,Dimitri Foulquier,FRA,DF,RC Strasbourg Alsace,Ligue 1,24,1993,13.8,15,1.09,13,1,0,1,0,0,2,0.15,2,0,0,0,0,0
841,Lilian Fournier,FRA,MF,FC Metz,Ligue 1,19,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
842,Raphael Framberger,DEU,DF,FC Augsburg,Bundesliga,21,1995,7.7,17,2.20,16,1,0,0,0,0,1,0.13,1,0,0,0,0,0
843,Simon Francis,ENG,DF,AFC Bournemouth,Premier League,32,1985,30.1,41,1.36,35,1,2,1,1,1,2,0.07,2,0,0,0,0,0
844,Mike Frantz,DEU,MF,SC Freiburg,Bundesliga,30,1986,11.6,21,1.81,15,1,0,3,2,0,1,0.09,1,0,0,0,0,0
845,Ryan Fraser,SCO,MF,AFC Bournemouth,Premier League,23,1994,22.3,67,3.01,50,14,1,1,1,0,4,0.18,3,1,0,0,0,0
846,Fabian Frei,CHE,MF,1.FSV Mainz 05,Bundesliga,28,1989,8.9,23,2.57,18,0,1,2,0,2,1,0.11,1,0,0,0,0,0
847,Remo Freuler,CHE,MF,Atalanta BC,Serie A,25,1992,33.4,100,3.00,75,10,4,6,2,3,5,0.15,5,0,0,0,0,0
848,Marco Friedl,AUT,DF,Bayern Munich,Bundesliga,19,1998,0.5,3,6.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
849,Marco Friedl,AUT,DF,SV Werder Bremen,Bundesliga,19,1998,6.7,11,1.66,4,3,0,1,1,2,0,0.00,0,0,0,0,0,0
850,Christian Fuchs,AUT,DF,Leicester City,Premier League,31,1986,21.3,30,1.41,19,9,0,2,0,0,3,0.14,2,0,0,1,0,0
851,Javi Fuego,ESP,MF,Villarreal CF,La Liga,33,1984,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
852,Javi Fuego,ESP,MF,RCD Espanyol Barcelona,La Liga,33,1984,14.8,10,0.67,3,1,0,0,3,3,0,0.00,0,0,0,0,0,0
853,Chris Führich,DEU,MF,1. FC Köln,Bundesliga,19,1998,1.1,3,2.84,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
854,Angelo Fulgini,FRA,MF,SCO Angers,Ligue 1,20,1996,17.0,53,3.11,32,13,2,1,4,1,6,0.35,2,3,0,0,1,0
855,Niclas Füllkrug,DEU,FW,Hannover 96,Bundesliga,24,1993,26.5,66,2.49,56,0,3,5,2,0,6,0.23,5,0,0,1,0,0
856,Jay Fulton,SCO,MF,Swansea City,Premier League,23,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
857,Ramiro Funes Mori,ARG,DF,Everton FC,Premier League,26,1991,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
858,Manolo Gabbiadini,ITA,FW,Southampton FC,Premier League,25,1991,12.0,9,0.75,9,0,0,0,0,0,1,0.08,1,0,0,0,0,0
859,Gabi,ESP,MF,Atlético de Madrid,La Liga,34,1983,26.2,54,2.07,25,28,0,0,1,0,4,0.15,3,1,0,0,0,0
860,Gabriel,BRA,MF,CD Leganés,La Liga,23,1993,26.3,56,2.11,37,1,2,4,8,4,4,0.15,3,0,0,1,0,0
861,Mijat Gacinovic,SRB,MF,Eintracht Frankfurt,Bundesliga,22,1995,20.2,46,2.28,28,4,5,1,4,4,7,0.35,5,0,1,0,1,0
862,Roberto Gagliardini,ITA,MF,Inter Milan,Serie A,23,1994,22.1,33,1.50,30,1,0,0,1,1,0,0.00,0,0,0,0,0,0
863,Nico Gaitán,ARG,MF,Atlético de Madrid,La Liga,29,1988,2.5,10,4.17,6,1,0,2,0,1,0,0.00,0,0,0,0,0,0
864,Milan Gajic,SRB,DF,FC Girondins Bordeaux,Ligue 1,21,1996,4.0,2,0.50,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
865,Serge Gakpé,TGO,FW,Amiens SC,Ligue 1,30,1987,20.6,28,1.37,24,1,0,2,1,0,5,0.25,4,1,0,0,0,0
866,Andrey Galabinov,BGR,FW,Genoa CFC,Serie A,28,1988,12.5,24,1.91,20,0,1,2,1,0,2,0.16,1,0,0,0,1,0
867,Alejandro Gálvez,ESP,DF,SD Eibar,La Liga,28,1989,4.0,2,0.50,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
868,Alejandro Gálvez,ESP,DF,UD Las Palmas,La Liga,28,1989,18.0,5,0.28,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
869,Bruno Gama,PRT,FW,Deportivo de La Coruña,La Liga,29,1987,1.3,8,6.49,4,0,1,0,3,0,0,0.00,0,0,0,0,0,0
870,Alessandro Gamberini,ITA,DF,Chievo Verona,Serie A,35,1981,20.2,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
871,Kévin Gameiro,FRA,FW,Atlético de Madrid,La Liga,30,1987,12.6,21,1.69,17,0,1,1,2,0,4,0.32,3,0,0,1,0,0
872,Jesús Gámez,ESP,DF,Newcastle United,Premier League,32,1985,1.1,8,7.35,5,1,1,0,0,1,1,0.92,1,0,0,0,0,0
873,Idrissa Gueye,SEN,MF,Everton FC,Premier League,27,1989,30.6,40,1.31,30,0,2,1,2,5,5,0.16,1,0,0,1,1,2
874,Ignatius Ganago,CMR,FW,OGC Nice,Ligue 1,18,1999,0.8,2,2.86,1,0,1,0,0,0,1,1.43,0,0,1,0,0,0
875,Najib Gandi,FRA,MF,FC Nantes,Ligue 1,23,1994,1.1,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
876,Ganso,BRA,MF,Sevilla FC,La Liga,27,1989,5.7,17,2.93,14,2,0,0,1,0,0,0.00,0,0,0,0,0,0
877,Ezequiel Garay,ARG,DF,Valencia CF,La Liga,30,1986,22.5,6,0.27,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
878,Aleix García,ESP,MF,Girona FC,La Liga,20,1997,9.6,24,2.57,14,9,0,0,0,1,2,0.21,0,1,0,0,0,1
879,Borja García,ESP,MF,Girona FC,La Liga,26,1990,30.9,115,3.68,74,18,3,1,18,1,8,0.26,4,3,0,0,1,0
880,Dani García,ESP,MF,SD Eibar,La Liga,27,1990,30.8,39,1.26,34,2,0,0,0,3,2,0.06,2,0,0,0,0,0
881,David García,ESP,DF,UD Las Palmas,La Liga,35,1982,9.6,5,0.52,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
882,Javi García,ESP,MF,Real Betis Balompié,La Liga,30,1987,26.7,16,0.60,16,0,0,0,0,0,1,0.04,1,0,0,0,0,0
883,Manu García,ESP,MF,Deportivo Alavés,La Liga,31,1986,27.1,41,1.51,29,0,4,2,6,0,2,0.07,2,0,0,0,0,0
884,Raúl García,ESP,MF,Athletic Bilbao,La Liga,31,1986,29.1,65,2.22,46,0,0,8,9,2,8,0.27,5,0,0,2,1,0
885,Raúl Carnero,ESP,DF,CD Leganés,La Liga,28,1989,15.5,29,1.88,12,16,1,0,0,0,3,0.19,2,1,0,0,0,0
886,Samu García,ESP,MF,Levante UD,La Liga,27,1990,2.2,3,1.48,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
887,Samu García,ESP,MF,Málaga CF,La Liga,27,1990,2.0,3,1.56,2,0,1,0,0,0,1,0.52,1,0,0,0,0,0
888,Sergio García,ESP,FW,RCD Espanyol Barcelona,La Liga,34,1983,18.3,51,2.82,40,0,2,4,5,0,10,0.55,7,0,1,0,2,0
889,Ulisses Garcia,CHE,DF,SV Werder Bremen,Bundesliga,21,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
890,Luca Garritano,ITA,MF,Chievo Verona,Serie A,23,1994,2.1,7,3.52,2,2,1,0,1,1,1,0.50,0,0,0,0,0,1
891,Bruno Gaspar,AGO,DF,ACF Fiorentina,Serie A,24,1993,8.7,19,2.21,16,0,2,0,1,0,2,0.23,2,0,0,0,0,0
