Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
536,Diego Contento,DEU,DF,FC Girondins Bordeaux,Ligue 1,27,1990,1.2,32,28,4,0,0,8,0,1,0,0,0,0,22,2,8,24,3,1,4,0,24,0,1,2,1
537,Andrea Conti,ITA,DF,AC Milan,Serie A,23,1994,1.7,104,90,14,0,0,17,0,2,0,0,0,0,66,24,14,2,78,7,14,0,91,0,2,2,3
538,Lewis Cook,ENG,MF,AFC Bournemouth,Premier League,20,1997,24.9,1245,1207,38,21,3,243,60,15,14,0,0,0,844,144,257,99,1065,69,2,4,976,1,26,30,30
539,Steve Cook,ENG,DF,AFC Bournemouth,Premier League,26,1991,30.7,1376,1294,82,21,0,231,43,13,0,0,0,0,786,124,466,62,1030,166,61,4,993,1,40,14,28
540,Duje Cop,HRV,FW,Cagliari Calcio,Serie A,27,1990,1.1,23,22,1,0,0,4,1,0,0,0,0,0,18,2,3,2,17,2,0,1,13,0,2,2,0
541,Francis Coquelin,FRA,MF,Arsenal FC,Premier League,26,1991,1.9,93,93,0,0,0,28,2,0,0,0,0,0,71,12,10,4,81,6,0,0,79,0,2,6,0
542,Francis Coquelin,FRA,MF,Valencia CF,La Liga,26,1991,7.3,314,311,3,2,0,85,11,4,0,0,0,0,230,35,49,30,246,25,1,1,258,5,8,6,6
543,Sébastien Corchia,FRA,DF,Sevilla FC,La Liga,26,1990,9.1,390,335,55,1,1,55,4,23,0,0,0,0,232,58,100,31,273,25,54,0,292,1,13,9,6
544,Alex Cordaz,ITA,GK,FC Crotone,Serie A,34,1983,38.0,1119,622,497,158,0,65,33,0,0,0,0,0,183,49,887,37,868,1,0,95,520,4,40,1,1
545,Iñigo Córdoba,ESP,FW,Athletic Bilbao,La Liga,20,1997,16.2,543,536,7,4,1,134,17,50,0,0,0,0,383,51,109,376,127,27,3,0,353,3,14,16,37
546,Jhon Córdoba,COL,FW,1. FC Köln,Bundesliga,24,1993,10.6,210,192,18,0,0,47,8,8,0,0,0,0,131,44,35,39,133,26,1,1,141,4,11,4,12
547,Sergio Córdova,VEN,FW,FC Augsburg,Bundesliga,19,1997,6.5,150,144,6,0,0,44,3,4,0,0,0,0,92,39,19,17,107,12,2,4,111,1,4,2,5
548,Jérémy Cordoval,GLP,DF,ESTAC Troyes,Ligue 1,27,1990,10.2,412,315,97,1,0,83,6,15,0,0,0,0,226,70,116,40,254,21,96,0,317,0,14,6,15
549,Benjamin Corgnet,FRA,MF,RC Strasbourg Alsace,Ligue 1,30,1987,15.3,566,535,31,4,2,113,15,24,10,0,0,0,322,81,163,88,375,67,3,8,369,5,16,24,28
550,Jack Cork,ENG,MF,Burnley FC,Premier League,28,1989,38.0,1615,1594,21,5,0,309,37,10,2,2,0,0,1121,123,371,177,1229,178,0,5,1268,4,46,24,42
551,Andreas Cornelius,DNK,FW,Atalanta BC,Serie A,24,1993,10.4,304,286,18,0,0,116,9,12,0,0,0,0,167,72,65,179,43,35,0,7,213,1,5,4,16
552,Maxwel Cornet,CIV,FW,Olympique Lyon,Ligue 1,20,1996,14.1,521,499,22,5,3,105,15,27,10,0,0,0,385,50,86,382,91,36,5,2,399,0,14,12,27
553,Quentin Cornette,FRA,FW,Amiens SC,Ligue 1,23,1994,5.0,138,134,4,0,1,31,1,5,3,0,0,0,103,12,23,13,117,6,1,1,96,3,3,6,6
554,Ángel Correa,ARG,FW,Atlético de Madrid,La Liga,22,1995,24.9,897,891,6,0,2,199,13,40,3,0,0,0,697,97,103,176,681,31,0,6,646,9,14,30,48
555,Joaquín Correa,ARG,FW,Sevilla FC,La Liga,22,1994,13.2,495,478,17,3,1,120,9,9,3,0,0,0,384,61,50,52,392,30,9,5,394,8,4,6,23
556,Andrea Cossu,ITA,MF,Cagliari Calcio,Serie A,37,1980,2.7,125,102,23,8,0,25,8,11,14,0,3,0,71,12,42,14,108,3,0,0,76,0,4,1,3
557,Angelo da Costa,BRA,GK,Bologna FC 1909,Serie A,33,1983,4.0,161,112,49,9,0,16,6,0,0,0,0,0,66,18,77,2,126,1,0,25,111,1,2,0,0
558,Andrea Costa,ITA,DF,Benevento Calcio,Serie A,31,1986,15.3,735,694,41,24,0,87,21,5,0,0,0,0,446,73,216,567,98,41,17,3,560,2,19,15,9
559,Danny da Costa,DEU,DF,Eintracht Frankfurt,Bundesliga,24,1993,13.4,704,568,136,7,0,113,14,32,0,0,0,0,360,147,197,69,450,39,129,2,507,3,21,15,24
560,Diego Costa,ESP,FW,Atlético de Madrid,La Liga,28,1988,11.5,328,323,5,0,1,86,4,5,0,0,0,0,241,51,36,34,237,34,0,14,248,1,8,12,20
561,Douglas Costa,BRA,FW,Juventus FC,Serie A,26,1990,19.9,1037,1005,32,0,2,201,60,78,19,2,6,2,733,135,169,897,104,14,11,4,826,1,21,13,39
562,Filippo Costa,ITA,DF,SPAL,Serie A,22,1995,16.4,750,544,206,23,1,102,33,72,28,5,10,2,340,102,308,523,45,16,155,1,492,6,14,5,39
563,Jaume Costa,ESP,DF,Villarreal CF,La Liga,29,1988,28.3,1581,1400,181,9,0,300,22,63,2,0,0,0,1000,227,354,976,321,89,170,2,1220,7,31,30,40
564,Nuno Da Costa,CPV,FW,RC Strasbourg Alsace,Ligue 1,26,1991,19.2,386,383,3,0,2,81,14,20,0,0,0,0,224,50,112,35,283,45,1,6,231,2,8,16,23
565,Benoît Costil,FRA,GK,FC Girondins Bordeaux,Ligue 1,30,1987,36.0,935,662,273,95,0,107,42,0,0,0,0,0,396,18,521,33,773,1,0,97,566,0,31,5,1
566,Kalifa Coulibaly,MLI,FW,FC Nantes,Ligue 1,25,1991,3.8,88,87,1,0,2,20,4,6,0,0,0,0,42,16,30,10,52,13,1,3,52,0,5,1,3
567,Lassana Coulibaly,MLI,MF,SCO Angers,Ligue 1,21,1996,9.3,315,313,2,2,0,65,3,7,0,0,0,0,252,23,40,24,273,12,0,3,247,0,7,12,15
568,Thibaut Courtois,BEL,GK,Chelsea FC,Premier League,25,1992,35.0,998,810,188,36,0,155,14,0,0,0,0,0,573,40,385,654,169,0,0,159,734,3,27,2,4
569,Philippe Coutinho,BRA,MF,Liverpool FC,Premier League,25,1992,12.3,754,684,70,16,3,133,39,24,51,1,3,2,496,71,187,54,681,18,0,1,557,9,8,22,23
570,Philippe Coutinho,BRA,FW,FC Barcelona,La Liga,25,1992,14.4,858,799,59,8,1,186,27,17,46,0,0,0,708,67,83,61,774,11,5,3,713,4,14,18,19
571,Nicolas Cozza,FRA,DF,Montpellier HSC,Ligue 1,18,1999,6.4,317,273,44,3,0,52,4,14,0,0,0,0,185,36,96,207,46,19,41,1,225,3,11,6,15
572,Alessio Cragno,ITA,GK,Cagliari Calcio,Serie A,23,1994,28.2,763,447,316,79,0,53,16,0,0,0,0,0,227,44,492,59,540,0,0,124,475,4,19,1,3
573,Martin Cranie,ENG,DF,Huddersfield Town,Premier League,30,1986,2.0,91,89,2,1,0,8,1,0,0,0,0,0,67,8,16,28,55,7,1,0,72,0,4,0,2
574,Michele Cremonesi,ITA,DF,SPAL,Serie A,29,1988,4.3,158,151,7,7,0,21,2,0,0,0,0,0,112,18,28,102,41,8,0,0,128,1,1,0,5
575,Aaron Cresswell,ENG,DF,West Ham United,Premier League,27,1989,34.1,1702,1384,318,78,1,302,85,109,63,7,1,0,922,169,611,1304,91,100,176,4,1190,16,57,30,48
576,Lorenzo Crisetig,ITA,MF,Bologna FC 1909,Serie A,24,1993,6.2,357,349,8,6,0,50,17,1,1,0,0,0,251,52,54,250,84,18,1,1,304,0,7,3,5
577,Bryan Cristante,ITA,MF,Atalanta BC,Serie A,22,1995,31.4,1584,1560,24,15,2,361,31,26,0,0,0,0,1103,230,251,190,1257,54,8,9,1223,7,40,39,50
578,Sebastián Cristóforo,URY,MF,ACF Fiorentina,Serie A,23,1993,3.0,196,189,7,3,1,38,5,2,0,0,0,0,134,35,27,27,149,16,0,1,158,1,2,5,3
579,Enzo Crivelli,FRA,FW,SCO Angers,Ligue 1,22,1995,11.4,263,254,9,0,1,69,2,3,0,0,0,0,136,40,87,29,148,40,0,18,173,1,4,15,7
580,Enzo Crivelli,FRA,FW,SM Caen,Ligue 1,22,1995,8.1,144,137,7,1,0,32,1,1,0,0,0,0,82,33,29,9,86,27,0,9,85,0,4,9,8
581,Giovanni Crociata,ITA,FW,FC Crotone,Serie A,19,1997,3.2,92,84,8,0,0,17,3,1,2,1,0,1,60,16,16,6,71,7,5,0,63,0,0,2,2
582,Luca Crosta,ITA,GK,Cagliari Calcio,Serie A,19,1998,1.0,24,12,12,2,0,2,0,0,0,0,0,0,9,3,12,1,19,0,0,4,13,1,2,0,0
583,Peter Crouch,ENG,FW,Stoke City,Premier League,36,1981,17.4,620,611,9,0,1,204,2,5,0,0,0,0,197,182,241,12,255,213,1,16,371,3,10,18,25
584,Juan Cuadrado,COL,FW,Juventus FC,Serie A,29,1988,15.0,837,817,20,6,1,120,64,50,0,0,0,0,581,100,156,108,681,26,14,0,707,4,13,10,18
585,Iván Cuéllar,ESP,GK,CD Leganés,La Liga,33,1984,35.0,927,590,337,139,0,70,22,0,0,0,0,0,117,34,776,734,38,0,0,64,401,6,40,2,5
586,Michaël Cuisance,FRA,MF,Borussia Mönchengladbach,Bundesliga,17,1999,13.4,682,638,44,23,1,121,27,13,13,1,7,1,467,112,103,519,123,23,6,3,540,2,16,10,16
587,Josh Cullen,IRL,FW,West Ham United,Premier League,21,1996,0.1,4,3,1,0,0,1,0,0,1,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1
588,Patrick Cutrone,ITA,FW,AC Milan,Serie A,19,1998,16.7,309,286,23,0,0,68,3,10,1,0,1,0,236,43,30,51,236,9,2,4,233,1,5,7,13
589,Wylan Cyprien,FRA,MF,OGC Nice,Ligue 1,22,1995,10.5,824,775,49,7,0,138,41,15,39,0,0,0,679,43,102,131,671,14,3,0,709,2,14,14,8
590,Marco D'Alessandro,ITA,MF,Benevento Calcio,Serie A,26,1991,11.6,292,286,6,1,0,61,5,28,1,0,0,0,206,39,47,50,224,11,4,1,210,2,5,7,20
591,Danilo D'Ambrosio,ITA,DF,Inter Milan,Serie A,28,1988,33.1,2074,1780,294,32,0,259,28,49,1,0,0,0,1329,349,396,526,1188,64,261,5,1700,9,32,35,54
592,Damien Da Silva,FRA,DF,SM Caen,Ligue 1,29,1988,31.5,1348,1309,39,38,0,198,57,0,0,0,0,0,851,84,413,57,1116,149,1,3,1082,8,49,11,11
593,Kouadio-Yves Dabila,CIV,DF,LOSC Lille,Ligue 1,20,1997,10.5,504,484,20,5,0,47,13,5,0,0,0,0,398,29,77,29,426,32,15,2,422,0,11,8,8
594,Bryan Dabo,BFA,MF,AS Saint-Étienne,Ligue 1,25,1992,14.3,607,583,24,6,0,77,9,9,1,0,0,0,476,44,87,117,416,46,13,8,477,2,21,24,12
595,Bryan Dabo,BFA,MF,ACF Fiorentina,Serie A,25,1992,6.6,320,308,12,5,0,60,7,5,0,0,0,0,232,39,49,61,226,21,5,1,247,1,13,7,9
596,Mahmoud Dahoud,DEU,MF,Borussia Dortmund,Bundesliga,21,1996,12.7,678,669,9,3,1,128,17,4,5,1,1,0,514,86,78,84,561,31,0,1,568,2,10,14,13
597,Dario Dainelli,ITA,DF,Chievo Verona,Serie A,38,1979,16.7,611,578,33,33,0,86,22,1,0,0,0,0,317,69,225,90,452,40,0,8,459,4,21,10,4
598,Felipe,BRA,DF,SPAL,Serie A,33,1984,28.6,1309,1213,96,74,0,196,46,8,0,0,0,0,786,175,348,1083,113,63,21,7,1038,5,34,16,23
599,Charlie Daniels,ENG,DF,AFC Bournemouth,Premier League,30,1986,33.4,1968,1632,336,49,1,393,38,85,12,0,0,0,1201,269,498,1474,84,114,275,5,1459,8,59,47,70
600,Danilo,BRA,DF,Manchester City,Premier League,26,1991,15.0,1218,1118,100,6,0,151,24,23,0,0,0,0,968,112,138,134,954,30,94,2,1083,4,13,15,25
601,Scott Dann,ENG,DF,Crystal Palace,Premier League,30,1987,15.9,578,566,12,10,0,89,17,1,0,0,0,0,346,65,167,61,404,89,2,10,448,3,24,4,3
602,Kevin Danso,AUT,DF,FC Augsburg,Bundesliga,18,1998,12.3,523,459,64,20,0,90,26,8,0,0,0,0,287,53,183,19,407,39,44,1,364,1,11,8,12
603,Dante,BRA,DF,OGC Nice,Ligue 1,33,1983,32.4,2259,2226,33,31,2,227,70,2,0,0,0,0,1906,102,251,1710,426,110,2,4,2053,4,20,18,12
604,Romain Danzé,FRA,DF,Stade Rennais FC,Ligue 1,31,1986,7.6,443,367,76,1,0,84,7,10,1,0,0,0,263,54,126,6,326,33,74,0,334,1,15,14,11
605,Andrea Danzi,ITA,MF,Hellas Verona,Serie A,18,1999,4.4,190,183,7,4,0,18,2,0,0,0,0,0,149,25,16,24,157,4,1,1,173,0,1,1,0
606,Stéphane Darbion,FRA,FW,ESTAC Troyes,Ligue 1,33,1984,18.9,692,657,35,7,1,123,10,61,13,0,0,0,517,51,124,540,103,35,12,0,515,1,3,27,27
607,Palkó Dárdai,HUN,FW,Hertha BSC,Bundesliga,18,1999,0.3,9,9,0,0,0,1,0,0,0,0,0,0,5,2,2,6,1,2,0,0,6,0,0,0,1
608,Sergi Darder,ESP,MF,Olympique Lyon,Ligue 1,23,1993,2.3,138,136,2,2,0,16,3,0,0,0,0,0,100,13,25,11,118,6,0,0,118,0,5,0,1
609,Sergi Darder,ESP,MF,RCD Espanyol Barcelona,La Liga,23,1993,30.9,1492,1428,64,38,4,236,47,20,22,0,0,0,1103,107,282,98,1313,71,4,3,1186,8,38,19,39
610,Vladimir Darida,CZE,MF,Hertha BSC,Bundesliga,26,1990,18.2,971,941,30,26,1,141,32,11,1,0,0,1,617,160,194,216,693,51,1,3,770,2,16,14,35
611,Karl Darlow,ENG,GK,Newcastle United,Premier League,26,1990,10.0,281,179,102,36,0,12,2,0,0,0,0,0,72,5,204,11,225,0,0,26,143,0,5,2,1
612,Matteo Darmian,ITA,DF,Manchester United,Premier League,27,1989,4.9,241,200,41,1,0,49,2,4,0,0,0,0,146,32,63,35,150,13,40,2,193,1,5,3,9
613,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,24,1993,25.8,1708,1412,296,17,0,293,55,89,41,7,3,6,1012,237,459,1207,149,86,238,2,1275,5,30,53,82
614,Tom Davies,ENG,MF,Everton FC,Premier League,19,1998,21.1,707,678,29,9,1,126,13,10,9,0,0,0,504,89,114,91,544,51,3,6,537,4,19,20,23
615,Steven Davis,NIR,MF,Southampton FC,Premier League,32,1985,16.9,1063,1014,49,14,1,169,32,17,26,2,0,0,761,96,206,134,843,75,0,3,866,3,17,25,25
616,Salem Al-Dawsari,SAU,MF,Villarreal CF,La Liga,25,1991,0.4,17,17,0,0,0,3,0,1,0,0,0,0,17,0,0,3,14,0,0,0,15,0,0,0,1
617,Craig Dawson,ENG,DF,West Bromwich Albion,Premier League,27,1990,27.9,1085,949,136,6,0,198,40,23,0,0,0,0,501,158,426,62,695,135,130,12,739,8,45,23,39
618,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,26,1991,34.1,2939,2688,251,68,14,454,130,145,132,4,10,4,2232,188,519,338,2505,51,36,5,2293,16,66,90,102
619,Sebastien De Maio,FRA,DF,Bologna FC 1909,Serie A,30,1987,22.8,1147,1062,85,39,0,127,48,2,0,0,0,0,743,128,276,174,839,68,46,3,932,1,38,14,17
620,Rodrigo de Paul,ARG,MF,Udinese Calcio,Serie A,23,1994,25.8,1105,967,138,41,9,184,68,86,75,16,23,7,655,178,272,40,1028,13,17,4,761,7,27,35,53
621,Daniele De Rossi,ITA,MF,AS Roma,Serie A,34,1983,20.3,1303,1241,62,59,3,134,64,2,0,0,0,0,860,152,291,235,994,54,3,6,1093,5,27,10,13
622,Mattia De Sciglio,ITA,DF,Juventus FC,Serie A,24,1992,10.8,796,707,89,1,0,87,19,16,0,0,0,0,570,107,119,125,548,25,88,4,698,1,7,16,18
623,Lorenzo De Silvestri,ITA,DF,Torino FC,Serie A,29,1988,32.8,1726,1367,359,12,0,224,25,64,0,0,0,0,828,336,562,103,1092,131,347,6,1238,6,46,34,66
624,Lucas Deaux,FRA,MF,EA Guingamp,Ligue 1,28,1988,21.6,1161,1130,31,21,0,187,30,19,2,0,0,0,875,78,208,136,907,88,7,3,936,5,37,25,25
625,Mathieu Debuchy,FRA,DF,AS Saint-Étienne,Ligue 1,32,1985,14.6,781,637,144,1,0,125,16,38,2,0,0,0,412,114,255,25,510,80,141,5,575,3,20,18,31
626,Troy Deeney,ENG,FW,Watford FC,Premier League,29,1988,20.5,545,533,12,1,1,163,4,11,0,0,0,0,236,124,185,21,312,122,1,17,309,3,17,21,21
627,Jermain Defoe,ENG,FW,AFC Bournemouth,Premier League,34,1982,12.1,133,118,15,0,0,29,1,3,0,0,0,0,99,17,17,15,111,6,0,1,95,2,1,6,9
628,Steven Defour,BEL,MF,Burnley FC,Premier League,29,1988,22.2,1039,1020,19,12,0,169,32,29,2,1,0,0,739,82,218,120,858,51,4,4,844,7,25,22,17
629,Grégoire Defrel,MTQ,FW,AS Roma,Serie A,26,1991,5.4,138,134,4,1,2,32,3,3,2,0,0,0,111,17,10,110,16,8,0,0,116,0,1,1,7
630,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,21,1995,5.0,148,143,5,0,0,29,4,4,0,0,0,0,86,33,29,16,119,4,5,1,104,1,3,6,3
631,Lorenzo Del Pinto,ITA,MF,Benevento Calcio,Serie A,27,1990,8.4,396,393,3,2,0,74,3,1,0,0,0,0,305,41,50,55,317,17,0,2,323,0,3,7,10
632,Damien Delaney,IRL,DF,Crystal Palace,Premier League,36,1981,1.1,42,42,0,0,0,7,0,0,0,0,0,0,22,1,19,31,2,8,0,0,30,0,2,0,2
633,Thomas Delaney,DNK,MF,SV Werder Bremen,Bundesliga,25,1991,31.1,1274,1243,31,24,4,254,27,29,0,0,0,0,668,228,378,877,184,115,7,16,921,12,49,25,24
634,Jonathan Delaplace,FRA,MF,SM Caen,Ligue 1,31,1986,6.5,225,224,1,0,1,28,5,6,0,0,0,0,147,24,54,44,156,22,0,0,167,1,9,1,5
635,Cristian Dell'Orco,ITA,DF,US Sassuolo,Serie A,23,1994,4.7,186,158,28,6,0,24,4,1,0,0,0,0,82,34,70,113,30,15,22,0,119,1,4,4,7
636,Andy Delort,DZA,FW,FC Toulouse,Ligue 1,25,1991,25.9,788,715,73,27,3,184,36,83,19,0,0,0,354,176,258,33,567,103,7,38,449,0,28,29,37
637,Fabian Delph,ENG,DF,Manchester City,Premier League,27,1989,19.3,1720,1598,122,8,0,247,31,15,0,0,0,0,1454,121,145,1000,562,31,114,3,1589,2,14,27,13
638,Mousa Dembélé,BEL,MF,Tottenham Hotspur,Premier League,30,1987,20.9,1414,1375,39,20,0,253,11,3,0,0,0,0,1238,110,66,1108,246,48,4,4,1301,2,7,19,12
639,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,20,1997,10.2,498,466,32,3,2,108,20,25,25,0,4,0,414,36,48,228,259,5,4,1,392,6,5,23,26
640,Jessy Deminguet,FRA,MF,SM Caen,Ligue 1,19,1998,5.9,219,196,23,6,0,46,11,25,14,0,0,0,136,17,66,181,16,14,3,3,143,4,11,5,9
641,Kerem Demirbay,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,24,1993,13.5,742,648,94,34,1,111,30,16,47,5,11,4,459,114,169,579,117,20,13,5,577,5,7,21,10
642,Ermedin Demirovic,BIH,FW,Deportivo Alavés,La Liga,19,1998,2.0,31,31,0,0,0,8,1,1,0,0,0,0,17,3,11,3,19,6,0,1,20,0,1,1,3
643,Diego Demme,DEU,MF,RB Leipzig,Bundesliga,25,1991,25.4,2040,1932,108,90,7,261,26,12,0,0,0,0,1475,224,341,232,1716,57,17,12,1691,11,33,23,45
644,Fabio Depaoli,ITA,MF,Chievo Verona,Serie A,20,1997,13.2,403,339,64,6,0,60,15,23,1,0,0,0,181,75,147,23,288,25,57,1,263,1,14,6,20
645,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,23,1994,28.4,1282,1121,161,44,5,237,78,84,89,0,0,0,925,102,255,180,1054,21,16,8,945,9,25,36,53
646,Mathieu Deplagne,FRA,DF,ESTAC Troyes,Ligue 1,25,1991,26.8,1289,1051,238,14,0,186,21,34,2,0,0,0,754,193,342,114,828,104,222,5,1005,4,20,37,36
647,Laurent Depoitre,BEL,FW,Huddersfield Town,Premier League,28,1988,20.2,465,443,22,0,0,145,2,1,0,0,0,0,238,101,126,29,245,105,0,15,271,1,15,7,17
648,Mike van der Hoorn,NLD,DF,Swansea City,Premier League,24,1992,21.6,885,855,30,13,0,150,19,7,1,0,0,0,552,73,260,61,710,76,16,4,670,0,26,14,15
649,Gregory van der Wiel,NLD,DF,Cagliari Calcio,Serie A,29,1988,3.2,167,144,23,2,0,22,10,7,0,0,0,0,95,27,45,17,117,6,21,1,133,2,3,0,4
650,Daniele Dessena,ITA,MF,Cagliari Calcio,Serie A,30,1987,6.4,243,225,18,2,0,37,3,8,0,0,0,0,119,47,77,32,170,19,16,2,163,0,6,5,6
651,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,26,1991,18.0,300,284,16,1,1,87,2,5,0,0,0,0,185,68,47,29,205,33,2,5,195,2,6,9,15
652,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,23,1994,4.8,164,155,9,1,1,50,5,6,6,3,0,0,127,17,20,10,148,4,2,0,115,1,2,6,14
653,Gerard Deulofeu,ESP,MF,FC Barcelona,La Liga,23,1994,5.6,290,276,14,1,0,58,3,14,12,0,3,0,238,18,34,17,266,5,1,1,226,0,1,3,16
654,Gianluca Di Chiara,ITA,DF,Benevento Calcio,Serie A,23,1993,11.2,634,541,93,19,1,58,18,19,6,0,0,0,363,86,185,521,27,14,68,2,492,6,15,9,15
655,Federico Di Francesco,ITA,FW,Bologna FC 1909,Serie A,23,1994,17.7,465,446,19,1,1,107,9,21,0,0,0,0,331,54,80,58,374,10,16,2,347,2,15,12,25
656,Davide Di Gennaro,ITA,MF,SS Lazio,Serie A,29,1988,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
657,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,29,1988,23.4,1263,1128,135,23,0,180,68,110,87,0,0,0,874,108,281,1131,94,12,24,2,906,7,36,47,64
658,Franco Di Santo,ARG,FW,FC Schalke 04,Bundesliga,28,1989,18.4,483,465,18,1,2,94,4,31,0,0,0,0,257,112,114,49,342,55,0,6,325,1,9,9,29
659,Cheick Diabaté,MLI,FW,Benevento Calcio,Serie A,29,1988,7.4,117,107,10,0,0,35,2,0,0,0,0,0,65,36,16,19,67,20,0,4,89,1,3,2,0
660,Fousseni Diabaté,MLI,MF,Leicester City,Premier League,21,1995,6.5,236,235,1,1,0,50,5,12,0,0,0,0,190,16,30,160,55,15,0,1,176,0,7,12,12
661,Moussa Diaby,FRA,MF,FC Crotone,Serie A,18,1999,0.8,20,18,2,0,0,6,2,2,2,0,0,0,11,3,6,13,7,0,0,0,15,0,1,0,1
662,Fallou Diagne,SEN,DF,FC Metz,Ligue 1,27,1989,24.9,1041,1014,27,25,0,126,67,1,0,0,0,0,659,80,302,55,850,105,1,6,792,5,47,23,12
663,Adama Diakhaby,FRA,FW,AS Monaco,Ligue 1,21,1996,9.5,214,209,5,0,0,44,7,21,0,0,0,0,147,28,39,156,25,24,3,2,140,3,3,5,16
664,Mouctar Diakhaby,FRA,DF,Olympique Lyon,Ligue 1,20,1996,8.1,410,399,11,11,0,43,13,0,0,0,0,0,347,15,48,34,346,24,0,0,364,1,5,5,4
665,Abdou Diallo,SEN,DF,1.FSV Mainz 05,Bundesliga,21,1996,26.8,1201,1092,109,43,0,204,42,20,0,0,0,0,680,172,349,907,119,64,66,2,905,6,24,23,29
666,Abdoulaye Diallo,SEN,GK,Stade Rennais FC,Ligue 1,25,1992,3.0,65,43,22,10,0,7,3,0,0,0,0,0,29,2,34,6,48,0,0,10,41,0,2,0,1
667,Habib Diallo,SEN,FW,FC Metz,Ligue 1,22,1995,0.2,5,5,0,0,0,1,0,0,0,0,0,0,2,2,1,1,2,1,0,0,4,0,1,0,0
668,Mustapha Diallo,SEN,MF,EA Guingamp,Ligue 1,31,1986,15.4,583,581,2,1,2,78,9,2,0,0,0,0,410,52,121,31,445,80,1,1,472,0,13,8,8
669,Mohamed Diamé,SEN,MF,Newcastle United,Premier League,30,1987,22.7,819,812,7,2,0,150,38,4,0,0,0,0,576,73,170,123,610,53,1,4,669,1,13,22,14
670,Lassana Diarra,FRA,MF,Paris Saint-Germain,Ligue 1,32,1985,6.7,502,498,4,4,1,50,21,2,0,0,0,0,413,33,56,39,443,14,0,2,457,2,6,7,3
671,Amadou Diawara,GIN,MF,SSC Napoli,Serie A,20,1997,7.3,732,713,19,17,1,68,12,4,2,0,0,2,585,82,65,88,617,24,0,1,674,0,7,10,5
672,Brahim Díaz,ESP,FW,Manchester City,Premier League,17,1999,0.6,28,28,0,0,0,4,0,1,0,0,0,0,25,1,2,11,17,0,0,0,26,0,0,0,1
673,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,27,1989,30.9,1303,1111,192,26,0,216,17,28,0,0,0,0,788,144,371,877,165,71,166,3,986,9,61,28,41
674,Daniel Didavi,DEU,MF,VfL Wolfsburg,Bundesliga,27,1990,24.9,971,882,89,40,2,163,32,41,29,8,8,4,616,184,171,833,76,35,14,7,710,9,21,22,38
675,Thomas Didillon,FRA,GK,FC Metz,Ligue 1,21,1995,9.0,202,135,67,21,0,13,3,0,0,0,0,0,67,10,125,146,12,1,0,37,131,0,5,0,0
676,Étienne Didot,FRA,MF,EA Guingamp,Ligue 1,34,1983,18.0,1018,968,50,31,0,198,31,17,11,0,0,0,690,80,248,181,738,82,8,3,798,9,32,21,16
677,Adrián Diéguez,ESP,DF,Deportivo Alavés,La Liga,21,1996,4.8,172,144,28,6,0,24,5,1,1,0,0,0,106,5,61,118,19,13,21,1,130,1,8,3,2
678,Dennis Diekmeier,DEU,DF,Hamburger SV,Bundesliga,27,1989,20.8,921,656,265,5,0,121,18,54,0,0,0,0,315,197,409,47,534,59,260,8,562,2,26,18,48
679,Eric Dier,ENG,MF,Tottenham Hotspur,Premier League,23,1994,31.4,2246,2211,35,26,1,374,75,15,4,0,0,0,1709,196,341,318,1742,139,4,7,1905,5,34,38,36
680,Lucas Digne,FRA,DF,FC Barcelona,La Liga,24,1993,7.9,539,477,62,7,0,90,6,16,0,0,0,0,401,88,50,433,23,22,55,0,465,0,5,13,17
681,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,26,1991,14.0,1105,1094,11,9,1,111,40,1,0,0,0,0,852,86,167,142,828,112,2,2,985,1,26,5,4
682,Virgil van Dijk,NLD,DF,Southampton FC,Premier League,26,1991,11.0,627,615,12,11,0,66,30,1,0,0,0,0,463,37,127,47,497,57,1,1,531,3,19,2,3
683,Landry Dimata,BEL,FW,VfL Wolfsburg,Bundesliga,19,1997,10.0,202,187,15,0,1,55,1,6,0,0,0,0,135,35,32,50,117,20,1,4,151,0,6,3,8
684,Tristan Dingomé,CMR,MF,ESTAC Troyes,Ligue 1,26,1991,13.0,585,580,5,2,0,80,12,14,1,0,0,0,450,36,99,482,85,15,1,0,466,4,11,14,20
