Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
2082,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,73,5.44,53,4,7,0,8,1,9,0.67,5,0,3,0,1,0
2083,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,22,1994,12.3,7,0.57,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2084,Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,9,3.79,7,1,0,0,0,1,0,0.00,0,0,0,0,0,0
2085,Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,22,2.15,10,6,4,1,1,0,2,0.20,1,1,0,0,0,0
2086,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,9,0.57,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2087,Richarlison\Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,84,2.68,43,1,14,14,10,2,13,0.41,5,1,2,3,2,0
2088,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,19,2.86,11,0,4,1,2,1,1,0.15,0,0,0,0,1,0
2089,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,24,1993,24.8,58,2.34,35,13,3,1,4,2,3,0.12,2,0,0,1,0,0
2090,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,13.0,23,1.77,22,1,0,0,0,0,4,0.31,4,0,0,0,0,0
2091,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2092,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2093,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2094,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,24,1.37,20,0,2,2,0,0,2,0.11,2,0,0,0,0,0
2095,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,10.4,12,1.16,10,0,0,1,1,0,0,0.00,0,0,0,0,0,0
2096,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,29,1988,33.3,47,1.41,44,0,1,0,1,1,4,0.12,3,0,0,0,0,1
2097,Birk Risa\Birk-Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,2,2.22,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2098,Marcel Risse\Marcel-Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,13.0,30,2.31,17,8,2,0,1,2,5,0.38,3,1,1,0,0,0
2099,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,94,3.02,57,22,4,5,4,2,7,0.22,2,4,0,1,0,0
2100,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,20,1997,2.7,3,1.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2101,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,44,1.96,38,0,0,5,1,0,5,0.22,4,0,0,1,0,0
2102,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,28,1989,22.9,33,1.44,24,6,2,0,0,1,0,0.00,0,0,0,0,0,0
2103,Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,5.4,13,2.42,6,3,4,0,0,0,0,0.00,0,0,0,0,0,0
2104,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,83,4.92,54,12,3,6,8,0,13,0.77,9,2,0,1,1,0
2105,Rober\Rober,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,7,0.33,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2106,Roberto\Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
2107,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,60,2.43,52,1,3,0,3,1,11,0.44,10,0,0,0,0,1
2108,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,eng Premier League,21,1995,3.0,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2109,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,23,1994,21.6,48,2.23,44,2,0,0,2,0,7,0.32,7,0,0,0,0,0
2110,Álex Robles\Alex-Robles,es ESP,DF,Málaga,es La Liga,18,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2111,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,21,2.29,14,0,2,0,5,0,1,0.11,0,0,1,0,0,0
2112,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,20,1996,3.0,6,2.09,6,0,0,0,0,0,1,0.35,1,0,0,0,0,0
2113,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,26,1991,1.7,6,3.65,4,1,1,0,0,0,2,1.22,2,0,0,0,0,0
2114,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,108,3.07,85,0,5,13,3,2,10,0.28,7,0,1,2,0,0
2115,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,66,1.84,53,4,1,4,1,3,7,0.20,7,0,0,0,0,0
2116,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.7,90,3.00,67,0,9,6,8,0,14,0.47,10,0,1,1,2,0
2117,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,33,1.82,31,0,0,0,1,1,4,0.22,4,0,0,0,0,0
2118,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,30,1987,25.4,42,1.64,26,1,6,2,6,1,7,0.27,3,0,1,0,3,0
2119,Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2120,James Rodríguez\James-Rodriguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18.0,102,5.65,68,26,3,4,1,0,16,0.89,13,1,1,0,1,0
2121,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,47,1.50,33,0,2,6,5,1,3,0.10,2,0,0,1,0,0
2122,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Milan,it Serie A,24,1992,33.4,49,1.47,41,4,1,1,2,0,2,0.06,1,0,0,1,0,0
2123,Marko Rog\Marko-Rog,hr CRO,FWMF,Napoli,it Serie A,22,1995,3.2,13,4.57,11,0,1,0,0,1,0,0.00,0,0,0,0,0,0
2124,Rogério\Rogerio,br BRA,DFMF,Sassuolo,it Serie A,19,1998,10.1,11,1.09,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2125,Marcus Rohdén\Marcus-Rohden,se SWE,MF,Crotone,it Serie A,26,1991,18.1,21,1.16,18,0,1,2,0,0,0,0.00,0,0,0,0,0,0
2126,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,6,0.84,6,0,0,0,0,0,1,0.14,1,0,0,0,0,0
2127,Diego Rolán\Diego-Rolan,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,45,2.08,29,0,3,7,5,1,2,0.09,0,0,1,0,1,0
2128,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,7,0.25,6,0,0,1,0,0,2,0.07,2,0,0,0,0,0
2129,Esteban Rolón\Esteban-Rolon,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2130,Filippo Romagna\Filippo-Romagna,it ITA,DF,Cagliari,it Serie A,20,1997,21.0,10,0.48,8,0,1,1,0,0,1,0.05,1,0,0,0,0,0
2131,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,22,1995,26.1,19,0.73,15,0,1,3,0,0,2,0.08,1,0,0,1,0,0
2132,Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Bologna,it Serie A,27,1990,6.2,3,0.49,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2133,Aristóteles Romero\Aristoteles-Romero,ve VEN,MF,Crotone,it Serie A,21,1995,1.0,3,3.38,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2134,Óscar Romero\Oscar-Romero,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,6,2.18,2,3,0,0,1,0,0,0.00,0,0,0,0,0,0
2135,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2136,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,60,1.86,55,0,1,0,2,2,2,0.06,2,0,0,0,0,0
2137,Rômulo\Romulo,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,76,2.16,48,16,5,2,5,0,8,0.23,6,2,0,0,0,0
2138,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,99,3.89,61,0,14,17,6,1,18,0.71,10,0,3,4,1,0
2139,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.8,10,0.60,7,0,0,2,0,1,0,0.00,0,0,0,0,0,0
2140,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,70,2.28,46,0,8,6,8,2,4,0.13,3,0,0,1,0,0
2141,Valentin Rongier\Valentin-Rongier,fr FRA,MFFW,Nantes,fr Ligue 1,22,1994,26.1,70,2.67,57,1,1,5,3,3,5,0.19,4,0,0,1,0,0
2142,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,26,1991,28.6,54,1.89,47,0,1,3,2,1,8,0.28,6,0,1,0,0,1
2143,Wayne Rooney\Wayne-Rooney,eng ENG,MFFW,Everton,eng Premier League,31,1985,25.2,65,2.58,45,12,1,5,0,2,7,0.28,5,0,0,2,0,0
2144,Roberto Rosales\Roberto-Rosales,ve VEN,DF,Málaga,es La Liga,28,1988,34.7,81,2.33,48,27,1,1,2,2,3,0.09,3,0,0,0,0,0
2145,Danny Rose\Danny-Rose,eng ENG,DFMF,Tottenham,eng Premier League,27,1990,8.9,26,2.93,17,1,2,0,5,1,4,0.45,2,0,0,0,2,0
2146,Liam Rosenior\Liam-Rosenior,eng ENG,DF,Brighton,eng Premier League,33,1984,1.8,1,0.55,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
2147,Aleandro Rosi\Aleandro-Rosi,it ITA,DFMF,Genoa,it Serie A,30,1987,18.9,17,0.90,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0
2148,Valentin Rosier\Valentin-Rosier,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,44,1.42,37,3,4,0,0,0,8,0.26,7,0,1,0,0,0
2149,Luca Rossettini\Luca-Rossettini,it ITA,DF,Genoa,it Serie A,32,1985,22.5,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2150,Francesco Rossi\Francesco-Rossi,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2151,Giuseppe Rossi\Giuseppe-Rossi,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,8,2.85,3,0,2,1,1,1,0,0.00,0,0,0,0,0,0
2152,Jérôme Roussillon\Jerome-Roussillon,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,20.9,60,2.86,42,6,8,1,2,1,10,0.48,7,0,1,1,1,0
2153,Wayne Routledge\Wayne-Routledge,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,4.8,11,2.31,11,0,0,0,0,0,1,0.21,1,0,0,0,0,0
2154,Nolan Roux\Nolan-Roux,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,31.5,49,1.55,37,0,2,4,4,2,4,0.13,2,0,0,0,1,1
2155,Rubén\Ruben,es ESP,GK,La Coruña,es La Liga,33,1984,27.6,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
2156,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,24,1993,26.0,12,0.46,12,0,0,0,0,0,2,0.08,2,0,0,0,0,0
2157,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Bayern Munich,de Bundesliga,27,1990,16.8,33,1.97,23,7,0,3,0,0,6,0.36,3,3,0,0,0,0
2158,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,34.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2159,Vincent Rüfli\Vincent-Rufli,ch SUI,MFFW,Dijon,fr Ligue 1,29,1988,0.3,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2160,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,23,1994,21.5,9,0.42,7,0,0,1,1,0,3,0.14,3,0,0,0,0,0
2161,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,26,1991,23.2,55,2.37,41,7,4,1,1,0,7,0.30,4,2,0,0,0,0
2162,Aitor Ruibal\Aitor-Ruibal,es ESP,FW,Betis,es La Liga,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2163,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Betis,es La Liga,21,1996,29.5,86,2.91,66,0,5,5,3,7,13,0.44,11,0,0,1,0,1
2164,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Villarreal,es La Liga,28,1989,26.8,18,0.67,16,1,0,1,0,0,2,0.07,2,0,0,0,0,0
2165,Antonio Rukavina\Antonio-Rukavina,rs SRB,DF,Villarreal,es La Liga,33,1984,14.2,18,1.28,16,1,0,0,0,1,1,0.07,1,0,0,0,0,0
2166,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2167,Lukas Rupp\Lukas-Rupp,de GER,MF,Hoffenheim,de Bundesliga,26,1991,12.9,35,2.71,31,1,1,1,0,1,6,0.46,3,1,1,0,0,1
2168,Marco Russ\Marco-Russ,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,12.7,10,0.79,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0
2169,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,25,1992,38.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2170,Idriss Saadi\Idriss-Saadi,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,10.4,12,1.16,7,0,2,1,2,0,1,0.10,0,0,0,0,1,0
2171,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,34.4,67,1.95,59,0,2,0,3,3,10,0.29,9,0,1,0,0,0
2172,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MFDF,Huddersfield,eng Premier League,20,1996,2.4,5,2.05,3,0,0,0,2,0,1,0.41,1,0,0,0,0,0
2173,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,19.9,64,3.22,50,1,3,6,4,0,11,0.55,8,0,0,2,1,0
2174,Enric Saborit\Enric-Saborit,es ESP,DF,Athletic Club,es La Liga,25,1992,15.9,17,1.07,12,1,1,0,2,1,2,0.13,1,0,0,0,1,0
2175,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,20,1997,2.9,3,1.06,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0
2176,Ihsan Sacko\Ihsan-Sacko,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,7.9,19,2.43,12,0,1,3,2,1,1,0.13,1,0,0,0,0,0
2177,Mujaid Sadick\Mujaid-Sadick,es ESP,DF,La Coruña,es La Liga,17,2000,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2178,Armando Sadiku\Armando-Sadiku,al ALB,FW,Levante,es La Liga,26,1991,3.0,5,1.69,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
2179,Umar Sadiq\Umar-Sadiq,ng NGA,FW,Torino,it Serie A,20,1997,2.5,5,2.00,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0
2180,Bacary Sagna\Bacary-Sagna,fr FRA,DF,Benevento,it Serie A,34,1983,10.6,16,1.51,12,2,0,1,1,0,0,0.00,0,0,0,0,0,0
2181,Adrián Sahibeddine\Adrian-Sahibeddine,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,0.2,3,9.31,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
2182,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Dortmund,de Bundesliga,28,1988,13.6,38,2.79,33,2,1,2,0,0,2,0.15,2,0,0,0,0,0
2183,Wesley Saïd\Wesley-Said,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,20.4,44,2.15,25,0,11,3,4,1,7,0.34,3,0,2,1,1,0
2184,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Monaco,fr Ligue 1,20,1997,0.2,2,12.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2185,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,25.0,91,3.62,68,0,13,2,6,2,12,0.48,9,0,1,0,1,1
2186,Henri Saivet\Henri-Saivet,sn SEN,MF,Newcastle Utd,eng Premier League,26,1990,0.9,1,1.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2187,Gōtoku Sakai\Gotoku-Sakai,jp JPN,DFMF,Hamburger SV,de Bundesliga,26,1991,25.4,31,1.22,20,1,6,0,3,1,1,0.04,1,0,0,0,0,0
2188,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,27,1990,28.0,38,1.36,32,3,1,0,0,2,2,0.07,2,0,0,0,0,0
2189,Diafra Sakho\Diafra-Sakho,sn SEN,FWMF,West Ham,eng Premier League,27,1989,3.4,5,1.47,3,0,0,1,1,0,1,0.29,0,0,0,1,0,0
2190,Diafra Sakho\Diafra-Sakho,sn SEN,FW,Rennes,fr Ligue 1,27,1989,8.7,11,1.27,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0
2191,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,17.8,2,0.11,2,0,0,0,0,0,2,0.11,2,0,0,0,0,0
2192,Bakary Sako\Bakary-Sako,ml MLI,FWMF,Crystal Palace,eng Premier League,29,1988,5.3,19,3.58,12,0,2,4,1,0,3,0.56,1,0,0,2,0,0
2193,Emiliano Sala\Emiliano-Sala,ar ARG,FW,Nantes,fr Ligue 1,26,1990,33.7,72,2.14,49,0,5,5,12,1,4,0.12,4,0,0,0,0,0
2194,Jacopo Sala\Jacopo-Sala,it ITA,DF,Sampdoria,it Serie A,25,1991,11.0,13,1.18,11,2,0,0,0,0,1,0.09,1,0,0,0,0,0
2195,Mohamed Salah\Mohamed-Salah,eg EGY,FWMF,Liverpool,eng Premier League,25,1992,32.3,151,4.67,94,14,23,9,9,2,30,0.93,16,1,11,1,1,0
2196,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,SPAL,it Serie A,26,1991,19.2,11,0.57,9,0,1,0,0,1,1,0.05,1,0,0,0,0,0
2197,Carlos Salcedo\Carlos-Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,17.9,7,0.39,6,1,0,0,0,0,1,0.06,1,0,0,0,0,0
2198,Eddy Salcedo\Eddy-Salcedo,it ITA,MFFW,Genoa,it Serie A,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2199,Yannis Salibur\Yannis-Salibur,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,16.9,58,3.41,33,7,5,8,4,1,7,0.41,4,1,1,1,0,0
2200,Sejad Salihović\Sejad-Salihovic,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,4.1,13,3.19,8,4,0,1,0,0,0,0.00,0,0,0,0,0,0
2201,Yoann Salmier\Yoann-Salmier,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,12.3,5,0.41,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2202,Mamadou Samassa\Mamadou-Samassa,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2203,Brice Samba\Brice-Samba,cg CGO,GK,Caen,fr Ligue 1,23,1994,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2204,Junior Sambia\Junior-Sambia,fr FRA,MFFW,Montpellier,fr Ligue 1,20,1996,17.1,71,4.15,37,23,3,2,6,0,7,0.41,5,1,1,0,0,0
2205,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,FWMF,Dijon,fr Ligue 1,31,1986,15.9,49,3.08,38,1,3,4,3,0,5,0.31,4,0,0,1,0,0
2206,Sergi Samper\Sergi-Samper,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2207,Jairo Samperio\Jairo-Samperio,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2208,Jairo Samperio\Jairo-Samperio,es ESP,FWDF,Las Palmas,es La Liga,24,1993,6.2,9,1.45,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0
2209,Mario Sampirisi\Mario-Sampirisi,it ITA,DF,Crotone,it Serie A,24,1992,24.4,19,0.78,18,1,0,0,0,0,2,0.08,2,0,0,0,0,0
2210,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,36,1.50,31,1,2,2,0,0,3,0.13,2,0,0,1,0,0
2211,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,es La Liga,21,1996,9.5,11,1.17,7,0,1,1,2,0,3,0.32,2,0,0,0,1,0
2212,Renato Sanches\Renato-Sanches,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,13,1.67,9,2,1,0,1,0,1,0.13,0,1,0,0,0,0
2213,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,11.6,45,3.88,27,4,7,5,2,0,9,0.78,4,1,0,3,1,0
2214,Alexis Sánchez\Alexis-Sanchez,cl CHI,FWMF,Arsenal,eng Premier League,28,1988,16.7,114,6.83,77,6,10,10,11,0,13,0.78,8,0,2,1,2,0
2215,Carlos Sánchez\Carlos-Sanchez,co COL,MFFW,Fiorentina,it Serie A,31,1986,4.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2216,Carlos Sánchez\Carlos-Sanchez,co COL,MF,Espanyol,es La Liga,31,1986,12.5,13,1.04,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0
2217,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,21,1996,28.2,12,0.43,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2218,Sergio Sánchez\Sergio-Sanchez,es ESP,DF,Espanyol,es La Liga,31,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2219,Víctor Sánchez\Victor-Sanchez,es ESP,DFMF,Espanyol,es La Liga,29,1987,27.2,20,0.73,17,1,0,0,1,1,2,0.07,2,0,0,0,0,0
2220,Jadon Sancho\Jadon-Sancho,eng ENG,FW,Dortmund,de Bundesliga,17,2000,7.7,38,5.00,31,1,5,1,0,0,6,0.79,5,0,1,0,0,0
2221,Sandro\Sandro,br BRA,MF,Benevento,it Serie A,28,1989,12.8,15,1.17,14,0,1,0,0,0,1,0.08,1,0,0,0,0,0
2222,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,26,1991,23.5,61,2.60,51,1,2,2,4,1,6,0.26,5,0,0,0,1,0
2223,Arona Sané\Arona-Sane,sn SEN,MF,Atlético Madrid,es La Liga,22,1995,0.7,2,2.81,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0
2224,Lamine Sané\Lamine-Sane,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,8.7,3,0.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2225,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,21,1996,26.9,101,3.76,78,5,10,1,6,1,23,0.86,16,2,4,0,1,0
2226,Salif Sané\Salif-Sane,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32.0,35,1.09,27,2,0,3,2,1,4,0.12,4,0,0,0,0,0
2227,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,17.7,47,2.66,39,2,1,2,3,0,8,0.45,8,0,0,0,0,0
2228,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,27,1989,20.9,56,2.68,42,0,3,5,2,4,4,0.19,3,0,0,0,0,1
2229,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,13,0.76,11,0,0,0,1,1,0,0.00,0,0,0,0,0,0
2230,Siriki Sanogo\Siriki-Sanogo,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2231,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,32,1.90,18,0,2,4,7,1,6,0.36,3,0,0,1,2,0
2232,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,71,2.94,56,1,1,4,8,1,8,0.33,6,0,0,1,1,0
2233,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.2,19,2.73,14,2,1,0,2,0,5,0.72,3,0,0,0,2,0
2234,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,37,1.28,29,0,2,1,3,2,1,0.03,0,0,0,0,1,0
2235,Ivan Santini\Ivan-Santini,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.8,58,1.88,34,0,4,10,9,1,8,0.26,3,0,2,1,2,0
2236,Davide Santon\Davide-Santon,it ITA,DF,Inter,it Serie A,26,1991,9.3,8,0.86,7,0,0,1,0,0,1,0.11,0,0,0,1,0,0
2237,Christian Santos\Christian-Santos,ve VEN,FW,Alavés,es La Liga,29,1988,4.9,7,1.46,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
