Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog
2393,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,30,1987,32.2,1482,38,92,492,977,309,1415,46,107,43.0,54,6,1102,3665,1970,118,40,32,77,38,1787,1196,66.9,441
2394,Danijel Subašić\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,32,1984,32.7,801,713,799,5,0,0,614,0,0,,0,0,372,2408,1461,0,0,0,0,0,284,283,99.6,0
2395,Neven Subotić\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,28,1988,16.0,979,119,623,382,29,10,973,1,1,100.0,1,0,632,3782,1933,49,6,0,3,1,646,637,98.6,7
2396,Neven Subotić\Neven-Subotic,rs SRB,DF,Dortmund,de Bundesliga,28,1988,3.0,300,18,126,168,14,1,291,0,0,,0,0,207,887,433,14,1,0,2,1,200,200,100.0,0
2397,Isaac Success\Isaac-Success,ng NGA,MFFW,Málaga,es La Liga,21,1996,5.4,229,0,36,97,126,30,229,19,25,76.0,21,1,204,1175,743,39,15,8,26,16,207,160,77.3,44
2398,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,21,1995,21.4,1795,164,725,1052,131,25,1762,2,4,50.0,2,0,1323,6985,3389,138,25,1,3,3,1345,1327,98.7,25
2399,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Swansea City,eng Premier League,28,1989,20.8,1028,35,279,527,295,17,933,6,12,50.0,6,0,663,4234,1870,85,24,6,7,7,685,645,94.2,27
2400,Gilles Sunu\Gilles-Sunu,tg TOG,MFFW,Angers,fr Ligue 1,26,1991,7.3,355,1,46,184,175,24,347,9,21,42.9,10,0,282,2077,1057,59,24,6,24,15,372,279,75.0,69
2401,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,30,1986,20.6,1353,76,391,748,298,12,1308,13,17,76.5,13,0,837,3980,1906,64,19,1,8,11,898,847,94.3,19
2402,Markel Susaeta\Markel-Susaeta,es ESP,FWMF,Athletic Club,es La Liga,29,1987,25.1,1259,17,156,582,638,75,1131,41,73,56.2,47,2,955,5703,2509,124,47,14,42,35,1066,843,79.1,166
2403,Suso\Suso,es ESP,FW,Milan,it Serie A,23,1993,31.4,2028,10,180,786,1203,142,1891,81,120,67.5,86,8,1719,8864,5069,294,79,60,51,83,1829,1579,86.3,258
2404,Markus Suttner\Markus-Suttner,at AUT,DF,Brighton,eng Premier League,30,1987,13.1,697,48,251,295,197,0,574,2,6,33.3,2,0,366,1973,1094,44,23,0,6,1,381,360,94.5,13
2405,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,21,1995,2.8,95,87,95,0,0,0,62,0,0,,0,0,35,177,115,0,0,0,0,0,25,25,100.0,0
2406,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,23,1994,17.8,1056,52,277,518,330,19,932,14,23,60.9,14,2,606,3789,2212,94,29,4,20,23,644,546,84.8,57
2407,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,fr Ligue 1,17,1999,3.4,100,0,4,44,63,13,96,4,6,66.7,4,0,62,315,161,10,4,2,11,2,123,71,57.7,30
2408,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,29,1987,10.0,355,8,26,169,169,67,339,9,16,56.3,10,0,195,409,198,12,3,4,24,24,475,263,55.4,119
2409,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,27,1990,17.0,467,430,467,0,0,0,353,1,1,100.0,1,0,265,1049,510,0,0,0,0,0,233,232,99.6,0
2410,Alexander Søderlund\Alexander-Soderlund,no NOR,FWMF,Saint-Étienne,fr Ligue 1,29,1987,4.0,111,1,4,40,70,20,109,1,1,100.0,1,0,60,175,52,5,1,2,12,4,154,81,52.6,43
2411,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,de Bundesliga,25,1992,22.2,1290,151,578,625,139,24,1161,7,11,63.6,8,0,633,2648,1380,39,9,0,7,4,659,630,95.6,24
2412,Lasse Sørensen\Lasse-Sorensen,dk DEN,MF,Stoke City,eng Premier League,17,1999,0.8,61,5,30,30,5,0,60,0,0,,0,0,35,188,102,5,1,0,1,1,42,42,100.0,0
2413,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,Crystal Palace,eng Premier League,21,1995,4.0,158,3,32,69,73,17,152,4,4,100.0,4,0,90,538,300,17,6,4,8,9,165,107,64.8,29
2414,Adel Taarabt\Adel-Taarabt,ma MAR,FWMF,Genoa,it Serie A,28,1989,17.9,975,8,80,457,532,67,937,58,81,71.6,62,9,823,4342,2504,137,51,25,47,49,995,763,76.7,210
2415,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,28,1989,11.6,705,51,247,298,196,5,587,9,15,60.0,9,0,387,1721,873,32,14,2,9,8,417,379,90.9,15
2416,Dušan Tadić\Dusan-Tadic,rs SRB,MFFW,Southampton,eng Premier League,28,1988,31.0,1594,22,188,595,941,124,1524,42,62,67.7,45,1,1172,6389,3613,194,73,23,66,63,1502,1181,78.6,365
2417,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,21,1996,27.0,1696,178,848,913,69,24,1660,15,19,78.9,16,1,1176,7314,3591,90,18,0,6,11,1067,1050,98.4,22
2418,Ervin Taha\Ervin-Taha,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,1999,0.4,17,0,3,6,10,2,17,0,0,,0,0,11,60,14,1,0,0,0,0,19,14,73.7,3
2419,Mehdi Tahrat\Mehdi-Tahrat,dz ALG,MF,Angers,fr Ligue 1,27,1990,4.9,277,15,82,168,43,4,277,10,11,90.9,10,0,166,954,424,16,7,0,6,4,169,153,90.5,11
2420,Saphir Taïder\Saphir-Taider,dz ALG,MF,Bologna,it Serie A,25,1992,4.3,250,12,66,143,66,6,247,2,4,50.0,2,0,199,1029,424,20,10,0,3,3,221,197,89.1,18
2421,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,24,1993,24.9,1345,16,242,668,569,61,1279,46,73,63.0,50,3,1003,6341,3798,179,60,15,49,50,1082,899,83.1,175
2422,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,23,1994,18.7,1518,55,454,945,229,10,1507,33,45,73.3,35,0,1133,5657,2803,112,29,2,25,25,1184,1137,96.0,37
2423,Tana\Tana,es ESP,MFFW,Las Palmas,es La Liga,26,1990,17.1,1005,17,161,545,394,34,956,33,42,78.6,35,1,829,3808,1802,92,42,6,36,40,862,730,84.7,109
2424,Oussama Tannane\Oussama-Tannane,ma MAR,FWMF,Saint-Étienne,fr Ligue 1,23,1994,2.3,143,2,19,43,88,11,133,1,5,20.0,2,0,90,530,233,14,2,4,8,6,111,93,83.8,24
2425,Oussama Tannane\Oussama-Tannane,ma MAR,FWMF,Las Palmas,es La Liga,23,1994,6.1,327,2,30,147,185,21,301,4,9,44.4,5,0,258,1842,1013,43,20,4,18,11,307,238,77.5,44
2426,Matt Targett\Matt-Targett,eng ENG,DF,Southampton,eng Premier League,21,1995,1.8,126,7,49,46,34,0,102,2,2,100.0,2,0,68,228,114,5,1,0,2,2,65,60,92.3,4
2427,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,24,1992,31.0,1486,241,887,612,62,40,1477,10,10,100.0,10,0,723,4284,1903,37,4,0,8,5,743,708,95.3,39
2428,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,fr Ligue 1,31,1986,37.0,1039,922,1035,4,1,0,762,0,0,,0,0,512,2828,1760,0,0,0,0,0,371,368,99.2,0
2429,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,28,1988,22.8,762,41,79,302,412,135,730,8,10,80.0,8,0,369,1625,706,37,9,9,65,20,1143,563,49.3,214
2430,Taleb Tawatha\Taleb-Tawatha,il ISR,DFMF,Eint Frankfurt,de Bundesliga,25,1992,4.9,293,13,95,133,81,6,223,2,4,50.0,2,0,140,599,314,12,4,0,6,2,144,121,84.0,10
2431,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,23,1993,10.6,569,50,223,240,141,1,477,12,15,80.0,12,0,278,1845,851,24,11,0,7,11,253,244,96.4,11
2432,Jordan Tell\Jordan-Tell,fr FRA,FWDF,Rennes,fr Ligue 1,20,1997,1.3,54,0,6,21,31,7,52,0,1,0.0,0,0,32,142,67,3,0,1,6,6,82,41,50.0,18
2433,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,es La Liga,25,1991,18.9,898,6,124,436,408,65,876,32,52,61.5,34,1,736,4357,2628,118,42,30,34,18,795,657,82.6,115
2434,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,25,1992,37.0,1174,1059,1170,4,1,1,1049,1,1,100.0,1,0,769,3381,1804,0,0,0,0,0,689,686,99.6,1
2435,Simon Terodde\Simon-Terodde,de GER,FW,Stuttgart,de Bundesliga,29,1988,10.6,324,10,19,153,166,52,309,1,6,16.7,1,0,180,657,257,17,5,7,23,8,541,239,44.2,108
2436,Simon Terodde\Simon-Terodde,de GER,FW,Köln,de Bundesliga,29,1988,12.9,424,8,22,211,199,75,394,6,10,60.0,6,0,210,771,272,17,3,3,43,19,662,307,46.4,141
2437,Marco Terrazzino\Marco-Terrazzino,de GER,MFFW,Freiburg,de Bundesliga,26,1991,16.5,820,11,107,421,346,47,808,12,24,50.0,14,2,612,2934,1404,68,25,6,33,34,741,592,79.9,144
2438,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,18.6,712,9,105,311,357,76,702,14,28,50.0,15,0,474,2676,1501,70,21,13,39,25,661,497,75.2,136
2439,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,21,1995,17.9,1240,76,368,596,356,24,1095,7,25,28.0,8,0,793,4722,2340,92,27,1,16,21,813,753,92.6,44
2440,Cedric Teuchert\Cedric-Teuchert,de GER,MFFW,Schalke 04,de Bundesliga,20,1997,0.4,22,0,1,8,15,9,22,2,2,100.0,2,1,18,154,100,5,1,5,3,2,25,16,64.0,11
2441,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,24,1993,32.8,2320,22,228,1069,1236,208,2179,81,128,63.3,91,1,1756,10786,6419,351,107,64,85,95,2057,1807,87.8,359
2442,Kévin Théophile-Catherine\Kevin-Theophile-Catherine,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1989,24.1,1321,155,791,618,54,9,1289,14,19,73.7,14,0,887,6259,3907,69,10,0,8,9,827,803,97.1,7
2443,Cyril Théréau\Cyril-Thereau,fr FRA,FWMF,Fiorentina,it Serie A,34,1983,12.4,688,15,61,366,327,58,678,19,41,46.3,20,1,497,3097,1628,81,39,6,26,37,725,550,75.9,166
2444,Cyril Théréau\Cyril-Thereau,fr FRA,FW,Udinese,it Serie A,34,1983,2.0,96,2,5,51,48,8,92,3,8,37.5,3,0,80,491,279,17,5,3,6,3,112,81,72.3,27
2445,Vincent Thill\Vincent-Thill,lu LUX,MFFW,Metz,fr Ligue 1,17,2000,0.3,16,0,1,6,9,0,15,0,0,,0,0,12,52,12,1,0,0,1,0,13,13,100.0,3
2446,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,29,1988,27.4,1446,187,886,581,47,26,1422,2,2,100.0,2,0,815,4049,1990,30,2,0,5,3,869,834,96.0,26
2447,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Nantes,fr Ligue 1,23,1993,28.7,1663,23,303,775,686,92,1642,17,34,50.0,18,0,1168,5767,2897,151,44,9,45,33,1429,1151,80.5,223
2448,Erik Thommy\Erik-Thommy,de GER,MFFW,Stuttgart,de Bundesliga,22,1994,10.9,488,10,66,210,247,20,431,13,26,50.0,13,0,315,1528,966,53,19,6,21,20,392,290,74.0,61
2449,Erik Thommy\Erik-Thommy,de GER,FW,Augsburg,de Bundesliga,22,1994,1.9,99,1,7,38,62,8,93,0,1,0.0,0,0,72,344,179,9,5,2,4,1,81,62,76.5,26
2450,Marcus Thuram\Marcus-Thuram,fr FRA,FW,Guingamp,fr Ligue 1,19,1997,21.5,777,12,62,322,458,112,751,47,69,68.1,50,0,540,3074,1807,97,26,21,66,39,888,571,64.3,209
2451,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,fr Ligue 1,20,1997,17.4,1041,34,205,632,287,28,1024,19,30,63.3,20,0,714,3716,2128,100,33,3,16,24,756,683,90.3,84
2452,David Timor\David-Timor,es ESP,MFDF,Girona,es La Liga,27,1989,10.3,557,32,174,322,85,3,548,1,1,100.0,1,0,324,1279,587,18,6,0,2,8,318,303,95.3,13
2453,Jonathan Tinhan\Jonathan-Tinhan,bj BEN,FWMF,Troyes,fr Ligue 1,28,1989,0.8,32,1,3,7,24,2,32,0,1,0.0,0,0,20,114,44,2,0,0,3,0,43,24,55.8,14
2454,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,24,1993,13.9,886,74,343,487,109,13,834,21,33,63.6,23,2,602,2999,1791,59,16,3,14,8,592,567,95.8,22
2455,Tito\Tito,es ESP,DF,Leganés,es La Liga,32,1985,6.8,339,15,126,173,59,1,295,1,2,50.0,1,0,187,887,459,19,7,0,3,2,193,182,94.3,7
2456,Ola Toivonen\Ola-Toivonen,se SWE,FWMF,Toulouse,fr Ligue 1,31,1986,8.9,393,11,36,195,175,31,380,4,5,80.0,4,1,208,817,405,26,8,1,16,4,435,290,66.7,82
2457,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FWMF,Angers,fr Ligue 1,24,1992,33.8,1394,1,72,611,841,194,1349,62,131,47.3,69,5,1118,6216,3329,187,50,52,112,91,1672,1128,67.5,432
2458,Hernán Toledo\Hernan-Toledo,ar ARG,FWMF,Las Palmas,es La Liga,21,1996,7.0,260,4,39,110,136,28,258,21,31,67.7,22,0,227,1368,795,32,13,6,17,21,238,186,78.2,46
2459,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,22,1994,17.5,1444,22,161,989,390,48,1427,6,15,40.0,6,0,1179,5530,2706,125,46,4,16,14,1258,1167,92.8,73
2460,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Dortmund,de Bundesliga,22,1994,13.5,985,46,243,532,286,21,867,7,11,63.6,7,0,627,3511,1905,83,29,9,14,5,635,592,93.2,36
2461,Jeremy Toljan\Jeremy-Toljan,de GER,MFDF,Hoffenheim,de Bundesliga,22,1994,2.0,99,5,24,48,32,2,84,1,1,100.0,1,0,64,304,143,9,0,1,2,4,62,55,88.7,0
2462,Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,26,1990,27.2,2002,160,891,1012,234,37,1877,13,22,59.1,14,0,1248,7444,4076,122,36,2,10,14,1178,1158,98.3,33
2463,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,26.5,1249,214,784,471,61,38,1225,7,8,87.5,8,0,574,3050,1453,30,5,0,8,1,563,549,97.5,28
2464,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,Fiorentina,it Serie A,29,1987,1.5,105,5,36,54,20,0,95,0,0,,0,0,71,320,153,7,3,0,0,0,74,68,91.9,1
2465,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,Chievo,it Serie A,29,1987,25.6,1341,199,702,607,108,24,1266,4,6,66.7,4,0,699,4276,2101,50,8,3,6,10,734,704,95.9,20
2466,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Napoli,it Serie A,27,1990,3.9,248,17,96,161,6,4,244,0,1,0.0,0,0,160,612,360,11,1,0,0,0,161,158,98.1,3
2467,Aleksandar Tonev\Aleksandar-Tonev,bg BUL,FWMF,Crotone,it Serie A,27,1990,4.5,159,4,33,75,65,7,156,4,7,57.1,4,0,123,920,447,24,6,3,10,8,180,115,63.9,26
2468,Toño\Tono,es ESP,DF,Levante,es La Liga,27,1989,12.0,680,31,198,349,201,7,572,16,25,64.0,18,1,460,3034,2059,76,28,2,11,10,431,392,91.0,24
2469,Ömer Toprak\Omer-Toprak,tr TUR,DF,Dortmund,de Bundesliga,28,1989,22.4,2051,135,777,1331,72,17,2005,2,3,66.7,2,0,1530,9044,4447,147,16,0,6,7,1487,1477,99.3,15
2470,Vasilis Torosidis\Vasilis-Torosidis,gr GRE,DF,Bologna,it Serie A,32,1985,9.1,501,39,176,222,117,3,429,9,13,69.2,9,0,296,1140,489,17,7,0,7,2,314,285,90.8,17
2471,Emanuele Torrasi\Emanuele-Torrasi,it ITA,MF,Milan,it Serie A,18,1999,0.1,,,,,,,,,,,,,,,,,,,,,,,,
2472,Lucas Torreira\Lucas-Torreira,uy URU,MF,Sampdoria,it Serie A,21,1996,35.3,2690,93,534,1798,482,18,2489,37,55,67.3,42,1,1690,6319,3130,119,25,3,16,37,1745,1676,96.0,47
2473,Daniel Torres\Daniel-Torres,co COL,MF,Alavés,es La Liga,27,1989,13.5,619,57,181,399,76,6,610,5,9,55.6,8,0,420,1830,842,21,7,2,7,6,378,362,95.8,12
2474,Fernando Torres\Fernando-Torres,es ESP,FW,Atlético Madrid,es La Liga,33,1984,11.1,372,8,47,172,175,55,366,16,30,53.3,19,0,252,1154,638,32,7,8,28,22,503,276,54.9,102
2475,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,17,2000,3.6,139,3,23,69,63,6,138,7,10,70.0,8,0,117,630,370,26,5,2,3,11,119,96,80.7,19
2476,Miguel Torres\Miguel-Torres,es ESP,DF,Málaga,es La Liga,31,1986,7.5,383,43,163,172,56,5,337,1,2,50.0,2,0,194,986,417,13,2,0,2,0,193,184,95.3,5
2477,Pau Torres\Pau-Torres,es ESP,DFMF,Villarreal,es La Liga,20,1997,0.6,36,5,16,22,1,0,36,0,0,,0,0,20,105,44,3,1,0,0,0,16,16,100.0,0
2478,Jordan Torunarigha\Jordan-Torunarigha,de GER,DFMF,Hertha BSC,de Bundesliga,19,1997,7.4,441,52,264,198,10,5,434,1,2,50.0,2,0,242,1155,618,7,0,0,1,0,247,239,96.8,1
2479,Alin Toșca\Alin-Tosca,ro ROU,DF,Benevento,it Serie A,25,1992,13.0,818,82,438,429,32,7,801,3,6,50.0,4,1,586,4169,2805,66,12,2,0,0,580,569,98.1,6
2480,Alin Toșca\Alin-Tosca,ro ROU,DF,Betis,es La Liga,25,1992,4.7,281,21,97,139,64,1,252,1,2,50.0,1,0,166,960,437,21,10,0,4,0,174,160,92.0,6
2481,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,26,1991,11.0,389,15,38,153,227,33,381,4,9,44.4,4,0,210,875,375,24,11,5,23,16,475,289,60.8,104
2482,Jérémy Toulalan\Jeremy-Toulalan,fr FRA,DF,Bordeaux,fr Ligue 1,33,1983,21.0,1231,159,756,539,40,2,1214,4,7,57.1,5,0,786,5324,2810,62,13,0,3,5,725,717,98.9,1
2483,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,23,1994,31.2,1773,76,457,1058,375,19,1758,44,58,75.9,45,2,1179,5697,2728,137,46,5,35,35,1078,996,92.4,49
2484,Almamy Touré\Almamy-Toure,ml MLI,DF,Monaco,fr Ligue 1,21,1996,13.9,787,43,223,352,259,17,678,12,18,66.7,13,1,421,2237,1432,77,23,3,15,11,442,395,89.4,35
2485,Thomas Touré\Thomas-Toure,ci CIV,MF,Bordeaux,fr Ligue 1,23,1993,0.1,5,0,1,2,2,0,4,0,0,,0,0,2,7,3,0,0,0,0,1,1,0,0.0,0
2486,Thomas Touré\Thomas-Toure,ci CIV,MF,Angers,fr Ligue 1,23,1993,1.4,83,3,11,37,44,6,80,5,11,45.5,5,2,60,320,202,14,4,3,6,2,66,59,89.4,18
2487,Yaya Touré\Yaya-Toure,ci CIV,MF,Manchester City,eng Premier League,34,1983,2.6,426,6,67,286,119,6,420,0,2,0.0,1,0,343,1897,1311,62,25,3,0,2,383,376,98.2,11
2488,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,20,1997,34.8,1860,113,621,1113,231,24,1847,13,17,76.5,14,0,1111,5916,2628,78,27,1,19,18,1192,1119,93.9,33
2489,Andros Townsend\Andros-Townsend,eng ENG,FWMF,Crystal Palace,eng Premier League,26,1991,34.7,1644,33,255,598,970,109,1530,71,125,56.8,80,0,1228,9510,4641,226,85,41,74,57,1421,1070,75.3,234
2490,Adama Traoré\Adama-Traore,ml MLI,MFFW,Monaco,fr Ligue 1,22,1995,2.1,113,1,12,50,55,11,109,3,5,60.0,3,0,79,393,157,8,3,0,6,3,92,80,87.0,10
2491,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Lyon,fr Ligue 1,21,1995,25.4,1433,31,194,620,736,124,1414,49,92,53.3,55,2,1060,6564,3732,212,58,31,60,38,1300,1095,84.2,225
2492,Charles Traore\Charles-Traore,ml MLI,DF,Troyes,fr Ligue 1,25,1992,33.3,2047,164,867,845,447,18,1740,12,24,50.0,13,0,1110,5869,3273,127,40,5,13,22,1107,1034,93.4,46
2493,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,25,1992,29.3,1991,83,639,1003,456,17,1722,17,25,68.0,18,1,1098,6003,3450,138,41,10,19,12,1130,1063,94.1,37
2494,Ibrahima Traoré\Ibrahima-Traore,gn GUI,MFFW,M'Gladbach,de Bundesliga,29,1988,2.2,151,3,13,74,80,8,143,8,9,88.9,9,0,131,764,363,20,8,1,4,9,131,119,90.8,10
2495,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,30,1986,31.7,1363,145,815,569,50,19,1352,7,11,63.6,8,1,884,4908,1923,31,7,0,8,7,771,754,97.8,12
2496,Lacina Traoré\Lacina-Traore,ci CIV,FW,Amiens,fr Ligue 1,27,1990,8.7,339,22,38,146,180,39,334,6,16,37.5,6,0,174,539,136,7,2,0,35,18,427,244,57.1,103
2497,Kevin Trapp\Kevin-Trapp,de GER,GK,Paris S-G,fr Ligue 1,27,1990,4.0,84,69,84,2,0,0,79,0,0,,0,0,41,228,58,0,0,0,0,0,37,37,100.0,0
2498,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,25,1991,29.9,2132,81,516,1295,476,31,2030,29,35,82.9,31,0,1627,8024,3731,143,51,8,22,33,1631,1538,94.3,85
2499,Kieran Trippier\Kieran-Trippier,eng ENG,DFMF,Tottenham,eng Premier League,26,1990,21.3,1753,66,425,690,717,27,1521,11,16,68.8,12,0,1077,4387,2295,105,27,3,16,6,1128,1051,93.2,62
2500,Marcello Trotta\Marcello-Trotta,it ITA,FW,Crotone,it Serie A,24,1992,25.1,1095,37,168,492,505,113,1062,32,57,56.1,34,2,752,3726,1713,84,28,11,72,40,1078,717,66.5,240
2501,Philipp Tschauner\Philipp-Tschauner,de GER,GK,Hannover 96,de Bundesliga,31,1985,31.0,1210,1017,1203,12,3,3,851,1,2,50.0,1,0,600,3016,1493,0,0,0,0,0,513,512,99.8,2
2502,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,FW,Manchester Utd,eng Premier League,19,1997,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
2503,Marco Tumminello\Marco-Tumminello,it ITA,FW,Roma,it Serie A,18,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
2504,Marco Tumminello\Marco-Tumminello,it ITA,FW,Crotone,it Serie A,18,1998,2.3,107,2,9,56,45,9,101,1,1,100.0,1,0,73,213,97,8,1,3,9,2,116,82,70.7,30
2505,Ľubomír Tupta\Lubomir-Tupta,sk SVK,FWMF,Hellas Verona,it Serie A,19,1998,0.4,18,1,5,13,3,0,18,0,1,0.0,0,0,15,126,98,1,1,0,1,1,21,13,61.9,3
2506,Josh Tymon\Josh-Tymon,eng ENG,DF,Stoke City,eng Premier League,18,1999,1.8,100,6,28,54,27,0,96,1,1,100.0,1,0,77,380,156,7,4,0,2,2,70,68,97.1,1
2507,Przemysław Tytoń\Przemyslaw-Tyton,pl POL,GK,La Coruña,es La Liga,30,1987,1.1,23,18,23,0,0,0,13,0,0,,0,0,11,55,38,0,0,0,0,0,8,8,100.0,0
2508,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,21,1996,4.0,225,14,88,87,61,6,196,3,7,42.9,3,0,123,717,460,15,3,3,4,1,118,116,98.3,8
2509,Anthony Ujah\Anthony-Ujah,ng NGA,FW,Mainz 05,de Bundesliga,26,1990,2.3,74,6,9,26,42,9,71,0,0,,0,0,33,158,34,2,1,0,8,2,106,50,47.2,26
2510,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Brighton,eng Premier League,31,1986,3.0,173,3,15,98,69,5,171,3,4,75.0,4,0,104,329,119,8,2,0,28,6,195,133,68.2,30
2511,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Leicester City,eng Premier League,31,1986,0.2,23,1,2,4,17,2,23,1,2,50.0,2,0,16,40,8,1,0,0,2,3,29,18,62.1,4
2512,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,28,1988,29.0,985,862,980,6,0,0,818,0,0,,0,0,627,2503,1164,0,0,0,0,0,576,576,100.0,0
2513,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,23,1993,24.3,1768,214,855,956,78,17,1747,6,8,75.0,6,1,1318,7821,4545,122,28,1,7,4,1272,1251,98.3,18
2514,Enes Ünal\Enes-Unal,tr TUR,FW,Villarreal,es La Liga,20,1997,12.6,470,14,39,238,222,50,455,7,25,28.0,12,0,316,1283,653,41,14,8,38,26,564,355,62.9,140
2515,Enes Ünal\Enes-Unal,tr TUR,FW,Levante,es La Liga,20,1997,6.6,225,6,15,116,109,28,213,1,5,20.0,1,0,132,451,186,11,7,1,19,12,289,163,56.4,59
2516,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,20,1997,13.9,636,10,60,250,390,77,607,17,37,45.9,19,2,480,3113,1888,102,31,12,29,37,631,460,72.9,135
2517,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,18,1998,25.2,1734,147,869,935,48,13,1690,16,26,61.5,18,0,1089,5715,2781,72,16,0,7,5,1018,1002,98.4,13
2518,Mark Uth\Mark-Uth,de GER,FWMF,Hoffenheim,de Bundesliga,25,1991,24.2,846,17,68,425,415,96,809,30,55,54.5,35,3,610,2750,1261,63,27,4,57,45,995,613,61.6,253
2519,Francis Uzoho\Francis-Uzoho,ng NGA,GK,La Coruña,es La Liga,18,1998,2.0,48,44,48,0,0,0,30,0,0,,0,0,21,108,56,0,0,0,0,0,14,14,100.0,0
2520,Valentín Vada\Valentin-Vada,ar ARG,MFFW,Bordeaux,fr Ligue 1,21,1996,9.6,685,6,105,368,254,14,640,9,14,64.3,9,0,521,2442,1117,50,15,2,19,12,565,498,88.1,63
2521,Josha Vagnoman\Josha-Vagnoman,de GER,DFMF,Hamburger SV,de Bundesliga,16,2000,0.2,4,0,0,4,1,0,2,0,0,,0,0,2,8,6,1,1,0,1,0,1,1,100.0,0
