Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
1997,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,Lille,fr Ligue 1,20,1997,12.2,195,262,74.4,2889,371,114,149,76.5,62,77,80.5,12,18,66.7,1,1.7,-0.7,11,6,4,0,13
1998,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,24,1993,28.4,785,988,79.5,14239,3508,331,391,84.7,357,435,82.1,86,133,64.7,1,1.7,-0.7,14,88,9,1,84
1999,Simone Pontisso\Simone-Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,0.1,14,15,93.3,275,86,4,4,100.0,9,9,100.0,1,2,50.0,0,0.0,0.0,0,1,0,0,4
2000,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,34.6,441,1029,42.9,23477,19767,22,22,100.0,99,100,99.0,320,906,35.3,0,0.5,-0.5,6,70,1,0,0
2001,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1.0,21,38,55.3,359,134,12,18,66.7,8,12,66.7,1,8,12.5,0,0.0,0.0,1,1,0,0,1
2002,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,27,1990,27.2,731,998,73.2,12185,4487,385,482,79.9,264,353,74.8,71,125,56.8,3,2.9,+0.1,23,95,55,1,128
2003,Portu\Portu,es ESP,FWMF,Girona,es La Liga,25,1992,33.1,483,679,71.1,8149,2040,243,327,74.3,194,257,75.5,41,74,55.4,4,5.9,-1.9,40,42,36,15,52
2004,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,8.4,411,488,84.2,7596,2819,166,176,94.3,189,210,90.0,51,91,56.0,0,0.0,0.0,1,20,1,0,25
2005,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,28,1988,26.9,741,942,78.7,17332,7351,185,215,86.0,382,430,88.8,171,285,60.0,0,0.6,-0.6,5,75,4,0,66
2006,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,18.5,366,573,63.9,4530,1038,260,362,71.8,81,135,60.0,9,26,34.6,2,1.4,+0.6,15,24,10,1,29
2007,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,18.9,698,949,73.6,11629,5914,352,422,83.4,274,352,77.8,55,130,42.3,1,0.9,+0.1,14,74,15,10,71
2008,Darío Poveda\Dario-Poveda,es ESP,FW,Villarreal,es La Liga,20,1997,0.0,2,3,66.7,34,6,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2009,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,29.5,1236,1511,81.8,20814,5847,624,719,86.8,471,550,85.6,120,190,63.2,3,3.1,-0.1,35,116,46,8,142
2010,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Rennes,fr Ligue 1,23,1993,17.4,788,916,86.0,16739,4133,267,294,90.8,346,383,90.3,158,210,75.2,1,0.4,+0.6,9,94,11,1,96
2011,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,21.5,490,702,69.8,8488,2149,251,324,77.5,167,242,69.0,58,100,58.0,4,3.7,+0.3,28,27,19,5,43
2012,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Lille,fr Ligue 1,26,1991,3.2,44,67,65.7,624,106,22,28,78.6,14,18,77.8,2,8,25.0,1,0.2,+0.8,4,2,2,0,4
2013,Andrés Prieto\Andres-Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4.0,34,79,43.0,1723,1382,0,0,,8,10,80.0,26,69,37.7,0,0.0,0.0,0,4,0,0,0
2014,Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,es La Liga,33,1983,21.3,824,1026,80.3,13465,3370,436,515,84.7,314,381,82.4,65,104,62.5,5,4.5,+0.5,37,79,26,7,80
2015,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2.0,14,25,56.0,465,346,2,2,100.0,6,6,100.0,6,17,35.3,0,0.0,0.0,0,0,0,0,0
2016,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,24,1993,11.1,260,394,66.0,4523,1254,139,170,81.8,83,119,69.7,33,82,40.2,1,2.6,-1.6,21,19,13,4,25
2017,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,0.0,1,1,100.0,7,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2018,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,30,1987,17.4,432,573,75.4,9942,3598,127,155,81.9,199,246,80.9,101,160,63.1,0,0.1,-0.1,1,39,2,0,36
2019,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,25,1991,34.7,1093,1415,77.2,23116,6355,372,446,83.4,513,633,81.0,191,282,67.7,4,1.1,+2.9,18,137,18,3,164
2020,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,15.3,299,394,75.9,4152,784,181,221,81.9,96,122,78.7,12,23,52.2,0,0.9,-0.9,18,22,8,1,25
2021,Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9.0,203,281,72.2,6046,3994,42,42,100.0,82,83,98.8,78,155,50.3,0,0.0,0.0,0,1,0,0,0
2022,Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,13.1,315,433,72.7,9693,5863,37,38,97.4,152,158,96.2,125,236,53.0,0,0.0,0.0,0,4,0,0,0
2023,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,10.9,374,505,74.1,5727,1594,209,240,87.1,121,165,73.3,31,70,44.3,0,0.7,-0.7,10,15,12,1,42
2024,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,30.8,1430,1748,81.8,29216,8150,530,589,90.0,615,713,86.3,258,384,67.2,0,2.6,-2.6,23,139,19,1,149
2025,Christian Pulisic\Christian-Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,25.6,677,896,75.6,10465,2263,377,453,83.2,243,305,79.7,42,79,53.2,5,5.9,-0.9,28,35,36,13,68
2026,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,31,1986,7.2,206,261,78.9,3409,1031,111,126,88.1,65,76,85.5,23,48,47.9,0,0.3,-0.3,5,19,8,0,28
2027,George Pușcaș\George-Puscas,ro ROU,FWMF,Benevento,it Serie A,21,1996,7.8,116,149,77.9,1617,258,73,89,82.0,30,41,73.2,8,11,72.7,0,0.3,-0.3,7,8,3,1,6
2028,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,1.9,80,111,72.1,1898,529,22,27,81.5,39,47,83.0,18,34,52.9,0,0.3,-0.3,5,14,1,0,10
2029,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,30.2,416,639,65.1,6806,1710,219,293,74.7,149,234,63.7,40,73,54.8,5,5.6,-0.6,36,26,31,4,57
2030,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,15.7,206,291,70.8,3273,708,111,141,78.7,70,92,76.1,16,31,51.6,1,1.4,-0.4,11,13,5,0,20
2031,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,14.2,314,441,71.2,4437,1272,185,245,75.5,104,133,78.2,12,36,33.3,4,2.4,+1.6,17,23,9,3,29
2032,Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,12.3,376,513,73.3,7463,1757,159,201,79.1,146,190,76.8,65,108,60.2,4,3.5,+0.5,25,22,10,3,33
2033,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,26.3,1978,2168,91.2,33974,8519,909,969,93.8,823,881,93.4,200,238,84.0,4,3.3,+0.7,23,170,24,3,150
2034,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,12.3,522,612,85.3,9614,1983,211,247,85.4,248,279,88.9,60,76,78.9,0,0.6,-0.6,6,55,5,1,45
2035,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,28,1988,34.9,1454,1807,80.5,32860,9241,474,525,90.3,636,736,86.4,335,515,65.0,1,0.6,+0.4,15,145,21,4,139
2036,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,30,1986,28.8,1426,1672,85.3,25453,11877,609,678,89.8,683,765,89.3,122,203,60.1,1,0.7,+0.3,9,170,10,3,148
2037,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,20.1,962,1209,79.6,15968,6004,487,542,89.9,381,466,81.8,78,158,49.4,2,3.5,-1.5,24,72,22,17,83
2038,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,8.8,142,247,57.5,5602,4233,18,18,100.0,43,44,97.7,81,185,43.8,0,0.0,0.0,0,2,0,0,0
2039,Raffael\Raffael,br BRA,FW,M'Gladbach,de Bundesliga,32,1985,23.0,678,818,82.9,10282,2565,401,452,88.7,196,229,85.6,58,86,67.4,1,4.2,-3.2,33,58,32,6,76
2040,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,20.6,1572,1779,88.4,28608,8001,702,744,94.4,657,747,88.0,199,253,78.7,2,2.1,-0.1,21,127,22,7,120
2041,Rafinha\Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,11.6,652,740,88.1,11186,2213,304,332,91.6,278,305,91.1,57,82,69.5,2,2.9,-0.9,25,58,19,2,69
2042,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,17.8,542,742,73.0,11303,4785,160,187,85.6,291,363,80.2,83,168,49.4,0,0.1,-0.1,2,45,5,3,54
2043,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,9.2,184,267,68.9,2859,947,103,127,81.1,62,89,69.7,15,38,39.5,1,0.8,+0.2,12,9,10,4,28
2044,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,0.4,14,21,66.7,232,176,10,12,83.3,3,7,42.9,1,2,50.0,0,0.0,0.0,0,2,0,0,2
2045,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,29,1988,31.5,2249,2533,88.8,42159,11840,950,1030,92.2,987,1057,93.4,290,397,73.0,3,4.0,-1.0,29,244,38,3,201
2046,André Ramalho\Andre-Ramalho,br BRA,DFFW,Leverkusen,de Bundesliga,25,1992,0.4,11,14,78.6,225,115,2,2,100.0,7,8,87.5,2,4,50.0,0,0.0,0.0,0,0,0,0,3
2047,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Girona,es La Liga,24,1993,25.5,671,915,73.3,15078,5812,182,229,79.5,339,417,81.3,143,252,56.7,0,0.1,-0.1,1,64,5,0,57
2048,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,32.8,1583,1870,84.7,35308,12354,471,529,89.0,777,851,91.3,327,462,70.8,1,1.2,-0.2,7,85,2,0,75
2049,Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,1.9,44,76,57.9,721,144,28,39,71.8,10,21,47.6,6,16,37.5,0,0.0,0.0,2,1,0,0,1
2050,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,24.6,779,1100,70.8,13151,3293,408,493,82.8,271,352,77.0,82,209,39.2,6,5.2,+0.8,46,65,39,5,83
2051,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,eng Premier League,22,1995,3.1,64,88,72.7,856,165,37,47,78.7,18,23,78.3,3,6,50.0,0,0.0,0.0,0,0,1,0,4
2052,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,es La Liga,22,1995,8.0,204,262,77.9,3292,638,106,120,88.3,80,100,80.0,13,32,40.6,1,0.5,+0.5,7,7,8,0,17
2053,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,30,1986,3.5,81,118,68.6,2209,1333,11,13,84.6,50,51,98.0,20,53,37.7,0,0.0,0.0,0,0,0,0,0
2054,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,32,1984,14.5,567,705,80.4,15086,4612,105,129,81.4,271,324,83.6,190,244,77.9,0,0.0,0.0,1,54,0,0,47
2055,Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,15.8,356,506,70.4,6258,1885,194,223,87.0,114,156,73.1,46,114,40.4,1,1.9,-0.9,22,29,19,8,40
2056,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,25.4,1669,1875,89.0,35474,14043,554,598,92.6,821,875,93.8,283,381,74.3,1,1.0,0.0,12,176,9,3,91
2057,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,26,1990,20.5,1034,1246,83.0,18239,4405,446,508,87.8,457,522,87.5,105,156,67.3,8,4.7,+3.3,29,108,37,2,111
2058,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,1.7,87,107,81.3,1466,515,40,46,87.0,34,41,82.9,9,16,56.3,0,0.1,-0.1,1,7,1,1,10
2059,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,7.0,285,315,90.5,6092,1885,70,74,94.6,168,179,93.9,44,58,75.9,0,0.0,0.0,0,9,1,0,12
2060,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,19,1997,20.1,477,675,70.7,7315,1861,273,327,83.5,151,199,75.9,37,97,38.1,5,4.5,+0.5,26,24,24,5,45
2061,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,4.3,69,112,61.6,1366,316,34,40,85.0,21,34,61.8,13,24,54.2,0,0.4,-0.4,4,4,3,1,9
2062,Konstantin Rausch\Konstantin-Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,10.3,383,567,67.5,7510,3632,151,196,77.0,171,238,71.8,57,117,48.7,1,0.3,+0.7,8,31,7,3,29
2063,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,5.5,118,204,57.8,2075,968,65,89,73.0,32,58,55.2,16,48,33.3,2,1.3,+0.7,15,8,7,3,20
2064,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,19.5,264,482,54.8,4405,1471,129,199,64.8,101,185,54.6,22,49,44.9,2,4.1,-2.1,24,27,28,11,48
2065,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,19.1,747,986,75.8,12908,6424,333,388,85.8,335,421,79.6,66,135,48.9,2,1.2,+0.8,20,54,20,10,78
2066,Recio\Recio,es ESP,MF,Málaga,es La Liga,26,1991,20.4,780,1003,77.8,14589,4039,346,401,86.3,311,379,82.1,111,197,56.3,2,1.6,+0.4,23,86,9,2,68
2067,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,21.6,616,856,72.0,11499,2740,284,354,80.2,219,290,75.5,95,170,55.9,3,3.6,-0.6,42,35,38,9,67
2068,Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1.0,13,29,44.8,149,66,9,13,69.2,3,9,33.3,0,5,0.0,0,0.0,0.0,0,1,0,0,1
2069,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,0.8,18,23,78.3,272,61,11,13,84.6,5,5,100.0,1,3,33.3,0,0.0,0.0,0,0,1,0,1
2070,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,26,1990,12.0,584,679,86.0,10428,3479,227,243,93.4,294,321,91.6,53,96,55.2,0,0.1,-0.1,3,37,3,2,37
2071,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,29,1988,16.1,539,670,80.4,12796,3638,123,143,86.0,288,316,91.1,125,202,61.9,0,0.1,-0.1,3,26,3,0,32
2072,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,34,1982,37.0,871,1076,80.9,25570,13721,90,93,96.8,435,441,98.6,345,540,63.9,0,0.3,-0.3,1,4,0,0,0
2073,Jeff Reine-Adélaïde\Jeff-Reine-Adelaide,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,4.9,129,161,80.1,2033,756,71,88,80.7,47,57,82.5,8,11,72.7,0,0.6,-0.6,5,14,7,1,24
2074,Karim Rekik\Karim-Rekik,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,25.6,1118,1316,85.0,26965,7985,220,242,90.9,607,654,92.8,286,404,70.8,2,0.4,+1.6,1,53,4,0,63
2075,Loïc Rémy\Loic-Remy,fr FRA,FWMF,Getafe,es La Liga,30,1987,5.1,87,125,69.6,1357,187,53,69,76.8,27,42,64.3,6,9,66.7,0,0.3,-0.3,1,3,2,1,4
2076,Loïc Rémy\Loic-Remy,fr FRA,FW,Las Palmas,es La Liga,30,1987,8.5,192,253,75.9,3405,761,96,123,78.0,70,83,84.3,24,38,63.2,0,0.2,-0.2,5,6,4,1,19
2077,Jan Repas\Jan-Repas,si SVN,MFFW,Caen,fr Ligue 1,20,1997,10.0,160,237,67.5,2682,586,83,111,74.8,58,81,71.6,15,28,53.6,1,0.6,+0.4,9,14,4,1,18
2078,Panagiotis Retsos\Panagiotis-Retsos,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,19.1,1009,1208,83.5,19219,7787,428,484,88.4,431,510,84.5,139,187,74.3,3,1.3,+1.7,9,82,2,1,85
2079,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,28,1989,10.3,292,386,75.6,4842,1383,151,184,82.1,88,116,75.9,37,60,61.7,0,2.2,-2.2,16,24,11,2,38
2080,Elvis Rexhbeçaj\Elvis-Rexhbecaj,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,1.4,42,57,73.7,829,243,14,15,93.3,22,28,78.6,5,10,50.0,0,0.0,0.0,0,1,2,1,2
2081,Baptiste Reynet\Baptiste-Reynet,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38.0,953,1335,71.4,32108,19328,112,113,99.1,406,412,98.5,433,808,53.6,0,0.0,0.0,0,30,0,0,0
2082,Franck Ribéry\Franck-Ribery,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,690,821,84.0,11725,2744,355,401,88.5,250,291,85.9,72,98,73.5,1,4.6,-3.6,32,45,37,5,82
2083,Federico Ricca\Federico-Ricca,uy URU,DF,Málaga,es La Liga,22,1994,12.3,398,616,64.6,6994,3846,183,231,79.2,176,245,71.8,33,118,28.0,1,0.2,+0.8,5,38,5,2,37
2084,Federico Ricci\Federico-Ricci,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,49,77,63.6,842,294,20,23,87.0,21,32,65.6,6,15,40.0,0,0.3,-0.3,4,6,2,2,9
2085,Federico Ricci\Federico-Ricci,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,239,376,63.6,4460,1294,115,142,81.0,82,128,64.1,39,89,43.8,1,1.6,-0.6,11,17,14,2,40
2086,Declan Rice\Declan-Rice,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,455,589,77.2,9489,3495,159,187,85.0,211,240,87.9,78,146,53.4,0,0.0,0.0,2,37,5,0,30
2087,Richarlison\Richarlison,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,532,843,63.1,8022,2335,295,403,73.2,194,291,66.7,26,65,40.0,4,3.3,+0.7,26,36,23,3,74
2088,Marco Richter\Marco-Richter,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,110,158,69.6,2051,565,50,66,75.8,40,55,72.7,18,30,60.0,0,1.1,-1.1,8,7,11,5,14
2089,Diego Rico\Diego-Rico,es ESP,DF,Leganés,es La Liga,24,1993,24.8,867,1295,66.9,17068,9923,351,453,77.5,382,521,73.3,131,283,46.3,2,3.6,-1.6,33,87,30,11,131
2090,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,32,1984,13.0,453,561,80.7,8866,2002,158,183,86.3,220,261,84.3,67,96,69.8,0,0.8,-0.8,11,42,5,1,37
2091,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,23,1993,24.0,338,512,66.0,10316,6709,65,67,97.0,154,163,94.5,118,281,42.0,0,0.0,0.0,0,3,0,0,0
2092,Jaïro Riedewald\Jairo-Riedewald,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,125,164,76.2,2571,1069,51,62,82.3,45,59,76.3,25,37,67.6,0,0.1,-0.1,1,14,5,2,15
2093,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,33,1983,1.0,10,28,35.7,647,605,0,0,,0,0,,10,28,35.7,0,0.0,0.0,0,1,0,0,0
2094,Luca Rigoni\Luca-Rigoni,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,440,554,79.4,8006,2333,204,242,84.3,171,206,83.0,57,85,67.1,2,2.0,0.0,12,47,10,2,57
2095,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,26,1990,10.4,344,422,81.5,6679,2649,136,163,83.4,160,176,90.9,42,68,61.8,0,0.2,-0.2,4,49,8,1,68
2096,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Torino,it Serie A,29,1988,33.3,1255,1519,82.6,24194,6333,531,618,85.9,525,600,87.5,183,260,70.4,0,1.8,-1.8,23,107,30,3,120
2097,Birk Risa\Birk-Risa,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,12,16,75.0,189,52,7,7,100.0,3,4,75.0,2,4,50.0,0,0.0,0.0,1,1,0,0,1
2098,Marcel Risse\Marcel-Risse,de GER,DFMF,Köln,de Bundesliga,27,1989,13.0,391,646,60.5,7746,4007,167,212,78.8,156,217,71.9,65,183,35.5,3,2.5,+0.5,21,39,18,10,61
2099,Matt Ritchie\Matt-Ritchie,sco SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,837,1269,66.0,15411,5004,372,458,81.2,318,435,73.1,126,312,40.4,5,5.2,-0.2,50,54,32,18,90
2100,Cristian Rivera\Cristian-Rivera,es ESP,MF,Eibar,es La Liga,20,1997,2.7,110,132,83.3,2248,274,31,36,86.1,65,71,91.5,14,22,63.6,0,0.1,-0.1,2,9,0,0,2
2101,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,423,596,71.0,5503,499,249,335,74.3,119,164,72.6,13,28,46.4,2,1.4,+0.6,16,13,6,0,14
2102,Jonathan Rivierez\Jonathan-Rivierez,fr FRA,DF,Metz,fr Ligue 1,28,1989,22.9,708,947,74.8,14151,6985,246,286,86.0,357,436,81.9,96,186,51.6,1,0.6,+0.4,12,52,15,9,71
2103,Luca Rizzo\Luca-Rizzo,it ITA,MF,SPAL,it Serie A,25,1992,5.4,143,207,69.1,2324,741,73,97,75.3,52,68,76.5,13,23,56.5,0,0.9,-0.9,5,8,6,3,23
2104,Arjen Robben\Arjen-Robben,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,714,872,81.9,12009,3768,380,430,88.4,256,308,83.1,64,103,62.1,5,4.8,+0.2,32,47,62,10,105
2105,Rober\Rober,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,555,684,81.1,11696,4116,177,213,83.1,278,318,87.4,97,142,68.3,0,0.0,0.0,0,40,1,0,37
2106,Roberto\Roberto,es ESP,GK,Málaga,es La Liga,31,1986,34.0,419,797,52.6,19228,14545,13,14,92.9,136,140,97.1,270,643,42.0,0,0.1,-0.1,2,19,0,0,0
2107,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,1564,1749,89.4,25553,7775,785,835,94.0,650,718,90.5,110,153,71.9,7,3.0,+4.0,23,102,34,6,130
2108,Connor Roberts\Connor-Roberts,wal WAL,MF,Swansea City,eng Premier League,21,1995,3.0,123,174,70.7,1944,517,68,78,87.2,39,55,70.9,10,28,35.7,0,0.0,0.0,0,4,2,0,5
2109,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,eng Premier League,23,1994,21.6,1373,1641,83.7,23332,8069,641,701,91.4,598,686,87.2,105,186,56.5,5,3.1,+1.9,24,111,31,9,138
2110,Álex Robles\Alex-Robles,es ESP,DF,Málaga,es La Liga,18,1999,1.0,20,30,66.7,368,153,8,10,80.0,10,15,66.7,2,5,40.0,0,0.0,0.0,0,0,0,0,1
2111,Hal Robson-Kanu\Hal-Robson-Kanu,wal WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,122,198,61.6,1973,545,60,80,75.0,45,70,64.3,14,31,45.2,0,0.7,-0.7,8,12,5,2,19
2112,Marc Roca\Marc-Roca,es ESP,MF,Espanyol,es La Liga,20,1996,3.0,146,169,86.4,2914,798,56,62,90.3,64,74,86.5,24,30,80.0,0,0.0,0.0,2,16,0,0,11
2113,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,es La Liga,26,1991,1.7,65,85,76.5,1373,537,27,32,84.4,25,33,75.8,13,19,68.4,0,0.0,0.0,2,11,5,0,14
2114,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,914,1337,68.4,17880,5333,371,497,74.6,374,528,70.8,144,238,60.5,5,6.0,-1.0,57,120,35,12,167
2115,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,2196,2462,89.2,42971,11639,795,891,89.2,1064,1163,91.5,320,375,85.3,3,1.8,+1.2,25,185,10,0,171
2116,Rodrigo\Rodrigo,es ESP,FW,Valencia,es La Liga,26,1991,29.7,673,922,73.0,11163,2391,340,431,78.9,253,338,74.9,58,106,54.7,4,3.7,+0.3,33,71,31,3,78
2117,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,695,909,76.5,12298,4669,287,343,83.7,347,420,82.6,55,124,44.4,2,1.0,+1.0,14,62,15,9,78
2118,Ángel Rodríguez\Angel-Rodriguez,es ESP,FW,Getafe,es La Liga,30,1987,25.4,262,401,65.3,4345,993,131,189,69.3,100,140,71.4,24,50,48.0,3,3.8,-0.8,19,15,16,4,28
2119,Iván Rodríguez\Ivan-Rodriguez,es ESP,DF,Málaga,es La Liga,21,1996,0.2,10,10,100.0,174,92,3,3,100.0,7,7,100.0,0,0,,0,0.0,0.0,0,2,0,0,1
2120,James Rodríguez\James-Rodriguez,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18.0,1367,1604,85.2,26139,6566,602,654,92.0,529,594,89.1,219,312,70.2,11,7.5,+3.5,65,138,36,9,119
2121,Jay Rodriguez\Jay-Rodriguez,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,507,729,69.5,8102,2154,286,353,81.0,160,224,71.4,45,100,45.0,1,1.2,-0.2,18,42,13,2,46
