Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
513,Joris Chotard,FRA,MF,Montpellier HSC,Ligue 1,18,2001,12.9,15,1.16,10,1,1,1,0,2,1,0.08,1,0,0,0,0,0
514,Hamza Choudhury,ENG,MF,Leicester City,Premier League,22,1997,3.5,3,0.85,2,0,0,1,0,0,1,0.28,1,0,0,0,0,0
515,Mounir Chouiar,FRA,FW,Dijon FCO,Ligue 1,21,1999,14.3,50,3.49,21,15,5,4,5,0,2,0.14,2,0,0,0,0,0
516,Andreas Christensen,DNK,DF,Chelsea FC,Premier League,24,1996,15.2,9,0.59,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
517,Carney Chukwuemeka,ENG,FW,Aston Villa,Premier League,16,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
518,Samuel Chukwueze,NGA,MF,Villarreal CF,La Liga,21,1999,15.2,57,3.76,38,1,8,0,10,0,5,0.33,3,0,1,0,1,0
519,Darko Churlinov,MKD,DF,VfB Stuttgart,Bundesliga,20,2000,2.4,6,2.50,6,0,0,0,0,0,2,0.83,2,0,0,0,0,0
520,Victor Chust,ESP,DF,Real Madrid,La Liga,20,2000,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
521,Sébastien Cibois,FRA,GK,Stade Brest 29,Ligue 1,22,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
522,Miguel Cifuentes,ESP,DF,Elche CF,La Liga,29,1990,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
523,Alberto Cifuentes,ESP,GK,Cádiz CF,La Liga,41,1979,2.0,1,0.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
524,Luca Cigarini,ITA,MF,FC Crotone,Serie A,34,1986,10.3,36,3.49,21,12,0,1,2,0,3,0.29,2,0,0,0,1,0
525,Jasper Cillessen,NLD,GK,Valencia CF,La Liga,31,1989,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
526,Antonio Cioffi,ITA,FW,SSC Napoli,Serie A,17,2002,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
527,Tim Civeja,DEU,MF,FC Augsburg,Bundesliga,18,2002,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
528,Ciaran Clark,IRL,DF,Newcastle United,Premier League,30,1989,21.0,6,0.29,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
529,Alexis Claude-Maurice,FRA,MF,OGC Nice,Ligue 1,22,1998,21.2,62,2.92,40,12,4,2,4,0,11,0.52,8,1,1,1,0,0
530,Jonathan Clauss,FRA,DF,RC Lens,Ligue 1,27,1992,28.0,92,3.28,59,21,5,1,3,3,12,0.43,9,2,0,0,0,1
531,Carlos Clerc,ESP,DF,Levante UD,La Liga,28,1992,30.9,42,1.36,33,6,0,1,2,0,5,0.16,4,1,0,0,0,0
532,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,29,1991,12.7,7,0.55,5,1,0,1,0,0,1,0.08,1,0,0,0,0,0
533,Conor Coady,ENG,DF,Wolverhampton Wanderers,Premier League,27,1993,36.7,9,0.25,7,0,0,1,0,1,0,0.00,0,0,0,0,0,0
534,Marcus Coco,FRA,MF,FC Nantes,Ligue 1,24,1996,16.4,35,2.14,23,1,4,1,3,3,4,0.24,2,1,0,1,0,0
535,Coke,ESP,DF,Levante UD,La Liga,33,1987,9.3,9,0.97,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0
536,Seamus Coleman,IRL,DF,Everton FC,Premier League,31,1988,17.9,33,1.84,24,1,4,1,3,0,5,0.28,4,0,0,0,1,0
537,Ebrima Colley,GMB,FW,Hellas Verona,Serie A,20,2000,8.2,12,1.47,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0
538,Omar Colley,GMB,DF,UC Sampdoria,Serie A,27,1992,28.8,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
539,Simone Colombi,ITA,GK,Parma Calcio 1913,Serie A,29,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
540,Lorenzo Colombo,ITA,FW,AC Milan,Serie A,18,2002,1.0,2,1.91,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
541,Racine Coly,SEN,DF,OGC Nice,Ligue 1,24,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
542,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,24,1996,19.5,88,4.52,68,0,12,6,2,0,18,0.92,13,0,3,1,1,0
543,Daniel Congré,FRA,DF,Montpellier HSC,Ligue 1,35,1985,36.6,15,0.41,12,0,0,3,0,0,2,0.05,1,0,0,1,0,0
544,Aaron Connolly,IRL,FW,Brighton & Hove Albion,Premier League,20,2000,8.8,12,1.37,7,0,3,0,2,0,1,0.11,1,0,0,0,0,0
545,Andrea Consigli,ITA,GK,US Sassuolo,Serie A,33,1987,37.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
546,Andrea Conti,ITA,DF,AC Milan,Serie A,26,1994,0.3,3,9.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
547,Andrea Conti,ITA,DF,Parma Calcio 1913,Serie A,26,1994,9.0,13,1.45,11,0,0,1,0,1,0,0.00,0,0,0,0,0,0
548,Liam Cooper,SCO,DF,Leeds United,Premier League,28,1991,24.3,14,0.58,9,0,0,3,0,2,2,0.08,2,0,0,0,0,0
549,Francis Coquelin,FRA,MF,Villarreal CF,La Liga,29,1991,8.2,9,1.10,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
550,Theo Corbeanu,CAN,FW,Wolverhampton Wanderers,Premier League,18,2002,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
551,Sébastien Corchia,FRA,DF,FC Nantes,Ligue 1,29,1990,23.0,38,1.66,20,16,1,0,0,1,1,0.04,1,0,0,0,0,0
552,Alex Cordaz,ITA,GK,FC Crotone,Serie A,37,1983,36.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
553,Iñigo Córdoba,ESP,FW,Athletic Bilbao,La Liga,23,1997,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
554,Iñigo Córdoba,ESP,MF,Deportivo Alavés,La Liga,23,1997,2.4,5,2.08,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
555,Jhon Córdoba,COL,FW,Hertha BSC,Bundesliga,27,1993,17.1,53,3.10,32,0,5,5,10,1,5,0.29,2,0,0,1,2,0
556,Sergio Córdova,VEN,FW,Arminia Bielefeld,Bundesliga,22,1997,12.1,29,2.39,21,0,3,2,2,1,2,0.17,2,0,0,0,0,0
557,Jack Cork,ENG,MF,Burnley FC,Premier League,31,1989,15.0,18,1.20,16,0,0,1,1,0,1,0.07,1,0,0,0,0,0
558,Andreas Cornelius,DNK,FW,Parma Calcio 1913,Serie A,27,1993,21.1,43,2.04,35,0,2,3,2,1,6,0.28,5,0,0,0,1,0
559,Maxwel Cornet,CIV,DF,Olympique Lyon,Ligue 1,23,1996,27.2,56,2.06,39,6,0,5,6,0,13,0.48,10,0,0,1,2,0
560,Ángel Correa,ARG,FW,Atlético de Madrid,La Liga,25,1995,26.6,80,3.01,56,2,12,5,3,2,16,0.60,11,0,4,0,1,0
561,Joaquín Correa,ARG,FW,SS Lazio,Serie A,25,1994,21.5,86,4.00,54,3,11,6,11,1,16,0.74,6,1,5,1,2,1
562,Roberto Correa,ESP,DF,SD Eibar,La Liga,27,1992,12.6,16,1.27,11,2,0,0,2,1,2,0.16,1,0,0,0,1,0
563,Félix Correia,PRT,MF,Juventus FC,Serie A,19,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
564,Thierry Correia,PRT,DF,Valencia CF,La Liga,21,1999,23.7,31,1.31,24,0,1,1,2,3,2,0.08,1,0,1,0,0,0
565,Angelo da Costa,BRA,GK,Bologna FC 1909,Serie A,36,1983,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
566,Danny da Costa,DEU,DF,1.FSV Mainz 05,Bundesliga,27,1993,13.4,22,1.64,17,0,3,0,1,1,3,0.22,2,0,1,0,0,0
567,Danny da Costa,DEU,DF,Eintracht Frankfurt,Bundesliga,27,1993,1.2,3,2.45,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
568,David Costa,PRT,MF,RC Lens,Ligue 1,19,2001,1.8,6,3.42,5,0,1,0,0,0,2,1.14,2,0,0,0,0,0
569,Diego Costa,ESP,FW,Atlético de Madrid,La Liga,31,1988,2.3,9,3.89,7,0,0,1,1,0,3,1.30,2,0,0,0,1,0
570,Douglas Costa,BRA,FW,Bayern Munich,Bundesliga,29,1990,3.6,17,4.78,8,7,2,0,0,0,2,0.56,1,0,1,0,0,0
571,Douglas Costa,BRA,MF,Juventus FC,Serie A,29,1990,0.5,3,6.43,2,1,0,0,0,0,1,2.14,1,0,0,0,0,0
572,Hélder Costa,PRT,MF,Leeds United,Premier League,26,1994,12.8,21,1.63,15,0,2,1,3,0,6,0.47,5,0,0,0,1,0
573,Jaume Costa,ESP,DF,Villarreal CF,La Liga,32,1988,3.9,7,1.79,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0
574,Charles Elyan Costes,FRA,MF,Dijon FCO,Ligue 1,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
575,Benoît Costil,FRA,GK,FC Girondins Bordeaux,Ligue 1,33,1987,38.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
576,Vladimir Coufal,CZE,DF,West Ham United,Premier League,27,1992,33.9,71,2.09,54,11,1,2,2,1,7,0.21,7,0,0,0,0,0
577,Kalifa Coulibaly,MLI,FW,FC Nantes,Ligue 1,28,1991,10.9,17,1.56,17,0,0,0,0,0,3,0.28,3,0,0,0,0,0
578,Lassana Coulibaly,MLI,MF,SCO Angers,Ligue 1,24,1996,18.7,20,1.07,17,0,1,0,1,1,3,0.16,2,0,0,0,0,1
579,Mamadou Coulibaly,SEN,MF,Udinese Calcio,Serie A,21,1999,2.0,6,2.93,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
580,Senou Coulibaly,MLI,DF,Dijon FCO,Ligue 1,25,1994,21.5,4,0.19,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0
581,Tanguy Coulibaly,FRA,DF,VfB Stuttgart,Bundesliga,19,2001,16.7,38,2.27,24,0,8,2,3,1,3,0.18,3,0,0,0,0,0
582,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,28,1992,38.0,4,0.11,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
583,Philippe Coutinho,BRA,MF,FC Barcelona,La Liga,28,1992,7.3,24,3.30,18,1,1,1,3,0,4,0.55,4,0,0,0,0,0
584,Nicolas Cozza,FRA,DF,Montpellier HSC,Ligue 1,21,1999,15.2,8,0.53,8,0,0,0,0,0,1,0.07,1,0,0,0,0,0
585,Alessio Cragno,ITA,GK,Cagliari Calcio,Serie A,26,1994,34.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
586,Gian Marco Crespi,ITA,GK,FC Crotone,Serie A,19,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
587,Aaron Cresswell,ENG,DF,West Ham United,Premier League,30,1989,35.2,96,2.73,48,41,1,4,2,0,14,0.40,5,6,0,2,1,0
588,Domenico Criscito,ITA,DF,Genoa CFC,Serie A,33,1986,19.2,14,0.73,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0
589,Bryan Cristante,ITA,DF,AS Roma,Serie A,25,1995,23.9,35,1.46,28,0,2,4,0,1,5,0.21,5,0,0,0,0,0
590,Giovanni Crociata,ITA,DF,FC Crotone,Serie A,22,1997,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
591,Juan Cruz,ESP,DF,CA Osasuna,La Liga,28,1992,21.8,18,0.83,16,2,0,0,0,0,1,0.05,1,0,0,0,0,0
592,Juan Cuadrado,COL,DF,Juventus FC,Serie A,32,1988,24.2,110,4.55,65,24,12,1,7,1,17,0.70,10,4,1,0,2,0
593,Andrés Cubas,PRY,MF,Nîmes Olympique,Ligue 1,24,1996,24.9,19,0.76,14,0,1,0,0,4,1,0.04,1,0,0,0,0,0
594,Sergio Cubero,ESP,MF,SD Eibar,La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
595,Cucho Hernández,COL,FW,Getafe CF,La Liga,21,1999,16.3,35,2.15,29,0,2,1,3,0,5,0.31,5,0,0,0,0,0
596,Marc Cucurella,ESP,MF,Getafe CF,La Liga,22,1998,36.0,80,2.22,63,4,2,0,9,2,5,0.14,3,0,1,0,0,1
597,Michaël Cuisance,FRA,FW,Bayern Munich,Bundesliga,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
598,Michaël Cuisance,FRA,MF,Olympique Marseille,Ligue 1,20,1999,11.4,18,1.58,15,0,1,1,1,0,3,0.26,3,0,0,0,0,0
599,Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,21,1999,23.9,105,4.40,42,28,14,8,8,5,9,0.38,5,1,0,2,1,0
600,Giuseppe Cuomo,ITA,DF,FC Crotone,Serie A,22,1998,8.9,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
601,Patrick Cutrone,ITA,FW,ACF Fiorentina,Serie A,22,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
602,Patrick Cutrone,ITA,FW,Wolverhampton Wanderers,Premier League,22,1998,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
603,Patrick Cutrone,ITA,FW,Valencia CF,La Liga,22,1998,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
604,Wylan Cyprien,FRA,MF,Parma Calcio 1913,Serie A,25,1995,4.6,13,2.85,9,3,0,0,1,0,1,0.22,1,0,0,0,0,0
605,Rafael Czichos,DEU,DF,1. FC Köln,Bundesliga,30,1990,25.1,16,0.64,15,0,1,0,0,0,0,0.00,0,0,0,0,0,0
606,Lennart Czyborra,DEU,DF,Genoa CFC,Serie A,21,1999,13.0,6,0.46,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
607,Danilo D'Ambrosio,ITA,DF,Inter Milan,Serie A,31,1988,7.8,6,0.77,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
608,Damien Da Silva,FRA,DF,Stade Rennais FC,Ligue 1,32,1988,29.6,18,0.61,16,0,0,0,0,2,1,0.03,1,0,0,0,0,0
609,Bryan Dabo,BFA,MF,Benevento Calcio,Serie A,28,1992,12.4,22,1.77,20,1,0,0,1,0,2,0.16,2,0,0,0,0,0
610,Munas Dabbur,ISR,FW,TSG 1899 Hoffenheim,Bundesliga,28,1992,11.1,26,2.34,19,0,3,1,3,0,3,0.27,3,0,0,0,0,0
611,Colin Dagba,FRA,DF,Paris Saint-Germain,Ligue 1,21,1998,15.1,22,1.46,18,0,2,0,2,0,3,0.20,3,0,0,0,0,0
612,Finn Dahmen,DEU,GK,1.FSV Mainz 05,Bundesliga,22,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
613,Mahmoud Dahoud,DEU,MF,Borussia Dortmund,Bundesliga,24,1996,14.0,36,2.58,27,0,3,3,1,2,5,0.36,4,0,0,0,0,1
614,Leon Dajaku,DEU,FW,1.FC Union Berlin,Bundesliga,19,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
615,Stuart Dallas,NIR,DF,Leeds United,Premier League,29,1991,37.9,74,1.95,63,2,4,3,0,2,6,0.16,6,0,0,0,0,0
616,Diogo Dalot,PRT,DF,AC Milan,Serie A,21,1999,12.1,18,1.49,14,0,2,1,0,1,3,0.25,2,0,0,0,0,1
617,Mikkel Damsgaard,DNK,MF,UC Sampdoria,Serie A,20,2000,19.7,58,2.94,40,4,4,3,4,3,10,0.51,6,1,3,0,0,0
618,Flavius Daniliuc,AUT,DF,OGC Nice,Ligue 1,19,2001,16.4,14,0.85,10,0,1,2,0,1,0,0.00,0,0,0,0,0,0
619,Danilo,BRA,DF,Juventus FC,Serie A,29,1991,32.4,60,1.85,57,1,1,1,0,0,5,0.15,5,0,0,0,0,0
620,Scott Dann,ENG,DF,Crystal Palace,Premier League,33,1987,15.0,5,0.33,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
621,Tiago Dantas,PRT,MF,Bayern Munich,Bundesliga,19,2000,0.8,1,1.30,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
622,Dante,BRA,DF,OGC Nice,Ligue 1,36,1983,8.6,8,0.93,7,0,0,1,0,0,1,0.12,1,0,0,0,0,0
623,Andrea Danzi,ITA,MF,Hellas Verona,Serie A,21,1999,1.2,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
624,Ebrima Darboe,GMB,MF,AS Roma,Serie A,19,2001,3.6,10,2.79,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
625,Márton Dárdai,DEU,DF,Hertha BSC,Bundesliga,18,2002,9.1,10,1.10,7,3,0,0,0,0,1,0.11,0,1,0,0,0,0
626,Vladimir Darida,CZE,MF,Hertha BSC,Bundesliga,29,1990,21.1,66,3.12,48,11,3,0,4,0,9,0.43,9,0,0,0,0,0
627,Karl Darlow,ENG,GK,Newcastle United,Premier League,29,1990,25.0,3,0.12,1,2,0,0,0,0,1,0.04,1,0,0,0,0,0
628,Matteo Darmian,ITA,DF,Inter Milan,Serie A,30,1989,12.9,25,1.94,19,1,1,0,2,2,4,0.31,3,0,0,0,1,0
629,Matteo Darmian,ITA,DF,Parma Calcio 1913,Serie A,30,1989,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
630,Jonathan David,CAN,FW,LOSC Lille,Ligue 1,20,2000,26.2,70,2.68,50,1,7,8,4,0,12,0.46,7,0,1,2,2,0
631,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19,2000,19.6,47,2.40,41,0,3,0,3,0,5,0.26,3,0,1,0,1,0
632,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,27,1993,15.0,17,1.14,12,0,1,0,2,2,4,0.27,2,0,1,0,1,0
633,Tom Davies,ENG,MF,Everton FC,Premier League,22,1998,15.8,21,1.33,20,0,1,0,0,0,2,0.13,2,0,0,0,0,0
634,Keinan Davis,ENG,FW,Aston Villa,Premier League,22,1998,3.1,15,4.87,8,0,3,2,1,1,2,0.65,1,0,0,0,0,1
635,Leif Davis,ENG,DF,Leeds United,Premier League,20,1999,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
636,Pawel Dawidowicz,POL,DF,Hellas Verona,Serie A,25,1995,20.7,10,0.48,5,0,1,3,0,1,0,0.00,0,0,0,0,0,0
637,Craig Dawson,ENG,DF,West Ham United,Premier League,30,1990,21.4,8,0.37,5,1,0,1,1,0,0,0.00,0,0,0,0,0,0
638,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29,1991,22.2,142,6.40,95,24,7,4,5,7,19,0.86,15,0,2,0,1,1
639,Sebastien De Maio,FRA,DF,Udinese Calcio,Serie A,33,1987,9.5,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
640,Rodrigo de Paul,ARG,MF,Udinese Calcio,Serie A,26,1994,35.6,164,4.61,92,39,13,7,11,2,20,0.56,13,2,2,2,1,0
641,Mattia De Sciglio,ITA,DF,Olympique Lyon,Ligue 1,27,1992,16.3,21,1.29,18,1,0,1,0,1,2,0.12,1,1,0,0,0,0
642,Mattia De Sciglio,ITA,DF,Juventus FC,Serie A,27,1992,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
643,Lorenzo De Silvestri,ITA,DF,Bologna FC 1909,Serie A,32,1988,23.8,23,0.97,18,2,0,2,0,1,0,0.00,0,0,0,0,0,0
644,Thibault De Smet,BEL,DF,Stade Reims,Ligue 1,22,1998,5.5,11,2.00,7,1,2,0,1,0,1,0.18,1,0,0,0,0,0
645,Lucas Deaux,FRA,MF,Nîmes Olympique,Ligue 1,31,1988,19.5,40,2.05,33,0,2,3,0,2,5,0.26,5,0,0,0,0,0
646,Mathieu Debuchy,FRA,DF,AS Saint-Étienne,Ligue 1,35,1985,23.4,33,1.41,24,2,0,5,1,1,3,0.13,1,0,0,2,0,0
647,Grégoire Defrel,MTQ,FW,US Sassuolo,Serie A,29,1991,14.9,38,2.56,33,1,1,1,1,1,5,0.34,4,0,0,0,1,0
648,Alessandro Deiola,ITA,MF,Spezia Calcio,Serie A,24,1995,4.0,10,2.50,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0
649,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,24,1995,6.8,14,2.05,11,0,0,2,1,0,1,0.15,1,0,0,0,0,0
650,Romain Del Castillo,FRA,MF,Stade Rennais FC,Ligue 1,24,1996,7.2,37,5.11,21,5,6,2,1,2,6,0.83,3,2,1,0,0,0
651,Lorenzo Del Pinto,ITA,MF,Benevento Calcio,Serie A,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
652,Thomas Delaine,FRA,DF,FC Metz,Ligue 1,28,1992,19.8,26,1.32,19,0,4,1,2,0,2,0.10,2,0,0,0,0,0
653,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,28,1991,14.3,16,1.12,12,0,0,1,1,2,0,0.00,0,0,0,0,0,0
654,Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
655,Jonathan Delaplace,FRA,DF,FC Lorient,Ligue 1,34,1986,10.1,25,2.48,22,2,0,0,1,0,2,0.20,1,0,0,0,1,0
656,Sacha Delaye,FRA,MF,Montpellier HSC,Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
657,Cristian Dell'Orco,ITA,DF,Spezia Calcio,Serie A,26,1994,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
658,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,28,1991,27.6,102,3.70,72,4,9,9,8,0,15,0.54,12,0,1,1,1,0
659,Fabian Delph,ENG,MF,Everton FC,Premier League,30,1989,3.0,3,1.02,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
660,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,24,1996,7.5,23,3.06,14,0,2,4,2,1,1,0.13,1,0,0,0,0,0
661,Moussa Dembélé,FRA,FW,Atlético de Madrid,La Liga,24,1996,1.1,2,1.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
662,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,23,1997,19.7,82,4.16,55,9,10,6,2,0,9,0.46,6,0,1,2,0,0
663,Merih Demiral,TUR,DF,Juventus FC,Serie A,22,1998,10.4,6,0.57,4,0,0,2,0,0,1,0.10,0,0,0,1,0,0
664,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,27,1993,19.4,71,3.66,40,19,5,5,2,0,6,0.31,2,2,1,1,0,0
665,Ermedin Demirovic,BIH,FW,SC Freiburg,Bundesliga,22,1998,16.6,34,2.04,20,0,3,3,6,2,11,0.66,6,0,1,2,1,1
666,Diego Demme,DEU,MF,SSC Napoli,Serie A,28,1991,17.7,36,2.04,31,0,1,0,1,3,3,0.17,3,0,0,0,0,0
667,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,25,1995,29.0,8,0.28,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
668,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,25,1995,27.8,43,1.55,36,1,1,3,1,1,6,0.22,4,0,0,2,0,0
669,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,19,2000,5.8,9,1.55,5,0,0,3,1,0,1,0.17,1,0,0,0,0,0
670,Emmanuel Dennis,NGA,FW,1. FC Köln,Bundesliga,22,1997,5.3,10,1.90,8,0,1,0,1,0,1,0.19,1,0,0,0,0,0
671,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,27,1993,1.3,2,1.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
672,Fabio Depaoli,ITA,DF,Benevento Calcio,Serie A,23,1997,12.4,13,1.04,8,2,0,2,0,1,1,0.08,0,0,0,1,0,0
673,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,23,1997,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
674,Fabio Depaoli,ITA,DF,Atalanta BC,Serie A,23,1997,2.1,4,1.88,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
675,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,26,1994,32.5,167,5.14,94,30,21,8,10,4,29,0.89,17,2,6,0,3,1
676,Clément Depres,FRA,MF,Nîmes Olympique,Ligue 1,25,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
677,Mike van der Hoorn,NLD,DF,Arminia Bielefeld,Bundesliga,27,1992,15.1,6,0.40,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
678,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,28,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
679,Kiril Despodov,BGR,FW,Cagliari Calcio,Serie A,23,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
680,Sergiño Dest,USA,DF,FC Barcelona,La Liga,19,2000,21.2,38,1.79,34,1,2,1,0,0,1,0.05,1,0,0,0,0,0
681,Mattia Destro,ITA,FW,Genoa CFC,Serie A,29,1991,17.8,16,0.90,9,0,3,2,0,2,1,0.06,1,0,0,0,0,0
682,Gerard Deulofeu,ESP,FW,Udinese Calcio,Serie A,26,1994,6.6,17,2.56,11,1,1,0,3,1,5,0.75,2,0,1,0,1,1
683,Deyverson,BRA,FW,Deportivo Alavés,La Liga,29,1991,9.7,17,1.75,13,0,0,1,3,0,4,0.41,2,0,0,1,1,0
684,Jacopo Dezi,ITA,FW,Parma Calcio 1913,Serie A,28,1992,0.9,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
685,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,11,1.98,6,0,0,1,4,0,2,0.36,0,0,0,1,1,0
686,Samuel Di Carmine,ITA,FW,FC Crotone,Serie A,31,1988,5.3,4,0.76,2,0,0,0,2,0,2,0.38,0,0,0,0,2,0
687,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,26,1993,36.0,103,2.86,82,5,7,3,4,2,17,0.47,11,1,2,1,2,0
688,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,32,1988,20.6,128,6.22,75,25,8,7,9,4,19,0.92,11,1,2,1,2,2
689,Alessandro Di Pardo,ITA,MF,Juventus FC,Serie A,21,1999,0.2,2,12.86,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
690,Giuseppe Di Serio,ITA,FW,Benevento Calcio,Serie A,19,2001,3.2,7,2.16,4,0,0,2,1,0,1,0.31,1,0,0,0,0,0
691,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,23,1996,32.6,73,2.24,49,0,11,4,7,2,9,0.28,2,0,4,2,1,0
