Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
2216,Mikel Rico,ESP,MF,SD Huesca,La Liga,35,1984,24.3,46,1.90,38,2,1,1,3,1,7,0.29,7,0,0,0,0,0
2217,Sergio Rico,ESP,GK,Paris Saint-Germain,Ligue 1,26,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2218,Jairo Riedewald,NLD,MF,Crystal Palace,Premier League,23,1996,20.2,19,0.94,18,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2219,Emiliano Rigoni,ARG,MF,Elche CF,La Liga,27,1993,12.7,18,1.42,10,5,0,2,0,1,2,0.16,1,0,0,1,0,0
2220,Tomás Rincón,VEN,MF,Torino FC,Serie A,32,1988,31.6,40,1.26,32,0,1,2,1,4,2,0.06,1,0,0,1,0,0
2221,Luis Rioja,ESP,MF,Deportivo Alavés,La Liga,26,1993,23.2,51,2.20,37,2,5,2,3,2,10,0.43,4,1,2,0,1,2
2222,Renaud Ripart,FRA,MF,Nîmes Olympique,Ligue 1,27,1993,33.9,48,1.41,30,1,8,5,3,1,3,0.09,1,0,0,2,0,0
2223,Andrea Rispoli,ITA,DF,FC Crotone,Serie A,31,1988,7.2,16,2.21,14,2,0,0,0,0,0,0.00,0,0,0,0,0,0
2224,Mihailo Ristic,SRB,DF,Montpellier HSC,Ligue 1,24,1995,24.8,44,1.77,33,3,2,3,2,1,7,0.28,6,0,0,1,0,0
2225,Matt Ritchie,SCO,DF,Newcastle United,Premier League,30,1989,15.0,40,2.67,19,16,0,1,2,2,4,0.27,1,1,0,0,1,1
2226,Maxence Rivera,FRA,MF,AS Saint-Étienne,Ligue 1,18,2002,2.7,5,1.88,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2227,Emmanuel Rivière,FRA,FW,FC Crotone,Serie A,30,1990,7.1,11,1.55,8,0,0,1,1,1,3,0.42,2,0,0,1,0,0
2228,Rober Pier,ESP,DF,Levante UD,La Liga,25,1995,15.8,7,0.44,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0
2229,Roberto,ESP,GK,Real Valladolid CF,La Liga,34,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2230,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,28,1992,10.5,18,1.71,17,0,0,0,0,1,2,0.19,2,0,0,0,0,0
2231,Tyler Roberts,WAL,MF,Leeds United,Premier League,21,1999,14.9,36,2.42,28,0,3,1,4,0,3,0.20,3,0,0,0,0,0
2232,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,26,1994,37.6,106,2.82,80,19,4,1,0,2,15,0.40,10,2,2,1,0,0
2233,Antonee Robinson,USA,DF,Fulham FC,Premier League,22,1997,24.0,53,2.21,46,3,1,0,2,1,2,0.08,2,0,0,0,0,0
2234,Callum Robinson,IRL,FW,West Bromwich Albion,Premier League,25,1995,17.3,40,2.31,27,0,7,2,4,0,4,0.23,1,0,1,0,2,0
2235,Jack Robinson,ENG,DF,Sheffield United,Premier League,26,1993,9.7,6,0.62,3,0,1,1,1,0,4,0.41,2,0,1,0,1,0
2236,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,30,1990,18.0,2,0.11,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2237,Hal Robson-Kanu,WAL,FW,West Bromwich Albion,Premier League,31,1989,6.2,12,1.93,9,0,1,0,1,1,0,0.00,0,0,0,0,0,0
2238,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,2.0,2,1.02,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2239,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,22,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2240,Rubén Rochina,ESP,MF,Levante UD,La Liga,29,1991,15.6,46,2.95,30,4,2,0,6,4,3,0.19,2,0,0,0,0,1
2241,Marek Rodak,SVK,GK,Fulham FC,Premier League,23,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2242,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,29,1990,18.1,43,2.38,36,1,1,0,5,0,7,0.39,6,0,0,0,1,0
2243,Joe Rodon,WAL,DF,Tottenham Hotspur,Premier League,22,1997,8.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2244,Rodri,ESP,MF,Manchester City,Premier League,24,1996,30.5,73,2.39,58,1,6,3,1,4,8,0.26,6,0,1,0,0,1
2245,Rodrigo,ESP,MF,Leeds United,Premier League,29,1991,14.3,64,4.47,49,0,5,6,2,2,11,0.77,5,0,2,3,1,0
2246,Rodri Sánchez,ESP,FW,Real Betis Balompié,La Liga,20,2000,6.0,14,2.35,11,2,0,0,1,0,1,0.17,1,0,0,0,0,0
2247,Kévin Rodrigues,PRT,DF,SD Eibar,La Liga,26,1994,12.2,21,1.73,15,4,1,0,1,0,1,0.08,1,0,0,0,0,0
2248,Óscar Rodríguez,ESP,MF,Sevilla FC,La Liga,22,1998,5.7,21,3.70,12,5,1,1,1,1,1,0.18,1,0,0,0,0,0
2249,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,33,1987,15.3,25,1.64,16,0,0,4,5,0,3,0.20,1,0,0,1,1,0
2250,Guido Rodríguez,ARG,MF,Real Betis Balompié,La Liga,26,1994,31.8,38,1.19,28,0,4,2,2,2,1,0.03,0,0,0,1,0,0
2251,James Rodríguez,COL,FW,Everton FC,Premier League,29,1991,19.6,72,3.67,44,16,4,0,6,2,13,0.66,8,4,0,0,1,0
2252,Jay Rodríguez,ENG,FW,Burnley FC,Premier League,31,1989,14.1,23,1.64,14,0,4,3,2,0,4,0.28,3,0,1,0,0,0
2253,Miguel Rodríguez,ESP,FW,Celta de Vigo,La Liga,17,2003,0.3,3,9.00,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2254,Ricardo Rodríguez,CHE,DF,Torino FC,Serie A,27,1992,13.8,16,1.16,13,1,0,2,0,0,3,0.22,3,0,0,0,0,0
2255,Víctor Rodríguez,ESP,MF,Elche CF,La Liga,31,1989,4.7,8,1.69,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0
2256,Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,10.9,40,3.66,30,0,5,1,3,1,9,0.82,7,0,2,0,0,0
2257,Marko Rog,HRV,MF,Cagliari Calcio,Serie A,25,1995,12.9,22,1.70,18,1,0,0,2,1,1,0.08,0,0,0,0,1,0
2258,Rogério,BRA,DF,US Sassuolo,Serie A,22,1998,20.9,27,1.29,22,3,1,1,0,0,1,0.05,1,0,0,0,0,0
2259,Luis Rojas,CHL,MF,FC Crotone,Serie A,18,2002,1.2,1,0.87,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2260,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,25,1995,21.2,14,0.66,12,0,0,2,0,0,4,0.19,4,0,0,0,0,0
2261,Cristian Romero,ARG,DF,Atalanta BC,Serie A,22,1998,28.3,23,0.81,18,0,1,1,2,1,5,0.18,3,0,1,0,1,0
2262,Oriol Romeu,ESP,MF,Southampton FC,Premier League,28,1991,19.6,35,1.79,30,0,0,0,2,3,4,0.20,4,0,0,0,0,0
2263,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,35,1985,31.1,114,3.66,62,1,18,17,12,4,16,0.51,7,0,3,5,1,0
2264,Facundo Roncaglia,ARG,DF,CA Osasuna,La Liga,33,1987,13.7,14,1.02,11,1,1,1,0,0,2,0.15,1,0,0,1,0,0
2265,Valentin Rongier,FRA,MF,Olympique Marseille,Ligue 1,25,1994,21.0,36,1.72,27,0,1,3,3,2,6,0.29,5,0,0,0,0,1
2266,Marten de Roon,NLD,MF,Atalanta BC,Serie A,29,1991,33.6,69,2.06,62,4,0,0,0,3,7,0.21,7,0,0,0,0,0
2267,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,27,1993,13.7,19,1.39,17,0,1,1,0,0,3,0.22,2,0,1,0,0,0
2268,Nolan Roux,FRA,FW,Nîmes Olympique,Ligue 1,32,1988,7.2,7,0.97,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2269,Nicolò Rovella,ITA,MF,Genoa CFC,Serie A,18,2001,13.2,30,2.27,23,3,1,0,3,0,2,0.15,1,1,0,0,0,0
2270,Amir Rrahmani,XXK,DF,SSC Napoli,Serie A,26,1994,12.2,4,0.33,1,0,0,1,2,0,2,0.16,0,0,0,1,1,0
2271,Rubén Martínez,ESP,GK,CA Osasuna,La Liga,36,1984,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2272,Waldo Rubio,ESP,FW,Real Valladolid CF,La Liga,24,1995,4.2,6,1.44,4,0,0,1,0,1,1,0.24,1,0,0,0,0,0
2273,John Ruddy,ENG,GK,Wolverhampton Wanderers,Premier League,33,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2274,Antonio Rüdiger,DEU,DF,Chelsea FC,Premier League,27,1993,19.0,14,0.74,13,1,0,0,0,0,1,0.05,1,0,0,0,0,0
2275,Sebastian Rudy,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,30,1990,18.6,55,2.95,35,18,1,1,0,0,5,0.27,4,1,0,0,0,0
2276,Sebastian Rudy,DEU,DF,FC Schalke 04,Bundesliga,30,1990,2.0,4,2.00,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
2277,Kevin Rüegg,CHE,DF,Hellas Verona,Serie A,21,1998,2.3,1,0.44,0,0,0,0,1,0,1,0.44,0,0,0,0,1,0
2278,Daniele Rugani,ITA,DF,Stade Rennais FC,Ligue 1,26,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2279,Daniele Rugani,ITA,DF,Cagliari Calcio,Serie A,26,1994,11.1,2,0.18,1,0,0,0,0,1,1,0.09,1,0,0,0,0,0
2280,Matteo Ruggeri,ITA,DF,Atalanta BC,Serie A,18,2002,2.3,4,1.73,4,0,0,0,0,0,1,0.43,1,0,0,0,0,0
2281,Mário Rui,PRT,DF,SSC Napoli,Serie A,29,1991,18.5,52,2.80,40,8,1,1,2,0,6,0.32,5,1,0,0,0,0
2282,Aitor Ruibal,ESP,FW,Real Betis Balompié,La Liga,24,1996,17.7,54,3.05,38,0,9,3,2,2,3,0.17,3,0,0,0,0,0
2283,Fabián Ruiz,ESP,MF,SSC Napoli,Serie A,24,1996,28.5,105,3.68,88,0,3,6,2,6,10,0.35,7,0,1,0,2,0
2284,Isma Ruiz,ESP,MF,Granada CF,La Liga,19,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2285,Kays Ruiz-Atil,FRA,FW,Paris Saint-Germain,Ligue 1,17,2002,2.1,5,2.42,4,0,0,0,1,0,1,0.48,1,0,0,0,0,0
2286,Víctor Ruiz,ESP,DF,Real Betis Balompié,La Liga,31,1989,24.0,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2287,Gerónimo Rulli,ARG,GK,Villarreal CF,La Liga,28,1992,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2288,Georginio Rutter,FRA,FW,TSG 1899 Hoffenheim,Bundesliga,18,2002,2.7,7,2.61,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2289,Georginio Rutter,FRA,FW,Stade Rennais FC,Ligue 1,18,2002,0.5,1,2.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2290,Mathew Ryan,AUS,GK,Arsenal FC,Premier League,28,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2291,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,28,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2292,Julian Ryerson,NOR,DF,1.FC Union Berlin,Bundesliga,22,1997,11.9,18,1.52,15,1,1,1,0,0,0,0.00,0,0,0,0,0,0
2293,Frederik Rönnow,DNK,GK,FC Schalke 04,Bundesliga,27,1992,10.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2294,João Victor,BRA,FW,VfL Wolfsburg,Bundesliga,26,1994,5.2,17,3.26,13,0,1,2,0,1,1,0.19,1,0,0,0,0,0
2295,Roli Pereira de Sa,FRA,MF,FC Nantes,Ligue 1,23,1996,0.6,7,11.25,3,0,0,2,1,1,0,0.00,0,0,0,0,0,0
2296,Idriss Saadi,DZA,FW,RC Strasbourg Alsace,Ligue 1,28,1992,1.4,2,1.44,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2297,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,27,1993,32.3,63,1.95,41,4,8,3,7,0,12,0.37,6,2,1,1,2,0
2298,Mathys Saban,FRA,FW,AS Saint-Étienne,Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2299,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,59,2.62,55,0,0,3,1,0,5,0.22,4,0,0,1,0,0
2300,Alexis Saelemaekers,BEL,FW,AC Milan,Serie A,21,1999,22.4,72,3.21,58,0,5,0,8,1,8,0.36,6,0,0,0,2,0
2301,Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21,1999,6.9,4,0.58,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2302,Allan Saint-Maximin,FRA,FW,Newcastle United,Premier League,23,1997,17.3,61,3.52,41,1,12,1,5,1,10,0.58,8,0,1,1,0,0
2303,Borja Sainz,ESP,MF,Deportivo Alavés,La Liga,19,2001,5.0,5,0.99,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0
2304,Romain Saïss,MAR,DF,Wolverhampton Wanderers,Premier League,30,1990,26.7,16,0.60,13,1,1,1,0,0,1,0.04,1,0,0,0,0,0
2305,Bukayo Saka,ENG,FW,Arsenal FC,Premier League,18,2001,28.4,98,3.45,63,11,8,7,9,0,12,0.42,9,0,1,0,2,0
2306,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,30,1990,26.5,31,1.17,28,2,1,0,0,0,3,0.11,2,1,0,0,0,0
2307,Moïse Sakava,CMR,MF,Stade Reims,Ligue 1,19,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2309,Jacopo Sala,ITA,DF,Spezia Calcio,Serie A,28,1991,4.2,6,1.44,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0
2310,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,28,1992,34.2,117,3.42,87,1,6,12,7,4,14,0.41,10,0,0,2,2,0
2311,Eddie Salcedo,ITA,FW,Hellas Verona,Serie A,18,2001,8.4,13,1.55,10,0,1,0,2,0,2,0.24,1,0,0,0,1,0
2312,William Saliba,FRA,DF,OGC Nice,Ligue 1,19,2001,20.0,4,0.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2313,Romain Salin,FRA,GK,Stade Rennais FC,Ligue 1,36,1984,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2314,Mohammed Salisu,GHA,DF,Southampton FC,Premier League,21,1999,9.4,5,0.53,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2315,Roland Sallai,HUN,MF,SC Freiburg,Bundesliga,23,1997,18.5,37,2.00,26,1,0,2,8,0,9,0.49,5,0,0,1,3,0
2316,Salvi Sánchez,ESP,MF,Cádiz CF,La Liga,29,1991,21.5,29,1.35,18,7,1,0,3,0,1,0.05,1,0,0,0,0,0
2317,Lazar Samardzic,DEU,MF,RB Leipzig,Bundesliga,18,2002,2.2,4,1.80,3,0,1,0,0,0,1,0.45,1,0,0,0,0,0
2318,Diadié Samassékou,MLI,MF,TSG 1899 Hoffenheim,Bundesliga,24,1996,28.5,37,1.30,29,1,2,2,1,2,7,0.25,5,0,0,1,1,0
2319,Mama Baldé,GNB,FW,Dijon FCO,Ligue 1,24,1995,24.0,45,1.87,22,0,7,7,6,3,2,0.08,1,0,1,0,0,0
2320,Junior Sambia,FRA,DF,Montpellier HSC,Ligue 1,23,1996,27.2,65,2.39,50,2,3,1,9,0,13,0.48,10,1,0,0,2,0
2321,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,34,1986,12.6,31,2.47,16,14,0,0,1,0,3,0.24,2,1,0,0,0,0
2322,Fede San Emeterio,ESP,MF,Real Valladolid CF,La Liga,23,1997,16.2,9,0.55,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
2323,Antonio Sanabria,PRY,FW,Torino FC,Serie A,24,1996,10.9,19,1.75,14,0,1,1,2,1,2,0.18,2,0,0,0,0,0
2324,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,24,1996,10.4,16,1.55,14,0,0,2,0,0,3,0.29,3,0,0,0,0,0
2325,Oihan Sancet,ESP,FW,Athletic Bilbao,La Liga,20,2000,11.5,25,2.17,20,0,1,0,2,2,4,0.35,4,0,0,0,0,0
2326,Renato Sanches,PRT,MF,LOSC Lille,Ligue 1,22,1997,14.1,41,2.91,24,8,4,2,3,0,9,0.64,5,1,2,1,0,0
2327,Juan Sánchez Miño,ARG,DF,Elche CF,La Liga,30,1990,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2328,Alexis Sánchez,CHL,FW,Inter Milan,Serie A,31,1988,12.7,71,5.58,53,8,3,3,4,0,15,1.18,13,1,1,0,0,0
2329,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,24,1996,16.5,5,0.30,3,1,0,1,0,0,1,0.06,1,0,0,0,0,0
2330,Germán Sánchez,ESP,DF,Granada CF,La Liga,33,1986,29.3,5,0.17,3,0,0,1,1,0,1,0.03,1,0,0,0,0,0
2331,Javi Sánchez,ESP,DF,Real Valladolid CF,La Liga,23,1997,10.2,5,0.49,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2332,Manu Sánchez,ESP,DF,CA Osasuna,La Liga,19,2000,10.8,25,2.31,20,1,2,0,1,1,4,0.37,4,0,0,0,0,0
2333,Manu Sánchez,ESP,DF,Atlético de Madrid,La Liga,19,2000,0.5,1,1.84,1,0,0,0,0,0,1,1.84,1,0,0,0,0,0
2334,Robert Sánchez,ESP,GK,Brighton & Hove Albion,Premier League,22,1997,27.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2335,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,20,2000,22.9,125,5.46,87,21,11,3,2,1,22,0.96,17,1,1,1,2,0
2336,Alex Sandro,BRA,DF,Juventus FC,Serie A,29,1991,20.6,38,1.84,31,1,2,2,2,0,6,0.29,6,0,0,0,0,0
2337,Leroy Sané,DEU,FW,Bayern Munich,Bundesliga,24,1996,20.1,86,4.29,65,2,14,4,1,0,21,1.05,18,0,1,2,0,0
2338,Salif Sané,SEN,DF,FC Schalke 04,Bundesliga,29,1990,11.9,7,0.59,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2339,Oier,ESP,MF,CA Osasuna,La Liga,34,1986,23.2,27,1.17,21,0,0,0,2,4,4,0.17,3,0,0,0,0,1
2340,Mohamed Sankoh,NLD,FW,VfB Stuttgart,Bundesliga,16,2003,0.2,1,5.29,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2341,Siriki Sanogo,CIV,MF,Benevento Calcio,Serie A,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2342,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,25,1994,9.2,17,1.85,12,1,0,2,1,1,4,0.44,2,1,0,0,1,0
2343,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2344,Nicola Sansone,ITA,FW,Bologna FC 1909,Serie A,28,1991,13.0,54,4.16,37,8,1,1,6,1,3,0.23,1,1,0,0,1,0
2345,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,25,1995,3.0,8,2.67,6,0,0,1,1,0,0,0.00,0,0,0,0,0,0
2346,Baptiste Santamaria,FRA,MF,SC Freiburg,Bundesliga,25,1995,24.5,37,1.51,28,0,2,3,2,2,4,0.16,3,0,0,1,0,0
2347,Federico Santander,PRY,FW,Bologna FC 1909,Serie A,29,1991,0.4,4,9.73,1,0,0,2,1,0,1,2.43,1,0,0,0,0,0
2348,Davide Santon,ITA,DF,AS Roma,Serie A,29,1991,6.5,8,1.23,7,1,0,0,0,0,1,0.15,0,1,0,0,0,0
2349,Samir,BRA,DF,Udinese Calcio,Serie A,25,1994,24.6,20,0.81,15,1,1,0,2,1,0,0.00,0,0,0,0,0,0
2350,Riccardo Saponara,ITA,FW,ACF Fiorentina,Serie A,28,1991,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2351,Riccardo Saponara,ITA,FW,Spezia Calcio,Serie A,28,1991,4.3,13,3.01,6,0,3,0,4,0,2,0.46,0,0,0,0,2,0
2352,Ivan Saponjic,SRB,FW,Cádiz CF,La Liga,22,1997,4.3,6,1.39,3,0,0,1,2,0,0,0.00,0,0,0,0,0,0
2353,Pablo Sarabia,ESP,FW,Paris Saint-Germain,Ligue 1,28,1992,14.7,49,3.34,38,1,2,6,2,0,7,0.48,5,0,1,1,0,0
2354,Josh Sargent,USA,FW,SV Werder Bremen,Bundesliga,20,2000,27.8,64,2.30,42,0,8,7,6,1,4,0.14,1,0,0,1,1,1
2355,Bouna Sarr,GIN,DF,Bayern Munich,Bundesliga,28,1992,5.0,9,1.79,8,0,1,0,0,0,3,0.60,3,0,0,0,0,0
2356,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,28,1992,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2357,Sidy Sarr,SEN,MF,Nîmes Olympique,Ligue 1,24,1996,5.1,6,1.17,3,0,1,0,1,1,0,0.00,0,0,0,0,0,0
2358,Marco Sau,ITA,MF,Benevento Calcio,Serie A,32,1987,8.7,31,3.55,18,10,0,1,2,0,4,0.46,2,1,0,0,1,0
2359,Téji Savanier,FRA,MF,Montpellier HSC,Ligue 1,28,1991,24.1,126,5.24,47,43,10,11,9,6,11,0.46,4,3,1,2,1,0
2360,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,29,1991,32.8,13,0.40,12,0,0,1,0,0,3,0.09,2,0,0,1,0,0
2361,Romaine Sawyers,SKN,MF,West Bromwich Albion,Premier League,28,1991,16.5,13,0.79,12,0,0,0,1,0,2,0.12,2,0,0,0,0,0
2362,Gianluca Scamacca,ITA,FW,Genoa CFC,Serie A,21,1999,15.0,30,2.00,22,0,2,3,1,2,4,0.27,4,0,0,0,0,0
2363,Dane Scarlett,ENG,FW,Tottenham Hotspur,Premier League,16,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2364,Fabian Schär,CHE,DF,Newcastle United,Premier League,28,1991,13.8,9,0.65,7,0,0,0,1,1,1,0.07,1,0,0,0,0,0
2365,Aurélien Scheidler,FRA,FW,Dijon FCO,Ligue 1,22,1998,3.8,6,1.58,4,0,0,1,0,1,1,0.26,0,0,0,1,0,0
2366,Nicolás Schiappacasse,URY,MF,US Sassuolo,Serie A,21,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2367,Pasquale Schiattarella,ITA,MF,Benevento Calcio,Serie A,33,1987,25.0,51,2.04,46,1,1,1,1,1,1,0.04,1,0,0,0,0,0
2368,Patrik Schick,CZE,FW,Bayer 04 Leverkusen,Bundesliga,24,1996,20.7,46,2.22,33,0,5,5,3,0,6,0.29,4,0,1,0,1,0
2369,Sven Schipplock,DEU,FW,Arminia Bielefeld,Bundesliga,31,1988,8.3,16,1.94,11,0,1,0,3,1,1,0.12,1,0,0,0,0,0
2370,Xaver Schlager,AUT,MF,VfL Wolfsburg,Bundesliga,22,1997,29.2,51,1.75,41,1,1,3,2,3,6,0.21,4,0,0,1,0,1
2371,Keven Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,23,1997,18.4,6,0.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2372,Nico Schlotterbeck,DEU,DF,1.FC Union Berlin,Bundesliga,20,1999,14.3,15,1.05,12,0,0,1,1,1,1,0.07,1,0,0,0,0,0
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,34,2.14,26,0,2,1,5,0,6,0.38,4,0,0,1,1,0
2374,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,33,1986,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2375,Jonathan Schmid,FRA,DF,SC Freiburg,Bundesliga,30,1990,26.6,59,2.22,43,8,3,2,2,1,5,0.19,3,1,0,0,0,1
2376,Romano Schmid,AUT,FW,SV Werder Bremen,Bundesliga,20,2000,13.1,31,2.37,26,1,1,1,2,0,7,0.54,6,0,0,0,1,0
2377,Benno Schmitz,DEU,DF,1. FC Köln,Bundesliga,25,1994,4.6,12,2.60,10,2,0,0,0,0,1,0.22,1,0,0,0,0,0
2378,Morgan Schneiderlin,FRA,MF,OGC Nice,Ligue 1,30,1989,24.4,27,1.11,24,0,1,0,0,2,2,0.08,2,0,0,0,0,0
2379,Alessandro Schöpf,AUT,FW,FC Schalke 04,Bundesliga,26,1994,10.5,17,1.62,11,1,3,1,1,0,2,0.19,2,0,0,0,0,0
2380,Jerdy Schouten,NLD,MF,Bologna FC 1909,Serie A,23,1997,27.9,46,1.65,40,1,2,0,2,1,1,0.04,1,0,0,0,0,0
2381,Nico Schulz,DEU,DF,Borussia Dortmund,Bundesliga,27,1993,6.8,12,1.77,10,1,0,0,0,1,4,0.59,3,1,0,0,0,0
2382,Alexander Schwolow,DEU,GK,Hertha BSC,Bundesliga,28,1992,26.0,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
2383,Christopher Scott,DEU,FW,Bayern Munich,Bundesliga,18,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2384,Matteo Scozzarella,ITA,MF,Parma Calcio 1913,Serie A,32,1988,1.7,7,4.12,3,4,0,0,0,0,0,0.00,0,0,0,0,0,0
2385,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,24,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2386,Jacopo Segre,ITA,MF,Torino FC,Serie A,23,1997,2.1,5,2.36,3,0,0,2,0,0,1,0.47,0,0,0,1,0,0
2387,Davie Selke,DEU,FW,SV Werder Bremen,Bundesliga,25,1995,9.0,20,2.21,15,0,0,4,1,0,1,0.11,0,0,0,1,0,0
2388,Malik Sellouki,FRA,FW,OGC Nice,Ligue 1,20,2000,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2389,Matz Sels,BEL,GK,RC Strasbourg Alsace,Ligue 1,28,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2390,Nélson Semedo,PRT,DF,Wolverhampton Wanderers,Premier League,26,1993,33.1,58,1.75,45,5,2,3,1,2,5,0.15,4,0,0,1,0,0
2391,Léo Sena,BRA,MF,Spezia Calcio,Serie A,24,1995,9.8,18,1.83,14,1,0,0,1,2,1,0.10,0,0,0,0,0,1
