Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
2215,Marco Richter,DEU,FW,FC Augsburg,Bundesliga,22,1997,15.7,477,430,47,13,2,107,23,37,16,10,5,0,269,81,127,132,304,16,8,3,285,7,18,30,39
2216,Mikel Rico,ESP,MF,SD Huesca,La Liga,35,1984,24.3,901,869,32,8,0,194,33,26,3,0,0,0,608,134,159,70,755,46,10,9,704,5,19,25,37
2217,Sergio Rico,ESP,GK,Paris Saint-Germain,Ligue 1,26,1993,9.0,216,153,63,9,0,7,1,0,0,0,0,0,175,10,31,35,135,1,0,41,196,0,3,1,0
2218,Jairo Riedewald,NLD,MF,Crystal Palace,Premier League,23,1996,20.2,628,617,11,7,0,96,7,5,0,0,0,0,478,75,75,502,82,31,2,3,533,2,8,18,6
2219,Emiliano Rigoni,ARG,MF,Elche CF,La Liga,27,1993,12.7,408,344,64,16,0,86,23,26,35,12,17,1,270,50,88,250,132,11,10,0,303,1,9,14,9
2220,Tomás Rincón,VEN,MF,Torino FC,Serie A,32,1988,31.6,1375,1308,67,50,2,217,59,17,1,1,0,0,991,132,252,158,1108,57,10,8,1156,6,12,23,20
2221,Luis Rioja,ESP,MF,Deportivo Alavés,La Liga,26,1993,23.2,651,583,68,7,1,131,19,62,15,4,5,4,397,114,140,501,59,31,45,1,436,1,16,26,49
2222,Renaud Ripart,FRA,MF,Nîmes Olympique,Ligue 1,27,1993,33.9,1196,1090,106,23,2,244,32,44,1,0,1,0,744,233,219,229,772,52,74,8,820,4,29,46,85
2223,Andrea Rispoli,ITA,DF,FC Crotone,Serie A,31,1988,7.2,318,263,55,1,0,46,10,21,4,2,0,0,161,66,91,36,216,11,50,1,224,1,4,8,22
2224,Mihailo Ristic,SRB,DF,Montpellier HSC,Ligue 1,24,1995,24.8,1265,1018,247,20,3,140,53,64,0,0,0,0,672,243,350,841,138,39,227,2,983,7,18,21,43
2225,Matt Ritchie,SCO,DF,Newcastle United,Premier League,30,1989,15.0,607,473,134,32,0,95,35,59,37,24,13,0,289,115,203,415,86,28,65,3,411,3,18,14,26
2226,Maxence Rivera,FRA,MF,AS Saint-Étienne,Ligue 1,18,2002,2.7,110,107,3,1,0,13,3,6,0,0,0,0,79,15,16,14,91,3,2,0,82,0,4,6,1
2227,Emmanuel Rivière,FRA,FW,FC Crotone,Serie A,30,1990,7.1,148,144,4,0,0,54,1,1,0,0,0,0,96,32,20,24,104,8,0,1,113,0,0,5,8
2228,Rober Pier,ESP,DF,Levante UD,La Liga,25,1995,15.8,853,821,32,28,1,158,50,1,0,0,0,0,589,89,175,138,664,34,4,2,726,2,16,11,14
2229,Roberto,ESP,GK,Real Valladolid CF,La Liga,34,1986,13.0,411,224,187,74,0,29,8,0,0,0,0,0,91,22,298,11,347,1,0,38,200,2,20,4,1
2230,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,28,1992,10.5,887,808,79,7,1,77,2,7,0,0,0,0,699,117,71,126,662,23,72,0,800,3,4,10,25
2231,Tyler Roberts,WAL,MF,Leeds United,Premier League,21,1999,14.9,467,461,6,2,4,82,9,9,0,0,0,0,320,78,69,32,396,17,0,4,337,3,15,28,19
2232,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,26,1994,37.6,3213,2700,513,68,3,233,115,147,118,24,65,12,2070,572,571,2608,155,95,327,2,2567,8,46,60,98
2233,Antonee Robinson,USA,DF,Fulham FC,Premier League,22,1997,24.0,1352,1103,249,13,0,137,30,93,1,0,1,0,755,219,378,877,158,55,235,1,982,2,18,45,55
2234,Callum Robinson,IRL,FW,West Bromwich Albion,Premier League,25,1995,17.3,450,427,23,2,0,102,10,35,0,0,0,0,285,89,76,94,318,19,2,7,319,1,5,15,30
2235,Jack Robinson,ENG,DF,Sheffield United,Premier League,26,1993,9.7,439,396,43,5,0,48,4,11,0,0,0,0,304,39,96,308,52,25,38,1,354,0,3,3,7
2236,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,30,1990,18.0,565,391,174,58,0,31,18,0,0,0,0,0,240,16,309,46,414,1,0,80,355,4,24,5,0
2237,Hal Robson-Kanu,WAL,FW,West Bromwich Albion,Premier League,31,1989,6.2,86,80,6,1,0,29,1,3,0,0,0,0,58,18,10,57,17,1,0,7,64,0,3,1,3
2238,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,2.0,123,121,2,1,0,11,3,2,1,0,0,0,103,7,13,100,19,3,0,0,111,0,0,1,2
2239,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,22,1998,0.2,15,10,5,1,0,3,0,0,0,0,0,0,10,2,3,8,2,1,4,0,14,0,0,0,1
2240,Rubén Rochina,ESP,MF,Levante UD,La Liga,29,1991,15.6,832,774,58,28,2,147,63,28,20,13,4,1,460,113,259,661,119,22,4,8,600,7,35,23,25
2241,Marek Rodak,SVK,GK,Fulham FC,Premier League,23,1996,2.0,46,37,9,2,0,9,1,0,0,0,0,0,29,0,17,5,34,0,0,7,37,0,0,0,0
2242,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,29,1990,18.1,1053,1031,22,17,3,173,12,8,2,0,0,0,761,142,150,165,799,57,3,5,883,4,22,16,23
2243,Joe Rodon,WAL,DF,Tottenham Hotspur,Premier League,22,1997,8.1,411,405,6,6,0,33,3,0,0,0,0,0,327,31,53,25,349,25,0,1,365,0,7,3,2
2244,Rodri,ESP,MF,Manchester City,Premier League,24,1996,30.5,2728,2689,39,38,3,404,97,12,0,0,0,0,2136,222,370,429,2146,84,1,9,2495,0,16,35,22
2245,Rodrigo,ESP,MF,Leeds United,Premier League,29,1991,14.3,573,565,8,1,5,125,18,20,1,1,0,0,378,112,83,444,68,36,4,7,432,0,5,27,22
2246,Rodri Sánchez,ESP,FW,Real Betis Balompié,La Liga,20,2000,6.0,254,244,10,4,0,30,6,10,2,2,0,0,196,31,27,219,22,8,4,0,215,0,1,9,6
2247,Kévin Rodrigues,PRT,DF,SD Eibar,La Liga,26,1994,12.2,556,465,91,11,0,93,32,41,19,9,8,1,286,90,180,377,80,27,61,2,376,2,15,11,20
2248,Óscar Rodríguez,ESP,MF,Sevilla FC,La Liga,22,1998,5.7,342,309,33,8,2,54,15,19,24,10,10,0,223,42,77,46,272,16,0,1,260,1,7,16,7
2249,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,33,1987,15.3,318,304,14,0,0,90,10,14,0,0,0,0,185,69,64,35,237,15,3,5,212,3,12,11,16
2250,Guido Rodríguez,ARG,MF,Real Betis Balompié,La Liga,26,1994,31.8,1653,1593,60,53,3,233,59,4,1,1,0,0,1206,188,259,145,1368,97,6,4,1408,3,23,37,33
2251,James Rodríguez,COL,FW,Everton FC,Premier League,29,1991,19.6,1111,976,135,38,6,198,89,35,58,24,24,2,693,164,254,999,64,21,21,1,879,3,19,31,26
2252,Jay Rodríguez,ENG,FW,Burnley FC,Premier League,31,1989,14.1,283,280,3,0,1,80,0,4,0,0,0,0,176,57,50,14,202,20,0,12,208,1,3,9,7
2253,Miguel Rodríguez,ESP,FW,Celta de Vigo,La Liga,17,2003,0.3,16,16,0,0,0,3,1,1,0,0,0,0,9,3,4,9,5,2,0,0,11,0,1,0,3
2254,Ricardo Rodríguez,CHE,DF,Torino FC,Serie A,27,1992,13.8,726,651,75,16,1,88,30,10,1,1,0,0,504,79,143,477,164,16,58,3,612,4,5,11,17
2255,Víctor Rodríguez,ESP,MF,Elche CF,La Liga,31,1989,4.7,325,313,12,11,1,45,8,2,1,0,1,0,265,30,30,53,264,6,0,1,296,0,2,5,5
2256,Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,10.9,420,411,9,0,2,65,5,15,2,2,0,0,325,56,39,43,349,9,7,6,340,2,5,12,24
2257,Marko Rog,HRV,MF,Cagliari Calcio,Serie A,25,1995,12.9,617,593,24,22,1,75,7,6,1,1,0,0,479,62,76,69,518,22,0,3,540,0,7,13,8
2258,Rogério,BRA,DF,US Sassuolo,Serie A,22,1998,20.9,1294,1136,158,22,0,145,21,55,7,3,2,0,922,218,154,1048,81,22,129,5,1097,0,13,25,25
2259,Luis Rojas,CHL,MF,FC Crotone,Serie A,18,2002,1.2,50,48,2,0,0,12,1,1,0,0,0,0,35,8,7,5,40,1,1,1,39,0,1,3,1
2260,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,25,1995,21.2,1010,973,37,35,0,54,12,1,0,0,0,0,827,80,103,837,105,40,2,3,914,3,7,12,6
2261,Cristian Romero,ARG,DF,Atalanta BC,Serie A,22,1998,28.3,1247,1192,55,51,2,189,24,0,0,0,0,0,969,163,115,113,1000,70,4,2,1128,1,6,19,17
2262,Oriol Romeu,ESP,MF,Southampton FC,Premier League,28,1991,19.6,1258,1243,15,12,3,246,17,5,1,0,1,0,928,112,218,240,909,65,2,9,1042,1,21,17,21
2263,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,35,1985,31.1,1086,1033,53,14,3,191,23,52,3,0,0,0,836,132,118,160,859,24,17,13,853,6,11,38,42
2264,Facundo Roncaglia,ARG,DF,CA Osasuna,La Liga,33,1987,13.7,560,436,124,21,1,68,26,15,0,0,0,0,227,109,224,77,301,49,103,4,390,4,12,10,21
2265,Valentin Rongier,FRA,MF,Olympique Marseille,Ligue 1,25,1994,21.0,1388,1360,28,23,2,172,32,8,1,0,0,0,1114,154,120,303,1013,50,1,3,1208,2,24,21,31
2266,Marten de Roon,NLD,MF,Atalanta BC,Serie A,29,1991,33.6,2148,2069,79,62,2,227,59,13,2,2,0,0,1646,212,290,269,1713,98,15,3,1869,10,25,25,25
2267,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,27,1993,13.7,673,556,117,6,0,85,18,44,0,0,0,0,372,142,159,459,68,28,111,1,505,1,14,15,23
2268,Nolan Roux,FRA,FW,Nîmes Olympique,Ligue 1,32,1988,7.2,154,139,15,0,0,34,3,5,0,0,0,0,94,30,30,7,122,16,0,4,104,0,3,8,7
2269,Nicolò Rovella,ITA,MF,Genoa CFC,Serie A,18,2001,13.2,824,784,40,22,2,107,36,13,16,4,10,0,624,58,142,56,740,25,1,0,700,4,8,17,11
2270,Amir Rrahmani,XXK,DF,SSC Napoli,Serie A,26,1994,12.2,577,534,43,29,0,47,27,2,0,0,0,0,477,44,56,56,475,31,3,3,532,0,5,5,3
2271,Rubén Martínez,ESP,GK,CA Osasuna,La Liga,36,1984,2.1,61,35,26,10,0,3,0,0,0,0,0,0,7,1,53,4,49,0,0,2,40,0,2,0,0
2272,Waldo Rubio,ESP,FW,Real Valladolid CF,La Liga,24,1995,4.2,121,118,3,0,1,27,8,3,0,0,0,0,65,34,22,10,103,4,3,1,82,0,5,4,11
2273,John Ruddy,ENG,GK,Wolverhampton Wanderers,Premier League,33,1986,1.0,24,16,8,3,0,1,1,0,0,0,0,0,16,1,7,1,13,0,0,10,19,0,2,0,0
2274,Antonio Rüdiger,DEU,DF,Chelsea FC,Premier League,27,1993,19.0,1475,1441,34,32,0,115,29,1,0,0,0,0,1254,71,150,398,1029,23,2,0,1339,3,18,12,13
2275,Sebastian Rudy,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,30,1990,18.6,972,837,135,42,0,158,27,41,65,18,29,1,591,169,212,101,784,43,28,1,713,3,19,27,44
2276,Sebastian Rudy,DEU,DF,FC Schalke 04,Bundesliga,30,1990,2.0,136,107,29,2,0,32,3,3,3,0,1,1,70,37,29,13,91,4,24,0,91,0,1,1,15
2277,Kevin Rüegg,CHE,DF,Hellas Verona,Serie A,21,1998,2.3,82,67,15,0,0,11,2,4,0,0,0,0,45,16,21,7,54,4,15,0,56,1,4,1,5
2278,Daniele Rugani,ITA,DF,Cagliari Calcio,Serie A,26,1994,11.1,495,474,21,18,0,64,2,4,0,0,0,0,347,48,100,76,357,33,3,3,395,1,14,8,6
2279,Daniele Rugani,ITA,DF,Stade Rennais FC,Ligue 1,26,1994,1.0,65,63,2,2,0,11,0,0,0,0,0,0,53,5,7,8,52,1,0,0,57,0,0,2,0
2280,Matteo Ruggeri,ITA,DF,Atalanta BC,Serie A,18,2002,2.3,118,107,11,1,0,5,1,8,0,0,0,0,82,19,17,97,8,1,10,0,96,0,1,3,1
2281,Mário Rui,PRT,DF,SSC Napoli,Serie A,29,1991,18.5,1381,1184,197,56,1,108,34,56,20,10,3,1,893,205,283,1126,96,31,121,3,1126,6,15,40,38
2282,Aitor Ruibal,ESP,FW,Real Betis Balompié,La Liga,24,1996,17.7,563,551,12,2,0,121,5,23,0,0,0,0,444,65,54,57,466,13,10,6,426,1,6,23,35
2283,Fabián Ruiz,ESP,MF,SSC Napoli,Serie A,24,1996,28.5,2124,2051,73,62,5,319,100,21,8,3,1,0,1606,260,258,1894,180,30,3,7,1888,5,22,48,40
2284,Isma Ruiz,ESP,MF,Granada CF,La Liga,19,2001,0.7,21,21,0,0,0,7,1,0,0,0,0,0,10,4,7,0,16,4,0,0,15,0,1,0,0
2285,Kays Ruiz-Atil,FRA,FW,Paris Saint-Germain,Ligue 1,17,2002,2.1,181,181,0,0,1,20,2,1,0,0,0,0,161,11,9,19,160,1,0,1,159,1,1,5,2
2286,Víctor Ruiz,ESP,DF,Real Betis Balompié,La Liga,31,1989,24.0,1245,1192,53,47,1,138,35,0,0,0,0,0,976,88,181,898,259,56,4,6,1098,3,22,12,6
2287,Gerónimo Rulli,ARG,GK,Villarreal CF,La Liga,28,1992,2.0,96,74,22,3,0,4,7,0,0,0,0,0,55,12,29,19,59,0,0,16,77,0,3,0,1
2288,Georginio Rutter,FRA,FW,Stade Rennais FC,Ligue 1,18,2002,0.5,15,13,2,0,0,6,0,0,0,0,0,0,7,5,3,1,7,5,0,0,9,0,0,0,1
2289,Georginio Rutter,FRA,FW,TSG 1899 Hoffenheim,Bundesliga,18,2002,2.7,64,63,1,0,0,20,4,4,0,0,0,0,40,13,11,27,24,3,0,3,51,0,2,2,2
2290,Mathew Ryan,AUS,GK,Arsenal FC,Premier League,28,1992,3.0,67,55,12,3,0,2,1,0,0,0,0,0,52,3,12,10,35,2,0,19,62,0,0,0,0
2291,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,28,1992,11.0,399,315,84,26,0,49,13,0,0,0,0,0,238,15,146,57,275,2,0,56,314,0,15,3,0
2292,Julian Ryerson,NOR,DF,1.FC Union Berlin,Bundesliga,22,1997,11.9,570,464,106,8,0,81,6,15,0,0,0,0,316,141,113,85,342,33,98,2,419,4,15,19,26
2293,Frederik Rönnow,DNK,GK,FC Schalke 04,Bundesliga,27,1992,10.5,383,270,113,19,0,30,6,0,0,0,0,0,209,26,148,30,274,0,0,64,284,4,13,4,1
2294,João Victor,BRA,FW,VfL Wolfsburg,Bundesliga,26,1994,5.2,186,182,4,1,0,39,0,3,0,0,0,0,143,28,15,31,135,5,3,4,146,1,1,6,10
2295,Roli Pereira de Sa,FRA,MF,FC Nantes,Ligue 1,23,1996,0.6,47,46,1,1,0,5,1,0,0,0,0,0,40,3,4,38,8,1,0,0,43,0,1,1,1
2296,Idriss Saadi,DZA,FW,RC Strasbourg Alsace,Ligue 1,28,1992,1.4,30,28,2,0,0,13,1,2,0,0,0,0,14,9,7,2,20,1,0,2,18,0,0,1,1
2297,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,27,1993,32.3,1971,1608,363,21,2,220,20,39,1,0,1,0,1258,447,266,258,1277,66,341,4,1671,2,22,37,64
2298,Mathys Saban,FRA,FW,AS Saint-Étienne,Ligue 1,18,2002,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0
2299,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,1344,1273,71,50,6,212,45,23,0,0,0,0,870,196,278,206,1025,71,19,8,1068,11,29,28,38
2300,Alexis Saelemaekers,BEL,FW,AC Milan,Serie A,21,1999,22.4,886,870,16,2,1,130,12,41,4,2,1,1,702,108,76,171,671,21,9,9,710,1,10,24,24
2301,Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21,1999,6.9,386,373,13,13,0,38,14,1,0,0,0,0,313,28,45,280,81,16,0,1,335,2,9,6,4
2302,Allan Saint-Maximin,FRA,FW,Newcastle United,Premier League,23,1997,17.3,436,420,16,1,1,114,8,21,0,0,0,0,348,52,36,34,381,6,5,5,348,1,5,14,16
2303,Borja Sainz,ESP,MF,Deportivo Alavés,La Liga,19,2001,5.0,112,109,3,1,0,20,5,11,0,0,0,0,76,17,19,14,91,3,2,1,86,0,3,1,4
2304,Romain Saïss,MAR,DF,Wolverhampton Wanderers,Premier League,30,1990,26.7,1411,1339,72,25,0,131,38,17,0,0,0,0,934,205,272,1129,137,68,47,2,1157,2,25,26,25
2305,Bukayo Saka,ENG,FW,Arsenal FC,Premier League,18,2001,28.4,1155,1032,123,25,3,205,37,82,63,20,20,10,794,150,211,848,225,31,35,5,865,3,18,22,51
2306,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,30,1990,26.5,1482,1191,291,5,0,134,21,31,0,0,0,0,929,342,211,138,946,79,286,1,1228,0,19,31,43
2307,Moïse Sakava,CMR,MF,Stade Reims,Ligue 1,19,2000,0.1,7,7,0,0,0,1,1,0,0,0,0,0,6,0,1,0,7,0,0,0,7,0,0,0,0
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,82,72,10,9,0,11,1,0,0,0,0,0,57,8,17,60,16,4,1,0,72,0,1,0,0
2309,Jacopo Sala,ITA,DF,Spezia Calcio,Serie A,28,1991,4.2,275,228,47,6,0,16,4,9,1,0,0,0,179,53,43,18,204,11,40,1,235,0,2,3,3
2310,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,28,1992,34.2,1288,1259,29,2,8,220,15,47,0,0,0,0,1051,121,116,1017,227,20,5,8,1071,4,6,35,51
2311,Eddie Salcedo,ITA,FW,Hellas Verona,Serie A,18,2001,8.4,273,260,13,0,2,79,0,11,1,0,0,0,159,71,43,22,192,18,11,11,190,0,8,5,20
2312,William Saliba,FRA,DF,OGC Nice,Ligue 1,19,2001,20.0,1438,1403,35,32,1,144,54,0,0,0,0,0,1235,87,116,108,1286,25,3,2,1331,3,12,23,12
2313,Romain Salin,FRA,GK,Stade Rennais FC,Ligue 1,36,1984,15.0,544,381,163,40,0,30,12,0,0,0,0,0,304,21,219,350,99,3,0,76,409,0,10,2,0
2314,Mohammed Salisu,GHA,DF,Southampton FC,Premier League,21,1999,9.4,376,352,24,3,0,75,4,2,0,0,0,0,268,50,58,272,51,15,21,1,310,0,7,8,13
2315,Roland Sallai,HUN,MF,SC Freiburg,Bundesliga,23,1997,18.5,493,483,10,4,2,125,12,42,0,0,0,0,295,106,92,97,340,15,4,6,354,5,10,12,26
2316,Salvi Sánchez,ESP,MF,Cádiz CF,La Liga,29,1991,21.5,580,492,88,13,0,91,19,84,24,5,17,0,268,138,174,54,435,24,51,4,327,2,10,19,52
2317,Lazar Samardzic,DEU,MF,RB Leipzig,Bundesliga,18,2002,2.2,69,68,1,1,1,25,0,0,0,0,0,0,46,13,10,51,13,4,0,0,52,0,0,2,1
2318,Diadié Samassékou,MLI,MF,TSG 1899 Hoffenheim,Bundesliga,24,1996,28.5,1372,1351,21,20,3,250,33,7,0,0,0,0,996,160,216,135,1096,101,1,10,1151,0,27,30,27
2319,Mama Baldé,GNB,FW,Dijon FCO,Ligue 1,24,1995,24.0,492,458,34,2,0,151,6,10,0,0,0,0,328,104,60,77,316,28,4,20,343,0,6,21,31
2320,Junior Sambia,FRA,DF,Montpellier HSC,Ligue 1,23,1996,27.2,1311,1054,257,11,5,140,43,61,7,3,4,0,758,286,267,154,868,32,238,1,1035,1,25,45,31
2321,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,34,1986,12.6,508,444,64,29,2,82,29,32,31,20,9,0,339,61,108,87,402,11,1,5,381,3,8,8,23
2322,Fede San Emeterio,ESP,MF,Real Valladolid CF,La Liga,23,1997,16.2,552,543,9,8,0,94,19,2,0,0,0,0,345,81,126,45,439,42,1,4,433,1,8,14,9
2323,Antonio Sanabria,PRY,FW,Torino FC,Serie A,24,1996,10.9,270,260,10,1,0,83,13,5,0,0,0,0,191,42,37,65,157,15,0,9,206,0,8,15,10
2324,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,24,1996,10.4,215,195,20,0,1,57,3,1,0,0,0,0,140,36,39,40,133,13,0,0,161,1,3,6,7
2325,Oihan Sancet,ESP,FW,Athletic Bilbao,La Liga,20,2000,11.5,351,334,17,1,0,90,7,5,1,1,0,0,248,66,37,39,279,12,1,7,259,0,11,25,10
2326,Renato Sanches,PRT,MF,LOSC Lille,Ligue 1,22,1997,14.1,988,930,58,26,8,114,63,19,27,9,10,6,736,75,177,97,869,10,5,2,822,7,23,29,13
2327,Juan Sánchez Miño,ARG,DF,Elche CF,La Liga,30,1990,5.5,286,255,31,6,0,45,6,8,0,0,0,0,204,39,43,213,39,5,25,1,241,0,3,4,8
2328,Alexis Sánchez,CHL,FW,Inter Milan,Serie A,31,1988,12.7,529,493,36,13,5,102,23,18,16,2,8,1,353,76,100,31,474,8,0,6,414,6,5,22,13
2329,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,24,1996,16.5,977,953,24,22,0,73,17,0,0,0,0,0,791,60,126,112,799,38,2,5,849,0,10,11,11
2330,Germán Sánchez,ESP,DF,Granada CF,La Liga,33,1986,29.3,894,842,52,50,1,115,31,0,0,0,0,0,585,72,237,121,689,46,2,1,694,3,21,11,8
2331,Javi Sánchez,ESP,DF,Real Valladolid CF,La Liga,23,1997,10.2,356,341,15,15,0,37,21,1,0,0,0,0,259,19,78,97,240,13,0,1,295,2,6,4,2
2332,Manu Sánchez,ESP,DF,CA Osasuna,La Liga,19,2000,10.8,546,430,116,4,0,71,12,30,1,0,1,0,290,146,110,327,76,25,111,3,402,4,13,16,18
2333,Manu Sánchez,ESP,DF,Atlético de Madrid,La Liga,19,2000,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3
2334,Robert Sánchez,ESP,GK,Brighton & Hove Albion,Premier League,22,1997,27.0,1095,873,222,45,0,63,57,0,0,0,0,0,587,42,466,125,788,1,0,107,784,4,40,4,4
2335,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,20,2000,22.9,1474,1337,137,26,6,199,28,52,69,29,28,2,1143,170,161,175,1223,30,40,1,1160,9,27,56,45
2336,Alex Sandro,BRA,DF,Juventus FC,Serie A,29,1991,20.6,1426,1299,127,23,0,165,33,45,0,0,0,0,1007,193,226,1123,141,26,104,6,1223,3,20,37,29
2337,Leroy Sané,DEU,FW,Bayern Munich,Bundesliga,24,1996,20.1,825,779,46,4,1,146,39,54,33,16,11,1,599,106,120,686,104,12,9,8,616,0,19,31,43
2338,Salif Sané,SEN,DF,FC Schalke 04,Bundesliga,29,1990,11.9,683,647,36,36,1,85,19,3,0,0,0,0,489,71,123,129,459,47,0,2,569,1,13,7,7
2339,Oier,ESP,MF,CA Osasuna,La Liga,34,1986,23.2,846,830,16,13,4,191,16,8,0,0,0,0,442,155,249,113,581,87,3,5,573,8,27,30,29
2340,Mohamed Sankoh,NLD,FW,VfB Stuttgart,Bundesliga,16,2003,0.2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
2341,Siriki Sanogo,CIV,MF,Benevento Calcio,Serie A,18,2001,0.1,8,7,1,0,0,1,0,0,0,0,0,0,7,1,0,6,1,0,1,0,8,0,0,0,0
2342,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,161,153,8,2,0,34,7,8,6,4,0,0,105,26,30,24,123,10,0,0,122,0,4,3,9
2343,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,25,1994,9.2,329,315,14,6,0,70,6,13,4,1,3,0,229,57,43,58,250,8,2,4,249,2,5,11,12
2344,Nicola Sansone,ITA,FW,Bologna FC 1909,Serie A,28,1991,13.0,531,477,54,18,2,71,15,22,23,10,9,1,397,60,74,57,451,9,8,3,409,2,8,14,23
2345,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,25,1995,3.0,156,150,6,6,1,16,4,1,0,0,0,0,129,11,16,6,145,3,0,1,137,0,1,5,2
2346,Baptiste Santamaria,FRA,MF,SC Freiburg,Bundesliga,25,1995,24.5,1061,1043,18,14,0,201,33,26,0,0,0,0,684,177,200,83,869,55,2,8,811,4,17,30,42
2347,Federico Santander,PRY,FW,Bologna FC 1909,Serie A,29,1991,0.4,17,16,1,0,0,6,0,1,0,0,0,0,10,3,4,2,8,4,0,1,12,1,0,0,0
2348,Davide Santon,ITA,DF,AS Roma,Serie A,29,1991,6.5,295,246,49,4,0,34,8,16,0,0,0,0,188,51,56,45,191,13,45,0,256,0,2,3,5
2349,Samir,BRA,DF,Udinese Calcio,Serie A,25,1994,24.6,1307,1190,117,38,1,108,13,17,0,0,0,0,985,115,207,980,176,41,79,3,1136,6,14,14,18
2350,Riccardo Saponara,ITA,FW,ACF Fiorentina,Serie A,28,1991,0.6,42,41,1,0,0,9,0,0,0,0,0,0,34,5,3,12,27,1,1,0,38,0,0,2,0
2351,Riccardo Saponara,ITA,FW,Spezia Calcio,Serie A,28,1991,4.3,137,134,3,1,1,38,3,5,1,0,0,0,94,18,25,36,93,2,1,0,107,2,1,7,5
2352,Ivan Saponjic,SRB,FW,Cádiz CF,La Liga,22,1997,4.3,80,74,6,0,0,33,0,0,0,0,0,0,48,23,9,5,50,6,0,6,63,0,4,2,2
2353,Pablo Sarabia,ESP,FW,Paris Saint-Germain,Ligue 1,28,1992,14.7,640,603,37,6,10,118,16,37,18,12,1,0,494,73,73,512,108,5,11,2,492,2,11,23,26
2354,Josh Sargent,USA,FW,SV Werder Bremen,Bundesliga,20,2000,27.8,611,583,28,1,3,159,2,12,0,0,0,0,372,150,89,111,378,38,6,24,434,2,8,26,26
2355,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,28,1992,0.8,60,47,13,1,0,3,0,1,0,0,0,0,44,15,1,5,42,1,12,0,55,0,0,2,1
2356,Bouna Sarr,GIN,DF,Bayern Munich,Bundesliga,28,1992,5.0,385,332,53,7,0,35,3,11,0,0,0,0,283,70,32,44,280,11,46,0,340,1,5,5,7
2357,Sidy Sarr,SEN,MF,Nîmes Olympique,Ligue 1,24,1996,5.1,216,208,8,6,1,39,18,0,0,0,0,0,127,32,57,154,31,13,2,1,176,0,6,3,2
2358,Marco Sau,ITA,MF,Benevento Calcio,Serie A,32,1987,8.7,264,218,46,16,0,55,9,16,18,7,9,1,168,32,64,29,219,8,0,1,185,1,2,11,9
2359,Téji Savanier,FRA,MF,Montpellier HSC,Ligue 1,28,1991,24.1,1243,1073,170,52,3,190,94,57,96,32,49,11,605,190,448,159,995,56,8,4,875,5,41,31,38
2360,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,29,1991,32.8,1727,1674,53,46,1,180,58,2,0,0,0,0,1299,135,293,124,1461,77,7,8,1490,3,21,25,21
2361,Romaine Sawyers,SKN,MF,West Bromwich Albion,Premier League,28,1991,16.5,712,681,31,19,1,89,18,5,0,0,0,0,518,81,113,68,596,28,1,8,605,4,7,10,15
2362,Gianluca Scamacca,ITA,FW,Genoa CFC,Serie A,21,1999,15.0,356,339,17,0,1,84,18,13,0,0,0,0,204,82,70,20,266,29,0,10,239,0,7,12,20
