Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,CrdY,CrdR,2CrdY,FlsCom,FlsRec,Off,Crs,Int,TklW,PKRec,PKCom,OG,Recov,AWon,ALost,AWon%
2227,Emmanuel Rivière,FRA,FW,FC Crotone,Serie A,30,1990,7.1,2,0,0,10,17,2,1,4,3,0,0,0,21,11,28,28.2
2228,Rober Pier,ESP,DF,Levante UD,La Liga,25,1995,15.8,3,1,0,19,6,1,1,39,14,0,0,0,136,23,35,39.7
2229,Roberto,ESP,GK,Real Valladolid CF,La Liga,34,1986,13.0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,
2230,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,28,1992,10.5,1,0,0,7,10,2,7,8,7,0,0,0,89,8,10,44.4
2231,Tyler Roberts,WAL,MF,Leeds United,Premier League,21,1999,14.9,3,0,0,23,33,9,9,9,8,0,0,0,100,20,24,45.5
2232,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,26,1994,37.6,2,0,0,23,10,8,147,34,28,0,1,0,380,39,27,59.1
2233,Antonee Robinson,USA,DF,Fulham FC,Premier League,22,1997,24.0,4,1,0,20,8,1,93,44,27,0,0,0,219,39,28,58.2
2234,Callum Robinson,IRL,FW,West Bromwich Albion,Premier League,25,1995,17.3,0,0,0,3,19,8,35,14,7,2,0,0,104,13,50,20.6
2235,Jack Robinson,ENG,DF,Sheffield United,Premier League,26,1993,9.7,3,0,0,10,6,0,11,17,10,1,1,0,91,28,24,53.8
2236,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,30,1990,18.0,2,0,0,1,1,0,0,0,0,0,1,0,89,0,0,
2237,Hal Robson-Kanu,WAL,FW,West Bromwich Albion,Premier League,31,1989,6.2,2,0,0,15,10,4,3,4,3,0,0,0,26,7,29,19.4
2238,Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,2.0,1,0,0,6,2,0,2,1,4,0,0,0,18,1,2,33.3
2239,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,22,1998,0.2,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,
2240,Rubén Rochina,ESP,MF,Levante UD,La Liga,29,1991,15.6,5,0,0,39,31,0,28,22,31,0,0,0,152,22,13,62.9
2241,Marek Rodak,SVK,GK,Fulham FC,Premier League,23,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2242,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,29,1990,18.1,10,0,0,30,21,0,8,43,30,0,0,0,210,26,21,55.3
2243,Joe Rodon,WAL,DF,Tottenham Hotspur,Premier League,22,1997,8.1,0,0,0,2,8,1,0,13,9,0,0,0,73,24,11,68.6
2244,Rodri,ESP,MF,Manchester City,Premier League,24,1996,30.5,6,0,0,44,30,3,12,40,60,0,0,0,417,91,28,76.5
2245,Rodrigo,ESP,MF,Leeds United,Premier League,29,1991,14.3,3,0,0,20,9,3,20,9,13,0,1,0,101,25,34,42.4
2246,Rodri Sánchez,ESP,FW,Real Betis Balompié,La Liga,20,2000,6.0,0,0,0,1,16,2,10,2,2,0,0,0,43,1,8,11.1
2247,Kévin Rodrigues,PRT,DF,SD Eibar,La Liga,26,1994,12.2,1,0,0,9,16,1,41,14,11,0,0,0,121,13,36,26.5
2248,Óscar Rodríguez,ESP,MF,Sevilla FC,La Liga,22,1998,5.7,1,0,0,14,11,0,19,8,14,0,0,0,46,7,8,46.7
2249,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,33,1987,15.3,4,0,0,27,21,13,14,2,3,1,0,0,67,26,77,25.2
2250,Guido Rodríguez,ARG,MF,Real Betis Balompié,La Liga,26,1994,31.8,10,0,0,60,47,0,4,58,69,0,1,0,351,57,41,58.2
2251,James Rodríguez,COL,FW,Everton FC,Premier League,29,1991,19.6,4,0,0,17,40,6,35,16,14,1,0,0,141,5,15,25.0
2252,Jay Rodríguez,ENG,FW,Burnley FC,Premier League,31,1989,14.1,3,0,0,31,18,15,4,4,14,0,0,0,69,46,85,35.1
2253,Miguel Rodríguez,ESP,FW,Celta de Vigo,La Liga,17,2003,0.3,2,0,0,2,1,0,1,0,2,0,0,0,1,0,1,0.0
2254,Ricardo Rodríguez,CHE,DF,Torino FC,Serie A,27,1992,13.8,1,0,0,13,6,0,10,24,15,0,0,0,87,18,13,58.1
2255,Víctor Rodríguez,ESP,MF,Elche CF,La Liga,31,1989,4.7,1,0,0,9,8,0,2,9,4,0,0,0,37,5,4,55.6
2256,Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,10.9,0,0,0,16,23,1,15,7,7,0,0,0,48,9,14,39.1
2257,Marko Rog,HRV,MF,Cagliari Calcio,Serie A,25,1995,12.9,2,0,0,33,23,0,6,12,25,0,0,0,128,8,14,36.4
2258,Rogério,BRA,DF,US Sassuolo,Serie A,22,1998,20.9,4,0,0,28,25,1,55,25,16,0,0,0,159,19,14,57.6
2259,Luis Rojas,CHL,MF,FC Crotone,Serie A,18,2002,1.2,1,0,0,2,0,0,1,4,0,0,0,0,10,2,0,100.0
2260,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,25,1995,21.2,7,0,0,21,11,0,1,14,9,0,1,0,162,58,25,69.9
2261,Cristian Romero,ARG,DF,Atalanta BC,Serie A,22,1998,28.3,10,0,0,71,33,0,0,81,46,1,0,0,358,112,54,67.5
2262,Oriol Romeu,ESP,MF,Southampton FC,Premier League,28,1991,19.6,6,0,0,30,23,0,5,27,35,0,0,0,279,35,28,55.6
2263,Cristiano Ronaldo,PRT,FW,Juventus FC,Serie A,35,1985,31.1,3,0,0,17,43,31,52,8,3,2,0,0,126,29,21,58.0
2264,Facundo Roncaglia,ARG,DF,CA Osasuna,La Liga,33,1987,13.7,3,1,1,15,6,0,15,12,15,0,1,0,171,35,22,61.4
2265,Valentin Rongier,FRA,MF,Olympique Marseille,Ligue 1,25,1994,21.0,8,0,0,46,25,1,8,34,73,0,0,0,228,26,27,49.1
2266,Marten de Roon,NLD,MF,Atalanta BC,Serie A,29,1991,33.6,8,1,0,66,24,0,13,69,67,0,0,0,417,74,48,60.7
2267,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,27,1993,13.7,0,0,0,10,15,0,44,13,14,0,0,0,114,12,20,37.5
2268,Nolan Roux,FRA,FW,Nîmes Olympique,Ligue 1,32,1988,7.2,2,0,0,11,16,3,5,2,6,0,0,0,30,9,31,22.5
2269,Nicolò Rovella,ITA,MF,Genoa CFC,Serie A,18,2001,13.2,4,0,0,20,24,0,13,18,16,0,1,0,141,5,13,27.8
2270,Amir Rrahmani,XXK,DF,SSC Napoli,Serie A,26,1994,12.2,2,0,0,10,8,0,2,8,10,2,0,0,92,28,16,63.6
2271,Rubén Martínez,ESP,GK,CA Osasuna,La Liga,36,1984,2.1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,
2272,Waldo Rubio,ESP,FW,Real Valladolid CF,La Liga,24,1995,4.2,1,0,0,8,2,1,3,1,5,0,0,0,32,0,10,0.0
2273,John Ruddy,ENG,GK,Wolverhampton Wanderers,Premier League,33,1986,1.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
2274,Antonio Rüdiger,DEU,DF,Chelsea FC,Premier League,27,1993,19.0,0,0,0,16,11,1,1,15,18,0,0,1,162,50,16,75.8
2275,Sebastian Rudy,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,30,1990,18.6,4,0,0,30,14,0,41,8,30,0,0,0,186,16,22,42.1
2276,Sebastian Rudy,DEU,DF,FC Schalke 04,Bundesliga,30,1990,2.0,0,0,0,1,0,0,3,0,1,0,0,0,26,5,2,71.4
2277,Kevin Rüegg,CHE,DF,Hellas Verona,Serie A,21,1998,2.3,0,0,0,2,1,1,4,1,3,1,0,0,12,2,5,28.6
2278,Daniele Rugani,ITA,DF,Cagliari Calcio,Serie A,26,1994,11.1,2,0,0,15,4,0,4,15,13,0,0,0,116,42,19,68.9
2279,Daniele Rugani,ITA,DF,Stade Rennais FC,Ligue 1,26,1994,1.0,1,0,0,2,2,0,0,0,2,0,0,0,14,5,3,62.5
2280,Matteo Ruggeri,ITA,DF,Atalanta BC,Serie A,18,2002,2.3,0,0,0,3,0,0,8,4,2,0,0,0,8,4,2,66.7
2281,Mário Rui,PRT,DF,SSC Napoli,Serie A,29,1991,18.5,4,0,0,17,41,3,56,29,19,0,0,0,165,11,13,45.8
2282,Aitor Ruibal,ESP,FW,Real Betis Balompié,La Liga,24,1996,17.7,2,0,0,36,17,5,23,21,24,0,0,0,107,15,20,42.9
2283,Fabián Ruiz,ESP,MF,SSC Napoli,Serie A,24,1996,28.5,1,0,0,11,26,1,21,40,40,0,1,0,227,12,10,54.5
2284,Isma Ruiz,ESP,MF,Granada CF,La Liga,19,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0
2285,Kays Ruiz-Atil,FRA,FW,Paris Saint-Germain,Ligue 1,17,2002,2.1,1,0,0,4,5,0,1,1,1,0,0,0,11,1,3,25.0
2286,Víctor Ruiz,ESP,DF,Real Betis Balompié,La Liga,31,1989,24.0,9,0,0,23,5,3,0,46,11,0,0,2,215,68,38,64.2
2287,Gerónimo Rulli,ARG,GK,Villarreal CF,La Liga,28,1992,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,
2288,Georginio Rutter,FRA,FW,Stade Rennais FC,Ligue 1,18,2002,0.5,0,0,0,5,2,2,0,1,2,0,0,0,4,2,2,50.0
2289,Georginio Rutter,FRA,FW,TSG 1899 Hoffenheim,Bundesliga,18,2002,2.7,0,0,0,3,8,2,4,1,2,0,0,0,19,11,11,50.0
2290,Mathew Ryan,AUS,GK,Arsenal FC,Premier League,28,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0.0
2291,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,28,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,
2292,Julian Ryerson,NOR,DF,1.FC Union Berlin,Bundesliga,22,1997,11.9,2,0,0,10,12,1,15,13,10,0,0,0,102,15,27,35.7
2293,Frederik Rönnow,DNK,GK,FC Schalke 04,Bundesliga,27,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,
2294,João Victor,BRA,FW,VfL Wolfsburg,Bundesliga,26,1994,5.2,0,0,0,8,6,4,3,7,8,0,0,0,50,8,16,33.3
2295,Roli Pereira de Sa,FRA,MF,FC Nantes,Ligue 1,23,1996,0.6,0,0,0,1,1,0,0,1,3,0,0,0,9,0,1,0.0
2296,Idriss Saadi,DZA,FW,RC Strasbourg Alsace,Ligue 1,28,1992,1.4,0,0,0,1,0,0,2,0,0,0,0,0,6,6,5,54.5
2297,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,27,1993,32.3,4,0,0,33,43,2,39,50,40,0,1,0,269,31,27,53.4
2298,Mathys Saban,FRA,FW,AS Saint-Étienne,Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2299,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,8,0,0,22,36,7,23,36,27,0,0,0,272,21,21,50.0
2300,Alexis Saelemaekers,BEL,FW,AC Milan,Serie A,21,1999,22.4,7,1,1,30,34,6,41,28,31,1,0,0,151,7,25,21.9
2301,Modibo Sagnan,MLI,DF,Real Sociedad,La Liga,21,1999,6.9,3,0,0,13,4,0,1,7,5,0,0,0,59,16,14,53.3
2302,Allan Saint-Maximin,FRA,FW,Newcastle United,Premier League,23,1997,17.3,0,0,0,11,45,5,21,9,11,0,1,0,100,5,13,27.8
2303,Borja Sainz,ESP,MF,Deportivo Alavés,La Liga,19,2001,5.0,1,0,0,14,7,4,11,5,8,0,0,0,35,3,12,20.0
2304,Romain Saïss,MAR,DF,Wolverhampton Wanderers,Premier League,30,1990,26.7,2,0,0,29,11,1,17,39,18,0,2,0,219,89,53,62.7
2305,Bukayo Saka,ENG,FW,Arsenal FC,Premier League,18,2001,28.4,1,0,0,28,64,15,82,27,19,1,0,1,176,15,43,25.9
2306,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,30,1990,26.5,6,1,0,42,18,2,31,38,61,0,0,0,206,48,37,56.5
2307,Moïse Sakava,CMR,MF,Stade Reims,Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2308,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,0,0,2,1,0,0,0,2,0,1,0,17,5,8,38.5
2309,Jacopo Sala,ITA,DF,Spezia Calcio,Serie A,28,1991,4.2,1,0,0,7,4,0,9,3,5,0,0,0,31,3,5,37.5
2310,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,28,1992,34.2,0,0,0,22,22,13,47,9,13,2,0,0,191,21,52,28.8
2311,Eddie Salcedo,ITA,FW,Hellas Verona,Serie A,18,2001,8.4,3,0,0,14,15,3,11,3,2,1,0,0,49,31,64,32.6
2312,William Saliba,FRA,DF,OGC Nice,Ligue 1,19,2001,20.0,2,0,0,16,10,0,0,34,8,0,1,0,191,35,22,61.4
2313,Romain Salin,FRA,GK,Stade Rennais FC,Ligue 1,36,1984,15.0,2,0,0,0,2,0,0,0,0,0,0,0,99,0,0,
2314,Mohammed Salisu,GHA,DF,Southampton FC,Premier League,21,1999,9.4,1,0,0,10,4,0,2,26,19,0,0,0,75,26,18,59.1
2315,Roland Sallai,HUN,MF,SC Freiburg,Bundesliga,23,1997,18.5,5,0,0,49,56,12,42,10,13,2,0,0,99,38,57,40.0
2316,Salvi Sánchez,ESP,MF,Cádiz CF,La Liga,29,1991,21.5,5,0,0,16,29,7,84,18,12,0,1,0,125,18,36,33.3
2317,Lazar Samardzic,DEU,MF,RB Leipzig,Bundesliga,18,2002,2.2,0,0,0,6,3,0,0,5,6,0,0,0,14,1,1,50.0
2318,Diadié Samassékou,MLI,MF,TSG 1899 Hoffenheim,Bundesliga,24,1996,28.5,3,0,0,43,45,0,7,68,45,0,0,0,381,49,59,45.4
2319,Mama Baldé,GNB,FW,Dijon FCO,Ligue 1,24,1995,24.0,4,0,0,38,40,16,10,13,20,1,0,0,104,67,112,37.4
2320,Junior Sambia,FRA,DF,Montpellier HSC,Ligue 1,23,1996,27.2,2,0,0,24,44,3,61,34,35,1,0,0,177,37,43,46.3
2321,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,34,1986,12.6,4,1,0,14,24,0,32,8,9,0,0,0,72,3,17,15.0
2322,Fede San Emeterio,ESP,MF,Real Valladolid CF,La Liga,23,1997,16.2,7,0,0,39,17,0,2,15,18,0,1,0,163,28,47,37.3
2323,Antonio Sanabria,PRY,FW,Torino FC,Serie A,24,1996,10.9,2,0,0,17,12,3,5,10,4,0,0,0,39,27,47,36.5
2324,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,24,1996,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3
2325,Oihan Sancet,ESP,FW,Athletic Bilbao,La Liga,20,2000,11.5,2,0,0,19,17,4,5,3,9,0,0,0,59,15,26,36.6
2326,Renato Sanches,PRT,MF,LOSC Lille,Ligue 1,22,1997,14.1,4,0,0,27,27,2,19,17,12,0,0,0,130,7,21,25.0
2327,Juan Sánchez Miño,ARG,DF,Elche CF,La Liga,30,1990,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4
2328,Alexis Sánchez,CHL,FW,Inter Milan,Serie A,31,1988,12.7,0,0,0,19,33,10,18,11,10,0,0,0,69,13,11,54.2
2329,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,24,1996,16.5,1,0,0,22,9,0,0,14,25,0,3,1,153,50,30,62.5
2330,Germán Sánchez,ESP,DF,Granada CF,La Liga,33,1986,29.3,11,1,0,31,31,4,0,26,11,0,0,0,216,88,79,52.7
2331,Javi Sánchez,ESP,DF,Real Valladolid CF,La Liga,23,1997,10.2,3,0,0,6,2,0,1,13,12,0,0,0,62,18,18,50.0
2332,Manu Sánchez,ESP,DF,CA Osasuna,La Liga,19,2000,10.8,4,0,0,16,8,1,30,11,11,0,0,0,82,8,15,34.8
2333,Manu Sánchez,ESP,DF,Atlético de Madrid,La Liga,19,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2334,Robert Sánchez,ESP,GK,Brighton & Hove Albion,Premier League,22,1997,27.0,2,0,0,2,4,0,0,0,0,0,1,0,134,1,1,50.0
2335,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,20,2000,22.9,0,0,0,1,22,9,52,14,11,0,0,0,154,5,22,18.5
2336,Alex Sandro,BRA,DF,Juventus FC,Serie A,29,1991,20.6,2,0,0,26,28,0,45,23,27,0,0,1,172,38,27,58.5
2337,Leroy Sané,DEU,FW,Bayern Munich,Bundesliga,24,1996,20.1,2,0,0,14,21,6,54,12,21,1,0,0,151,8,19,29.6
2338,Salif Sané,SEN,DF,FC Schalke 04,Bundesliga,29,1990,11.9,5,0,0,15,14,1,3,18,7,0,1,0,151,73,18,80.2
2339,Oier,ESP,MF,CA Osasuna,La Liga,34,1986,23.2,10,0,0,58,40,4,8,26,32,0,2,0,316,73,67,52.1
2340,Mohamed Sankoh,NLD,FW,VfB Stuttgart,Bundesliga,16,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0
2341,Siriki Sanogo,CIV,MF,Benevento Calcio,Serie A,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2342,Morgan Sanson,FRA,MF,Aston Villa,Premier League,25,1994,3.3,3,0,0,6,7,2,8,7,5,0,0,0,31,5,4,55.6
2343,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,25,1994,9.2,2,0,0,18,10,0,13,12,19,0,0,0,57,9,13,40.9
2344,Nicola Sansone,ITA,FW,Bologna FC 1909,Serie A,28,1991,13.0,2,0,0,24,41,3,22,9,14,0,0,0,79,6,25,19.4
2345,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,25,1995,3.0,1,0,0,7,5,1,1,2,6,0,0,0,38,5,3,62.5
2346,Baptiste Santamaria,FRA,MF,SC Freiburg,Bundesliga,25,1995,24.5,5,0,0,34,28,2,26,49,42,0,0,1,282,56,39,58.9
2347,Federico Santander,PRY,FW,Bologna FC 1909,Serie A,29,1991,0.4,0,0,0,2,2,0,1,0,0,0,0,0,5,2,2,50.0
2348,Davide Santon,ITA,DF,AS Roma,Serie A,29,1991,6.5,3,0,0,11,3,1,16,6,4,0,0,0,36,4,3,57.1
2349,Samir,BRA,DF,Udinese Calcio,Serie A,25,1994,24.6,6,0,0,40,36,3,17,40,34,0,0,0,175,54,33,62.1
2350,Riccardo Saponara,ITA,FW,ACF Fiorentina,Serie A,28,1991,0.6,0,0,0,1,1,0,0,0,1,0,0,0,3,1,1,50.0
2351,Riccardo Saponara,ITA,FW,Spezia Calcio,Serie A,28,1991,4.3,2,1,1,4,14,2,5,3,2,0,0,0,27,7,6,53.8
2352,Ivan Saponjic,SRB,FW,Cádiz CF,La Liga,22,1997,4.3,2,0,0,14,16,4,0,3,0,0,0,0,19,20,30,40.0
2353,Pablo Sarabia,ESP,FW,Paris Saint-Germain,Ligue 1,28,1992,14.7,2,0,0,7,16,7,37,4,12,0,0,0,67,4,10,28.6
2354,Josh Sargent,USA,FW,SV Werder Bremen,Bundesliga,20,2000,27.8,7,0,0,35,42,6,12,20,28,0,0,1,166,70,110,38.9
2355,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,28,1992,0.8,0,0,0,3,2,0,1,1,1,0,0,0,8,1,3,25.0
2356,Bouna Sarr,GIN,DF,Bayern Munich,Bundesliga,28,1992,5.0,1,0,0,11,7,1,11,4,9,0,0,0,57,8,7,53.3
2357,Sidy Sarr,SEN,MF,Nîmes Olympique,Ligue 1,24,1996,5.1,1,0,0,9,5,1,0,4,6,0,0,0,53,24,10,70.6
2358,Marco Sau,ITA,MF,Benevento Calcio,Serie A,32,1987,8.7,1,1,0,8,19,1,16,8,3,1,0,0,50,8,18,30.8
2359,Téji Savanier,FRA,MF,Montpellier HSC,Ligue 1,28,1991,24.1,6,1,0,58,65,1,57,40,53,1,2,0,267,26,21,55.3
2360,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,29,1991,32.8,14,0,0,29,17,3,2,35,26,0,1,0,312,100,47,68.0
2361,Romaine Sawyers,SKN,MF,West Bromwich Albion,Premier League,28,1991,16.5,2,0,0,18,14,0,5,22,19,0,0,1,176,13,6,68.4
2362,Gianluca Scamacca,ITA,FW,Genoa CFC,Serie A,21,1999,15.0,1,0,0,32,17,10,13,8,11,0,0,1,77,43,48,47.3
2363,Dane Scarlett,ENG,FW,Tottenham Hotspur,Premier League,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2364,Fabian Schär,CHE,DF,Newcastle United,Premier League,28,1991,13.8,4,1,0,22,15,1,3,22,9,0,0,0,123,20,25,44.4
2365,Aurélien Scheidler,FRA,FW,Dijon FCO,Ligue 1,22,1998,3.8,1,0,0,7,4,6,0,0,1,0,0,0,11,10,23,30.3
2366,Nicolás Schiappacasse,URY,MF,US Sassuolo,Serie A,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
2367,Pasquale Schiattarella,ITA,MF,Benevento Calcio,Serie A,33,1987,25.0,13,1,0,38,55,1,6,23,35,0,0,0,295,12,8,60.0
2368,Patrik Schick,CZE,FW,Bayer 04 Leverkusen,Bundesliga,24,1996,20.7,4,0,0,28,22,7,5,2,8,1,0,0,69,80,78,50.6
2369,Sven Schipplock,DEU,FW,Arminia Bielefeld,Bundesliga,31,1988,8.3,4,0,0,38,29,3,10,3,8,0,0,0,56,23,33,41.1
2370,Xaver Schlager,AUT,MF,VfL Wolfsburg,Bundesliga,22,1997,29.2,7,0,0,46,34,1,10,47,61,1,0,0,381,51,46,52.6
2371,Keven Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,23,1997,18.4,3,0,0,22,28,0,1,29,12,0,0,1,173,58,37,61.1
2372,Nico Schlotterbeck,DEU,DF,1.FC Union Berlin,Bundesliga,20,1999,14.3,4,1,1,23,25,0,6,36,20,0,1,1,139,43,30,58.9
2373,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27,1992,15.9,3,0,0,25,17,0,27,21,20,0,0,0,116,32,43,42.7
2374,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,33,1986,38.0,0,0,0,0,4,0,0,0,0,0,0,1,161,0,0,
2375,Jonathan Schmid,FRA,DF,SC Freiburg,Bundesliga,30,1990,26.6,4,0,0,17,18,0,84,22,27,0,0,0,231,22,25,46.8
2376,Romano Schmid,AUT,FW,SV Werder Bremen,Bundesliga,20,2000,13.1,2,0,0,18,21,6,15,16,20,1,0,0,136,7,24,22.6
2377,Benno Schmitz,DEU,DF,1. FC Köln,Bundesliga,25,1994,4.6,0,0,0,8,6,0,5,8,6,0,0,0,36,6,8,42.9
2378,Morgan Schneiderlin,FRA,MF,OGC Nice,Ligue 1,30,1989,24.4,9,1,1,43,10,0,7,36,38,0,0,0,233,42,28,60.0
2379,Alessandro Schöpf,AUT,FW,FC Schalke 04,Bundesliga,26,1994,10.5,0,0,0,12,13,4,6,7,12,0,0,0,82,7,15,31.8
2380,Jerdy Schouten,NLD,MF,Bologna FC 1909,Serie A,23,1997,27.9,8,1,0,48,24,1,7,79,40,0,1,0,342,42,37,53.2
2381,Nico Schulz,DEU,DF,Borussia Dortmund,Bundesliga,27,1993,6.8,1,0,0,8,4,0,16,14,9,0,0,1,60,6,5,54.5
2382,Alexander Schwolow,DEU,GK,Hertha BSC,Bundesliga,28,1992,26.0,0,0,0,0,4,0,0,0,0,0,0,0,118,0,0,
2383,Christopher Scott,DEU,FW,Bayern Munich,Bundesliga,18,2002,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
2384,Matteo Scozzarella,ITA,MF,Parma Calcio 1913,Serie A,32,1988,1.7,1,0,0,3,1,0,4,6,1,0,0,0,8,0,0,
2385,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,24,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2386,Jacopo Segre,ITA,MF,Torino FC,Serie A,23,1997,2.1,1,0,0,2,9,1,0,0,5,0,0,0,18,2,3,40.0
2387,Davie Selke,DEU,FW,SV Werder Bremen,Bundesliga,25,1995,9.0,4,0,0,21,27,9,5,2,2,0,0,0,49,69,72,48.9
2388,Malik Sellouki,FRA,FW,OGC Nice,Ligue 1,20,2000,0.7,1,0,0,1,2,0,4,2,0,0,0,0,3,0,0,
2389,Matz Sels,BEL,GK,RC Strasbourg Alsace,Ligue 1,28,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,
2390,Nélson Semedo,PRT,DF,Wolverhampton Wanderers,Premier League,26,1993,33.1,5,0,0,42,34,2,48,45,53,0,1,1,263,43,42,50.6
2391,Léo Sena,BRA,MF,Spezia Calcio,Serie A,24,1995,9.8,0,0,0,7,61,0,7,13,15,0,0,0,105,6,12,33.3
2392,Stefano Sensi,ITA,MF,Inter Milan,Serie A,24,1995,6.7,1,1,0,9,14,0,9,10,10,0,0,0,55,1,3,25.0
2393,Jaime Seoane,ESP,MF,SD Huesca,La Liga,23,1997,22.9,5,0,0,43,32,1,15,19,38,0,1,0,201,30,22,57.7
2394,Luigi Sepe,ITA,GK,Parma Calcio 1913,Serie A,29,1991,36.0,0,0,0,0,2,0,0,0,0,0,0,0,162,0,0,
2395,Suat Serdar,DEU,MF,FC Schalke 04,Bundesliga,23,1997,21.7,3,0,0,28,47,1,8,23,36,1,0,1,203,18,25,41.9
2396,Jean Michaël Seri,CIV,MF,FC Girondins Bordeaux,Ligue 1,29,1991,7.9,3,0,0,15,12,0,4,8,11,0,0,0,85,9,10,47.4
2397,Femi Seriki,ENG,DF,Sheffield United,Premier League,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2398,Ryan Sessegnon,ENG,DF,TSG 1899 Hoffenheim,Bundesliga,20,2000,17.5,4,0,0,35,6,8,53,20,25,0,0,0,152,15,24,38.5
2399,Nils Seufert,DEU,MF,Arminia Bielefeld,Bundesliga,23,1997,3.8,1,0,0,8,7,0,2,2,8,0,0,0,32,4,3,57.1
2400,Edgar Sevikyan,RUS,MF,Levante UD,La Liga,18,2001,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
2401,Stephan El Shaarawy,ITA,FW,AS Roma,Serie A,27,1992,6.4,1,0,0,8,9,1,10,5,2,0,0,0,41,2,8,20.0
2402,Jamie Shackleton,ENG,MF,Leeds United,Premier League,20,1999,5.1,0,0,0,3,2,1,2,6,5,0,0,0,36,4,6,40.0
2403,Xherdan Shaqiri,CHE,MF,Liverpool FC,Premier League,28,1991,6.2,2,0,0,11,6,0,11,4,4,0,0,0,61,3,7,30.0
2404,Billy Sharp,ENG,FW,Sheffield United,Premier League,34,1986,8.2,1,0,0,15,14,11,7,3,5,0,0,0,26,13,36,26.5
2405,Luke Shaw,ENG,DF,Manchester United,Premier League,25,1995,29.5,8,0,0,42,29,3,92,29,44,0,0,1,267,34,36,48.6
2406,Jonjo Shelvey,ENG,MF,Newcastle United,Premier League,28,1992,29.1,7,0,0,31,10,0,37,43,25,0,0,0,244,34,26,56.7
2407,Eldor Shomurodov,UZB,FW,Genoa CFC,Serie A,25,1995,18.6,1,0,0,39,22,11,14,7,17,0,0,0,94,60,112,34.9
2408,Shola Shoretire,ENG,FW,Manchester United,Premier League,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
