Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Cmp,P_Att,P_Cmp%,P_TotDist,P_PrgDist,PS_Cmp,PS_Att,PS_Cmp%,PM_Cmp,PM_Att,PM_Cmp%,PL_Cmp,PL_Att,PL_Cmp%,Ast,xA,A-xA,P_KP,P_1/3,P_PPA,P_CrsPA,P_Prog
1193,Riccardo Improta,ITA,MF,Benevento Calcio,Serie A,26,1993,25.9,685,946,72.4,11812,5167,340,397,85.6,257,327,78.6,71,156,45.5,0,1.7,-1.7,22,66,34,17,108
1194,Roberto Inglese,ITA,FW,Parma Calcio 1913,Serie A,28,1991,6.4,75,115,65.2,1110,232,42,55,76.4,24,39,61.5,5,8,62.5,2,1.0,+1.0,3,5,3,0,9
1195,Danny Ings,ENG,FW,Southampton FC,Premier League,28,1992,24.1,344,519,66.3,5196,1437,202,261,77.4,103,152,67.8,27,63,42.9,4,2.6,+1.4,22,29,19,6,49
1196,Marcus Ingvartsen,DNK,MF,1.FC Union Berlin,Bundesliga,24,1996,21.8,463,652,71.0,7338,2027,235,281,83.6,163,232,70.3,38,85,44.7,5,2.1,+2.9,21,33,11,3,43
1197,Lorenzo Insigne,ITA,FW,SSC Napoli,Serie A,29,1991,31.8,1486,1863,79.8,27327,7107,723,805,89.8,522,631,82.7,213,347,61.4,8,8.5,-0.5,64,112,88,13,182
1198,Roberto Insigne,ITA,MF,Benevento Calcio,Serie A,26,1994,17.8,495,625,79.2,8719,2240,232,267,86.9,173,211,82.0,68,106,64.2,4,3.6,+0.4,39,29,31,7,56
1199,Pablo Insua,ESP,DF,SD Huesca,La Liga,26,1993,17.6,647,755,85.7,14981,4331,154,170,90.6,358,391,91.6,132,187,70.6,0,0.1,-0.1,2,23,1,0,19
1200,Takashi Inui,JPN,MF,SD Eibar,La Liga,32,1988,20.2,366,534,68.5,6113,1595,191,230,83.0,131,182,72.0,33,88,37.5,0,1.9,-1.9,14,24,23,10,37
1201,Artur Ionita,MDA,MF,Benevento Calcio,Serie A,29,1990,31.5,598,767,78.0,9436,2447,332,389,85.3,193,241,80.1,47,79,59.5,0,0.4,-0.4,9,48,10,3,39
1202,Alexander Isak,SWE,FW,Real Sociedad,La Liga,20,1999,26.0,329,454,72.5,5126,792,173,215,80.5,117,155,75.5,24,37,64.9,2,2.3,-0.3,11,14,21,2,35
1203,Isco,ESP,MF,Real Madrid,La Liga,28,1992,10.1,633,731,86.6,10932,2914,319,338,94.4,222,254,87.4,72,105,68.6,2,1.7,+0.3,20,68,17,1,68
1204,Ardian Ismajli,ALB,DF,Spezia Calcio,Serie A,23,1996,14.4,633,709,89.3,15084,3316,107,120,89.2,382,401,95.3,141,181,77.9,1,0.0,+1.0,0,31,1,1,31
1205,Branislav Ivanovic,SRB,DF,West Bromwich Albion,Premier League,36,1984,8.5,265,311,85.2,5966,1426,66,74,89.2,147,163,90.2,52,71,73.2,0,0.1,-0.1,1,11,3,0,10
1206,Alex Iwobi,NGA,FW,Everton FC,Premier League,24,1996,17.1,530,688,77.0,9911,2938,213,242,88.0,234,291,80.4,69,113,61.1,2,1.8,+0.2,16,35,26,9,73
1207,Jairo Izquierdo,ESP,MF,Cádiz CF,La Liga,26,1993,14.2,333,463,71.9,5402,1773,170,206,82.5,126,159,79.2,28,71,39.4,0,0.9,-0.9,8,21,8,4,21
1208,José Izquierdo,COL,DF,Brighton & Hove Albion,Premier League,28,1992,0.1,8,9,88.9,127,13,4,4,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,0,0,0,0
1209,Armando Izzo,ITA,DF,Torino FC,Serie A,28,1992,22.3,965,1167,82.7,19688,6464,372,397,93.7,417,472,88.3,169,282,59.9,0,0.4,-0.4,6,76,7,3,75
1210,Phil Jagielka,ENG,DF,Sheffield United,Premier League,37,1982,5.8,142,186,76.3,3668,1007,34,39,87.2,57,71,80.3,49,71,69.0,0,0.0,0.0,0,4,0,0,5
1211,Alireza Jahanbakhsh,IRN,FW,Brighton & Hove Albion,Premier League,26,1993,5.9,196,265,74.0,3308,778,87,108,80.6,82,100,82.0,19,37,51.4,1,3.2,-2.2,11,4,19,5,21
1212,Mato Jajalo,BIH,MF,Udinese Calcio,Serie A,32,1988,0.4,23,29,79.3,321,77,14,15,93.3,8,10,80.0,1,3,33.3,0,0.0,0.0,0,0,0,0,0
1213,Ismail Jakobs,DEU,DF,1. FC Köln,Bundesliga,20,1999,19.2,465,696,66.8,7879,2715,248,301,82.4,152,231,65.8,53,121,43.8,1,2.0,-1.0,14,19,20,13,37
1214,Daniel James,WAL,FW,Manchester United,Premier League,22,1997,10.1,237,304,78.0,3257,754,151,176,85.8,68,88,77.3,7,11,63.6,1,1.2,-0.2,10,6,12,3,25
1215,Reece James,ENG,DF,Chelsea FC,Premier League,20,1999,26.4,1688,1987,85.0,31436,8069,738,799,92.4,732,818,89.5,202,315,64.1,2,3.0,-1.0,40,81,45,24,111
1216,Alexandre Jankewitz,CHE,MF,Southampton FC,Premier League,18,2001,0.0,2,3,66.7,31,25,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1
1217,Saidy Janko,CHE,DF,Real Valladolid CF,La Liga,24,1995,13.6,433,589,73.5,7458,2712,205,241,85.1,176,231,76.2,40,84,47.6,1,0.4,+0.6,8,30,12,7,32
1218,Jakub Jankto,CZE,MF,UC Sampdoria,Serie A,24,1996,26.8,632,914,69.1,11149,3077,291,353,82.4,247,337,73.3,77,167,46.1,3,3.1,-0.1,31,46,24,8,64
1219,Tony Jantschke,DEU,DF,Borussia Mönchengladbach,Bundesliga,30,1990,3.0,234,254,92.1,4840,1490,68,71,95.8,127,133,95.5,36,44,81.8,0,0.0,0.0,0,8,0,0,16
1220,Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,25,1995,11.3,409,573,71.4,7647,2857,199,231,86.1,137,173,79.2,61,133,45.9,5,4.4,+0.6,24,32,38,8,67
1221,Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,35,1984,8.0,184,284,64.8,6322,4035,22,23,95.7,78,79,98.7,83,181,45.9,0,0.0,0.0,0,2,0,0,0
1222,Jason,ESP,MF,Valencia CF,La Liga,26,1994,4.9,94,142,66.2,1596,537,47,63,74.6,38,51,74.5,9,26,34.6,0,0.6,-0.6,6,6,5,3,11
1223,Luis Suárez,COL,FW,Granada CF,La Liga,22,1997,18.5,182,296,61.5,3135,862,85,124,68.5,79,117,67.5,14,29,48.3,1,1.4,-0.4,13,16,11,3,27
1224,Corentin Jean,FRA,FW,RC Lens,Ligue 1,25,1995,6.4,129,171,75.4,2103,442,68,80,85.0,42,53,79.2,12,21,57.1,1,0.5,+0.5,7,6,8,5,10
1225,Daniel Jebbison,ENG,FW,Sheffield United,Premier League,17,2003,3.2,24,34,70.6,308,38,16,21,76.2,6,9,66.7,1,2,50.0,0,0.0,0.0,1,2,0,0,1
1226,Tin Jedvaj,HRV,DF,Bayer 04 Leverkusen,Bundesliga,24,1995,1.7,110,127,86.6,2255,943,38,39,97.4,59,66,89.4,13,20,65.0,0,0.0,0.0,0,14,1,0,9
1227,Fredrik Jensen,FIN,FW,FC Augsburg,Bundesliga,22,1997,4.2,68,100,68.0,1087,352,36,43,83.7,25,31,80.6,5,16,31.3,1,1.0,0.0,6,5,4,1,4
1228,Jesé,ESP,FW,Paris Saint-Germain,Ligue 1,27,1993,0.3,4,8,50.0,35,4,3,5,60.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
1229,Gabriel Jesus,BRA,FW,Manchester City,Premier League,23,1997,22.9,638,754,84.6,8741,1055,394,444,88.7,168,196,85.7,32,44,72.7,4,3.4,+0.6,28,23,14,1,31
1230,Juan Jesus,BRA,DF,AS Roma,Serie A,29,1991,1.7,120,130,92.3,2566,994,31,34,91.2,68,69,98.6,20,25,80.0,0,0.0,0.0,0,8,0,0,7
1231,Raúl Jiménez,MEX,FW,Wolverhampton Wanderers,Premier League,29,1991,9.1,207,263,78.7,3241,561,126,150,84.0,52,64,81.3,22,32,68.8,0,0.8,-0.8,8,16,9,0,19
1232,Joaquín,ESP,FW,Real Betis Balompié,La Liga,39,1981,14.3,605,753,80.3,9516,2602,357,392,91.1,185,224,82.6,45,96,46.9,6,2.5,+3.5,32,32,31,11,57
1233,John Joe Patrick Finn,IRL,MF,Getafe CF,La Liga,16,2003,0.7,11,21,52.4,177,44,5,9,55.6,6,8,75.0,0,0,,0,0.0,0.0,0,0,0,0,1
1234,Joelinton,BRA,FW,Newcastle United,Premier League,23,1996,22.0,436,590,73.9,6190,1191,271,326,83.1,130,176,73.9,21,35,60.0,2,2.1,-0.1,17,17,9,2,26
1235,Marco John,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,18,2002,11.1,425,534,79.6,6793,2701,220,251,87.6,175,206,85.0,23,44,52.3,0,1.6,-1.6,10,23,19,9,46
1236,Ben Johnson,ENG,DF,West Ham United,Premier League,20,2000,5.8,154,219,70.3,2655,1075,86,94,91.5,46,66,69.7,17,40,42.5,0,0.2,-0.2,4,12,3,3,15
1237,Sam Johnstone,ENG,GK,West Bromwich Albion,Premier League,27,1993,37.0,640,1282,49.9,26988,18772,47,47,100.0,183,193,94.8,408,1038,39.3,1,0.4,+0.6,1,26,0,0,0
1238,Curtis Jones,ENG,MF,Liverpool FC,Premier League,19,2001,13.1,890,976,91.2,15013,3201,433,465,93.1,354,374,94.7,86,105,81.9,2,1.6,+0.4,13,97,22,2,66
1239,Frenkie de Jong,NLD,MF,FC Barcelona,La Liga,23,1997,35.0,2598,2831,91.8,43830,11989,1212,1307,92.7,1126,1185,95.0,198,235,84.3,4,5.5,-1.5,49,227,34,2,186
1240,Luuk de Jong,NLD,FW,Sevilla FC,La Liga,29,1990,14.1,261,350,74.6,3717,383,157,188,83.5,78,117,66.7,14,20,70.0,0,1.1,-1.1,12,13,2,0,9
1241,Jony,ESP,MF,CA Osasuna,La Liga,29,1991,9.7,231,397,58.2,4799,2227,96,133,72.2,82,134,61.2,51,108,47.2,2,2.3,-0.3,22,22,33,14,51
1242,Joan Jordán,ESP,MF,Sevilla FC,La Liga,26,1994,26.7,1776,2025,87.7,36128,7596,713,782,91.2,717,790,90.8,318,399,79.7,6,2.8,+3.2,39,164,33,9,136
1243,Jorginho,ITA,MF,Chelsea FC,Premier League,28,1991,22.3,1558,1740,89.5,27960,6525,706,755,93.5,670,733,91.4,160,218,73.4,1,2.1,-1.1,24,140,20,1,115
1244,Josan,ESP,MF,Elche CF,La Liga,30,1989,21.4,608,812,74.9,10333,3453,319,369,86.4,224,279,80.3,57,119,47.9,2,1.6,+0.4,16,29,15,11,48
1245,Willian José,BRA,FW,Wolverhampton Wanderers,Premier League,28,1991,12.3,249,306,81.4,4406,570,121,140,86.4,86,101,85.1,32,39,82.1,0,0.6,-0.6,11,14,3,0,12
1246,Willian José,BRA,FW,Real Sociedad,La Liga,28,1991,7.7,186,241,77.2,3585,710,81,106,76.4,69,78,88.5,28,36,77.8,1,0.9,+0.1,7,12,6,1,19
1247,Joselu,ESP,FW,Deportivo Alavés,La Liga,30,1990,33.6,611,1027,59.5,10097,2600,343,515,66.6,181,316,57.3,71,137,51.8,3,3.0,0.0,26,66,16,3,82
1248,Josema,ESP,DF,Elche CF,La Liga,24,1996,21.8,784,1016,77.2,15253,6075,312,352,88.6,361,440,82.0,102,196,52.0,1,0.6,+0.4,6,43,8,6,35
1249,Jota,PRT,FW,Real Valladolid CF,La Liga,21,1999,7.4,,,,,,,,,,,,,,,0,,,,,,,
1250,Jota Peleteiro,ESP,MF,Deportivo Alavés,La Liga,29,1991,15.5,369,499,73.9,6969,2128,173,201,86.1,137,167,82.0,52,109,47.7,2,1.9,+0.1,16,37,18,4,49
1251,Diogo Jota,PRT,FW,Liverpool FC,Premier League,23,1996,12.4,327,451,72.5,5377,1228,180,220,81.8,112,151,74.2,30,49,61.2,0,1.6,-1.6,12,33,14,0,46
1252,Stevan Jovetic,MNE,FW,AS Monaco,Ligue 1,30,1989,8.9,269,382,70.4,4418,1312,141,171,82.5,82,116,70.7,33,60,55.0,0,0.9,-0.9,12,28,19,2,42
1253,Luka Jovic,SRB,FW,Real Madrid,La Liga,22,1997,1.7,34,41,82.9,475,43,22,23,95.7,9,13,69.2,2,2,100.0,0,0.1,-0.1,2,1,0,0,0
1254,Luka Jovic,SRB,FW,Eintracht Frankfurt,Bundesliga,22,1997,9.9,228,292,78.1,3853,899,123,152,80.9,66,91,72.5,29,34,85.3,1,0.6,+0.4,5,24,10,1,34
1255,Juanmi,ESP,FW,Real Betis Balompié,La Liga,27,1993,6.7,112,144,77.8,1461,262,76,91,83.5,25,30,83.3,5,11,45.5,0,0.1,-0.1,3,2,2,0,3
1256,Hamed Junior Traorè,CIV,FW,US Sassuolo,Serie A,20,2000,19.9,655,858,76.3,10634,2751,356,417,85.4,213,277,76.9,60,109,55.0,2,3.6,-1.6,33,53,21,0,66
1257,Vinícius Júnior,BRA,FW,Real Madrid,La Liga,20,2000,21.9,678,822,82.5,9564,2055,435,474,91.8,200,246,81.3,29,52,55.8,3,3.1,-0.1,31,19,31,9,49
1258,James Justin,ENG,DF,Leicester City,Premier League,22,1998,23.0,989,1248,79.2,16540,5520,496,557,89.0,413,497,83.1,68,140,48.6,1,1.6,-0.6,18,56,33,7,92
1259,Musa Juwara,GMB,DF,Bologna FC 1909,Serie A,18,2001,0.5,22,32,68.8,412,154,9,10,90.0,11,16,68.8,2,5,40.0,0,0.0,0.0,0,3,0,0,4
1260,Jens Jönsson,DNK,MF,Cádiz CF,La Liga,27,1993,29.1,536,700,76.6,9604,2290,254,306,83.0,215,275,78.2,58,101,57.4,0,1.7,-1.7,11,35,6,0,46
1261,Ozan Kabak,TUR,DF,Liverpool FC,Premier League,20,2000,8.9,502,554,90.6,10365,2683,167,179,93.3,258,266,97.0,76,108,70.4,0,0.2,-0.2,1,16,0,0,15
1262,Ozan Kabak,TUR,DF,FC Schalke 04,Bundesliga,20,2000,13.8,605,680,89.0,13088,3961,173,188,92.0,321,336,95.5,106,150,70.7,0,0.2,-0.2,3,44,3,0,42
1263,Abdoul Kader Bamba,FRA,FW,FC Nantes,Ligue 1,26,1994,10.2,371,494,75.1,6170,1750,202,229,88.2,127,165,77.0,33,66,50.0,1,1.8,-0.8,23,25,10,2,34
1264,Pavel Kaderabek,CZE,DF,TSG 1899 Hoffenheim,Bundesliga,28,1992,17.6,706,958,73.7,12568,4948,293,354,82.8,337,422,79.9,65,137,47.4,4,3.3,+0.7,23,55,31,15,89
1265,Tino Kadewere,ZWE,FW,Olympique Lyon,Ligue 1,24,1996,22.3,461,626,73.6,7139,1475,266,317,83.9,144,206,69.9,35,60,58.3,3,3.5,-0.5,21,14,19,5,32
1266,Damian Kadzior,POL,FW,SD Eibar,La Liga,28,1992,2.2,44,76,57.9,709,214,26,29,89.7,12,19,63.2,5,22,22.7,0,0.0,0.0,1,2,1,1,3
1267,Florian Kainz,AUT,FW,1. FC Köln,Bundesliga,27,1992,5.0,126,183,68.9,2251,899,61,68,89.7,41,65,63.1,19,41,46.3,0,1.0,-1.0,10,15,8,2,21
1268,Gaël Kakuta,COD,MF,RC Lens,Ligue 1,29,1991,26.6,853,1168,73.0,14648,4738,428,514,83.3,290,373,77.7,104,201,51.7,5,6.3,-1.3,44,97,37,6,133
1269,Sasa Kalajdzic,AUT,FW,VfB Stuttgart,Bundesliga,23,1997,23.7,470,668,70.4,6726,1065,285,368,77.4,137,195,70.3,29,49,59.2,5,3.5,+1.5,23,26,13,1,37
1270,Arnaud Kalimuendo,FRA,FW,Paris Saint-Germain,Ligue 1,18,2002,0.8,20,22,90.9,209,18,15,16,93.8,4,4,100.0,0,0,,0,0.1,-0.1,1,0,1,0,1
1271,Arnaud Kalimuendo,FRA,FW,RC Lens,Ligue 1,18,2002,13.5,229,300,76.3,3541,583,128,155,82.6,84,108,77.8,12,15,80.0,3,1.9,+1.1,13,8,11,4,13
1272,Nikola Kalinic,HRV,FW,Hellas Verona,Serie A,32,1988,11.8,162,231,70.1,2355,341,90,114,78.9,52,70,74.3,8,14,57.1,0,0.3,-0.3,7,7,5,0,14
1273,Yayah Kallon,SLE,MF,Genoa CFC,Serie A,19,2001,0.5,7,9,77.8,100,37,4,5,80.0,3,4,75.0,0,0,,0,0.0,0.0,1,0,0,0,0
1274,Samuel Kalu,NGA,FW,FC Girondins Bordeaux,Ligue 1,22,1997,10.7,230,317,72.6,3675,777,130,155,83.9,73,95,76.8,22,44,50.0,1,0.5,+0.5,8,12,6,1,22
1275,Pierre Kalulu,FRA,DF,AC Milan,Serie A,20,2000,8.1,427,499,85.6,7973,2656,165,179,92.2,221,245,90.2,33,61,54.1,1,0.4,+0.6,3,25,4,0,29
1276,Daichi Kamada,JPN,MF,Eintracht Frankfurt,Bundesliga,23,1996,26.2,751,1003,74.9,13155,3946,367,440,83.4,263,326,80.7,97,170,57.1,12,7.5,+4.5,52,76,28,5,89
1277,Aboubakar Kamara,MRT,FW,Dijon FCO,Ligue 1,25,1995,6.2,113,151,74.8,1707,323,60,72,83.3,34,47,72.3,8,17,47.1,0,0.7,-0.7,8,4,5,3,9
1278,Aboubakar Kamara,MRT,FW,Fulham FC,Premier League,25,1995,3.5,92,128,71.9,1504,409,46,57,80.7,35,41,85.4,7,21,33.3,0,0.4,-0.4,6,4,4,1,11
1279,Bingourou Kamara,SEN,GK,RC Strasbourg Alsace,Ligue 1,23,1996,8.0,166,247,67.2,5782,4212,24,24,100.0,61,62,98.4,80,160,50.0,0,0.0,0.0,0,3,0,0,0
1280,Boubacar Kamara,FRA,MF,Olympique Marseille,Ligue 1,20,1999,32.2,1769,2029,87.2,32926,9438,822,901,91.2,685,745,91.9,236,326,72.4,2,1.1,+0.9,22,163,16,0,145
1281,Hassane Kamara,CIV,DF,OGC Nice,Ligue 1,25,1994,32.9,1590,1933,82.3,28057,9068,763,853,89.4,656,756,86.8,154,263,58.6,1,2.2,-1.2,29,82,46,20,136
1282,Marcin Kaminski,POL,DF,VfB Stuttgart,Bundesliga,28,1992,2.4,188,213,88.3,3963,1522,49,53,92.5,110,116,94.8,28,38,73.7,0,0.2,-0.2,2,27,3,2,33
1283,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,29,1990,21.5,1284,1429,89.9,22654,4772,553,586,94.4,564,606,93.1,135,182,74.2,1,1.9,-0.9,16,116,17,1,102
1284,Harry Kane,ENG,FW,Tottenham Hotspur,Premier League,27,1993,34.2,657,937,70.1,12519,3835,300,385,77.9,236,316,74.7,102,170,60.0,14,7.4,+6.6,48,98,41,7,125
1285,Wilfried Kanga,FRA,FW,SCO Angers,Ligue 1,22,1998,1.5,14,17,82.4,189,21,8,8,100.0,5,8,62.5,0,0,,0,0.0,0.0,0,1,0,0,1
1286,Kang-in Lee,KOR,FW,Valencia CF,La Liga,19,2001,14.0,442,545,81.1,8476,1953,209,229,91.3,162,187,86.6,64,111,57.7,4,2.5,+1.5,20,47,17,1,63
1287,N'Golo Kanté,FRA,MF,Chelsea FC,Premier League,29,1991,23.8,1302,1504,86.6,23870,5264,537,604,88.9,609,669,91.0,133,180,73.9,2,1.1,+0.9,21,99,12,1,101
1288,Jimmy Kaparos,DEU,MF,FC Schalke 04,Bundesliga,18,2001,0.2,2,2,100.0,33,19,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
1289,Yann Karamoh,FRA,FW,Parma Calcio 1913,Serie A,22,1998,14.4,287,372,77.2,4579,1001,162,188,86.2,87,114,76.3,26,41,63.4,1,2.0,-1.0,17,22,16,3,33
1290,Isaac Karamoko,FRA,DF,US Sassuolo,Serie A,18,2002,0.0,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
1291,Atakan Karazor,DEU,DF,VfB Stuttgart,Bundesliga,23,1996,11.5,615,705,87.2,11185,3469,240,266,90.2,299,324,92.3,60,90,66.7,0,0.1,-0.1,2,24,1,0,29
1292,Augustus Kargbo,SLE,FW,FC Crotone,Serie A,20,1999,0.4,6,9,66.7,75,9,4,5,80.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
1293,Loris Karius,DEU,GK,1.FC Union Berlin,Bundesliga,27,1993,3.2,58,95,61.1,2118,1579,7,7,100.0,20,20,100.0,31,68,45.6,0,0.0,0.0,0,4,0,0,0
1294,Rick Karsdorp,NLD,DF,AS Roma,Serie A,25,1995,28.3,1131,1349,83.8,21319,6038,430,489,87.9,584,649,90.0,111,176,63.1,6,5.1,+0.9,26,66,40,9,113
1295,Noah Katterbach,DEU,DF,1. FC Köln,Bundesliga,19,2001,12.3,515,669,77.0,9114,4108,233,265,87.9,218,268,81.3,52,106,49.1,0,1.2,-1.2,12,38,11,7,54
1296,Eiji Kawashima,JPN,GK,RC Strasbourg Alsace,Ligue 1,37,1983,24.0,487,715,68.1,18497,13412,51,51,100.0,181,181,100.0,252,478,52.7,0,0.0,0.0,0,9,1,0,0
1297,Moise Kean,ITA,FW,Everton FC,Premier League,20,2000,0.2,7,9,77.8,124,0,2,3,66.7,4,4,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
1298,Moise Kean,ITA,FW,Paris Saint-Germain,Ligue 1,20,2000,18.9,253,315,80.3,3448,481,157,186,84.4,55,73,75.3,16,19,84.2,0,0.9,-0.9,7,6,7,0,19
1299,Michael Keane,ENG,DF,Everton FC,Premier League,27,1993,33.2,1631,1835,88.9,37031,11779,355,391,90.8,939,989,94.9,307,414,74.2,1,1.1,-0.1,8,104,6,0,87
1300,Neeskens Kebano,COD,FW,Fulham FC,Premier League,28,1992,1.3,33,42,78.6,409,99,25,25,100.0,6,11,54.5,1,3,33.3,0,0.0,0.0,0,1,0,0,2
1301,Thilo Kehrer,DEU,DF,Paris Saint-Germain,Ligue 1,23,1996,18.0,1164,1250,93.1,20023,6336,515,545,94.5,560,587,95.4,78,97,80.4,0,0.7,-0.7,3,42,5,1,48
1302,Habib Keïta,MLI,MF,Olympique Lyon,Ligue 1,18,2002,0.1,3,3,100.0,54,16,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,1,0,1
1303,Naby Keïta,GIN,MF,Liverpool FC,Premier League,25,1995,5.8,311,356,87.4,5328,1190,143,166,86.1,133,141,94.3,27,35,77.1,0,0.8,-0.8,6,31,10,1,32
1304,Yannik Keitel,DEU,MF,SC Freiburg,Bundesliga,20,2000,5.5,159,197,80.7,2820,659,75,93,80.6,64,73,87.7,17,22,77.3,0,0.2,-0.2,3,11,3,0,19
1305,Caoimhin Kelleher,IRL,GK,Liverpool FC,Premier League,21,1998,2.0,51,62,82.3,1459,732,6,6,100.0,26,26,100.0,19,30,63.3,0,0.0,0.0,0,0,0,0,0
1306,Stephane Paul Keller,CMR,DF,Deportivo Alavés,La Liga,18,2001,0.2,11,13,84.6,281,66,2,3,66.7,6,6,100.0,3,4,75.0,0,0.0,0.0,0,0,0,0,0
1307,Martin Kelly,ENG,DF,Crystal Palace,Premier League,30,1990,0.0,2,2,100.0,28,5,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
1308,Marc Oliver Kempf,DEU,DF,VfB Stuttgart,Bundesliga,25,1995,30.3,1543,1867,82.6,31954,12272,525,577,91.0,759,860,88.3,242,387,62.5,1,0.4,+0.6,11,167,21,2,162
1309,Kenedy,BRA,FW,Granada CF,La Liga,24,1996,16.3,211,330,63.9,3853,1483,105,125,84.0,65,99,65.7,32,84,38.1,3,2.6,+0.4,17,18,11,5,23
1310,Jonjoe Kenny,ENG,DF,Everton FC,Premier League,23,1997,0.9,47,61,77.0,783,221,28,29,96.6,13,20,65.0,6,8,75.0,0,0.0,0.0,0,3,1,0,4
1311,Franck Kessié,CIV,MF,AC Milan,Serie A,23,1996,35.8,1816,2043,88.9,35370,8180,670,737,90.9,882,951,92.7,242,311,77.8,4,2.8,+1.2,30,177,27,3,123
1312,Reda Khadra,DEU,FW,Brighton & Hove Albion,Premier League,19,2001,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
1313,Omar Khailoti,ITA,DF,Bologna FC 1909,Serie A,18,2001,0.3,19,21,90.5,308,77,10,12,83.3,6,6,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,2
1314,Saîf-Eddine Khaoui,TUN,FW,Olympique Marseille,Ligue 1,25,1995,6.7,181,255,71.0,3094,1310,87,107,81.3,70,94,74.5,19,39,48.7,1,0.2,+0.8,3,17,5,1,24
1315,Wahbi Khazri,TUN,FW,AS Saint-Étienne,Ligue 1,29,1991,13.1,261,383,68.1,4858,1462,128,169,75.7,80,106,75.5,40,80,50.0,1,1.5,-0.5,20,36,15,2,43
1316,Rani Khedira,DEU,MF,FC Augsburg,Bundesliga,26,1994,20.2,494,671,73.6,8873,2189,209,257,81.3,207,266,77.8,58,105,55.2,0,0.2,-0.2,7,28,12,3,43
1317,Sami Khedira,DEU,MF,Hertha BSC,Bundesliga,33,1987,4.4,184,222,82.9,3476,737,64,76,84.2,94,107,87.9,22,32,68.8,1,0.5,+0.5,3,6,2,0,15
1318,Kike García,ESP,FW,SD Eibar,La Liga,30,1989,34.3,624,923,67.6,8947,1137,374,473,79.1,177,276,64.1,38,88,43.2,2,2.1,-0.1,25,30,10,5,31
1319,Luca Kilian,DEU,DF,1.FSV Mainz 05,Bundesliga,20,1999,4.2,193,222,86.9,4430,1057,42,45,93.3,111,119,93.3,38,53,71.7,0,0.0,0.0,1,6,1,0,10
1320,Max Kilman,ENG,DF,Wolverhampton Wanderers,Premier League,23,1997,14.6,648,731,88.6,12284,4172,245,258,95.0,337,361,93.4,62,104,59.6,1,0.5,+0.5,4,52,2,0,40
1321,Joshua Kimmich,DEU,MF,Bayern Munich,Bundesliga,25,1995,24.4,1790,2131,84.0,39402,11583,590,646,91.3,799,881,90.7,375,561,66.8,10,6.6,+3.4,67,214,58,8,230
1322,Presnel Kimpembe,FRA,DF,Paris Saint-Germain,Ligue 1,24,1995,25.6,1850,1927,96.0,34468,10861,761,776,98.1,876,901,97.2,195,221,88.2,0,0.3,-0.3,4,120,3,0,85
1323,Joshua King,NOR,MF,Everton FC,Premier League,28,1992,1.6,34,48,70.8,561,108,16,23,69.6,15,18,83.3,3,4,75.0,0,0.0,0.0,0,0,1,0,4
1324,Georgios Kyriakopoulos,GRC,DF,US Sassuolo,Serie A,24,1996,16.2,844,1013,83.3,13865,4578,418,455,91.9,360,412,87.4,54,107,50.5,0,1.2,-1.2,14,41,15,7,55
1325,Simon Kjaer,DNK,DF,AC Milan,Serie A,31,1989,26.6,1289,1459,88.3,29456,8779,316,342,92.4,683,716,95.4,276,374,73.8,2,1.0,+1.0,4,69,1,0,72
1326,Davy Klaassen,NLD,MF,SV Werder Bremen,Bundesliga,27,1993,2.5,44,64,68.8,684,215,19,26,73.1,23,28,82.1,1,6,16.7,0,0.0,0.0,0,4,1,0,5
1327,Felix Klaus,DEU,DF,VfL Wolfsburg,Bundesliga,27,1992,1.5,58,72,80.6,1043,197,27,32,84.4,21,25,84.0,8,10,80.0,0,0.0,0.0,0,2,0,0,4
1328,João Klauss,BRA,FW,TSG 1899 Hoffenheim,Bundesliga,23,1997,0.6,18,22,81.8,245,100,13,14,92.9,4,5,80.0,1,2,50.0,0,0.3,-0.3,2,1,2,0,4
1329,Ragnar Klavan,EST,DF,Cagliari Calcio,Serie A,34,1985,8.6,338,395,85.6,7232,2207,99,116,85.3,176,189,93.1,59,82,72.0,0,0.0,0.0,0,21,1,0,17
1330,Philipp Klement,DEU,MF,VfB Stuttgart,Bundesliga,27,1992,4.7,285,346,82.4,5621,1697,118,126,93.7,114,126,90.5,47,80,58.8,2,1.7,+0.3,17,27,9,1,21
