Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,TklPl,TklW,TkDef3rd,TkMid3rd,TkAtt3rd,TklDr,TklDrAtt,TklDr%,DrPast,PressAtt,PressSucc,Press%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlocksSh,BlocksSoT,BlocksPass,Int,Tkl+Int,Clr,ErrSh
2619,Charles Traoré,MLI,DF,FC Nantes,Ligue 1,28,1992,18.9,62,37,33,23,6,27,55,49.1,28,334,131,39.2,163,134,37,46,6,0,40,25,87,87,1
2620,Cheick Traoré,MLI,DF,RC Lens,Ligue 1,25,1995,0.4,2,1,1,1,0,2,3,66.7,1,6,1,16.7,3,3,0,2,0,0,2,2,4,3,0
2621,Hamari Traoré,MLI,DF,Stade Rennais FC,Ligue 1,28,1992,33.3,74,44,29,36,9,27,74,36.5,47,391,137,35.0,150,159,82,61,4,0,57,61,135,66,1
2622,Ibrahima Traoré,GIN,FW,Borussia Mönchengladbach,Bundesliga,32,1988,1.1,2,1,1,1,0,1,3,33.3,2,22,8,36.4,5,10,7,2,0,0,2,0,2,0,0
2623,Ismaël Traoré,CIV,DF,SCO Angers,Ligue 1,33,1986,33.3,48,33,30,15,3,17,35,48.6,18,314,112,35.7,208,90,16,43,17,0,26,42,90,148,1
2624,Kevin Trapp,DEU,GK,Eintracht Frankfurt,Bundesliga,30,1990,33.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,1,1,2,3
2625,Miguel Trauco,PER,DF,AS Saint-Étienne,Ligue 1,27,1992,22.6,49,28,31,13,5,23,50,46.0,27,286,102,35.7,128,106,52,33,5,0,28,40,89,61,0
2626,Trezeguet,EGY,FW,Aston Villa,Premier League,25,1994,13.0,32,18,13,12,7,11,38,28.9,27,304,67,22.0,91,119,94,27,1,0,26,11,43,16,0
2627,Manu Trigueros,ESP,MF,Villarreal CF,La Liga,28,1991,28.1,59,35,30,23,6,16,73,21.9,57,594,136,22.9,206,278,110,38,3,0,35,15,74,21,0
2628,Christopher Trimmel,AUT,DF,1.FC Union Berlin,Bundesliga,33,1987,28.6,58,33,40,14,4,22,50,44.0,28,331,108,32.6,164,126,41,46,9,0,37,58,116,91,0
2629,Francisco Trincão,PRT,FW,FC Barcelona,La Liga,20,1999,7.8,7,4,1,4,2,1,6,16.7,5,121,26,21.5,23,52,46,3,1,0,2,4,11,2,0
2630,Alessandro Tripaldelli,ITA,DF,Cagliari Calcio,Serie A,21,1999,3.3,11,4,7,3,1,4,6,66.7,2,60,13,21.7,27,25,8,7,0,0,7,4,15,11,0
2631,Kieran Trippier,ENG,DF,Atlético de Madrid,La Liga,29,1990,27.5,66,37,39,17,10,25,57,43.9,32,341,110,32.3,147,136,58,51,5,0,46,38,104,63,1
2632,Leandro Trossard,BEL,FW,Brighton & Hove Albion,Premier League,25,1994,29.0,27,20,7,16,4,6,31,19.4,25,425,131,30.8,104,173,148,41,4,0,37,24,51,5,0
2633,Alexis Trouillet,FRA,MF,OGC Nice,Ligue 1,19,2000,1.2,6,4,1,5,0,3,4,75.0,1,22,6,27.3,3,16,3,1,0,0,1,1,7,0,0
2634,Adrien Truffert,FRA,DF,Stade Rennais FC,Ligue 1,18,2001,21.7,39,22,17,14,8,12,30,40.0,18,309,89,28.8,111,119,79,47,5,0,42,18,57,52,2
2635,Marvin Tshibuabua,FRA,DF,AS Saint-Étienne,Ligue 1,18,2002,0.5,1,0,1,0,0,0,0,,0,4,2,50.0,3,1,0,3,0,0,3,1,2,2,0
2636,Konstantinos Tsimikas,GRC,DF,Liverpool FC,Premier League,24,1996,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,2,2,0,0,0,0,0,0,0,0
2637,Axel Tuanzebe,ENG,DF,Manchester United,Premier League,22,1997,4.5,10,5,5,4,1,6,8,75.0,2,58,16,27.6,36,19,3,14,7,0,7,4,14,19,1
2638,Alessandro Tuia,ITA,DF,Benevento Calcio,Serie A,30,1990,19.6,53,30,46,5,2,19,30,63.3,11,234,86,36.8,178,50,6,26,8,0,18,30,83,101,1
2639,Lubomir Tupta,SVK,MF,Hellas Verona,Serie A,22,1998,0.6,0,0,0,0,0,0,0,,0,5,2,40.0,0,3,2,0,0,0,0,0,0,0,0
2640,Tuta,BRA,DF,Eintracht Frankfurt,Bundesliga,21,1999,16.2,32,14,18,13,1,12,38,31.6,26,230,68,29.6,112,93,25,32,3,0,29,31,63,71,1
2641,Destiny Udogie,ITA,DF,Hellas Verona,Serie A,17,2002,1.9,6,4,4,1,1,2,3,66.7,1,37,13,35.1,16,16,5,4,1,0,3,3,9,7,0
2642,Matthieu Udol,FRA,DF,FC Metz,Ligue 1,24,1996,19.2,38,27,20,14,4,10,37,27.0,27,267,96,36.0,117,103,47,52,5,0,47,36,74,40,0
2643,Naomichi Ueda,JPN,DF,Nîmes Olympique,Ligue 1,25,1994,7.9,6,2,4,1,1,3,7,42.9,4,41,14,34.1,28,12,1,12,7,0,5,9,15,54,0
2644,Lesley Ugochukwu,FRA,MF,Stade Rennais FC,Ligue 1,16,2004,0.7,2,2,0,2,0,1,2,50.0,1,20,7,35.0,10,10,0,1,0,0,1,1,3,0,0
2645,Ui-jo Hwang,KOR,FW,FC Girondins Bordeaux,Ligue 1,27,1992,27.8,6,3,4,2,0,4,28,14.3,24,352,97,27.6,40,174,138,20,4,0,16,11,17,14,0
2646,Samir Ujkani,XXK,GK,Torino FC,Serie A,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2647,Samuel Umtiti,FRA,DF,FC Barcelona,La Liga,26,1993,7.2,8,5,4,4,0,3,5,60.0,2,64,23,35.9,22,39,3,12,6,0,6,12,20,27,0
2648,Enes Ünal,TUR,FW,Getafe CF,La Liga,23,1997,14.6,10,7,2,6,2,1,10,10.0,9,321,73,22.7,22,168,131,18,1,0,17,3,13,13,0
2649,Cengiz Ünder,TUR,MF,Leicester City,Premier League,23,1997,3.1,3,3,0,2,1,1,5,20.0,4,44,15,34.1,11,18,15,5,0,0,5,3,6,0,0
2650,Dayot Upamecano,FRA,DF,RB Leipzig,Bundesliga,21,1998,25.9,51,31,30,20,1,14,26,53.8,12,287,114,39.7,130,144,13,40,14,0,26,37,88,95,0
2651,Kacper Urbanski,POL,MF,Bologna FC 1909,Serie A,15,2004,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2652,Mark Uth,DEU,FW,FC Schalke 04,Bundesliga,28,1991,16.6,27,19,14,7,6,5,26,19.2,21,325,85,26.2,72,169,84,18,0,0,18,14,41,6,1
2653,Tomas Vaclík,CZE,GK,Sevilla FC,La Liga,31,1989,5.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
2654,Eugeni Valderrama,ESP,FW,SD Huesca,La Liga,26,1994,1.3,2,1,1,0,1,0,3,0.0,3,18,6,33.3,6,7,5,2,0,0,2,3,5,3,1
2655,Lautaro Valenti,ARG,DF,Parma Calcio 1913,Serie A,21,1999,5.5,10,5,7,2,1,4,11,36.4,7,93,32,34.4,57,31,5,8,3,0,5,15,25,31,0
2656,Antoine Valério,FRA,MF,Nîmes Olympique,Ligue 1,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,38,5,13.2,18,20,0,1,0,0,1,2,2,0,0
2657,Borja Valero,ESP,MF,ACF Fiorentina,Serie A,35,1985,5.5,12,7,7,5,0,3,12,25.0,9,121,30,24.8,44,59,18,4,1,0,3,7,19,1,0
2658,Yan Valery,FRA,DF,Southampton FC,Premier League,21,1999,1.1,3,2,1,2,0,0,4,0.0,4,32,9,28.1,13,11,8,5,0,0,5,3,6,5,0
2659,Jesús Vallejo,ESP,DF,Granada CF,La Liga,23,1997,15.0,17,8,11,6,0,6,21,28.6,15,148,42,28.4,79,63,6,35,12,1,23,10,27,86,0
2660,Manu Vallejo,ESP,FW,Valencia CF,La Liga,23,1997,10.6,20,9,6,8,6,6,19,31.6,13,269,54,20.1,60,122,87,12,1,0,11,6,26,3,0
2661,Fede Valverde,URY,MF,Real Madrid,La Liga,22,1998,14.8,27,19,9,9,9,8,29,27.6,21,257,69,26.8,56,121,80,19,3,0,16,22,49,8,0
2662,Raphaël Varane,FRA,DF,Real Madrid,La Liga,27,1993,30.2,25,12,17,7,1,12,21,57.1,9,182,58,31.9,96,75,11,42,20,0,22,36,61,146,0
2663,Jamie Vardy,ENG,FW,Leicester City,Premier League,33,1987,31.6,15,8,3,5,7,3,15,20.0,12,295,79,26.8,14,102,179,16,5,0,11,8,23,29,0
2664,Rubén Vargas,CHE,MF,FC Augsburg,Bundesliga,21,1998,17.9,23,13,8,13,2,4,21,19.0,17,267,89,33.3,68,123,76,39,3,0,36,28,51,20,1
2665,Denis Vavro,SVK,DF,SS Lazio,Serie A,24,1996,0.4,0,0,0,0,0,0,1,0.0,1,4,2,50.0,3,1,0,0,0,0,0,0,0,3,0
2666,Denis Vavro,SVK,DF,SD Huesca,La Liga,24,1996,6.8,8,1,2,6,0,3,6,50.0,3,50,12,24.0,22,27,1,4,1,0,3,13,21,34,0
2667,Franco Vázquez,ARG,FW,Sevilla FC,La Liga,31,1989,1.8,4,3,0,2,2,1,6,16.7,5,36,11,30.6,9,20,7,3,1,0,2,0,4,3,0
2668,Kevin Vázquez,ESP,DF,Celta de Vigo,La Liga,27,1993,6.2,15,12,8,5,2,3,10,30.0,7,108,29,26.9,61,33,14,21,1,0,20,11,26,18,0
2669,Lucas Vázquez,ESP,DF,Real Madrid,La Liga,29,1991,20.5,66,43,35,21,10,14,40,35.0,26,394,128,32.5,143,168,83,35,2,0,33,15,81,27,0
2670,Matías Vecino,URY,MF,Inter Milan,Serie A,28,1991,3.1,3,1,0,1,2,2,6,33.3,4,51,10,19.6,20,20,11,8,1,0,7,4,7,2,0
2671,Koke Vegas,ESP,GK,Levante UD,La Liga,24,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2672,Gabriel Veiga,ESP,MF,Celta de Vigo,La Liga,18,2002,1.3,3,1,1,2,0,1,4,25.0,3,36,11,30.6,10,20,6,3,0,0,3,0,3,0,0
2673,Milos Veljkovic,SRB,DF,SV Werder Bremen,Bundesliga,24,1995,19.1,18,16,15,2,1,6,32,18.8,26,199,65,32.7,123,65,11,42,13,0,29,31,49,127,0
2674,Miguel Veloso,PRT,MF,Hellas Verona,Serie A,34,1986,14.6,29,15,10,15,4,15,38,39.5,23,251,68,27.1,75,155,21,25,2,0,23,15,44,40,0
2675,Joël Veltman,NLD,DF,Brighton & Hove Albion,Premier League,28,1992,25.3,77,41,47,22,8,33,63,52.4,30,312,92,29.5,141,122,49,35,4,0,31,35,112,84,0
2676,Unai Vencedor,ESP,MF,Athletic Bilbao,La Liga,19,2000,18.9,38,29,15,18,5,10,41,24.4,31,331,91,27.5,104,183,44,31,6,0,25,16,54,19,0
2677,Lorenzo Venuti,ITA,DF,ACF Fiorentina,Serie A,25,1995,19.5,30,18,16,9,5,12,30,40.0,18,209,60,28.7,80,86,43,32,5,1,27,16,46,23,0
2678,Daniele Verde,ITA,FW,Spezia Calcio,Serie A,24,1996,10.9,4,3,2,1,1,3,11,27.3,8,82,25,30.5,13,28,41,11,0,0,11,8,12,8,0
2679,Simone Verdi,ITA,MF,Torino FC,Serie A,28,1992,18.0,22,15,9,10,3,9,24,37.5,15,267,70,26.2,89,108,70,10,0,0,10,13,35,5,0
2680,Gonzalo Verdú,ESP,DF,Elche CF,La Liga,31,1988,32.7,37,24,30,7,0,12,32,37.5,20,263,109,41.4,176,73,14,52,31,1,21,43,80,170,1
2681,Jordan Veretout,FRA,MF,AS Roma,Serie A,27,1993,22.8,27,24,10,15,2,6,34,17.6,28,352,92,26.1,86,197,69,23,4,0,19,12,39,21,3
2682,Edoardo Vergani,ITA,FW,Bologna FC 1909,Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,4,3,75.0,0,1,3,0,0,0,0,0,0,0,0
2683,Marco Verratti,ITA,MF,Paris Saint-Germain,Ligue 1,27,1992,16.6,51,33,19,25,7,17,62,27.4,45,319,105,32.9,96,143,80,29,4,0,25,21,72,9,0
2684,Valerio Verre,ITA,MF,UC Sampdoria,Serie A,26,1994,11.1,14,9,2,8,4,4,19,21.1,15,240,62,25.8,37,120,83,17,1,0,16,9,23,7,1
2685,Mikel Vesga,ESP,MF,Athletic Bilbao,La Liga,27,1993,19.1,34,26,11,19,4,11,43,25.6,32,413,84,20.3,117,239,57,34,8,0,26,24,58,47,0
2686,Jannik Vestergaard,DNK,DF,Southampton FC,Premier League,27,1992,28.6,61,37,41,17,3,31,54,57.4,23,215,86,40.0,143,62,10,38,19,0,19,37,98,159,0
2687,Rúben Vezo,PRT,DF,Levante UD,La Liga,26,1994,25.7,41,24,31,8,2,12,29,41.4,17,202,66,32.7,117,68,17,40,15,1,25,35,76,142,3
2688,Guglielmo Vicario,ITA,GK,Cagliari Calcio,Serie A,23,1996,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2689,Iñigo Vicente,ESP,FW,Athletic Bilbao,La Liga,22,1998,0.6,1,1,1,0,0,1,1,100.0,0,6,4,66.7,4,0,2,0,0,0,0,0,1,0,0
2690,Fede Vico,ESP,MF,Granada CF,La Liga,26,1994,8.5,16,10,10,5,1,5,13,38.5,8,184,43,23.4,41,100,43,16,2,0,14,15,31,2,0
2691,Aleix Vidal,ESP,DF,Sevilla FC,La Liga,30,1989,6.6,14,11,7,6,1,5,11,45.5,6,82,29,35.4,30,42,10,16,1,0,15,10,24,17,0
2692,Arturo Vidal,CHL,MF,Inter Milan,Serie A,33,1987,12.6,32,23,14,12,6,12,38,31.6,26,290,80,27.6,112,139,39,29,3,0,26,18,50,11,0
2693,Clément Vidal,FRA,DF,Montpellier HSC,Ligue 1,20,2000,1.0,2,1,1,1,0,2,4,50.0,2,12,2,16.7,5,7,0,5,5,0,0,0,2,5,0
2694,Nacho Vidal,ESP,DF,CA Osasuna,La Liga,25,1995,26.1,64,30,35,24,5,21,37,56.8,16,343,102,29.7,159,120,64,70,11,0,59,46,110,98,0
2695,Ronaldo Vieira,GNB,MF,Hellas Verona,Serie A,22,1998,2.5,4,1,1,2,1,0,2,0.0,2,44,11,25.0,11,26,7,7,5,0,2,0,4,3,0
2696,Luca Vignali,ITA,DF,Spezia Calcio,Serie A,24,1996,17.7,18,10,11,6,1,6,29,20.7,23,211,71,33.6,96,84,31,33,5,0,28,44,62,32,1
2697,Emanuel Vignato,ITA,FW,Bologna FC 1909,Serie A,19,2000,13.4,19,11,10,6,3,4,19,21.1,15,259,59,22.8,59,130,70,8,1,0,7,12,31,11,0
2698,Toni Villa,ESP,MF,Real Valladolid CF,La Liga,25,1995,10.8,26,19,10,11,5,11,41,26.8,30,266,78,29.3,62,138,66,16,0,0,16,7,33,4,0
2699,Asier Villalibre,ESP,FW,Athletic Bilbao,La Liga,22,1997,17.7,5,4,0,4,1,1,4,25.0,3,222,53,23.9,6,99,117,5,1,0,4,3,8,14,0
2700,Gonzalo Villar,ESP,MF,AS Roma,Serie A,22,1998,20.7,51,32,14,28,9,13,55,23.6,42,396,115,29.0,106,221,69,25,3,0,22,21,72,21,0
2701,Iván Villar,ESP,GK,Celta de Vigo,La Liga,23,1997,19.8,0,0,0,0,0,0,1,0.0,1,2,0,0.0,2,0,0,1,0,0,1,0,0,0,0
2702,Rúben Vinagre,PRT,DF,Wolverhampton Wanderers,Premier League,21,1999,1.9,5,3,3,2,0,2,5,40.0,3,26,5,19.2,13,9,4,4,0,0,4,1,6,6,0
2703,Carlos Vinícius,BRA,FW,Tottenham Hotspur,Premier League,25,1995,3.4,1,0,1,0,0,1,1,100.0,0,51,14,27.5,4,21,26,2,0,0,2,1,2,5,0
2704,Nicolas Viola,ITA,MF,Benevento Calcio,Serie A,30,1989,11.5,16,10,1,11,4,3,22,13.6,19,172,42,24.4,57,90,25,12,3,0,9,16,32,8,0
2705,João Virgínia,PRT,GK,Everton FC,Premier League,20,1999,0.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2706,Vitinha,PRT,MF,Wolverhampton Wanderers,Premier League,20,2000,5.8,10,7,3,6,1,0,7,0.0,7,127,41,32.3,30,76,21,3,0,0,3,4,14,2,0
2707,Vitolo,ESP,MF,Atlético de Madrid,La Liga,30,1989,3.3,3,3,1,0,2,1,7,14.3,6,46,12,26.1,8,19,19,6,0,0,6,1,4,1,0
2708,Dusan Vlahovic,SRB,FW,ACF Fiorentina,Serie A,20,2000,32.5,9,5,4,2,3,4,14,28.6,10,421,95,22.6,31,185,205,19,7,0,12,12,21,13,0
2709,Michel Vlap,NLD,MF,Arminia Bielefeld,Bundesliga,23,1997,4.1,1,1,0,1,0,0,8,0.0,8,99,18,18.2,14,54,31,5,0,0,5,4,5,3,0
2710,Andreas Voglsammer,DEU,FW,Arminia Bielefeld,Bundesliga,28,1992,11.1,11,9,6,3,2,3,19,15.8,16,184,50,27.2,26,97,61,15,1,0,14,5,16,10,0
2711,Kevin Vogt,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,28,1991,20.5,26,17,18,8,0,11,21,52.4,10,165,61,37.0,96,64,5,24,11,1,13,11,37,89,1
2712,Mërgim Vojvoda,XXK,DF,Torino FC,Serie A,25,1995,15.1,26,13,22,4,0,10,23,43.5,13,198,43,21.7,96,69,33,31,3,1,28,18,44,36,2
2713,Jake Vokins,ENG,DF,Southampton FC,Premier League,20,2000,0.7,0,0,0,0,0,0,1,0.0,1,10,2,20.0,6,4,0,0,0,0,0,0,0,1,0
2714,Kevin Volland,DEU,FW,AS Monaco,Ligue 1,28,1992,30.8,41,28,14,17,10,7,34,20.6,27,506,138,27.3,46,271,189,24,2,0,22,6,47,7,1
2715,Stefan de Vrij,NLD,DF,Inter Milan,Serie A,28,1992,30.4,31,16,21,9,1,8,15,53.3,7,223,72,32.3,126,88,9,35,19,0,16,40,71,125,0
2716,Giacomo Vrioni,ALB,MF,Juventus FC,Serie A,21,1998,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0
2717,Sime Vrsaljko,HRV,DF,Atlético de Madrid,La Liga,28,1992,5.8,18,13,11,7,0,7,12,58.3,5,67,19,28.4,38,24,5,11,0,0,11,6,24,18,0
2718,Nikola Vukcevic,MNE,MF,Levante UD,La Liga,28,1991,9.0,13,7,5,7,1,3,15,20.0,12,110,29,26.4,32,68,10,13,6,0,7,5,18,22,0
2719,Milos Vulic,SRB,MF,FC Crotone,Serie A,23,1996,14.5,23,11,12,3,8,7,16,43.8,9,179,45,25.1,59,76,44,14,1,0,13,9,32,11,1
2720,Matej Vydra,CZE,FW,Burnley FC,Premier League,28,1992,15.2,9,6,3,3,3,1,9,11.1,8,281,79,28.1,11,103,167,15,1,0,14,5,14,7,0
2721,Franklin Wadja,CMR,MF,FC Lorient,Ligue 1,25,1995,0.4,3,1,1,1,1,1,1,100.0,0,12,5,41.7,2,6,4,2,0,0,2,0,3,1,0
2722,Walace,BRA,MF,Udinese Calcio,Serie A,25,1995,22.8,61,45,36,21,4,24,81,29.6,57,432,140,32.4,222,169,41,45,5,0,40,41,102,27,1
2723,Theo Walcott,ENG,MF,Southampton FC,Premier League,31,1989,18.0,29,18,12,12,5,11,41,26.8,30,340,101,29.7,93,148,99,23,1,0,22,9,38,6,0
2724,Theo Walcott,ENG,FW,Everton FC,Premier League,31,1989,0.1,0,0,0,0,0,0,0,,0,5,1,20.0,3,2,0,0,0,0,0,0,0,0,0
2725,Kyle Walker,ENG,DF,Manchester City,Premier League,30,1990,21.6,37,27,19,14,4,19,35,54.3,16,236,78,33.1,88,112,36,29,7,0,22,15,52,38,0
2726,Kyle Walker-Peters,ENG,DF,Southampton FC,Premier League,23,1997,29.4,83,43,57,23,3,26,57,45.6,31,421,126,29.9,220,159,42,70,15,0,55,40,123,68,1
2727,Sebastian Walukiewicz,POL,DF,Cagliari Calcio,Serie A,20,2000,18.0,31,14,20,8,3,16,34,47.1,18,205,68,33.2,121,70,14,33,17,0,16,22,53,72,0
2728,Silas Katompa Mvumpa,COD,DF,VfB Stuttgart,Bundesliga,21,1998,21.3,50,30,28,16,6,21,47,44.7,26,313,90,28.8,93,129,91,39,2,0,37,23,73,13,1
2729,Aaron Wan-Bissaka,ENG,DF,Manchester United,Premier League,22,1997,34.0,97,52,60,30,7,21,40,52.5,19,434,140,32.3,195,169,70,113,17,0,96,66,163,108,0
2730,Joel Ward,ENG,DF,Crystal Palace,Premier League,30,1989,25.1,46,26,35,11,0,19,39,48.7,20,356,92,25.8,203,109,44,49,9,0,40,52,98,115,1
2731,James Ward-Prowse,ENG,MF,Southampton FC,Premier League,25,1994,38.0,84,57,34,43,7,29,74,39.2,45,630,207,32.9,220,324,86,71,5,0,66,44,128,76,0
2732,Daniel Wass,DNK,MF,Valencia CF,La Liga,31,1989,33.1,54,35,20,32,2,14,52,26.9,38,346,94,27.2,134,163,49,59,15,1,44,29,83,73,0
2733,Ollie Watkins,ENG,FW,Aston Villa,Premier League,24,1995,37.0,35,22,5,18,12,10,30,33.3,20,626,166,26.5,36,246,344,19,3,0,16,12,47,25,0
2734,Caleb Watts,AUS,MF,Southampton FC,Premier League,18,2002,0.4,2,1,2,0,0,2,5,40.0,3,20,7,35.0,9,8,3,3,0,0,3,0,2,0,0
2735,Timothy Weah,USA,FW,LOSC Lille,Ligue 1,20,2000,9.8,19,12,3,12,4,5,15,33.3,10,172,44,25.6,37,82,53,6,0,0,6,4,23,7,0
2736,Adam Webster,ENG,DF,Brighton & Hove Albion,Premier League,25,1995,28.8,30,21,18,10,2,14,32,43.8,18,214,87,40.7,97,93,24,51,21,1,30,40,70,123,0
2737,Wout Weghorst,NLD,FW,VfL Wolfsburg,Bundesliga,27,1992,32.7,13,12,2,7,4,4,16,25.0,12,581,176,30.3,27,216,338,20,5,0,15,6,19,25,1
2738,Mitchell Weiser,DEU,DF,Bayer 04 Leverkusen,Bundesliga,26,1994,2.5,4,2,1,2,1,2,5,40.0,3,47,18,38.3,15,23,9,2,0,0,2,2,6,8,0
2739,Shon Weissman,ISR,FW,Real Valladolid CF,La Liga,24,1996,23.7,11,9,4,4,3,6,20,30.0,14,434,110,25.3,38,177,219,24,5,0,19,6,17,6,0
2740,Danny Welbeck,ENG,FW,Brighton & Hove Albion,Premier League,29,1990,17.2,12,8,3,6,3,4,15,26.7,11,255,61,23.9,43,99,113,23,3,0,20,5,17,11,0
2741,Wendell,BRA,DF,Bayer 04 Leverkusen,Bundesliga,27,1993,16.2,54,30,27,17,10,14,43,32.6,29,241,90,37.3,101,101,39,35,3,1,32,40,94,53,0
2742,Oscar Wendt,SWE,DF,Borussia Mönchengladbach,Bundesliga,34,1985,13.9,15,5,5,8,2,4,13,30.8,9,96,33,34.4,34,44,18,31,6,0,25,15,30,37,0
2743,Timo Werner,DEU,FW,Chelsea FC,Premier League,24,1996,28.9,28,18,9,14,5,10,42,23.8,32,380,111,29.2,68,155,157,24,1,0,23,6,34,4,0
2744,Ashley Westwood,ENG,MF,Burnley FC,Premier League,30,1990,37.9,25,14,9,12,4,5,40,12.5,35,492,133,27.0,155,265,72,50,10,0,40,48,73,49,0
2745,Ben White,ENG,DF,Brighton & Hove Albion,Premier League,22,1997,35.5,56,33,28,24,4,24,64,37.5,40,409,142,34.7,184,188,37,69,25,0,44,45,101,78,2
2746,Georginio Wijnaldum,NLD,MF,Liverpool FC,Premier League,29,1990,32.7,30,24,9,16,5,9,34,26.5,25,425,154,36.2,122,215,88,37,3,0,34,25,55,24,1
2747,William,BRA,FW,VfL Wolfsburg,Bundesliga,25,1995,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2748,William,BRA,DF,FC Schalke 04,Bundesliga,25,1995,5.3,19,9,13,5,1,9,24,37.5,15,102,25,24.5,63,32,7,16,4,0,12,14,33,13,0
2749,Brandon Williams,ENG,DF,Manchester United,Premier League,19,2000,2.1,1,1,0,1,0,0,1,0.0,1,15,4,26.7,6,8,1,5,0,0,5,9,10,3,0
2750,Iñaki Williams,ESP,FW,Athletic Bilbao,La Liga,26,1994,26.5,15,7,0,7,8,1,13,7.7,12,287,85,29.6,13,95,179,13,0,0,13,3,18,20,0
2751,Neco Williams,WAL,DF,Liverpool FC,Premier League,19,2001,2.8,6,5,4,2,0,3,8,37.5,5,45,13,28.9,17,18,10,8,1,0,7,5,11,4,0
2752,Nico Williams,ESP,MF,Athletic Bilbao,La Liga,18,2002,0.6,0,0,0,0,0,0,2,0.0,2,19,2,10.5,6,5,8,1,1,0,0,1,1,0,0
2753,Rhys Williams,ENG,DF,Liverpool FC,Premier League,19,2001,7.3,6,2,2,4,0,1,2,50.0,1,54,15,27.8,29,21,4,5,4,0,1,8,14,67,1
2754,Willian,BRA,FW,Arsenal FC,Premier League,31,1988,15.6,16,6,8,7,1,7,25,28.0,18,192,49,25.5,44,77,71,22,0,0,22,12,28,4,0
2755,Joe Willock,ENG,MF,Arsenal FC,Premier League,20,1999,2.6,4,4,2,1,1,0,7,0.0,7,42,15,35.7,14,16,12,9,1,0,8,5,9,0,0
2756,Joe Willock,ENG,MF,Newcastle United,Premier League,20,1999,10.9,34,25,20,10,4,11,48,22.9,37,331,60,18.1,141,129,61,30,5,0,25,32,66,15,0
2757,Callum Wilson,ENG,FW,Newcastle United,Premier League,28,1992,23.2,13,10,2,6,5,3,12,25.0,9,335,90,26.9,33,139,163,18,3,0,15,3,16,12,1
2758,Marten Winkler,DEU,FW,Hertha BSC,Bundesliga,17,2002,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
2759,Harry Winks,ENG,MF,Tottenham Hotspur,Premier League,24,1996,9.6,24,14,15,9,0,9,22,40.9,13,161,52,32.3,70,74,17,12,4,0,8,16,40,12,0
2760,Florian Wirtz,DEU,MF,Bayer 04 Leverkusen,Bundesliga,17,2003,24.7,25,18,10,13,2,7,35,20.0,28,500,155,31.0,67,263,170,34,3,0,31,20,45,3,1
2761,Yoane Wissa,COD,FW,FC Lorient,Ligue 1,23,1996,29.7,34,18,13,14,7,10,35,28.6,25,301,82,27.2,58,157,86,34,6,0,28,22,56,21,0
2762,Axel Witsel,BEL,MF,Borussia Dortmund,Bundesliga,31,1989,12.6,20,15,7,12,1,7,16,43.8,9,161,59,36.6,52,93,16,17,3,0,14,15,35,14,0
2763,Hannes Wolf,AUT,MF,Borussia Mönchengladbach,Bundesliga,21,1999,15.3,27,19,7,14,6,8,37,21.6,29,382,105,27.5,76,203,103,25,2,0,23,12,39,4,0
2764,Marius Wolf,DEU,DF,1. FC Köln,Bundesliga,25,1995,28.3,33,18,19,12,2,11,40,27.5,29,374,109,29.1,140,148,86,49,4,0,45,33,66,48,1
2765,Nick Woltemade,DEU,MF,SV Werder Bremen,Bundesliga,18,2002,1.6,2,1,1,1,0,1,2,50.0,1,34,13,38.2,6,15,13,2,0,0,2,1,3,0,0
2766,Woo-yeong Jeong,KOR,FW,SC Freiburg,Bundesliga,20,1999,9.1,9,4,1,6,2,3,18,16.7,15,259,57,22.0,39,144,76,12,1,0,11,10,19,11,0
2767,Chris Wood,NZL,FW,Burnley FC,Premier League,28,1991,30.5,17,11,4,3,10,6,17,35.3,11,354,91,25.7,20,131,203,27,4,0,23,5,22,19,0
2768,Joscha Wosz,DEU,DF,RB Leipzig,Bundesliga,18,2002,0.4,1,1,1,0,0,0,0,,0,11,2,18.2,3,4,4,3,0,0,3,0,1,0,0
