Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
1696,Martín Montoya\Martin-Montoya,es ESP,DF,Brighton,eng Premier League,28,1991,27,23,1896,21.1,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.3,1.3,1.4,2.7,0.06,0.07,0.13,0.06,0.13
1697,Simon Moore\Simon-Moore,eng ENG,GK,Sheffield Utd,eng Premier League,29,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1698,Aaron Mooy\Aaron-Mooy,au AUS,MFFW,Brighton,eng Premier League,28,1990,31,25,2085,23.2,2,2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,2.0,2.0,3.4,5.4,0.09,0.15,0.23,0.09,0.23
1699,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,eng Premier League,22,1996,21,21,1782,19.8,5,1,5,0,1,3,0,0.25,0.05,0.30,0.25,0.30,5.0,4.2,0.8,5.0,0.25,0.04,0.29,0.21,0.25
1700,Alfredo Morales\Alfredo-Morales,us USA,MF,Düsseldorf,de Bundesliga,29,1990,27,18,1730,19.2,1,2,1,0,0,6,0,0.05,0.10,0.16,0.05,0.16,1.0,1.0,0.7,1.7,0.05,0.04,0.09,0.05,0.09
1701,Álvaro Morata\Alvaro-Morata,es ESP,FW,Atlético Madrid,es La Liga,26,1992,34,25,2098,23.3,12,2,10,2,3,6,1,0.51,0.09,0.60,0.43,0.51,13.1,10.8,3.6,14.4,0.56,0.15,0.71,0.46,0.62
1702,Jan Morávek\Jan-Moravek,cz CZE,MF,Augsburg,de Bundesliga,29,1989,11,4,474,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.4,0.4,0.01,0.07,0.08,0.01,0.08
1703,Steven Moreira\Steven-Moreira,fr FRA,DF,Toulouse,fr Ligue 1,24,1994,17,16,1389,15.4,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.4,1.6,0.02,0.09,0.10,0.02,0.10
1704,Jérémy Morel\Jeremy-Morel,mg MAD,DF,Rennes,fr Ligue 1,35,1984,21,20,1806,20.1,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.4,1.4,0.05,0.02,0.07,0.05,0.07
1705,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,es La Liga,27,1992,18,17,1471,16.3,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.04,0.03,0.08,0.04,0.08
1706,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,es La Liga,26,1993,31,25,2265,25.2,0,4,0,0,0,5,0,0.00,0.16,0.16,0.00,0.16,2.3,2.3,2.0,4.3,0.09,0.08,0.17,0.09,0.17
1707,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,es La Liga,27,1992,35,33,2744,30.5,18,5,17,1,2,5,0,0.59,0.16,0.75,0.56,0.72,13.4,11.9,6.6,18.5,0.44,0.22,0.66,0.39,0.61
1708,Mateu Morey\Mateu-Morey,es ESP,DFFW,Dortmund,de Bundesliga,19,2000,5,2,197,2.2,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46,0.6,0.6,0.4,1.0,0.26,0.18,0.45,0.26,0.45
1709,Wes Morgan\Wes-Morgan,jm JAM,DF,Leicester City,eng Premier League,35,1984,11,4,436,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03
1710,Manu Morlanes\Manu-Morlanes,es ESP,MFFW,Villarreal,es La Liga,20,1999,9,3,253,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.0,0.0,0.5,0.5,0.00,0.18,0.18,0.00,0.18
1711,Raúl Moro\Raul-Moro,es ESP,DF,Lazio,it Serie A,16,2002,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1712,Loren Morón\Loren-Moron,es ESP,FW,Betis,es La Liga,25,1993,36,21,2031,22.6,10,3,10,0,0,2,1,0.44,0.13,0.58,0.44,0.58,7.9,7.9,2.6,10.4,0.35,0.11,0.46,0.35,0.46
1713,Leonardo Morosini\Leonardo-Morosini,it ITA,FWMF,Brescia,it Serie A,23,1995,3,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1714,Ravel Morrison\Ravel-Morrison,jm JAM,MF,Sheffield Utd,eng Premier League,26,1993,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.15,0.00,0.15,0.15,0.15
1715,Victor Moses\Victor-Moses,ng NGA,DF,Inter,it Serie A,28,1990,12,4,420,4.7,0,3,0,0,0,1,0,0.00,0.64,0.64,0.00,0.64,0.2,0.2,2.1,2.3,0.04,0.46,0.50,0.04,0.50
1716,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,23,1996,21,12,1047,11.6,3,3,3,0,0,0,0,0.26,0.26,0.52,0.26,0.52,5.6,5.6,1.5,7.1,0.48,0.13,0.61,0.48,0.61
1717,Harold Moukoudi\Harold-Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,21,1997,11,11,990,11.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02
1718,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,33,1986,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1719,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,eng Premier League,20,1999,37,32,2867,31.9,7,5,7,0,0,3,0,0.22,0.16,0.38,0.22,0.38,7.2,7.2,4.6,11.8,0.23,0.14,0.37,0.23,0.37
1720,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,26,1992,35,25,2242,24.9,4,4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.9,5.9,2.4,8.3,0.24,0.10,0.33,0.24,0.33
1721,Lys Mousset\Lys-Mousset,fr FRA,FW,Sheffield Utd,eng Premier League,23,1996,30,11,1240,13.8,6,4,6,0,0,1,0,0.44,0.29,0.73,0.44,0.73,4.9,4.9,2.5,7.5,0.36,0.18,0.54,0.36,0.54
1722,Wesley Moustache\Wesley-Moustache,fr FRA,DF,Nantes,fr Ligue 1,20,1999,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1723,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,32,1986,38,34,3108,34.5,1,6,1,0,0,7,0,0.03,0.17,0.20,0.03,0.20,0.8,0.8,6.1,6.9,0.02,0.18,0.20,0.02,0.20
1724,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,DFFW,Nantes,fr Ligue 1,22,1996,18,3,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,1.0,0.07,0.10,0.17,0.07,0.17
1725,Toni Moya\Toni-Moya,es ESP,MF,Atlético Madrid,es La Liga,21,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1726,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,33,1986,26,26,2227,24.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.01,0.03,0.05,0.01,0.05
1727,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,21,1997,25,21,1783,19.8,3,1,3,0,0,1,0,0.15,0.05,0.20,0.15,0.20,2.4,2.4,1.3,3.6,0.12,0.06,0.18,0.12,0.18
1728,Benoît Mukinayi\Benoit-Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18,2001,16,16,1411,15.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.04,0.01,0.05,0.04,0.05
1729,Mert Müldür\Mert-Muldur,tr TUR,DF,Sassuolo,it Serie A,20,1999,24,13,1273,14.1,2,1,2,0,0,4,0,0.14,0.07,0.21,0.14,0.21,0.9,0.9,1.1,2.1,0.06,0.08,0.15,0.06,0.15
1730,Florian Müller\Florian-Muller,de GER,GK,Mainz 05,de Bundesliga,21,1997,13,12,1125,12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1731,Thomas Müller\Thomas-Muller,de GER,MFFW,Bayern Munich,de Bundesliga,29,1989,33,26,2255,25.1,8,21,8,0,0,5,0,0.32,0.84,1.16,0.32,1.16,8.3,8.3,12.7,20.9,0.33,0.51,0.84,0.33,0.84
1732,Marshall Munetsi\Marshall-Munetsi,zw ZIM,MF,Reims,fr Ligue 1,23,1996,17,8,838,9.3,0,2,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.2,0.2,0.4,0.6,0.02,0.05,0.07,0.02,0.07
1733,Iker Muniain\Iker-Muniain,es ESP,FWMF,Athletic Club,es La Liga,26,1992,31,26,2382,26.5,5,2,5,0,0,4,1,0.19,0.08,0.26,0.19,0.26,4.0,4.0,2.2,6.2,0.15,0.08,0.23,0.15,0.23
1734,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,21,1997,15,11,981,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1735,Javier Muñoz\Javier-Munoz,es ESP,MF,Alavés,es La Liga,24,1995,1,1,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1736,Simone Muratore\Simone-Muratore,it ITA,MF,Juventus,it Serie A,21,1998,4,2,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.04,0.09,0.13,0.04,0.13
1737,Alessandro Murgia\Alessandro-Murgia,it ITA,MF,SPAL,it Serie A,22,1996,25,19,1750,19.4,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,2.1,2.1,2.1,4.2,0.11,0.11,0.22,0.11,0.22
1738,Luis Muriel\Luis-Muriel,co COL,FW,Atalanta,it Serie A,28,1991,34,10,1260,14.0,18,1,12,6,7,1,0,1.29,0.07,1.36,0.86,0.93,13.8,8.5,4.0,12.4,0.99,0.28,1.27,0.61,0.89
1739,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,es La Liga,27,1992,18,17,1529,17.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02
1740,Jeison Murillo\Jeison-Murillo,co COL,DF,Sampdoria,it Serie A,27,1992,10,7,666,7.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.02,0.02,0.01,0.02
1741,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,eng Premier League,35,1983,23,7,797,8.9,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,2.1,2.1,0.5,2.6,0.24,0.05,0.30,0.24,0.30
1742,Nicola Murru\Nicola-Murru,it ITA,DF,Sampdoria,it Serie A,24,1994,28,26,2259,25.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.3,1.8,0.02,0.05,0.07,0.02,0.07
1743,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,18,17,1466,16.3,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.02,0.03,0.05,0.02,0.05
1744,Torben Müsel\Torben-Musel,de GER,FW,M'Gladbach,de Bundesliga,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1745,Jamal Musiala\Jamal-Musiala,de GER,MF,Bayern Munich,de Bundesliga,16,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1746,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1747,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,27,1992,15,13,1207,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.0,0.8,0.06,0.00,0.06,0.06,0.06
1748,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,eng Premier League,27,1992,8,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.03,0.06,0.04,0.06
1749,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1750,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,25,1994,4,4,315,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
1751,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,22,20,1721,19.1,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,0.6,0.6,1.0,1.6,0.03,0.05,0.09,0.03,0.09
1752,Kévin N'Doram\Kevin-NDoram,fr FRA,MF,Metz,fr Ligue 1,23,1996,20,19,1646,18.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.7,0.01,0.03,0.04,0.01,0.04
1753,Abdallah N'dour\Abdallah-Ndour,sn SEN,DF,Strasbourg,fr Ligue 1,25,1993,6,4,373,4.1,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06
1754,Ferris N'Goma\Ferris-NGoma,fr FRA,FWMF,Brest,fr Ligue 1,26,1993,4,0,25,0.3,1,0,0,1,1,1,0,3.60,0.00,3.60,0.00,0.00,0.8,0.0,0.0,0.0,2.82,0.00,2.82,0.08,0.08
1755,Nathan N'Goumou\Nathan-NGoumou,fr FRA,FWMF,Toulouse,fr Ligue 1,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1756,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,eng Premier League,24,1995,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.63,0.00,0.63,0.63,0.63
1757,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Nice,fr Ligue 1,20,1999,17,14,1273,14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,0.9,1.2,0.02,0.06,0.08,0.02,0.08
1758,Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,30,1989,23,21,1893,21.0,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.4,0.4,2.6,3.0,0.02,0.12,0.14,0.02,0.14
1759,Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,29,1990,6,4,439,4.9,1,0,1,0,0,3,0,0.21,0.00,0.21,0.21,0.21,0.3,0.3,0.3,0.5,0.05,0.05,0.11,0.05,0.11
1760,Radja Nainggolan\Radja-Nainggolan,be BEL,MFFW,Cagliari,it Serie A,31,1988,26,25,2071,23.0,6,7,6,0,0,5,0,0.26,0.30,0.56,0.26,0.56,2.6,2.6,4.5,7.1,0.11,0.20,0.31,0.11,0.31
1761,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,29,19,1836,20.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
1762,Naldo\Naldo,br BRA,DF,Espanyol,es La Liga,30,1988,18,15,1332,14.8,0,1,0,0,0,8,1,0.00,0.07,0.07,0.00,0.07,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02
1763,Nahitan Nández\Nahitan-Nandez,uy URU,MFDF,Cagliari,it Serie A,23,1995,35,32,2898,32.2,2,3,2,0,0,14,0,0.06,0.09,0.16,0.06,0.16,1.7,1.7,3.8,5.4,0.05,0.12,0.17,0.05,0.17
1764,Matija Nastasić\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,26,1993,16,15,1365,15.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.06,0.01,0.08,0.06,0.08
1765,Marc Navarro\Marc-Navarro,es ESP,DF,Leganés,es La Liga,24,1995,4,3,219,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.08,0.00,0.08,0.08,0.08
1766,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,29,1990,23,22,1903,21.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.02,0.02,0.02
1767,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,es La Liga,33,1985,38,37,3369,37.4,0,7,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,6.4,6.6,0.01,0.17,0.18,0.01,0.18
1768,Keylor Navas\Keylor-Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1769,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,es La Liga,31,1988,9,8,711,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
1770,Michel Ndary Adopo\Michel-Ndary-Adopo,fr FRA,DF,Torino,it Serie A,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1771,Papa Ndiaga Yade\Papa-Ndiaga-Yade,sn SEN,FW,Metz,fr Ligue 1,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1772,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,32,29,2674,29.7,2,1,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,1.9,1.9,0.4,2.3,0.06,0.01,0.08,0.06,0.08
1773,Emanuele Ndoj\Emanuele-Ndoj,al ALB,MF,Brescia,it Serie A,22,1996,18,6,555,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.4,1.6,0.20,0.06,0.26,0.20,0.26
1774,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,21,12,1009,11.2,2,2,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,1.7,0.04,0.11,0.15,0.04,0.15
1775,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,eng Premier League,19,1999,17,7,631,7.0,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.7,1.6,0.13,0.09,0.22,0.13,0.22
1776,Ilija Nestorovski\Ilija-Nestorovski,mk MKD,FW,Udinese,it Serie A,29,1990,28,15,1251,13.9,3,1,3,0,0,4,0,0.22,0.07,0.29,0.22,0.29,3.9,3.9,0.8,4.7,0.28,0.06,0.34,0.28,0.34
1777,Neto\Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1778,Pedro Neto\Pedro-Neto,pt POR,FWMF,Wolves,eng Premier League,19,2000,29,9,939,10.4,3,3,3,0,0,3,0,0.29,0.29,0.58,0.29,0.58,2.0,2.0,2.3,4.4,0.19,0.22,0.42,0.19,0.42
1779,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1780,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,22,1997,30,26,2356,26.2,4,2,4,0,0,6,0,0.15,0.08,0.23,0.15,0.23,6.1,5.8,3.1,8.9,0.23,0.12,0.35,0.22,0.34
1781,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,es La Liga,23,1996,26,25,2205,24.5,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,1.1,1.7,0.02,0.05,0.07,0.02,0.07
1782,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,22,1997,38,35,3056,34.0,2,2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,2.0,3.6,0.05,0.06,0.11,0.05,0.11
1783,Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,27,1992,15,15,1318,14.6,13,6,9,4,5,4,1,0.89,0.41,1.30,0.61,1.02,12.7,8.9,5.9,14.7,0.87,0.40,1.27,0.61,1.01
1784,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,West Ham,eng Premier League,18,2000,5,5,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
1785,Jessic Ngankam\Jessic-Ngankam,de GER,FWMF,Hertha BSC,de Bundesliga,19,2000,4,0,85,0.9,0,1,0,0,0,0,0,0.00,1.06,1.06,0.00,1.06,0.0,0.0,0.9,0.9,0.00,0.93,0.93,0.00,0.93
1786,Muzinga Ngonda\Muzinga-Ngonda,cd COD,DF,Dijon,fr Ligue 1,24,1994,6,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
1787,Ahmad Ngouyamsa\Ahmad-Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18,2000,1,0,55,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
1788,Opa Nguette\Opa-Nguette,sn SEN,FW,Metz,fr Ligue 1,25,1994,26,23,1826,20.3,5,2,5,0,0,1,0,0.25,0.10,0.35,0.25,0.35,3.6,3.6,1.5,5.2,0.18,0.08,0.25,0.18,0.25
1789,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,33,33,2970,33.0,1,2,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,1.0,1.0,1.0,1.9,0.03,0.03,0.06,0.03,0.06
1790,Ibrahima Niane\Ibrahima-Niane,sn SEN,FW,Metz,fr Ligue 1,20,1999,21,9,951,10.6,3,0,2,1,1,0,0,0.28,0.00,0.28,0.19,0.19,2.3,1.6,0.3,1.8,0.22,0.03,0.24,0.15,0.17
1791,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,24,1994,26,24,2126,23.6,10,0,10,0,2,2,0,0.42,0.00,0.42,0.42,0.42,9.2,7.7,0.7,8.4,0.39,0.03,0.42,0.33,0.36
1792,Cheikh Niasse\Cheikh-Niasse,sn SEN,MF,Lille,fr Ligue 1,19,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1793,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,eng Premier League,29,1990,3,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1794,Moritz Nicolas\Moritz-Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1795,Florian Niederlechner\Florian-Niederlechner,de GER,FWMF,Augsburg,de Bundesliga,28,1990,33,31,2720,30.2,13,6,12,1,2,1,0,0.43,0.20,0.63,0.40,0.60,12.5,11.0,5.5,16.6,0.41,0.18,0.60,0.36,0.55
1796,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,es La Liga,24,1994,35,35,3072,34.1,6,0,4,2,2,10,0,0.18,0.00,0.18,0.12,0.12,4.3,2.8,1.5,4.3,0.13,0.04,0.17,0.08,0.12
1797,Casimir Ninga\Casimir-Ninga,td CHA,MFFW,Angers,fr Ligue 1,26,1993,16,6,683,7.6,3,1,3,0,0,2,1,0.40,0.13,0.53,0.40,0.53,2.8,2.8,1.1,4.0,0.37,0.15,0.52,0.37,0.52
1798,Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,es La Liga,18,2000,5,1,83,0.9,1,0,1,0,0,1,0,1.08,0.00,1.08,1.08,1.08,0.3,0.3,0.0,0.3,0.29,0.00,0.29,0.29,0.29
1799,Timothée Nkada\Timothee-Nkada,fr FRA,FWMF,Reims,fr Ligue 1,20,1999,8,0,148,1.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.05,0.18,0.23,0.05,0.23
1800,Eddie Nketiah\Eddie-Nketiah,eng ENG,FW,Arsenal,eng Premier League,20,1999,13,7,633,7.0,2,0,2,0,0,0,1,0.28,0.00,0.28,0.28,0.28,3.1,3.1,0.6,3.8,0.45,0.09,0.54,0.45,0.54
1801,Nicolas Nkoulou\Nicolas-Nkoulou,cm CMR,DF,Torino,it Serie A,29,1990,31,30,2692,29.9,1,0,1,0,0,6,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,1.1,0.03,0.00,0.04,0.03,0.04
1802,Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,RB Leipzig,de Bundesliga,21,1997,32,21,1925,21.4,5,13,5,0,0,2,0,0.23,0.61,0.84,0.23,0.84,7.5,7.5,9.0,16.5,0.35,0.42,0.77,0.35,0.77
