Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
1590,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,21,18,1581,17.6,0,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.2,1.5,0.01,0.07,0.08,0.01,0.08
1591,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,9,8,703,7.8,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
1592,Rabbi Matondo\Rabbi-Matondo,wal WAL,FWMF,Schalke 04,de Bundesliga,18,2000,20,14,1162,12.9,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.4,2.4,0.7,3.0,0.18,0.05,0.24,0.18,0.24
1593,Alessandro Matri\Alessandro-Matri,it ITA,FWMF,Brescia,it Serie A,34,1984,8,0,89,1.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.39,0.30,0.69,0.39,0.69
1594,Federico Mattiello\Federico-Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,18,9,930,10.3,0,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.0,1.2,0.02,0.09,0.11,0.02,0.11
1595,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,35,23,2237,24.9,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.1,1.1,1.3,2.4,0.04,0.05,0.09,0.04,0.09
1596,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,37,30,2766,30.7,10,3,9,1,2,3,0,0.33,0.10,0.42,0.29,0.39,11.6,10.1,2.4,12.5,0.38,0.08,0.46,0.33,0.41
1597,Stephy Mavididi\Stephy-Mavididi,eng ENG,FWMF,Dijon,fr Ligue 1,21,1998,24,16,1391,15.5,5,1,5,0,0,0,0,0.32,0.06,0.39,0.32,0.39,3.0,3.0,0.7,3.6,0.19,0.04,0.24,0.19,0.24
1598,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,25,1993,31,31,2706,30.1,8,6,7,1,1,5,0,0.27,0.20,0.47,0.23,0.43,4.0,3.2,5.3,8.6,0.13,0.18,0.31,0.11,0.28
1599,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Paris S-G,fr Ligue 1,30,1989,9,5,451,5.0,3,1,3,0,0,0,0,0.60,0.20,0.80,0.60,0.80,2.4,2.4,0.6,2.9,0.47,0.11,0.58,0.47,0.58
1600,Alexandru Maxim\Alexandru-Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,5,0,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.06,0.37,0.44,0.06,0.44
1601,Kévin Mayi\Kevin-Mayi,ga GAB,FW,Brest,fr Ligue 1,26,1993,2,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1602,Borja Mayoral\Borja-Mayoral,es ESP,FW,Levante,es La Liga,22,1997,34,24,2140,23.8,8,2,8,0,0,2,0,0.34,0.08,0.42,0.34,0.42,7.7,7.7,2.6,10.2,0.32,0.11,0.43,0.32,0.43
1603,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1604,Kevin Mbabu\Kevin-Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,20,18,1696,18.8,3,1,3,0,0,4,0,0.16,0.05,0.21,0.16,0.21,0.8,0.8,2.3,3.1,0.04,0.12,0.17,0.04,0.17
1605,Kylian Mbappé\Kylian-Mbappe,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,20,17,1513,16.8,18,5,18,0,0,0,0,1.07,0.30,1.37,1.07,1.37,17.1,17.1,8.5,25.6,1.02,0.51,1.52,1.02,1.52
1606,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,20,16,1507,16.7,0,3,0,0,0,5,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,0.5,0.9,0.03,0.03,0.06,0.03,0.06
1607,Loïc Mbe Soh\Loic-Mbe-Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,1,1,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1608,Isaac Mbenza\Isaac-Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,3,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.17,0.10,0.27,0.17,0.27
1609,Nathanael Mbuku\Nathanael-Mbuku,fr FRA,MFFW,Reims,fr Ligue 1,17,2002,11,3,395,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.08,0.02,0.10,0.08,0.10
1610,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,37,37,3090,34.3,0,3,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,2.5,2.5,2.6,5.0,0.07,0.07,0.15,0.07,0.15
1611,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,36,24,2113,23.5,6,0,6,0,0,4,0,0.26,0.00,0.26,0.26,0.26,7.7,7.7,1.5,9.2,0.33,0.06,0.39,0.33,0.39
1612,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1613,James McCarthy\James-McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,33,16,1680,18.7,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.3,0.02,0.05,0.07,0.02,0.07
1614,John McGinn\John-McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,28,27,2312,25.7,3,3,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,3.8,3.8,2.4,6.2,0.15,0.10,0.24,0.15,0.24
1615,David McGoldrick\David-McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,28,22,1815,20.2,2,2,2,0,0,2,0,0.10,0.10,0.20,0.10,0.20,6.8,6.8,2.1,8.9,0.34,0.10,0.44,0.34,0.44
1616,Michael McGovern\Michael-McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,2,1,159,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1617,Weston McKennie\Weston-McKennie,us USA,MFDF,Schalke 04,de Bundesliga,20,1998,28,24,2074,23.0,3,0,3,0,0,8,0,0.13,0.00,0.13,0.13,0.13,2.4,2.4,2.1,4.5,0.11,0.09,0.20,0.11,0.20
1618,Kenny McLean\Kenny-McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,37,32,2968,33.0,1,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.5,1.5,2.2,3.7,0.05,0.07,0.11,0.05,0.11
1619,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,38,38,3338,37.1,2,6,2,0,0,5,0,0.05,0.16,0.22,0.05,0.22,2.1,2.1,6.6,8.7,0.06,0.18,0.23,0.06,0.23
1620,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,27,20,1772,19.7,4,1,4,0,0,2,0,0.20,0.05,0.25,0.20,0.25,1.5,1.5,0.7,2.2,0.08,0.03,0.11,0.08,0.11
1621,Biagio Meccariello\Biagio-Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,14,8,768,8.5,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.2,0.2,0.1,0.4,0.03,0.02,0.04,0.03,0.04
1622,Gary Medel\Gary-Medel,cl CHI,MF,Bologna,it Serie A,31,1987,23,22,1784,19.8,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.02,0.04,0.02,0.04
1623,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32,32,2880,32.0,1,1,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.7,2.5,0.05,0.02,0.08,0.05,0.08
1624,Joshua Mees\Joshua-Mees,de GER,MFFW,Union Berlin,de Bundesliga,23,1996,15,1,325,3.6,0,1,0,0,0,1,0,0.00,0.28,0.28,0.00,0.28,0.5,0.5,0.1,0.5,0.13,0.02,0.15,0.13,0.15
1625,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Wolfsburg,de Bundesliga,28,1991,21,14,1200,13.3,2,2,2,0,0,0,0,0.15,0.15,0.30,0.15,0.30,1.7,1.7,1.4,3.0,0.12,0.10,0.23,0.12,0.23
1626,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Torino,it Serie A,25,1994,33,23,2201,24.5,0,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,1.2,2.1,0.03,0.05,0.08,0.03,0.08
1627,Farid El Melali\Farid-El-Melali,dz ALG,MFFW,Angers,fr Ligue 1,22,1997,8,4,306,3.4,3,0,3,0,0,0,0,0.88,0.00,0.88,0.88,0.88,0.9,0.9,0.0,0.9,0.25,0.01,0.27,0.25,0.27
1628,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,21,1997,24,12,1115,12.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.6,0.01,0.03,0.05,0.01,0.05
1629,Gonzalo Melero\Gonzalo-Melero,es ESP,MF,Levante,es La Liga,25,1994,25,14,1236,13.7,2,1,1,1,1,4,0,0.15,0.07,0.22,0.07,0.15,2.4,1.6,0.8,2.4,0.17,0.06,0.23,0.12,0.17
1630,Arthur Melo\Arthur-Melo,br BRA,MF,Barcelona,es La Liga,22,1996,21,14,1182,13.1,3,3,3,0,0,1,0,0.23,0.23,0.46,0.23,0.46,1.3,1.3,1.2,2.4,0.10,0.09,0.19,0.10,0.19
1631,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,16,16,1376,15.3,1,0,1,0,0,10,1,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.1,1.1,0.07,0.01,0.07,0.07,0.07
1632,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,22,21,1812,20.1,0,6,0,0,0,4,1,0.00,0.30,0.30,0.00,0.30,1.2,1.2,1.6,2.7,0.06,0.08,0.14,0.06,0.14
1633,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,22,1997,31,15,1477,16.4,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,1.5,1.5,1.1,2.6,0.09,0.06,0.16,0.09,0.16
1634,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,es La Liga,29,1990,16,10,864,9.6,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,0.5,0.5,0.6,1.0,0.05,0.06,0.11,0.05,0.11
1635,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,27,1992,15,12,1101,12.2,5,0,5,0,0,2,0,0.41,0.00,0.41,0.41,0.41,3.5,3.5,0.4,3.8,0.28,0.03,0.31,0.28,0.31
1636,Alexandre Mendy\Alexandre-Mendy,gw GNB,FWMF,Brest,fr Ligue 1,25,1994,20,9,899,10.0,3,1,3,0,1,3,0,0.30,0.10,0.40,0.30,0.40,3.6,2.9,0.4,3.3,0.36,0.04,0.40,0.29,0.33
1637,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,19,18,1492,16.6,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.3,1.7,0.02,0.08,0.10,0.02,0.10
1638,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1639,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,25,19,1809,20.1,1,3,1,0,0,8,1,0.05,0.15,0.20,0.05,0.20,0.5,0.5,2.1,2.6,0.02,0.10,0.13,0.02,0.13
1640,Nampalys Mendy\Nampalys-Mendy,sn SEN,MF,Leicester City,eng Premier League,27,1992,7,4,291,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.04,0.00,0.04
1641,Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,18,16,1441,16.0,1,0,1,0,0,7,1,0.06,0.00,0.06,0.06,0.06,0.6,0.6,1.2,1.9,0.04,0.08,0.12,0.04,0.12
1642,Chris Mepham\Chris-Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,12,10,912,10.1,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.7,0.7,0.1,0.7,0.07,0.01,0.07,0.07,0.07
1643,Levent Mercan\Levent-Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,5,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04
1644,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,22,1997,11,5,619,6.9,1,0,1,0,0,4,1,0.15,0.00,0.15,0.15,0.15,0.7,0.7,0.1,0.8,0.11,0.01,0.12,0.11,0.12
1645,Alex Meret\Alex-Meret,it ITA,GK,Napoli,it Serie A,22,1997,22,21,1951,21.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1646,Fran Mérida\Fran-Merida,es ESP,MF,Osasuna,es La Liga,29,1990,23,12,1161,12.9,0,1,0,0,0,9,1,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.3,0.6,0.02,0.02,0.05,0.02,0.05
1647,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,36,35,3139,34.9,5,1,5,0,0,9,0,0.14,0.03,0.17,0.14,0.17,2.8,2.8,2.1,4.9,0.08,0.06,0.14,0.08,0.14
1648,Sabin Merino\Sabin-Merino,es ESP,FW,Leganés,es La Liga,27,1992,2,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03
1649,Yıldırım Mert Çetin\Yildirim-Mert-Cetin,tr TUR,DF,Roma,it Serie A,22,1997,6,2,257,2.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.10,0.00,0.10,0.10,0.10
1650,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,32,1987,31,18,1689,18.8,9,7,9,0,0,5,0,0.48,0.37,0.85,0.48,0.85,5.2,5.2,6.3,11.5,0.28,0.34,0.61,0.28,0.61
1651,Roque Mesa\Roque-Mesa,es ESP,MF,Leganés,es La Liga,30,1989,29,22,2012,22.4,1,3,1,0,0,11,0,0.04,0.13,0.18,0.04,0.18,1.4,1.4,2.5,3.8,0.06,0.11,0.17,0.06,0.17
1652,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,32,1987,33,32,2880,32.0,25,21,20,5,5,4,0,0.78,0.66,1.44,0.62,1.28,19.2,15.4,15.3,30.8,0.60,0.48,1.08,0.48,0.96
1653,Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,16,14,1242,13.8,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,1.9,2.3,0.03,0.14,0.17,0.03,0.17
1654,Mexer\Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,19,16,1488,16.5,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.5,0.5,0.3,0.8,0.03,0.02,0.05,0.03,0.05
1655,Max Meyer\Max-Meyer,de GER,MFFW,Crystal Palace,eng Premier League,23,1995,17,6,655,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.08,0.10,0.18,0.08,0.18
1656,Kingsley Michael\Kingsley-Michael,ng NGA,MF,Bologna,it Serie A,19,1999,1,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13
1657,Míchel\Michel,es ESP,MF,Valladolid,es La Liga,31,1988,29,27,2178,24.2,1,2,0,1,1,6,0,0.04,0.08,0.12,0.00,0.08,1.2,0.5,2.2,2.7,0.05,0.09,0.14,0.02,0.11
1658,Sven Michel\Sven-Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,29,13,1376,15.3,5,1,5,0,0,7,0,0.33,0.07,0.39,0.33,0.39,5.9,5.9,1.4,7.3,0.38,0.09,0.48,0.38,0.48
1659,Miguel\Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,7,2,232,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.02,0.22,0.24,0.02,0.24
1660,Florian Miguel\Florian-Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,24,23,2056,22.8,1,0,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.9,2.2,0.06,0.04,0.10,0.06,0.10
1661,Georges Mikautadze\Georges-Mikautadze,ge GEO,FW,Metz,fr Ligue 1,18,2000,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.46,0.00,0.46,0.46,0.46
1662,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,21,1997,37,36,3258,36.2,5,0,5,0,0,9,0,0.14,0.00,0.14,0.14,0.14,2.9,2.9,0.2,3.1,0.08,0.01,0.09,0.08,0.09
1663,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FW,Napoli,it Serie A,25,1994,26,19,1747,19.4,11,0,11,0,0,5,0,0.57,0.00,0.57,0.57,0.57,10.2,10.2,2.1,12.3,0.53,0.11,0.64,0.53,0.64
1664,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,24,1995,37,35,3029,33.7,7,4,7,0,0,9,0,0.21,0.12,0.33,0.21,0.33,6.8,6.8,4.7,11.5,0.20,0.14,0.34,0.20,0.34
1665,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,es La Liga,21,1998,15,10,1022,11.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
1666,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,31,28,2513,27.9,3,1,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.5,1.0,1.8,2.8,0.09,0.06,0.15,0.03,0.10
1667,Vincenzo Millico\Vincenzo-Millico,it ITA,MFFW,Torino,it Serie A,18,2000,11,0,216,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.06,0.12,0.18,0.06,0.18
1668,James Milner\James-Milner,eng ENG,MFDF,Liverpool,eng Premier League,33,1986,22,9,937,10.4,2,2,0,2,2,4,0,0.19,0.19,0.38,0.00,0.19,2.1,0.6,0.7,1.3,0.20,0.07,0.27,0.06,0.12
1669,Santi Mina\Santi-Mina,es ESP,FWMF,Celta Vigo,es La Liga,23,1995,34,21,1944,21.6,6,3,6,0,0,4,0,0.28,0.14,0.42,0.28,0.42,5.7,5.7,2.4,8.1,0.26,0.11,0.37,0.26,0.37
1670,Yerry Mina\Yerry-Mina,co COL,DF,Everton,eng Premier League,24,1994,29,25,2284,25.4,2,1,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,2.5,2.5,0.2,2.7,0.10,0.01,0.11,0.10,0.11
1671,Takumi Minamino\Takumi-Minamino,jp JPN,FWMF,Liverpool,eng Premier League,24,1995,10,2,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,1.5,0.52,0.01,0.53,0.52,0.53
1672,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,33,33,2902,32.2,2,2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.7,1.7,0.03,0.02,0.05,0.03,0.05
1673,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,es La Liga,30,1989,32,27,2432,27.0,0,3,0,0,0,4,1,0.00,0.11,0.11,0.00,0.11,0.2,0.2,2.2,2.5,0.01,0.08,0.09,0.01,0.09
1674,Juan Miranda\Juan-Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,11,8,781,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,1.0,0.02,0.10,0.11,0.02,0.11
1675,Antonio Mirante\Antonio-Mirante,it ITA,GK,Roma,it Serie A,36,1983,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1676,Simone Missiroli\Simone-Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,34,31,2798,31.1,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07
1677,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,19,1999,4,2,195,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09
1678,Stefan Mitrović\Stefan-Mitrovic,rs SRB,DF,Strasbourg,fr Ligue 1,29,1990,23,23,2053,22.8,1,1,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
1679,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,DFFW,Hertha BSC,de Bundesliga,22,1997,26,19,1887,21.0,1,3,1,0,0,4,0,0.05,0.14,0.19,0.05,0.19,0.9,0.9,1.6,2.5,0.04,0.08,0.12,0.04,0.12
1680,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FW,Arsenal,eng Premier League,30,1989,3,1,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.20,0.18,0.38,0.20,0.38
1681,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Roma,it Serie A,30,1989,22,16,1530,17.0,9,5,9,0,0,5,0,0.53,0.29,0.82,0.53,0.82,6.6,6.6,3.2,9.8,0.39,0.19,0.58,0.39,0.58
1682,Anthony Modeste\Anthony-Modeste,fr FRA,FWMF,Köln,de Bundesliga,31,1988,27,11,1138,12.6,4,1,4,0,0,1,0,0.32,0.08,0.40,0.32,0.40,3.6,3.6,1.0,4.6,0.28,0.08,0.36,0.28,0.36
1683,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,33,1985,31,22,1996,22.2,3,7,3,0,0,7,1,0.14,0.32,0.45,0.14,0.45,2.1,2.1,3.3,5.4,0.09,0.15,0.24,0.09,0.24
1684,Kevin Möhwald\Kevin-Mohwald,de GER,MF,Werder Bremen,de Bundesliga,26,1993,1,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.00,0.16,0.16,0.16
1685,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,33,1985,22,22,1979,22.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.2,1.9,0.08,0.01,0.08,0.08,0.08
1686,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,37,1982,34,23,1886,21.0,5,3,3,2,2,6,1,0.24,0.14,0.38,0.14,0.29,5.5,4.0,3.3,7.3,0.26,0.16,0.42,0.19,0.35
1687,Florent Mollet\Florent-Mollet,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,25,19,1684,18.7,6,3,6,0,0,5,0,0.32,0.16,0.48,0.32,0.48,2.7,2.7,4.0,6.7,0.14,0.21,0.36,0.14,0.36
1688,Jon Moncayola\Jon-Moncayola,es ESP,MFDF,Osasuna,es La Liga,21,1998,27,15,1496,16.6,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06
1689,Gabriele Moncini\Gabriele-Moncini,it ITA,FWMF,SPAL,it Serie A,23,1996,4,2,154,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.29,0.02,0.31,0.29,0.31
1690,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,28,1991,19,15,1364,15.2,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.9,0.02,0.04,0.06,0.02,0.06
1691,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,33,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.09,0.12,0.03,0.12
1692,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,es La Liga,33,1986,29,27,2390,26.6,2,0,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,2.3,2.3,1.1,3.4,0.08,0.04,0.13,0.08,0.13
1693,Joan Monterde\Joan-Monterde,es ESP,MF,Levante,es La Liga,21,1997,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1694,Ilario Monterisi\Ilario-Monterisi,it ITA,DF,Lecce,it Serie A,17,2001,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1695,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,es La Liga,31,1988,15,11,973,10.8,2,5,2,0,0,6,0,0.18,0.46,0.65,0.18,0.65,1.2,1.2,1.2,2.4,0.11,0.11,0.22,0.11,0.22
