Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
520,Thiago Cionek,POL,DF,SPAL,Serie A,33,1986,24.1,29,1.20,24,3,0,1,1,0,3,0.12,2,0,0,0,1,0
521,Ibrahim Cissé,SEN,DF,SCO Angers,Ligue 1,23,1996,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
522,Ibrahim Cissé,CIV,DF,OGC Nice,Ligue 1,20,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
523,Andrea Cistana,ITA,DF,Brescia Calcio,Serie A,22,1997,20.4,9,0.44,8,0,0,1,0,0,1,0.05,1,0,0,0,0,0
524,Ciaran Clark,IRL,DF,Newcastle United,Premier League,29,1989,13.2,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
525,Leon Clarke,ENG,FW,Sheffield United,Premier League,34,1985,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
526,Alexis Claude-Maurice,FRA,MF,OGC Nice,Ligue 1,21,1998,18.1,56,3.09,32,3,11,2,6,2,5,0.28,4,0,1,0,0,0
527,Christian Clemens,DEU,MF,1. FC Köln,Bundesliga,27,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
528,Óscar Clemente,ESP,MF,Atlético de Madrid,La Liga,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
529,Yannis Clementia,FRA,GK,OGC Nice,Ligue 1,22,1997,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
530,Denilho Cleonise,NLD,FW,Genoa CFC,Serie A,17,2001,0.5,1,1.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
531,Carlos Clerc,ESP,DF,Levante UD,La Liga,27,1992,20.5,23,1.12,16,5,0,0,1,1,2,0.10,2,0,0,0,0,0
532,Tom Cleverley,ENG,MF,Watford FC,Premier League,29,1989,10.8,31,2.87,24,2,0,2,3,0,1,0.09,0,0,0,1,0,0
533,Conor Coady,ENG,DF,Wolverhampton Wanderers,Premier League,26,1993,38.0,13,0.34,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0
534,Marcus Coco,FRA,FW,FC Nantes,Ligue 1,23,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
535,Renaud Cohade,FRA,MF,FC Metz,Ligue 1,34,1984,8.5,20,2.36,15,4,0,0,0,1,1,0.12,0,1,0,0,0,0
536,Coke,ESP,DF,Levante UD,La Liga,32,1987,11.0,17,1.55,13,1,2,0,1,0,0,0.00,0,0,0,0,0,0
537,Seamus Coleman,IRL,DF,Everton FC,Premier League,30,1988,20.4,23,1.13,16,2,3,2,0,0,3,0.15,2,0,0,1,0,0
538,Álex Collado,ESP,DF,FC Barcelona,La Liga,20,1999,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
539,Ebrima Colley,GMB,FW,Atalanta BC,Serie A,19,2000,0.9,6,6.59,3,0,1,1,1,0,1,1.10,1,0,0,0,0,0
540,Omar Colley,GMB,DF,UC Sampdoria,Serie A,26,1992,30.8,23,0.75,18,0,0,2,1,2,3,0.10,2,0,0,1,0,0
541,Jamilu Collins,NGA,DF,SC Paderborn 07,Bundesliga,24,1994,29.6,49,1.65,37,5,3,2,2,0,3,0.10,3,0,0,0,0,0
542,Simone Colombi,ITA,GK,Parma Calcio 1913,Serie A,28,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
543,Lorenzo Colombo,ITA,FW,AC Milan,Serie A,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
544,Racine Coly,SEN,DF,OGC Nice,Ligue 1,23,1995,7.2,13,1.80,8,1,0,2,1,1,2,0.28,1,0,0,0,0,1
545,Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,23,1996,16.7,76,4.54,61,0,8,2,4,1,10,0.60,8,0,0,0,2,0
546,Daniel Congré,FRA,DF,Montpellier HSC,Ligue 1,34,1985,21.6,12,0.56,8,0,0,3,1,0,3,0.14,1,0,0,2,0,0
547,Aaron Connolly,IRL,FW,Brighton & Hove Albion,Premier League,19,2000,14.0,25,1.79,7,0,3,3,9,3,5,0.36,1,0,1,1,2,0
548,Andrea Consigli,ITA,GK,US Sassuolo,Serie A,32,1987,31.0,8,0.26,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
549,Andrea Conti,ITA,DF,AC Milan,Serie A,25,1994,19.2,25,1.30,21,3,0,0,0,1,2,0.10,2,0,0,0,0,0
550,Lewis Cook,ENG,MF,AFC Bournemouth,Premier League,22,1997,15.0,32,2.13,24,2,1,3,2,0,4,0.27,2,0,0,1,1,0
551,Steve Cook,ENG,DF,AFC Bournemouth,Premier League,28,1991,27.0,6,0.22,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
552,Francis Coquelin,FRA,MF,Valencia CF,La Liga,28,1991,21.2,17,0.80,15,0,0,1,1,0,2,0.09,0,0,0,1,1,0
553,Gabriele Corbo,ITA,DF,Bologna FC 1909,Serie A,19,2000,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
554,Sébastien Corchia,FRA,DF,RCD Espanyol Barcelona,La Liga,28,1990,3.0,11,3.68,6,3,1,0,1,0,0,0.00,0,0,0,0,0,0
555,Iñigo Córdoba,ESP,FW,Athletic Bilbao,La Liga,22,1997,16.0,32,2.00,27,1,2,1,1,0,6,0.37,6,0,0,0,0,0
556,Jhon Córdoba,COL,FW,1. FC Köln,Bundesliga,26,1993,22.2,60,2.70,35,0,7,5,12,1,11,0.50,7,0,3,1,0,0
557,Sergio Córdova,VEN,FW,FC Augsburg,Bundesliga,21,1997,4.1,7,1.72,4,0,2,0,0,1,4,0.98,1,0,2,0,0,1
558,Benjamin Corgnet,FRA,MF,RC Strasbourg Alsace,Ligue 1,32,1987,2.9,2,0.69,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
559,Jack Cork,ENG,MF,Burnley FC,Premier League,30,1989,29.0,25,0.86,20,0,2,0,2,1,3,0.10,3,0,0,0,0,0
560,Andreas Cornelius,DNK,FW,Parma Calcio 1913,Serie A,26,1993,16.6,37,2.23,33,0,1,0,3,0,5,0.30,3,0,0,0,2,0
561,Maxwel Cornet,CIV,FW,Olympique Lyon,Ligue 1,22,1996,14.8,45,3.05,29,8,4,3,1,0,7,0.47,3,0,3,1,0,0
562,Quentin Cornette,FRA,FW,Amiens SC,Ligue 1,25,1994,3.9,4,1.03,3,0,0,0,0,1,3,0.77,2,0,0,0,0,1
563,Ángel Correa,ARG,MF,Atlético de Madrid,La Liga,24,1995,22.9,65,2.84,51,0,6,4,3,1,10,0.44,8,0,2,0,0,0
564,Joaquín Correa,ARG,FW,SS Lazio,Serie A,24,1994,22.2,110,4.95,70,3,16,4,17,0,14,0.63,9,0,2,0,3,0
565,Roberto Correa,ESP,DF,SD Eibar,La Liga,26,1992,10.3,16,1.55,11,1,1,1,2,0,0,0.00,0,0,0,0,0,0
566,Thierry Correia,PRT,DF,Valencia CF,La Liga,20,1999,2.9,4,1.39,2,2,0,0,0,0,1,0.35,0,1,0,0,0,0
567,Antonio Aranda,ESP,FW,Granada CF,La Liga,19,2000,2.0,5,2.49,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
568,Angelo da Costa,BRA,GK,Bologna FC 1909,Serie A,35,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
569,Danny da Costa,DEU,DF,Eintracht Frankfurt,Bundesliga,26,1993,15.4,40,2.59,31,2,4,1,1,1,10,0.65,7,1,2,0,0,0
570,Diego Costa,ESP,FW,Atlético de Madrid,La Liga,30,1988,15.0,29,1.93,19,0,2,4,3,1,5,0.33,4,0,0,1,0,0
571,Douglas Costa,BRA,FW,Juventus FC,Serie A,28,1990,8.9,52,5.84,39,6,5,0,1,1,7,0.79,5,0,1,0,0,1
572,Jaume Costa,ESP,DF,Valencia CF,La Liga,31,1988,15.4,18,1.17,15,1,0,0,2,0,0,0.00,0,0,0,0,0,0
573,Nuno Da Costa,CPV,FW,RC Strasbourg Alsace,Ligue 1,28,1991,5.9,14,2.39,11,0,1,1,1,0,0,0.00,0,0,0,0,0,0
574,David Costas,ESP,DF,Celta de Vigo,La Liga,24,1995,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
575,Benoît Costil,FRA,GK,FC Girondins Bordeaux,Ligue 1,32,1987,28.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
576,Kalifa Coulibaly,MLI,FW,FC Nantes,Ligue 1,27,1991,18.0,27,1.50,24,0,2,1,0,0,1,0.06,1,0,0,0,0,0
577,Senou Coulibaly,MLI,DF,Dijon FCO,Ligue 1,24,1994,7.4,3,0.41,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
578,Yoann Court,FRA,FW,Stade Brest 29,Ligue 1,29,1990,16.3,39,2.40,25,6,1,2,2,3,8,0.49,4,2,0,1,0,1
579,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,27,1992,34.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
580,Philippe Coutinho,BRA,MF,Bayern Munich,Bundesliga,27,1992,15.7,79,5.04,63,6,5,1,3,1,12,0.77,10,0,1,0,1,0
581,Nicolas Cozza,FRA,DF,Montpellier HSC,Ligue 1,20,1999,6.2,3,0.49,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0
582,Alessio Cragno,ITA,GK,Cagliari Calcio,Serie A,25,1994,16.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
583,Aaron Cresswell,ENG,DF,West Ham United,Premier League,29,1989,30.3,46,1.52,33,6,2,1,4,0,2,0.07,1,0,1,0,0,0
584,Domenico Criscito,ITA,DF,Genoa CFC,Serie A,32,1986,22.8,34,1.49,26,7,0,0,1,0,1,0.04,1,0,0,0,0,0
585,Bryan Cristante,ITA,MF,AS Roma,Serie A,24,1995,18.0,42,2.34,34,1,1,3,2,1,5,0.28,5,0,0,0,0,0
586,Sebastián Cristóforo,URY,MF,ACF Fiorentina,Serie A,25,1993,1.0,5,5.00,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
587,Sebastián Cristóforo,URY,MF,SD Eibar,La Liga,25,1993,9.7,15,1.54,9,1,1,1,2,1,0,0.00,0,0,0,0,0,0
588,Juan Cuadrado,COL,DF,Juventus FC,Serie A,31,1988,29.5,104,3.53,89,2,4,1,7,1,10,0.34,9,0,0,0,1,0
589,Cucho Hernández,COL,FW,RCD Mallorca,La Liga,20,1999,16.5,42,2.54,25,0,10,2,5,0,6,0.36,2,0,2,1,1,0
590,Marc Cucurella,ESP,MF,Getafe CF,La Liga,21,1998,36.0,93,2.59,71,6,2,2,8,4,9,0.25,7,0,0,0,1,1
591,Iván Cuéllar,ESP,GK,CD Leganés,La Liga,35,1984,27.0,3,0.11,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
592,Jaume Cuéllar,BOL,FW,SPAL,Serie A,17,2001,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
593,Michaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,19,1999,3.4,14,4.10,11,1,1,0,1,0,3,0.88,2,0,0,0,1,0
594,Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,20,1999,8.3,29,3.51,16,0,6,3,2,1,4,0.48,1,0,1,0,1,0
595,Matheus Cunha,BRA,FW,RB Leipzig,Bundesliga,20,1999,3.1,14,4.52,7,0,0,3,3,1,1,0.32,0,0,0,1,0,0
596,Felipe Curcio,BRA,DF,Brescia Calcio,Serie A,26,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
597,Patrick Cutrone,ITA,FW,ACF Fiorentina,Serie A,21,1998,9.3,18,1.93,12,0,0,3,3,0,3,0.32,2,0,0,0,1,0
598,Patrick Cutrone,ITA,FW,Wolverhampton Wanderers,Premier League,21,1998,3.3,2,0.61,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
599,Wylan Cyprien,FRA,MF,OGC Nice,Ligue 1,24,1995,19.7,68,3.45,32,29,0,5,1,1,10,0.51,4,5,0,1,0,0
600,Rafael Czichos,DEU,DF,1. FC Köln,Bundesliga,29,1990,24.5,15,0.61,10,2,0,3,0,0,3,0.12,1,0,0,2,0,0
601,Lennart Czyborra,DEU,DF,Atalanta BC,Serie A,20,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
602,Marco D'Alessandro,ITA,MF,SPAL,Serie A,28,1991,8.7,21,2.42,18,0,2,0,1,0,0,0.00,0,0,0,0,0,0
603,Danilo D'Ambrosio,ITA,DF,Inter Milan,Serie A,30,1988,15.6,16,1.03,12,1,1,1,1,0,0,0.00,0,0,0,0,0,0
604,Felice D'Amico,ITA,MF,UC Sampdoria,Serie A,18,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
605,Lucas Da Cunha,FRA,MF,Stade Rennais FC,Ligue 1,18,2001,0.8,4,5.00,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
606,Jacopo Da Riva,ITA,FW,Atalanta BC,Serie A,18,2000,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
607,Damien Da Silva,FRA,DF,Stade Rennais FC,Ligue 1,31,1988,24.9,13,0.52,12,0,0,1,0,0,2,0.08,2,0,0,0,0,0
608,Bryan Dabo,BFA,MF,SPAL,Serie A,27,1992,12.5,26,2.09,23,1,0,1,1,0,4,0.32,3,0,0,1,0,0
609,Munas Dabbur,ISR,FW,TSG 1899 Hoffenheim,Bundesliga,27,1992,8.5,30,3.52,18,0,1,2,8,1,3,0.35,2,0,0,0,1,0
610,Munas Dabbur,ISR,FW,Sevilla FC,La Liga,27,1992,0.3,1,3.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
611,Colin Dagba,FRA,DF,Paris Saint-Germain,Ligue 1,20,1998,7.4,10,1.35,6,1,2,0,0,1,1,0.13,1,0,0,0,0,0
612,Mahmoud Dahoud,DEU,MF,Borussia Dortmund,Bundesliga,23,1996,6.2,15,2.42,12,0,1,2,0,0,3,0.48,3,0,0,0,0,0
613,Leon Dajaku,DEU,DF,Bayern Munich,Bundesliga,18,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
614,Felipe,BRA,DF,SPAL,Serie A,35,1984,11.1,6,0.54,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0
615,Christian Dalle Mura,ITA,MF,ACF Fiorentina,Serie A,17,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
616,Diogo Dalot,PRT,DF,Manchester United,Premier League,20,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
617,Charlie Daniels,ENG,DF,AFC Bournemouth,Premier League,32,1986,1.4,4,2.86,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
618,Danilo,BRA,DF,Juventus FC,Serie A,28,1991,16.0,36,2.25,29,0,1,3,2,1,4,0.25,3,0,0,1,0,0
619,Scott Dann,ENG,DF,Crystal Palace,Premier League,32,1987,14.1,7,0.50,6,0,1,0,0,0,1,0.07,1,0,0,0,0,0
620,Kevin Danso,AUT,DF,Southampton FC,Premier League,20,1998,3.1,3,0.97,3,0,0,0,0,0,1,0.32,1,0,0,0,0,0
621,Dante,BRA,DF,OGC Nice,Ligue 1,35,1983,21.0,17,0.81,13,0,0,2,0,2,1,0.05,0,0,0,1,0,0
622,Andrea Danzi,ITA,MF,Hellas Verona,Serie A,20,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
623,Sergi Darder,ESP,MF,RCD Espanyol Barcelona,La Liga,25,1993,29.5,63,2.13,46,8,4,4,0,1,4,0.14,4,0,0,0,0,0
624,Vladimir Darida,CZE,MF,Hertha BSC,Bundesliga,28,1990,25.1,85,3.39,57,16,1,3,3,4,7,0.28,6,0,0,0,0,0
625,Matteo Darmian,ITA,DF,Parma Calcio 1913,Serie A,29,1989,29.8,39,1.31,28,6,1,1,3,0,3,0.10,3,0,0,0,0,0
626,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,18,2000,24.8,67,2.70,54,0,4,0,4,5,9,0.36,7,0,1,0,0,1
627,Ben Davies,WAL,DF,Tottenham Hotspur,Premier League,26,1993,15.9,17,1.07,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0
628,Tom Davies,ENG,MF,Everton FC,Premier League,21,1998,22.5,24,1.07,17,0,2,3,2,0,0,0.00,0,0,0,0,0,0
629,Keinan Davis,ENG,FW,Aston Villa,Premier League,21,1998,6.1,20,3.28,11,0,1,4,4,0,3,0.49,1,0,0,1,1,0
630,Pawel Dawidowicz,POL,DF,Hellas Verona,Serie A,24,1995,7.7,5,0.65,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0
631,Craig Dawson,ENG,DF,Watford FC,Premier League,29,1990,26.2,12,0.46,7,0,0,5,0,0,0,0.00,0,0,0,0,0,0
632,Kevin De Bruyne,BEL,MF,Manchester City,Premier League,28,1991,31.0,222,7.16,157,39,11,4,9,2,34,1.10,25,2,2,1,3,1
633,Sebastien De Maio,FRA,DF,Udinese Calcio,Serie A,32,1987,16.7,5,0.30,5,0,0,0,0,0,3,0.18,3,0,0,0,0,0
634,Rodrigo de Paul,ARG,MF,Udinese Calcio,Serie A,25,1994,31.4,141,4.50,95,27,6,4,5,4,16,0.51,6,4,2,2,1,1
635,Mattia De Sciglio,ITA,DF,Juventus FC,Serie A,26,1992,5.2,11,2.10,8,0,2,0,1,0,1,0.19,1,0,0,0,0,0
636,Lorenzo De Silvestri,ITA,DF,Torino FC,Serie A,31,1988,24.9,34,1.36,27,3,1,1,1,1,1,0.04,0,0,0,1,0,0
637,Lucas Deaux,FRA,MF,Nîmes Olympique,Ligue 1,30,1988,14.8,26,1.75,23,0,1,1,1,0,2,0.13,2,0,0,0,0,0
638,Mathieu Debuchy,FRA,DF,AS Saint-Étienne,Ligue 1,34,1985,19.7,36,1.83,27,5,4,0,0,0,2,0.10,1,1,0,0,0,0
639,Troy Deeney,ENG,FW,Watford FC,Premier League,31,1988,24.7,51,2.06,42,0,0,3,5,1,5,0.20,4,0,0,0,1,0
640,Grégoire Defrel,MTQ,FW,US Sassuolo,Serie A,28,1991,10.9,24,2.20,17,0,3,1,3,0,6,0.55,4,0,1,1,0,0
641,Alessandro Deiola,ITA,MF,Cagliari Calcio,Serie A,23,1995,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
642,Alessandro Deiola,ITA,MF,US Lecce,Serie A,23,1995,8.0,14,1.76,12,0,0,0,1,1,1,0.13,1,0,0,0,0,0
643,Romain Del Castillo,FRA,FW,Stade Rennais FC,Ligue 1,23,1996,13.8,46,3.33,32,0,5,2,5,2,6,0.43,6,0,0,0,0,0
644,Thomas Delaine,FRA,DF,FC Metz,Ligue 1,27,1992,13.9,22,1.58,16,1,4,0,1,0,0,0.00,0,0,0,0,0,0
645,Thomas Delaney,DNK,MF,Borussia Dortmund,Bundesliga,27,1991,9.2,9,0.98,8,0,0,1,0,0,2,0.22,2,0,0,0,0,0
646,Paul Delecroix,FRA,GK,FC Metz,Ligue 1,30,1988,1.5,1,0.66,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
647,Cristian Dell'Orco,ITA,DF,US Lecce,Serie A,25,1994,11.2,17,1.52,16,1,0,0,0,0,1,0.09,1,0,0,0,0,0
648,Andy Delort,DZA,FW,Montpellier HSC,Ligue 1,27,1991,25.3,80,3.16,48,3,9,8,11,0,10,0.39,3,0,2,2,2,0
649,Fabian Delph,ENG,MF,Everton FC,Premier League,29,1989,13.2,18,1.36,16,0,0,1,0,1,2,0.15,2,0,0,0,0,0
650,Moussa Dembélé,FRA,FW,Olympique Lyon,Ligue 1,23,1996,24.3,49,2.02,37,0,3,3,6,0,7,0.29,4,0,1,0,2,0
651,Ousmane Dembélé,FRA,FW,FC Barcelona,La Liga,22,1997,4.0,18,4.54,10,2,5,0,1,0,2,0.50,1,0,1,0,0,0
652,Merih Demiral,TUR,DF,Juventus FC,Serie A,21,1998,4.6,2,0.43,2,0,0,0,0,0,1,0.22,1,0,0,0,0,0
653,Kerem Demirbay,DEU,MF,Bayer 04 Leverkusen,Bundesliga,26,1993,17.5,74,4.23,37,30,3,3,1,0,10,0.57,4,6,0,0,0,0
654,Diego Demme,DEU,MF,RB Leipzig,Bundesliga,27,1991,13.5,33,2.45,31,1,0,0,0,1,2,0.15,2,0,0,0,0,0
655,Diego Demme,DEU,MF,SSC Napoli,Serie A,27,1991,10.0,18,1.80,17,0,0,0,1,0,1,0.10,1,0,0,0,0,0
656,Jason Denayer,BEL,DF,Olympique Lyon,Ligue 1,24,1995,23.7,8,0.34,8,0,0,0,0,0,2,0.08,2,0,0,0,0,0
657,Leander Dendoncker,BEL,MF,Wolverhampton Wanderers,Premier League,24,1995,31.1,19,0.61,18,0,1,0,0,0,1,0.03,1,0,0,0,0,0
658,Kévin Denkey,TGO,FW,Nîmes Olympique,Ligue 1,18,2000,6.7,15,2.24,10,0,2,2,1,0,3,0.45,2,0,0,1,0,0
659,Stefano Denswil,NLD,DF,Bologna FC 1909,Serie A,26,1993,24.9,24,0.96,19,1,0,1,3,0,2,0.08,2,0,0,0,0,0
660,Fabio Depaoli,ITA,MF,UC Sampdoria,Serie A,22,1997,20.6,51,2.48,37,4,3,5,2,0,3,0.15,1,0,0,0,2,0
661,Memphis Depay,NLD,FW,Olympique Lyon,Ligue 1,25,1994,11.3,53,4.69,21,12,10,3,6,1,6,0.53,2,0,3,0,1,0
662,Kastriot Dermaku,ALB,DF,Parma Calcio 1913,Serie A,27,1992,11.4,4,0.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
663,Daniele Dessena,ITA,MF,Brescia Calcio,Serie A,32,1987,20.8,19,0.91,14,0,0,2,3,0,3,0.14,1,0,0,0,2,0
664,Mattia Destro,ITA,FW,Bologna FC 1909,Serie A,28,1991,2.1,2,0.97,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
665,Mattia Destro,ITA,FW,Genoa CFC,Serie A,28,1991,1.7,5,3.00,1,0,2,0,0,2,0,0.00,0,0,0,0,0,0
666,Gerard Deulofeu,ESP,FW,Watford FC,Premier League,25,1994,23.3,93,3.99,51,10,14,7,6,5,10,0.43,5,0,1,0,1,3
667,Deyverson,BRA,FW,Getafe CF,La Liga,28,1991,2.3,5,2.21,4,0,0,1,0,0,2,0.88,1,0,0,1,0,0
668,Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,30,1988,14.4,19,1.32,13,0,0,3,3,0,2,0.14,1,0,0,0,1,0
669,Federico Di Francesco,ITA,FW,SPAL,Serie A,25,1994,12.0,41,3.41,24,3,4,2,6,2,2,0.17,1,0,0,0,1,0
670,Giovanni Di Lorenzo,ITA,DF,SSC Napoli,Serie A,25,1993,33.0,63,1.91,55,2,1,2,2,1,6,0.18,5,0,0,1,0,0
671,Ángel Di María,ARG,FW,Paris Saint-Germain,Ligue 1,31,1988,22.2,137,6.17,98,22,9,4,2,1,25,1.13,17,4,2,1,0,0
672,Boulaye Dia,SEN,FW,Stade Reims,Ligue 1,22,1996,20.1,45,2.24,31,0,5,2,4,3,5,0.25,3,0,1,0,1,0
673,Fousseni Diabaté,MLI,FW,Amiens SC,Ligue 1,23,1995,13.2,25,1.89,20,2,2,0,1,0,4,0.30,3,0,1,0,0,0
674,Moussa Diaby,FRA,FW,Bayer 04 Leverkusen,Bundesliga,20,1999,19.7,67,3.40,48,2,12,2,3,0,10,0.51,7,0,2,0,1,0
675,Mouctar Diakhaby,FRA,DF,Valencia CF,La Liga,22,1996,16.0,6,0.37,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
676,Bafodé Diakité,FRA,DF,FC Toulouse,Ligue 1,18,2001,15.2,7,0.46,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
677,Abdou Diallo,SEN,DF,Paris Saint-Germain,Ligue 1,23,1996,13.3,10,0.75,7,1,0,2,0,0,1,0.07,1,0,0,0,0,0
678,Amad Diallo,CIV,FW,Atalanta BC,Serie A,17,2002,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
679,Habib Diallo,SEN,FW,FC Metz,Ligue 1,24,1995,24.4,56,2.30,35,0,11,5,4,1,8,0.33,4,0,3,1,0,0
680,Ibrahima Diallo,FRA,MF,Stade Brest 29,Ligue 1,20,1999,17.3,20,1.15,16,0,1,0,0,3,3,0.17,3,0,0,0,0,0
681,Moussa Diarra,FRA,DF,FC Toulouse,Ligue 1,18,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
682,Raphinha,BRA,MF,Stade Rennais FC,Ligue 1,22,1996,18.8,94,5.01,56,13,15,3,4,2,7,0.37,6,0,0,0,0,0
683,Lucas Dias,FRA,GK,Nîmes Olympique,Ligue 1,20,1999,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
684,Amadou Diawara,GIN,MF,AS Roma,Serie A,22,1997,16.9,34,2.02,31,0,0,1,1,1,2,0.12,2,0,0,0,0,0
685,Brahim Díaz,ESP,FW,Real Madrid,La Liga,19,1999,0.7,2,2.77,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
686,Víctor Díaz,ESP,DF,Granada CF,La Liga,31,1988,32.0,46,1.44,33,11,0,1,0,0,9,0.28,5,2,0,1,0,0
687,Bakaye Dibassy,MLI,DF,Amiens SC,Ligue 1,29,1989,20.8,8,0.39,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0
688,Eric Dier,ENG,DF,Tottenham Hotspur,Premier League,25,1994,14.9,10,0.67,9,0,0,1,0,0,1,0.07,1,0,0,0,0,0
689,Lucas Digne,FRA,DF,Everton FC,Premier League,26,1993,33.7,105,3.12,58,38,2,3,3,1,11,0.33,8,3,0,0,0,0
690,Virgil van Dijk,NLD,DF,Liverpool FC,Premier League,28,1991,38.0,24,0.63,19,0,0,1,2,2,6,0.16,4,0,0,0,1,1
691,Mitchell Dijks,NLD,DF,Bologna FC 1909,Serie A,26,1993,11.2,16,1.43,14,1,1,0,0,0,0,0.00,0,0,0,0,0,0
692,Javairô Dilrosun,NLD,MF,Hertha BSC,Bundesliga,21,1998,14.5,26,1.79,14,3,6,0,2,1,4,0.28,2,0,2,0,0,0
693,Federico Dimarco,ITA,DF,Hellas Verona,Serie A,21,1997,5.8,18,3.11,11,6,0,1,0,0,4,0.69,3,1,0,0,0,0
694,Federico Dimarco,ITA,DF,Inter Milan,Serie A,21,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
695,Tristan Dingomé,CMR,MF,Stade Reims,Ligue 1,28,1991,9.9,26,2.62,23,1,0,1,1,0,2,0.20,2,0,0,0,0,0
696,Loïs Diony,FRA,FW,AS Saint-Étienne,Ligue 1,26,1992,7.4,12,1.62,6,1,2,0,2,1,1,0.14,0,0,1,0,0,0
697,Issa Diop,FRA,DF,West Ham United,Premier League,22,1997,30.7,9,0.29,6,1,0,2,0,0,1,0.03,1,0,0,0,0,0
698,Pape Diop,SEN,MF,SD Eibar,La Liga,33,1986,25.0,32,1.28,25,0,0,1,1,5,2,0.08,1,0,0,0,0,1
