Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
50,Paco Alcácer,ESP,FW,Borussia Dortmund,Bundesliga,25,1993,5.9,5,15,7,46.7,2.55,1.19,0.33,0.71,12.1,0,0,0,3.8,3.8,0.25,+1.2,+1.2
51,Thiago,ESP,MF,Bayern Munich,Bundesliga,28,1991,19.7,3,19,8,42.1,0.97,0.41,0.16,0.38,16.8,0,0,0,2.5,2.5,0.14,+0.5,+0.5
52,Rubén Alcaraz,ESP,MF,Real Valladolid CF,La Liga,28,1991,21.4,2,33,8,24.2,1.54,0.37,0.06,0.25,25.7,9,0,0,1.6,1.6,0.05,+0.4,+0.4
53,Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,30,1989,32.9,2,16,5,31.3,0.49,0.15,0.13,0.40,11.2,0,0,0,1.1,1.1,0.07,+0.9,+0.9
54,Haitam Aleesami,NOR,DF,Amiens SC,Ligue 1,28,1991,21.3,1,2,1,50.0,0.09,0.05,0.50,1.00,14.7,0,0,0,0.1,0.1,0.07,+0.9,+0.9
55,Alex Alegría,ESP,FW,RCD Mallorca,La Liga,26,1992,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
56,Carles Aleñá,ESP,MF,FC Barcelona,La Liga,21,1998,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,16.5,0,0,0,0.0,0.0,0.03,0.0,0.0
57,Carles Aleñá,ESP,MF,Real Betis Balompié,La Liga,21,1998,8.2,1,12,4,33.3,1.47,0.49,0.08,0.25,20.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1
58,Rúnar Alex Rúnarsson,ISL,GK,Dijon FCO,Ligue 1,24,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
59,Trent Alexander-Arnold,ENG,DF,Liverpool FC,Premier League,20,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,12,0,0,2.8,2.8,0.06,+1.2,+1.2
60,Enrico Alfonso,ITA,GK,Brescia Calcio,Serie A,31,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
61,Rachid Alioui,MAR,FW,SCO Angers,Ligue 1,27,1992,17.4,6,58,21,36.2,3.34,1.21,0.10,0.29,20.9,11,0,0,5.3,5.3,0.09,+0.7,+0.7
62,Alisson,BRA,GK,Liverpool FC,Premier League,26,1992,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
63,Allan,BRA,MF,SSC Napoli,Serie A,28,1991,14.2,2,12,7,58.3,0.84,0.49,0.17,0.29,20.0,0,0,0,0.7,0.7,0.06,+1.3,+1.3
64,Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,23,1996,20.5,8,39,18,46.2,1.90,0.88,0.18,0.39,14.3,0,1,1,7.1,6.3,0.16,+0.9,+0.7
65,Miguel Almirón,PRY,MF,Newcastle United,Premier League,25,1994,33.6,4,55,17,30.9,1.64,0.51,0.07,0.24,15.7,0,0,0,6.3,6.3,0.12,-2.3,-2.3
66,Marcos Alonso,ESP,DF,Chelsea FC,Premier League,28,1990,15.9,4,30,8,26.7,1.89,0.50,0.13,0.50,16.9,1,0,0,2.0,2.0,0.07,+2.0,+2.0
67,Mickaël Alphonse,GLP,DF,Dijon FCO,Ligue 1,30,1989,15.3,0,8,0,0.0,0.52,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
68,Sergio Álvarez,ESP,GK,Celta de Vigo,La Liga,32,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
69,Sergio Álvarez,ESP,MF,SD Eibar,La Liga,27,1992,12.7,0,4,0,0.0,0.31,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
70,Yeray Álvarez,ESP,DF,Athletic Bilbao,La Liga,24,1995,31.2,0,12,2,16.7,0.38,0.06,0.00,0.00,13.9,0,0,0,1.2,1.2,0.10,-1.2,-1.2
71,Bruno Alves,PRT,DF,Parma Calcio 1913,Serie A,37,1981,29.7,0,23,1,4.3,0.77,0.03,0.00,0.00,20.0,10,0,0,1.0,1.0,0.04,-1.0,-1.0
72,Steven Alzate,COL,MF,Brighton & Hove Albion,Premier League,20,1998,13.2,0,13,3,23.1,0.98,0.23,0.00,0.00,16.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
73,Ibrahim Amadou,FRA,DF,Norwich City,Premier League,26,1993,8.4,0,6,1,16.7,0.71,0.12,0.00,0.00,16.5,0,0,0,1.0,1.0,0.16,-1.0,-1.0
74,Ibrahim Amadou,FRA,MF,CD Leganés,La Liga,26,1993,8.6,0,4,0,0.0,0.47,0.00,0.00,,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
75,Romain Amalfitano,FRA,MF,Dijon FCO,Ligue 1,29,1989,18.8,1,11,2,18.2,0.58,0.11,0.09,0.50,25.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7
76,Amath Ndiaye,SEN,MF,Getafe CF,La Liga,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
77,Jordan Amavi,FRA,DF,Olympique Marseille,Ligue 1,25,1994,24.0,1,15,4,26.7,0.62,0.17,0.07,0.25,22.2,0,0,0,0.5,0.5,0.04,+0.5,+0.5
78,Thierry Ambrose,FRA,FW,FC Metz,Ligue 1,22,1997,6.1,0,23,4,17.4,3.78,0.66,0.00,0.00,19.5,0,0,0,1.3,1.3,0.06,-1.3,-1.3
79,Kelvin Amian,FRA,DF,FC Toulouse,Ligue 1,21,1998,18.1,0,8,3,37.5,0.44,0.17,0.00,0.00,17.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7
80,Nadiem Amiri,DEU,MF,Bayer 04 Leverkusen,Bundesliga,22,1996,20.6,1,43,18,41.9,2.08,0.87,0.02,0.06,22.0,0,0,0,2.5,2.5,0.06,-1.5,-1.5
81,Ethan Ampadu,WAL,DF,RB Leipzig,Bundesliga,18,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2
82,Nana Ampomah,GHA,FW,Fortuna Düsseldorf,Bundesliga,23,1996,5.6,0,16,5,31.3,2.88,0.90,0.00,0.00,19.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
83,Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22,1996,32.4,1,17,6,35.3,0.52,0.18,0.00,0.00,22.8,0,1,1,1.9,1.1,0.07,-0.9,-1.1
84,Joachim Andersen,DNK,DF,Olympique Lyon,Ligue 1,23,1996,17.0,1,10,1,10.0,0.59,0.06,0.10,1.00,15.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1
85,Djavan Anderson,NLD,DF,SS Lazio,Serie A,24,1995,1.9,0,1,0,0.0,0.54,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
86,Felipe Anderson,BRA,MF,West Ham United,Premier League,26,1993,16.6,1,23,8,34.8,1.38,0.48,0.04,0.13,16.7,0,0,0,2.5,2.5,0.11,-1.5,-1.5
87,Sebastian Andersson,SWE,FW,1.FC Union Berlin,Bundesliga,28,1991,29.8,12,61,35,57.4,2.05,1.17,0.18,0.31,11.9,0,1,2,12.2,10.7,0.18,-0.2,+0.3
88,Florin Andone,ROU,MF,Brighton & Hove Albion,Premier League,26,1993,0.8,1,1,1,100.0,1.23,1.23,1.00,1.00,6.7,0,0,0,0.1,0.1,0.15,+0.9,+0.9
89,Benjamin André,FRA,MF,LOSC Lille,Ligue 1,28,1990,22.8,2,16,3,18.8,0.70,0.13,0.13,0.67,13.8,0,0,0,1.0,1.0,0.06,+1.0,+1.0
90,Lorenzo Andrenacci,ITA,GK,Brescia Calcio,Serie A,24,1995,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
91,Robert Andrich,DEU,MF,1.FC Union Berlin,Bundesliga,24,1994,28.6,1,50,7,14.0,1.75,0.24,0.02,0.14,24.3,4,0,0,1.9,1.9,0.04,-0.9,-0.9
92,Victorien Angban,CIV,MF,FC Metz,Ligue 1,22,1996,11.4,0,4,0,0.0,0.35,0.00,0.00,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
93,Miguel Ángel Guerrero,ESP,FW,CD Leganés,La Liga,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,12.9,0,0,1,2.4,1.7,0.13,-1.4,-0.7
94,Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,35,1984,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
95,José Ángel,ESP,DF,SD Eibar,La Liga,29,1989,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,29.1,8,0,0,0.6,0.6,0.03,+0.4,+0.4
96,Angeliño,ESP,DF,RB Leipzig,Bundesliga,22,1997,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3
97,Angeliño,ESP,DF,Manchester City,Premier League,22,1997,4.7,0,5,0,0.0,1.06,0.00,0.00,,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
98,Faustino Anjorin,ENG,FW,Chelsea FC,Premier League,17,2001,0.2,0,1,0,0.0,4.50,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0
99,Peter Ankersen,DNK,DF,Genoa CFC,Serie A,28,1990,11.8,0,14,4,28.6,1.19,0.34,0.00,0.00,21.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
100,Cristian Ansaldi,ARG,DF,Torino FC,Serie A,32,1986,19.6,4,28,8,28.6,1.43,0.41,0.14,0.50,21.2,1,0,0,1.4,1.4,0.05,+2.6,+2.6
101,Janis Antiste,FRA,MF,FC Toulouse,Ligue 1,16,2002,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,26.9,1,0,0,0.1,0.1,0.07,-0.1,-0.1
102,Michail Antonio,ENG,FW,West Ham United,Premier League,29,1990,19.6,10,67,30,44.8,3.41,1.53,0.13,0.30,13.4,0,1,1,11.7,10.9,0.16,-1.7,-1.9
103,Antoñito,ESP,DF,Real Valladolid CF,La Liga,31,1987,11.4,0,1,0,0.0,0.09,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
104,Mirko Antonucci,ITA,FW,AS Roma,Serie A,20,1999,0.9,0,3,0,0.0,3.29,0.00,0.00,,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
105,Vitorino Antunes,PRT,MF,Getafe CF,La Liga,32,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
106,Christopher Antwi-Adjei,GHA,MF,SC Paderborn 07,Bundesliga,25,1994,27.4,1,47,10,21.3,1.71,0.36,0.02,0.10,18.2,1,0,0,4.6,4.6,0.10,-3.6,-3.6
107,Anuar,MAR,MF,Real Valladolid CF,La Liga,24,1995,2.1,0,1,0,0.0,0.48,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.03,0.0,0.0
108,Houssem Aouar,FRA,MF,Olympique Lyon,Ligue 1,21,1998,21.7,3,45,17,37.8,2.07,0.78,0.07,0.18,19.5,2,0,0,3.7,3.7,0.08,-0.7,-0.7
109,Adil Aouchiche,FRA,MF,Paris Saint-Germain,Ligue 1,17,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
110,Dennis Appiah,FRA,DF,FC Nantes,Ligue 1,27,1992,17.8,0,1,0,0.0,0.06,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0
111,Mauro Arambarri,URY,MF,Getafe CF,La Liga,23,1995,34.1,1,46,7,15.2,1.35,0.21,0.02,0.14,24.7,4,0,0,2.0,2.0,0.04,-1.0,-1.0
112,Guilherme Arana,BRA,DF,Atalanta BC,Serie A,22,1997,0.9,0,1,0,0.0,1.13,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.02,0.0,0.0
113,Charles Aránguiz,CHL,MF,Bayer 04 Leverkusen,Bundesliga,30,1989,23.5,1,15,2,13.3,0.64,0.08,0.07,0.50,18.4,0,0,0,1.4,1.4,0.10,-0.4,-0.4
114,Luiz Araújo,BRA,FW,LOSC Lille,Ligue 1,23,1996,9.2,2,24,11,45.8,2.61,1.20,0.08,0.18,24.7,0,0,0,1.3,1.3,0.05,+0.7,+0.7
115,Néstor Araújo,MEX,DF,Celta de Vigo,La Liga,27,1991,32.1,1,12,3,25.0,0.37,0.09,0.08,0.33,13.0,0,0,0,0.8,0.8,0.07,+0.2,+0.2
116,Ronald Araújo,URY,DF,FC Barcelona,La Liga,20,1999,2.6,0,1,0,0.0,0.38,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.24,-0.2,-0.2
117,Anaitz Arbilla,ESP,DF,SD Eibar,La Liga,32,1987,22.3,1,14,2,14.3,0.63,0.09,0.07,0.50,24.7,3,0,0,0.7,0.7,0.05,+0.3,+0.3
118,Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
119,Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,26,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
120,Santiago Arias,COL,DF,Atlético de Madrid,La Liga,27,1992,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,19.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
121,Nicolò Armini,ITA,DF,SS Lazio,Serie A,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
122,Stuart Armstrong,SCO,MF,Southampton FC,Premier League,27,1992,19.1,5,46,19,41.3,2.41,1.00,0.11,0.26,20.4,0,0,0,2.9,2.9,0.06,+2.1,+2.1
123,José Manuel Arnáiz,ESP,FW,CA Osasuna,La Liga,24,1995,8.8,2,21,6,28.6,2.39,0.68,0.10,0.33,16.3,0,0,0,1.2,1.2,0.06,+0.8,+0.8
124,José Manuel Arnáiz,ESP,MF,CD Leganés,La Liga,24,1995,3.7,0,11,5,45.5,2.94,1.34,0.00,0.00,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
125,Maximilian Arnold,DEU,MF,VfL Wolfsburg,Bundesliga,25,1994,31.3,4,63,17,27.0,2.01,0.54,0.06,0.24,26.3,9,0,0,2.4,2.4,0.04,+1.6,+1.6
126,Kepa,ESP,GK,Chelsea FC,Premier League,24,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
127,Kwadwo Asamoah,GHA,DF,Inter Milan,Serie A,30,1988,7.1,0,3,0,0.0,0.42,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
128,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,7.0,0,2,0,0.0,0.28,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.01,0.0,0.0
129,Sergio Asenjo,ESP,GK,Villarreal CF,La Liga,30,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
130,Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,3.7,3,9,5,55.6,2.41,1.34,0.33,0.60,15.4,1,0,0,1.7,1.7,0.19,+1.3,+1.3
131,Kristoffer Askildsen,NOR,MF,UC Sampdoria,Serie A,18,2001,0.8,1,1,1,100.0,1.18,1.18,1.00,1.00,27.0,0,0,0,0.0,0.0,0.04,+1.0,+1.0
132,Iago Aspas,ESP,FW,Celta de Vigo,La Liga,31,1987,36.2,14,78,31,39.7,2.15,0.86,0.12,0.29,16.8,11,5,7,13.9,8.6,0.11,+0.1,+0.4
133,Roger Assalé,CIV,FW,CD Leganés,La Liga,25,1993,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,15.6,0,0,0,1.7,1.7,0.15,+0.3,+0.3
134,Miguel Atienza,ESP,MF,SD Eibar,La Liga,20,1999,0.3,0,1,0,0.0,3.00,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
135,Christian Atsu,GHA,FW,Newcastle United,Premier League,27,1992,8.3,0,5,1,20.0,0.60,0.12,0.00,0.00,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
136,Youcef Atal,DZA,FW,OGC Nice,Ligue 1,23,1996,11.1,1,19,9,47.4,1.70,0.81,0.05,0.11,17.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5
137,Pierre-Emerick Aubameyang,GAB,FW,Arsenal FC,Premier League,30,1989,34.8,22,90,40,44.4,2.58,1.15,0.22,0.50,15.3,2,2,2,15.8,14.3,0.16,+6.2,+5.7
138,Emil Audero,ITA,GK,UC Sampdoria,Serie A,22,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
139,Tommaso Augello,ITA,DF,UC Sampdoria,Serie A,24,1994,12.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
140,Jean-Kévin Augustin,FRA,FW,AS Monaco,Ligue 1,22,1997,3.0,0,7,3,42.9,2.37,1.02,0.00,0.00,14.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
141,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,25,1994,10.3,0,5,0,0.0,0.49,0.00,0.00,,23.4,2,0,0,0.2,0.2,0.04,-0.2,-0.2
142,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,26,1992,30.0,1,13,4,30.8,0.43,0.13,0.08,0.25,18.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4
