Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,CrdY,CrdR,2CrdY,FlsCom,FlsRec,Off,Crs,Int,TklW,PKRec,PKCom,OG,Recov,AWon,ALost,AWon%
84,Joachim Andersen,DNK,DF,Olympique Lyon,Ligue 1,23,1996,17.0,3,0,0,17,3,0,3,8,10,0,1,0,170,56,25,69.1
85,Djavan Anderson,NLD,DF,SS Lazio,Serie A,24,1995,1.9,1,0,0,4,1,0,2,1,1,0,0,0,19,1,2,33.3
86,Felipe Anderson,BRA,MF,West Ham United,Premier League,26,1993,16.6,1,0,0,17,23,2,32,14,30,0,0,0,135,4,24,14.3
87,Sebastian Andersson,SWE,FW,1.FC Union Berlin,Bundesliga,28,1991,29.8,5,0,0,61,40,21,24,6,11,0,0,0,123,229,215,51.6
88,Florin Andone,ROU,MF,Brighton & Hove Albion,Premier League,26,1993,0.8,0,1,0,2,3,0,1,0,2,0,0,0,7,2,3,40.0
89,Benjamin André,FRA,MF,LOSC Lille,Ligue 1,28,1990,22.8,6,0,0,55,37,0,10,45,63,0,0,0,323,70,49,58.8
90,Lorenzo Andrenacci,ITA,GK,Brescia Calcio,Serie A,24,1995,5.9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,
91,Robert Andrich,DEU,MF,1.FC Union Berlin,Bundesliga,24,1994,28.6,13,1,1,66,38,0,29,37,46,2,0,0,401,51,36,58.6
92,Victorien Angban,CIV,MF,FC Metz,Ligue 1,22,1996,11.4,0,0,0,19,26,0,2,9,16,0,0,0,127,5,14,26.3
93,Miguel Ángel Guerrero,ESP,FW,CD Leganés,La Liga,29,1990,8.8,0,0,0,16,8,3,2,1,1,0,0,0,31,21,43,32.8
94,Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,35,1984,13.0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,
95,José Ángel,ESP,DF,SD Eibar,La Liga,29,1989,26.2,4,0,0,21,13,0,108,27,31,0,1,0,311,47,27,63.5
96,Angeliño,ESP,DF,Manchester City,Premier League,22,1997,4.7,1,0,0,2,2,0,30,5,5,0,0,0,49,8,8,50.0
97,Angeliño,ESP,DF,RB Leipzig,Bundesliga,22,1997,12.2,2,0,0,12,16,3,44,10,8,0,0,0,118,10,16,38.5
98,Faustino Anjorin,ENG,FW,Chelsea FC,Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
99,Peter Ankersen,DNK,DF,Genoa CFC,Serie A,28,1990,11.8,2,0,0,9,12,1,17,9,5,0,0,0,73,9,4,69.2
100,Cristian Ansaldi,ARG,DF,Torino FC,Serie A,32,1986,19.6,9,0,0,28,30,4,123,12,27,0,0,0,154,14,16,46.7
101,Janis Antiste,FRA,MF,FC Toulouse,Ligue 1,16,2002,0.1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
102,Michail Antonio,ENG,FW,West Ham United,Premier League,29,1990,19.6,3,0,0,40,35,12,52,8,10,0,0,0,95,76,115,39.8
103,Antoñito,ESP,DF,Real Valladolid CF,La Liga,31,1987,11.4,1,0,0,18,7,1,32,19,16,0,0,0,71,10,8,55.6
104,Mirko Antonucci,ITA,FW,AS Roma,Serie A,20,1999,0.9,1,0,0,2,1,0,2,3,2,0,0,0,7,0,0,
105,Vitorino Antunes,PRT,MF,Getafe CF,La Liga,32,1987,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
106,Christopher Antwi-Adjei,GHA,MF,SC Paderborn 07,Bundesliga,25,1994,27.4,2,0,0,16,40,4,47,11,20,0,0,0,170,24,37,39.3
107,Anuar,MAR,MF,Real Valladolid CF,La Liga,24,1995,2.1,1,0,0,3,5,0,1,3,4,0,0,0,25,2,5,28.6
108,Houssem Aouar,FRA,MF,Olympique Lyon,Ligue 1,21,1998,21.7,3,0,0,24,42,2,21,11,19,0,0,0,137,15,13,53.6
109,Adil Aouchiche,FRA,MF,Paris Saint-Germain,Ligue 1,17,2002,0.7,0,0,0,1,0,0,0,0,2,0,0,0,6,0,0,
110,Dennis Appiah,FRA,DF,FC Nantes,Ligue 1,27,1992,17.8,2,0,0,26,7,0,25,15,32,0,0,0,190,22,14,61.1
111,Mauro Arambarri,URY,MF,Getafe CF,La Liga,23,1995,34.1,11,1,1,79,63,0,32,26,49,0,0,0,447,63,73,46.3
112,Guilherme Arana,BRA,DF,Atalanta BC,Serie A,22,1997,0.9,0,0,0,2,4,0,3,1,2,0,0,0,9,0,0,
113,Charles Aránguiz,CHL,MF,Bayer 04 Leverkusen,Bundesliga,30,1989,23.5,2,0,0,15,44,0,6,23,31,0,0,0,303,13,25,34.2
114,Luiz Araújo,BRA,FW,LOSC Lille,Ligue 1,23,1996,9.2,1,0,0,13,23,0,20,5,9,1,0,0,77,6,8,42.9
115,Néstor Araújo,MEX,DF,Celta de Vigo,La Liga,27,1991,32.1,10,0,0,27,10,0,2,38,27,0,0,0,278,91,36,71.7
116,Ronald Araújo,URY,DF,FC Barcelona,La Liga,20,1999,2.6,0,1,0,2,1,0,0,0,2,0,0,0,18,5,3,62.5
117,Anaitz Arbilla,ESP,DF,SD Eibar,La Liga,32,1987,22.3,5,0,0,22,12,0,18,15,20,0,0,0,319,56,28,66.7
118,Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,1993,4.0,1,0,0,1,0,0,0,0,0,0,1,0,24,0,0,
119,Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,26,1993,3.0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,
120,Santiago Arias,COL,DF,Atlético de Madrid,La Liga,27,1992,12.0,1,0,0,8,16,1,36,9,17,0,0,0,104,21,20,51.2
121,Nicolò Armini,ITA,DF,SS Lazio,Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
122,Stuart Armstrong,SCO,MF,Southampton FC,Premier League,27,1992,19.1,4,0,0,26,20,4,14,9,25,0,0,0,169,10,29,25.6
123,José Manuel Arnáiz,ESP,FW,CA Osasuna,La Liga,24,1995,8.8,2,0,0,11,17,5,6,5,3,0,0,0,46,8,25,24.2
124,José Manuel Arnáiz,ESP,MF,CD Leganés,La Liga,24,1995,3.7,2,0,0,9,6,1,10,2,3,0,0,0,33,1,5,16.7
125,Maximilian Arnold,DEU,MF,VfL Wolfsburg,Bundesliga,25,1994,31.3,8,0,0,52,69,0,63,23,35,0,0,0,350,23,20,53.5
126,Kepa,ESP,GK,Chelsea FC,Premier League,24,1994,33.0,0,0,0,0,5,0,0,0,0,0,0,0,138,0,0,
127,Kwadwo Asamoah,GHA,DF,Inter Milan,Serie A,30,1988,7.1,1,0,0,6,6,2,14,10,5,0,0,0,67,3,4,42.9
128,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,7.0,2,0,0,11,5,0,1,8,22,0,0,0,99,7,11,38.9
129,Sergio Asenjo,ESP,GK,Villarreal CF,La Liga,30,1989,34.0,2,0,0,2,5,0,0,0,0,0,1,0,137,0,0,
130,Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,3.7,0,0,0,2,4,1,9,2,4,0,0,0,19,3,5,37.5
131,Kristoffer Askildsen,NOR,MF,UC Sampdoria,Serie A,18,2001,0.8,2,1,1,4,0,0,0,0,1,0,0,0,6,0,1,0.0
132,Iago Aspas,ESP,FW,Celta de Vigo,La Liga,31,1987,36.2,9,0,0,25,66,20,36,19,21,2,0,0,160,24,67,26.4
133,Roger Assalé,CIV,FW,CD Leganés,La Liga,25,1993,5.9,1,0,0,8,11,7,6,0,1,3,0,0,18,2,11,15.4
134,Miguel Atienza,ESP,MF,SD Eibar,La Liga,20,1999,0.3,0,0,0,2,1,0,0,1,1,0,0,0,2,2,0,100.0
135,Christian Atsu,GHA,FW,Newcastle United,Premier League,27,1992,8.3,2,0,0,11,10,4,15,7,9,0,0,0,50,7,12,36.8
136,Youcef Atal,DZA,FW,OGC Nice,Ligue 1,23,1996,11.1,5,0,0,15,25,4,30,17,17,1,1,0,70,14,9,60.9
137,Pierre-Emerick Aubameyang,GAB,FW,Arsenal FC,Premier League,30,1989,34.8,3,1,0,14,20,20,84,9,24,0,0,0,125,37,59,38.5
138,Emil Audero,ITA,GK,UC Sampdoria,Serie A,22,1997,36.0,1,0,0,0,5,0,0,0,0,0,0,1,140,0,0,
139,Tommaso Augello,ITA,DF,UC Sampdoria,Serie A,24,1994,12.6,2,0,0,7,4,1,65,8,13,0,0,0,119,15,5,75.0
140,Jean-Kévin Augustin,FRA,FW,AS Monaco,Ligue 1,22,1997,3.0,0,0,0,2,7,4,0,4,0,1,0,0,11,0,8,0.0
141,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,25,1994,10.3,2,0,0,18,12,1,35,8,18,0,0,0,85,21,15,58.3
142,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,26,1992,30.0,4,1,1,40,22,6,98,29,55,0,2,1,320,67,67,50.0
143,Mathias Autret,FRA,MF,Stade Brest 29,Ligue 1,28,1991,13.6,3,0,0,13,6,0,30,10,11,0,0,0,90,5,15,25.0
144,Chimy Ávila,ARG,FW,CA Osasuna,La Liga,25,1994,17.7,6,0,0,46,43,24,28,4,16,1,0,0,88,47,82,36.4
145,Javier Avilés,ESP,MF,CD Leganés,La Liga,21,1997,2.0,1,0,0,5,2,2,12,1,3,0,0,0,16,2,5,28.6
146,Chidozie Awaziem,NGA,DF,CD Leganés,La Liga,22,1997,22.2,10,0,0,22,14,2,8,12,26,0,0,0,186,50,48,51.0
147,Taiwo Awoniyi,NGA,FW,1.FSV Mainz 05,Bundesliga,21,1997,5.4,1,0,0,5,3,3,9,2,2,0,1,0,27,12,24,33.3
148,Florian Ayé,FRA,FW,Brescia Calcio,Serie A,22,1997,15.3,4,1,1,19,22,5,5,2,13,1,0,0,69,48,62,43.6
149,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27,1991,35.0,6,0,0,59,105,9,20,14,29,0,0,0,212,59,175,25.2
150,Kaan Ayhan,TUR,DF,Fortuna Düsseldorf,Bundesliga,24,1994,30.3,10,0,0,36,21,3,17,37,33,0,1,0,283,43,53,44.8
151,Ramon Azeez,NGA,MF,Granada CF,La Liga,26,1992,15.1,3,0,0,29,19,1,3,15,14,0,0,0,128,19,28,40.4
152,César Azpilicueta,ESP,DF,Chelsea FC,Premier League,29,1989,35.9,1,0,0,41,15,3,110,39,61,0,0,0,380,94,60,61.0
153,Ludovic Baal,GUF,DF,Stade Brest 29,Ligue 1,33,1986,9.2,1,0,0,10,15,1,20,14,21,0,1,0,112,21,13,61.8
154,Iddrisu Baba,GHA,MF,RCD Mallorca,La Liga,23,1996,32.3,6,0,0,41,59,1,3,23,45,0,3,1,404,70,76,47.9
155,Khouma Babacar,SEN,FW,US Lecce,Serie A,26,1993,15.8,4,0,0,35,32,7,4,2,9,3,0,0,64,26,63,29.2
156,Carlos Bacca,COL,FW,Villarreal CF,La Liga,32,1986,7.6,1,0,0,8,6,7,3,1,1,1,0,0,26,7,12,36.8
157,Milan Badelj,HRV,MF,ACF Fiorentina,Serie A,30,1989,17.6,3,1,1,17,19,0,2,26,26,0,0,0,178,11,15,42.3
158,Matthias Bader,DEU,DF,1. FC Köln,Bundesliga,22,1997,0.1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,
159,Bastian Badu,FRA,FW,Montpellier HSC,Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
160,Álex Baena,ESP,MF,Villarreal CF,La Liga,18,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,Stéphane Bahoken,CMR,FW,SCO Angers,Ligue 1,27,1992,10.1,3,0,0,24,12,6,15,1,4,0,0,0,34,10,36,21.7
162,Daniel Baier,DEU,MF,FC Augsburg,Bundesliga,35,1984,21.6,6,0,0,31,38,0,5,32,23,0,0,0,326,29,23,55.8
163,Leon Bailey,JAM,FW,Bayer 04 Leverkusen,Bundesliga,21,1997,12.1,0,2,0,16,18,6,48,6,4,0,0,0,89,11,14,44.0
164,Eric Bailly,CIV,DF,Manchester United,Premier League,25,1994,1.7,0,0,0,2,0,0,0,2,0,0,1,0,22,6,1,85.7
165,Denys Bain,FRA,DF,Stade Brest 29,Ligue 1,26,1993,14.1,3,1,0,8,5,1,0,16,19,0,0,0,88,38,15,71.7
166,Leighton Baines,ENG,DF,Everton FC,Premier League,34,1984,4.5,0,0,0,1,4,0,12,2,6,0,0,0,29,6,6,50.0
167,Stefan Bajic,FRA,GK,AS Saint-Étienne,Ligue 1,17,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
168,Tiemoué Bakayoko,FRA,MF,AS Monaco,Ligue 1,24,1994,19.1,4,1,0,34,58,0,14,28,49,0,0,0,192,25,15,62.5
169,Lewis Baker,ENG,MF,Fortuna Düsseldorf,Bundesliga,24,1995,6.1,1,0,0,8,7,0,2,4,4,0,0,1,56,3,2,60.0
170,Mitchel Bakker,NLD,DF,Paris Saint-Germain,Ligue 1,19,2000,1.0,1,0,0,1,0,0,0,0,3,0,0,0,5,0,1,0.0
171,Ridle Baku,DEU,DF,1.FSV Mainz 05,Bundesliga,21,1998,26.1,5,1,0,33,41,2,68,36,35,0,0,0,285,23,37,38.3
172,Fabián Balbuena,PRY,DF,West Ham United,Premier League,27,1991,13.1,2,0,0,6,2,0,1,15,11,0,0,0,142,46,28,62.2
173,Keita Baldé,SEN,FW,AS Monaco,Ligue 1,24,1995,9.5,4,0,0,12,15,5,14,3,8,1,0,0,46,27,34,44.3
174,George Baldock,ENG,DF,Sheffield United,Premier League,26,1993,38.0,7,0,0,47,44,11,96,30,45,1,0,0,303,37,55,40.2
175,Gareth Bale,WAL,FW,Real Madrid,La Liga,30,1989,12.1,4,1,1,16,10,5,51,4,7,0,0,0,42,22,12,64.7
176,Mikel Balenziaga,ESP,DF,Athletic Bilbao,La Liga,31,1988,6.3,1,0,0,6,3,0,6,4,5,0,0,0,64,11,2,84.6
177,Leonardo Balerdi,ARG,DF,Borussia Dortmund,Bundesliga,20,1999,1.5,1,0,0,1,0,0,0,5,1,0,0,0,18,1,3,25.0
178,Marco Ballarini,ITA,MF,Udinese Calcio,Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
179,Fodé Ballo-Touré,SEN,DF,AS Monaco,Ligue 1,22,1997,18.7,4,0,0,17,22,4,51,22,24,0,1,1,134,17,9,65.4
180,Florent Balmont,FRA,MF,Dijon FCO,Ligue 1,39,1980,4.5,1,0,0,4,7,0,3,2,9,0,0,0,56,1,4,20.0
181,Mario Balotelli,ITA,FW,Brescia Calcio,Serie A,28,1990,15.6,6,1,0,32,51,7,12,5,2,0,0,0,64,36,32,52.9
182,Abdoulaye Bamba,CIV,DF,SCO Angers,Ligue 1,29,1990,6.2,2,0,0,4,2,0,13,2,6,0,0,0,45,5,5,50.0
183,Jonathan Bamba,FRA,FW,LOSC Lille,Ligue 1,23,1996,21.5,1,0,0,15,45,5,22,14,10,2,0,0,178,8,13,38.1
