Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
45,Luis Alberto,ESP,MF,SS Lazio,Serie A,25,1992,22.1,4,70,13,18.6,3.17,0.59,0.04,0.23,21.7,8,1,1,4.6,3.9,0.06,-0.6,-0.9
46,Raúl Albiol,ESP,DF,SSC Napoli,Serie A,32,1985,19.0,1,3,1,33.3,0.16,0.05,0.33,1.00,11.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8
47,Miiko Albornoz,CHL,DF,Hannover 96,Bundesliga,27,1990,18.4,1,11,4,36.4,0.60,0.22,0.09,0.25,24.8,0,0,0,0.3,0.3,0.03,+0.7,+0.7
48,Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,2,19,7,36.8,1.05,0.39,0.11,0.29,21.3,0,0,0,1.1,1.1,0.06,+0.9,+0.9
49,Paco Alcácer,ESP,FW,Borussia Dortmund,Bundesliga,24,1993,13.5,18,51,26,51.0,3.79,1.93,0.33,0.65,15.0,6,1,1,9.2,8.4,0.17,+8.8,+8.6
50,Pedro Alcalá,ESP,DF,Girona FC,La Liga,29,1989,20.8,1,15,3,20.0,0.72,0.14,0.07,0.33,16.0,1,0,0,0.9,0.9,0.06,+0.1,+0.1
51,Thiago,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,2,23,6,26.1,0.86,0.22,0.09,0.33,19.9,1,0,0,2.2,2.2,0.09,-0.2,-0.2
52,Rubén Alcaraz,ESP,MF,Real Valladolid CF,La Liga,27,1991,33.1,3,52,12,23.1,1.57,0.36,0.06,0.25,25.5,11,0,1,3.3,2.6,0.05,-0.3,+0.4
53,Toby Alderweireld,BEL,DF,Tottenham Hotspur,Premier League,29,1989,32.5,0,17,6,35.3,0.52,0.18,0.00,0.00,12.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1
54,Alex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,0,3,2,66.7,1.93,1.29,0.00,0.00,18.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2
55,Alexis Alégué,FRA,FW,FC Nantes,Ligue 1,21,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
56,Iván Alejo,ESP,MF,Getafe CF,La Liga,23,1995,1.6,0,1,0,0.0,0.62,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
57,Carles Aleñá,ESP,MF,FC Barcelona,La Liga,20,1998,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,21.2,0,0,0,1.5,1.5,0.10,+0.5,+0.5
58,Rúnar Alex Rúnarsson,ISL,GK,Dijon FCO,Ligue 1,23,1995,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
59,Alexander Szymanowski,ARG,DF,CD Leganés,La Liga,29,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
60,Trent Alexander-Arnold,ENG,DF,Liverpool FC,Premier League,19,1998,27.4,1,29,9,31.0,1.06,0.33,0.03,0.11,24.6,9,0,0,1.5,1.5,0.05,-0.5,-0.5
61,Rachid Alioui,MAR,FW,Nîmes Olympique,Ligue 1,26,1992,13.9,5,50,20,40.0,3.59,1.44,0.10,0.25,19.6,4,0,0,5.3,5.3,0.11,-0.3,-0.3
62,Alisson,BRA,GK,Liverpool FC,Premier League,25,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
63,Bobby Allain,FRA,GK,Dijon FCO,Ligue 1,26,1991,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
64,Allan,BRA,MF,SSC Napoli,Serie A,27,1991,29.1,1,25,2,8.0,0.86,0.07,0.04,0.50,23.6,0,0,0,1.1,1.1,0.05,-0.1,-0.1
65,Allan,BRA,MF,Eintracht Frankfurt,Bundesliga,21,1997,2.0,0,2,0,0.0,1.02,0.00,0.00,,20.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
66,Dele Alli,ENG,MF,Tottenham Hotspur,Premier League,22,1996,20.3,5,40,18,45.0,1.97,0.89,0.13,0.28,13.8,1,0,0,5.3,5.3,0.13,-0.3,-0.3
67,Miguel Almirón,PRY,FW,Newcastle United,Premier League,24,1994,8.4,0,19,8,42.1,2.25,0.95,0.00,0.00,19.1,0,0,0,1.7,1.6,0.09,-1.7,-1.6
68,Júnior Alonso,PRY,DF,Celta de Vigo,La Liga,25,1993,6.0,0,4,2,50.0,0.67,0.34,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
69,Marcos Alonso,ESP,DF,Chelsea FC,Premier League,27,1990,30.7,2,43,7,16.3,1.40,0.23,0.05,0.29,18.8,8,0,0,2.7,2.7,0.06,-0.7,-0.7
70,Mickaël Alphonse,GLP,DF,Dijon FCO,Ligue 1,29,1989,6.3,1,4,2,50.0,0.63,0.32,0.25,0.50,20.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7
71,Sergio Álvarez,ESP,GK,Celta de Vigo,La Liga,31,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
72,Sergio Álvarez,ESP,MF,SD Eibar,La Liga,26,1992,11.9,0,2,0,0.0,0.17,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2
73,Yeray Álvarez,ESP,DF,Athletic Bilbao,La Liga,23,1995,29.0,0,10,3,30.0,0.34,0.10,0.00,0.00,8.4,0,0,0,1.4,1.0,0.10,-1.4,-1.0
74,Bruno Alves,PRT,DF,Parma Calcio 1913,Serie A,36,1981,32.5,4,17,5,29.4,0.52,0.15,0.24,0.80,18.8,8,0,0,2.2,2.2,0.13,+1.8,+1.8
75,Dani Alves,BRA,MF,Paris Saint-Germain,Ligue 1,35,1983,18.0,1,27,6,22.2,1.50,0.33,0.04,0.17,21.6,2,0,0,2.2,2.2,0.08,-1.2,-1.2
76,Alfons Amade,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,18,1999,0.1,0,1,0,0.0,10.00,0.00,0.00,,9.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
77,Ibrahim Amadou,FRA,MF,Sevilla FC,La Liga,25,1993,8.5,0,9,3,33.3,1.06,0.35,0.00,0.00,19.0,0,0,0,0.8,0.8,0.09,-0.8,-0.8
78,Romain Amalfitano,FRA,MF,Dijon FCO,Ligue 1,28,1989,28.0,0,20,4,20.0,0.71,0.14,0.00,0.00,25.0,0,0,0,0.6,0.6,0.03,-0.6,-0.6
79,Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,0,4,1,25.0,0.56,0.14,0.00,0.00,20.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
80,Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,0,7,1,14.3,0.23,0.03,0.00,0.00,7.3,0,0,0,0.7,0.7,0.10,-0.7,-0.7
81,Amath Ndiaye,SEN,MF,Getafe CF,La Liga,22,1996,11.1,1,14,6,42.9,1.26,0.54,0.07,0.17,17.5,0,0,0,1.6,1.6,0.11,-0.6,-0.6
82,Jordan Amavi,FRA,DF,Olympique Marseille,Ligue 1,24,1994,24.2,0,25,5,20.0,1.03,0.21,0.00,0.00,24.1,0,0,0,0.6,0.6,0.02,-0.6,-0.6
83,Kelvin Amian,FRA,DF,FC Toulouse,Ligue 1,20,1998,32.0,0,18,4,22.2,0.56,0.12,0.00,0.00,25.5,0,0,0,0.5,0.5,0.03,-0.5,-0.5
84,Nadiem Amiri,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,21,1996,8.4,3,19,6,31.6,2.27,0.72,0.16,0.50,17.9,0,0,0,2.2,2.2,0.11,+0.8,+0.8
85,Yanis Ammour,FRA,MF,Montpellier HSC,Ligue 1,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
86,Luke Amos,ENG,MF,Tottenham Hotspur,Premier League,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
87,Joachim Andersen,DNK,DF,UC Sampdoria,Serie A,22,1996,32.0,0,13,5,38.5,0.41,0.16,0.00,0.00,13.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9
88,Felipe Anderson,BRA,FW,West Ham United,Premier League,25,1993,33.8,9,58,24,41.4,1.72,0.71,0.16,0.38,18.1,5,0,0,5.2,5.2,0.09,+3.8,+3.8
89,Florin Andone,ROU,FW,Brighton & Hove Albion,Premier League,25,1993,9.8,3,19,7,36.8,1.94,0.72,0.16,0.43,11.4,0,0,0,2.2,2.2,0.12,+0.8,+0.8
90,Benjamin André,FRA,MF,Stade Rennais FC,Ligue 1,27,1990,27.7,3,32,9,28.1,1.15,0.32,0.09,0.33,12.2,0,0,0,3.3,3.3,0.10,-0.3,-0.3
91,Marco Andreolli,ITA,DF,Cagliari Calcio,Serie A,32,1986,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,9.9,0,0,0,0.0,0.0,0.02,0.0,0.0
92,Marco Andreolli,ITA,DF,Chievo Verona,Serie A,32,1986,7.2,0,3,1,33.3,0.42,0.14,0.00,0.00,9.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
93,Yoann Andreu,FRA,DF,SCO Angers,Ligue 1,29,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
94,Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
95,José Ángel,ESP,DF,SD Eibar,La Liga,28,1989,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,27.0,4,0,0,0.7,0.7,0.03,+0.3,+0.3
96,Cristian Ansaldi,ARG,DF,Torino FC,Serie A,31,1986,20.1,3,36,7,19.4,1.79,0.35,0.08,0.43,25.8,5,0,0,1.4,1.4,0.04,+1.6,+1.6
97,Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,5,51,16,31.4,2.15,0.68,0.08,0.25,17.7,1,1,2,6.7,5.1,0.10,-1.7,-1.1
98,Waldemar Anton,DEU,DF,Hannover 96,Bundesliga,22,1996,34.0,1,20,4,20.0,0.59,0.12,0.05,0.25,14.5,0,0,0,1.2,1.2,0.06,-0.2,-0.2
99,Luca Antonelli,ITA,DF,FC Empoli,Serie A,31,1987,8.4,0,7,2,28.6,0.83,0.24,0.00,0.00,13.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8
100,Mauro Burruchaga,ARG,MF,Chievo Verona,Serie A,20,1998,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,33.8,0,0,0,0.0,0.0,0.01,0.0,0.0
101,Michail Antonio,ENG,FW,West Ham United,Premier League,28,1990,23.4,6,65,25,38.5,2.78,1.07,0.09,0.24,15.7,0,0,0,7.3,7.3,0.11,-1.3,-1.3
102,Antoñito,ESP,DF,Real Valladolid CF,La Liga,30,1987,20.7,2,8,2,25.0,0.39,0.10,0.25,1.00,16.1,0,0,0,1.0,1.0,0.12,+1.0,+1.0
103,Vitorino Antunes,PRT,DF,Getafe CF,La Liga,31,1987,24.2,1,29,6,20.7,1.20,0.25,0.03,0.17,26.8,4,0,0,0.9,0.9,0.03,+0.1,+0.1
104,Anuar,MAR,MF,Real Valladolid CF,La Liga,23,1995,12.0,1,10,4,40.0,0.83,0.33,0.10,0.25,11.8,0,0,0,2.6,2.6,0.26,-1.6,-1.6
105,Dennis Aogo,DEU,MF,VfB Stuttgart,Bundesliga,31,1987,11.4,0,10,1,10.0,0.88,0.09,0.00,0.00,22.9,2,0,0,0.4,0.4,0.04,-0.4,-0.4
106,Houssem Aouar,FRA,MF,Olympique Lyon,Ligue 1,20,1998,34.0,7,72,23,31.9,2.12,0.68,0.10,0.30,16.6,1,0,0,7.5,7.5,0.10,-0.5,-0.5
107,Emmanuel Apeh,NGA,MF,Celta de Vigo,La Liga,21,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
108,Mauro Arambarri,URY,MF,Getafe CF,La Liga,22,1995,29.7,1,26,9,34.6,0.87,0.30,0.04,0.11,24.5,3,0,0,1.4,1.4,0.05,-0.4,-0.4
109,Guilherme Arana,BRA,MF,Sevilla FC,La Liga,21,1997,7.0,0,5,2,40.0,0.72,0.29,0.00,0.00,17.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2
110,Charles Aránguiz,CHL,MF,Bayer 04 Leverkusen,Bundesliga,29,1989,21.0,2,22,5,22.7,1.05,0.24,0.09,0.40,24.0,3,0,0,1.4,1.4,0.06,+0.6,+0.6
111,Luiz Araújo,BRA,FW,LOSC Lille,Ligue 1,22,1996,8.7,3,25,9,36.0,2.88,1.04,0.12,0.33,22.5,2,0,0,2.4,2.4,0.10,+0.6,+0.6
112,Néstor Araújo,MEX,DF,Celta de Vigo,La Liga,26,1991,29.8,3,12,7,58.3,0.40,0.23,0.25,0.43,9.8,0,0,0,1.7,1.7,0.14,+1.3,+1.3
113,Anaitz Arbilla,ESP,DF,SD Eibar,La Liga,31,1987,21.7,1,19,1,5.3,0.88,0.05,0.05,1.00,22.9,3,0,0,0.8,0.8,0.04,+0.2,+0.2
114,Joaquín Ardaiz,URY,FW,Frosinone Calcio,Serie A,19,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
115,Alphonse Areola,FRA,GK,Paris Saint-Germain,Ligue 1,25,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
116,Santiago Arias,COL,DF,Atlético de Madrid,La Liga,26,1992,19.7,1,9,1,11.1,0.46,0.05,0.11,1.00,17.6,0,0,0,0.4,0.4,0.05,+0.6,+0.6
117,Lorenzo Ariaudo,ITA,DF,Frosinone Calcio,Serie A,29,1989,18.7,0,5,1,20.0,0.27,0.05,0.00,0.00,5.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6
118,Nicolò Armini,ITA,DF,SS Lazio,Serie A,17,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
119,Yoël Armougom,FRA,DF,SM Caen,Ligue 1,20,1998,20.6,0,10,2,20.0,0.49,0.10,0.00,0.00,30.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2
120,Stuart Armstrong,SCO,MF,Southampton FC,Premier League,26,1992,15.9,3,32,12,37.5,2.01,0.75,0.09,0.25,20.1,0,0,0,2.3,2.3,0.07,+0.7,+0.7
121,José Manuel Arnáiz,ESP,DF,CD Leganés,La Liga,23,1995,1.3,0,1,0,0.0,0.80,0.00,0.00,,16.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
122,Marko Arnautovic,AUT,FW,West Ham United,Premier League,29,1989,22.1,10,62,30,48.4,2.80,1.36,0.15,0.30,16.8,3,1,1,9.5,8.7,0.14,+0.5,+0.3
123,Maximilian Arnold,DEU,MF,VfL Wolfsburg,Bundesliga,24,1994,31.9,2,53,22,41.5,1.66,0.69,0.04,0.09,28.1,8,0,0,2.0,2.0,0.04,0.0,0.0
124,Kepa,ESP,GK,Chelsea FC,Premier League,23,1994,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
125,Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,0,23,4,17.4,1.04,0.18,0.00,0.00,22.3,0,0,0,1.2,1.2,0.05,-1.2,-1.2
126,Kwadwo Asamoah,GHA,DF,Inter Milan,Serie A,29,1988,29.7,0,10,1,10.0,0.34,0.03,0.00,0.00,26.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2
127,Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,0,13,3,23.1,1.67,0.39,0.00,0.00,16.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1
128,Santiago Ascacíbar,ARG,MF,VfB Stuttgart,Bundesliga,21,1997,27.0,0,19,5,26.3,0.70,0.19,0.00,0.00,18.7,0,0,0,1.4,1.4,0.07,-1.4,-1.4
129,Sergio Asenjo,ESP,GK,Villarreal CF,La Liga,29,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
130,Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,1,45,17,37.8,2.28,0.86,0.02,0.06,17.9,1,0,0,4.4,4.4,0.10,-3.4,-3.4
131,Iago Aspas,ESP,FW,Celta de Vigo,La Liga,30,1987,25.0,20,64,26,40.6,2.56,1.04,0.23,0.58,16.3,10,5,5,13.2,9.4,0.15,+6.8,+5.6
132,Simon Asta,DEU,DF,FC Augsburg,Bundesliga,17,2001,1.0,0,2,0,0.0,2.00,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0
133,Christian Atsu,GHA,MF,Newcastle United,Premier League,26,1992,16.6,1,28,14,50.0,1.69,0.84,0.04,0.07,18.2,0,0,0,2.0,2.0,0.07,-1.0,-1.0
134,Youcef Atal,DZA,DF,OGC Nice,Ligue 1,22,1996,25.1,6,36,16,44.4,1.43,0.64,0.17,0.38,17.2,0,0,1,3.6,2.9,0.08,+2.4,+3.1
135,Pierre-Emerick Aubameyang,GAB,FW,Arsenal FC,Premier League,29,1989,30.3,22,89,34,38.2,2.94,1.12,0.20,0.53,13.6,0,4,5,20.7,16.8,0.19,+1.3,+1.2
136,Emil Audero,ITA,GK,UC Sampdoria,Serie A,21,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
137,Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,3,12,7,58.3,2.34,1.37,0.25,0.43,12.3,0,0,0,2.5,2.5,0.21,+0.5,+0.5
138,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,24,1994,33.6,1,21,6,28.6,0.62,0.18,0.05,0.17,13.2,0,0,0,1.3,1.3,0.06,-0.3,-0.3
139,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,25,1992,6.3,0,4,1,25.0,0.64,0.16,0.00,0.00,18.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
140,Charlie Austin,ENG,FW,Southampton FC,Premier League,29,1989,10.9,2,33,8,24.2,3.02,0.73,0.06,0.25,14.8,0,0,1,3.6,2.9,0.09,-1.6,-0.9
141,Chimy Ávila,ARG,FW,SD Huesca,La Liga,24,1994,22.2,10,89,23,25.8,4.01,1.04,0.10,0.39,19.4,2,1,1,6.6,5.9,0.07,+3.4,+3.1
142,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,1,26,3,11.5,1.98,0.23,0.04,0.33,13.9,0,0,0,2.3,2.3,0.09,-1.3,-1.3
