Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,P_Att,P_Live,P_Dead,P_FK,P_TB,P_Press,P_Sw,P_Crs,P_CK,P_InCK,P_OutCK,P_StrCK,P_Ground,P_Low,P_High,P_Left,P_Right,P_Head,P_TI,P_Other,P_Cmp,P_Off,P_Out,P_Int,P_Blocks
683,Jaume Doménech,ESP,GK,Valencia CF,La Liga,27,1990,4.0,94,55,39,9,0,8,1,0,0,0,0,0,25,7,62,5,62,0,0,19,58,0,2,1,0
684,Giulio Donati,ITA,DF,1.FSV Mainz 05,Bundesliga,28,1990,6.9,353,264,89,7,2,33,8,26,0,0,0,0,163,70,120,20,235,13,82,2,259,1,4,11,9
685,Dong-won Ji,KOR,FW,FC Augsburg,Bundesliga,27,1991,9.9,382,371,11,1,2,101,9,14,0,0,0,0,213,76,93,69,244,51,3,1,273,2,13,14,17
686,Anastasios Donis,GRC,FW,VfB Stuttgart,Bundesliga,21,1996,10.7,200,179,21,1,0,35,8,25,1,0,1,0,138,35,27,41,135,9,8,5,143,1,8,4,7
687,Gianluigi Donnarumma,ITA,GK,AC Milan,Serie A,19,1999,34.3,1161,802,359,66,0,90,20,0,0,0,0,0,719,57,385,91,846,0,1,195,958,0,24,6,1
688,Godfred Donsah,GHA,MF,Bologna FC 1909,Serie A,22,1996,1.7,57,57,0,0,0,12,1,0,0,0,0,0,49,7,1,10,45,1,0,0,50,0,0,2,0
689,Riccardo Doratiotto,ITA,FW,Cagliari Calcio,Serie A,19,1999,0.9,7,7,0,0,0,3,0,0,0,0,0,0,4,1,2,2,2,1,0,1,6,0,0,0,1
690,Gabriel,BRA,DF,LOSC Lille,Ligue 1,20,1997,11.8,617,589,28,25,1,72,11,0,0,0,0,0,486,37,94,546,46,17,1,1,541,1,11,5,5
691,Mathieu Dossevi,TGO,FW,FC Toulouse,Ligue 1,30,1988,27.4,931,841,90,24,1,196,44,113,47,7,12,1,562,138,231,66,814,31,11,4,618,4,16,24,46
692,Abdoulaye Doucouré,FRA,MF,Watford FC,Premier League,25,1993,34.0,1967,1915,52,40,5,357,53,24,1,0,0,0,1555,218,194,276,1552,105,1,9,1640,8,20,46,59
693,Cheick Doukouré,CIV,MF,Levante UD,La Liga,25,1992,3.5,113,112,1,1,0,20,4,0,0,0,0,0,82,18,13,19,81,11,0,0,85,0,4,7,1
694,Moussa Doumbia,MLI,FW,Stade Reims,Ligue 1,23,1994,17.8,653,631,22,5,3,142,22,29,7,1,1,0,475,93,85,114,489,33,6,4,503,4,16,7,19
695,Seydou Doumbia,CIV,FW,Girona FC,La Liga,30,1987,6.0,71,62,9,0,0,9,0,1,0,0,0,0,48,19,4,2,58,8,0,1,52,0,0,4,5
696,Souleyman Doumbia,CIV,DF,Stade Rennais FC,Ligue 1,21,1996,6.7,356,293,63,7,1,45,5,5,0,0,0,0,248,67,41,255,32,7,56,1,311,0,10,5,4
697,Aleksandar Dragovic,AUT,DF,Bayer 04 Leverkusen,Bundesliga,27,1991,14.8,1098,1073,25,23,0,134,46,0,0,0,0,0,909,56,133,203,823,58,1,2,987,2,16,7,9
698,Bartlomiej Dragowski,POL,GK,ACF Fiorentina,Serie A,20,1997,2.5,106,72,34,4,0,5,5,0,0,0,0,0,52,6,48,13,79,0,0,9,72,1,4,0,0
699,Bartlomiej Dragowski,POL,GK,FC Empoli,Serie A,20,1997,14.0,481,294,187,35,0,25,21,0,0,0,0,0,218,35,228,24,339,0,0,95,319,1,25,2,0
700,Julian Draxler,DEU,MF,Paris Saint-Germain,Ligue 1,24,1993,22.7,1610,1546,64,15,11,376,33,22,34,1,3,0,1390,123,97,183,1384,15,13,4,1421,7,12,32,33
701,Luke Dreher,ENG,MF,Crystal Palace,Premier League,19,1998,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,3,0,0,0,0
702,Josip Drmic,CHE,FW,Borussia Mönchengladbach,Bundesliga,25,1992,2.5,63,58,5,0,0,20,1,2,0,0,0,0,46,11,6,15,41,2,1,1,54,0,0,1,1
703,Jaroslav Drobny,CZE,GK,Fortuna Düsseldorf,Bundesliga,38,1979,2.0,37,22,15,5,0,2,1,0,0,0,0,0,15,2,20,2,27,0,0,5,27,0,1,0,0
704,Óscar Duarte,CRI,DF,RCD Espanyol Barcelona,La Liga,29,1989,7.3,342,337,5,5,2,59,10,0,0,0,0,0,241,25,76,73,230,26,0,2,300,0,4,1,3
705,Rubén Duarte,ESP,DF,Deportivo Alavés,La Liga,22,1995,30.8,1231,976,255,29,2,180,37,55,8,0,0,0,502,257,472,738,153,95,218,3,847,3,33,23,29
706,Léo Dubois,FRA,DF,Olympique Lyon,Ligue 1,23,1994,22.7,1494,1277,217,17,0,219,22,78,2,0,1,0,981,287,226,191,1025,62,198,1,1247,7,22,30,45
707,Martin Dubravka,SVK,GK,Newcastle United,Premier League,29,1989,38.0,1152,736,416,98,0,120,30,0,0,0,0,0,395,43,714,68,870,1,0,144,686,3,31,4,6
708,Marvin Ducksch,DEU,FW,Fortuna Düsseldorf,Bundesliga,24,1994,9.1,276,242,34,6,2,39,11,16,10,0,0,0,151,65,60,39,179,42,1,6,182,1,6,10,16
709,Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,23,1994,28.5,1276,1199,77,22,5,249,44,25,38,11,4,4,840,221,215,136,1017,71,8,23,958,4,25,36,33
710,Shane Duffy,IRL,DF,Brighton & Hove Albion,Premier League,26,1992,34.3,1268,1239,29,23,0,191,58,5,0,0,0,0,793,139,336,66,990,128,6,13,990,5,31,7,12
711,Demeaco Duhaney,ENG,DF,Huddersfield Town,Premier League,19,1998,0.5,28,22,6,0,0,8,0,1,0,0,0,0,15,4,9,0,20,2,6,0,20,0,2,0,1
712,Paul Dummett,WAL,DF,Newcastle United,Premier League,26,1991,22.1,884,760,124,14,1,122,15,16,3,0,0,0,462,124,298,642,37,77,107,1,639,1,16,15,23
713,Alfred Duncan,GHA,MF,US Sassuolo,Serie A,25,1993,20.5,863,842,21,10,5,120,27,22,1,0,0,0,612,126,125,729,82,31,10,3,690,3,21,15,16
714,Lewis Dunk,ENG,DF,Brighton & Hove Albion,Premier League,26,1991,35.0,1489,1433,56,41,1,175,107,7,1,0,0,0,994,170,325,65,1255,110,14,17,1240,6,35,15,20
715,Maxime Dupé,FRA,GK,FC Nantes,Ligue 1,25,1993,10.4,301,174,127,36,0,20,3,0,0,0,0,0,91,11,199,26,222,0,0,38,172,3,7,0,0
716,Erik Durm,DEU,DF,Huddersfield Town,Premier League,26,1992,22.8,1072,818,254,8,0,177,16,53,2,0,1,0,501,230,341,207,556,49,244,2,748,5,32,19,49
717,Jimmy Durmaz,SWE,MF,FC Toulouse,Ligue 1,29,1989,21.1,1217,1080,137,60,2,226,43,40,47,10,9,2,786,185,246,898,248,40,23,5,896,8,33,27,38
718,Riza Durmisi,DNK,DF,SS Lazio,Serie A,24,1994,3.6,164,137,27,6,0,31,7,11,1,0,0,0,100,24,40,114,23,7,20,0,121,1,4,1,2
719,Hugo Duro,ESP,MF,Getafe CF,La Liga,18,1999,4.6,68,63,5,0,0,17,1,2,4,0,2,0,34,18,16,34,17,8,1,1,46,0,1,1,3
720,Raphael Dwamena,GHA,FW,Levante UD,La Liga,22,1995,2.5,49,47,2,0,0,13,1,6,0,0,0,0,29,13,7,34,9,1,0,3,31,0,2,0,5
721,Paulo Dybala,ARG,FW,Juventus FC,Serie A,24,1993,23.7,1282,1143,139,26,3,198,96,42,57,0,2,0,885,180,217,1093,140,16,20,8,1079,8,5,22,35
722,Edin Dzeko,BIH,FW,AS Roma,Serie A,32,1986,28.7,737,674,63,0,5,204,31,28,0,0,0,0,445,163,129,128,476,44,2,17,513,4,15,19,33
723,Blerim Dzemaili,CHE,MF,Bologna FC 1909,Serie A,32,1986,19.4,710,673,37,24,4,159,25,5,3,0,0,0,537,68,105,130,532,29,7,1,549,3,13,10,37
724,Félix Eboa Eboa,CMR,DF,EA Guingamp,Ligue 1,21,1997,27.0,1005,947,58,19,0,145,20,10,0,0,0,0,606,127,272,157,640,125,39,1,777,4,32,10,22
725,Dennis Eckert Ayensa,DEU,FW,Celta de Vigo,La Liga,21,1997,2.4,43,40,3,0,0,10,0,0,0,0,0,0,27,8,8,3,28,6,1,0,30,1,2,0,5
726,Bruno Ecuele Manga,GAB,DF,Cardiff City,Premier League,30,1988,37.5,1110,957,153,40,1,164,23,15,0,0,0,0,482,192,436,123,723,110,112,3,706,7,56,23,27
727,Simone Edera,ITA,FW,Torino FC,Serie A,21,1997,0.9,34,29,5,4,0,8,1,1,1,0,0,0,25,1,8,29,4,1,0,0,29,0,0,0,0
728,Simone Edera,ITA,FW,Bologna FC 1909,Serie A,21,1997,2.2,81,72,9,1,0,12,3,3,7,0,0,1,52,13,16,68,8,3,1,0,58,0,0,2,3
729,Ederson,BRA,GK,Manchester City,Premier League,24,1993,38.0,1071,852,219,49,3,111,44,0,0,0,0,0,786,50,235,693,178,1,0,173,918,4,19,3,3
730,Johannes Eggestein,DEU,FW,SV Werder Bremen,Bundesliga,20,1998,12.4,347,343,4,3,1,78,4,13,0,0,0,0,225,75,47,74,238,26,1,3,242,1,10,9,27
731,Maximilian Eggestein,DEU,MF,SV Werder Bremen,Bundesliga,21,1996,33.9,1653,1603,50,31,6,306,33,35,1,0,0,0,1245,193,215,249,1276,87,15,4,1314,4,31,31,61
732,Albin Ekdal,SWE,MF,UC Sampdoria,Serie A,29,1989,29.4,1673,1606,67,66,0,239,24,4,0,0,0,0,1307,197,169,254,1301,74,1,9,1457,2,18,29,26
733,Josip Elez,HRV,DF,Hannover 96,Bundesliga,24,1994,7.2,319,290,29,22,0,48,10,1,0,0,0,0,202,41,76,61,222,20,7,3,246,0,9,8,5
734,Harvey Elliott,ENG,MF,Fulham FC,Premier League,15,2003,0.2,12,12,0,0,1,1,0,1,0,0,0,0,9,1,2,11,1,0,0,0,10,0,1,0,0
735,Mohamed Elneny,EGY,MF,Arsenal FC,Premier League,26,1992,4.2,287,279,8,5,0,50,7,1,0,0,0,0,234,29,24,11,266,5,3,0,259,2,1,2,4
736,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,24,1994,25.0,1219,1092,127,33,1,174,29,20,0,0,0,0,811,170,238,125,907,73,94,0,973,3,25,14,35
737,Gorka Elustondo,ESP,MF,Rayo Vallecano,La Liga,31,1987,3.2,133,128,5,3,0,23,4,1,0,0,0,0,90,9,34,29,88,10,2,1,107,1,2,1,4
738,Nico Elvedi,CHE,DF,Borussia Mönchengladbach,Bundesliga,21,1996,29.1,2102,2042,60,44,2,324,45,1,1,0,0,0,1811,135,156,639,1306,100,15,5,1945,2,16,11,22
739,Rodrigo Ely,BRA,DF,Deportivo Alavés,La Liga,24,1993,4.8,135,125,10,10,0,24,11,0,0,0,0,0,63,20,52,18,92,16,0,0,100,0,7,0,2
740,Mohamed Elyounoussi,NOR,MF,Southampton FC,Premier League,23,1994,8.8,270,237,33,6,1,53,13,14,22,0,0,0,159,47,64,76,169,16,2,1,176,1,5,8,15
741,Adrián Embarba,ESP,FW,Rayo Vallecano,La Liga,26,1992,25.4,837,672,165,43,3,142,59,102,105,11,21,3,436,103,298,152,615,32,13,10,510,3,25,16,50
742,Breel Embolo,CHE,FW,FC Schalke 04,Bundesliga,21,1997,14.9,280,269,11,1,4,59,3,9,0,0,0,0,188,60,32,21,202,25,2,17,188,3,6,4,17
743,Emerson Royal,BRA,DF,Real Betis Balompié,La Liga,19,1999,3.5,202,157,45,7,1,40,0,6,0,0,0,0,117,64,21,6,148,5,38,0,164,0,7,4,6
744,Youssef En-Nesyri,MAR,FW,CD Leganés,La Liga,21,1997,23.4,495,476,19,1,1,146,18,30,0,0,0,0,209,161,125,259,52,101,8,5,278,3,17,15,39
745,Björn Engels,BEL,DF,Stade Reims,Ligue 1,23,1994,33.0,1267,1220,47,46,0,137,57,4,0,0,0,0,916,131,220,66,1072,91,1,8,1081,2,17,14,5
746,Sergi Enrich,ESP,FW,SD Eibar,La Liga,28,1990,28.7,926,892,34,2,0,243,15,5,0,0,0,0,478,249,199,48,595,135,6,39,683,3,13,18,37
747,Javi Eraso,ESP,MF,CD Leganés,La Liga,28,1990,7.0,229,200,29,4,1,42,8,11,15,2,1,1,165,26,38,32,182,10,2,1,175,2,4,2,9
748,Christian Eriksen,DNK,MF,Tottenham Hotspur,Premier League,26,1992,30.8,1985,1834,151,55,8,380,73,58,71,9,11,0,1370,239,376,462,1432,77,6,2,1540,9,26,42,60
749,Patrick Erras,DEU,MF,1.FC Nuremberg,Bundesliga,23,1995,13.6,453,444,9,6,2,62,10,1,2,0,2,0,290,71,92,70,310,48,0,2,365,1,8,5,3
750,Gonzalo Escalante,ARG,MF,SD Eibar,La Liga,25,1993,19.9,768,762,6,6,3,119,15,10,0,0,0,0,478,128,162,80,543,111,0,7,597,5,13,12,24
751,Sergio Escudero,ESP,DF,Sevilla FC,La Liga,28,1989,17.2,951,764,187,21,1,188,31,37,3,0,0,0,510,226,215,644,84,47,163,1,752,6,12,19,20
752,Bernardo Espinosa,COL,DF,Girona FC,La Liga,29,1989,30.3,1365,1331,34,32,1,155,34,3,0,0,0,0,992,157,216,213,994,89,2,9,1203,3,23,6,10
753,Michael Esser,DEU,GK,Hannover 96,Bundesliga,30,1987,32.0,1231,856,375,91,0,117,31,1,0,0,0,0,556,38,637,113,917,0,0,141,867,4,27,7,5
754,Alexander Esswein,DEU,FW,VfB Stuttgart,Bundesliga,28,1990,13.9,450,424,26,3,1,97,19,43,10,1,1,0,236,114,100,82,318,27,9,5,308,1,3,10,25
755,Neil Etheridge,PHL,GK,Cardiff City,Premier League,28,1990,38.0,1188,719,469,150,1,99,20,0,0,0,0,0,49,19,1120,46,926,0,0,49,396,6,61,7,2
756,Beñat Etxebarria,ESP,MF,Athletic Bilbao,La Liga,31,1987,22.6,1241,1079,162,78,2,184,76,34,68,3,11,1,764,136,341,91,1088,40,1,5,996,10,20,13,19
757,Xabi Etxeita,ESP,DF,SD Huesca,La Liga,30,1987,29.7,866,826,40,37,0,117,23,10,0,0,0,0,502,92,272,174,579,80,3,2,659,8,18,12,12
758,Lucas Evangelista,BRA,FW,FC Nantes,Ligue 1,23,1995,8.0,313,310,3,2,0,72,11,17,0,0,0,0,218,35,60,244,30,26,0,1,228,0,6,10,10
759,Jonny Evans,NIR,DF,Leicester City,Premier League,30,1988,22.2,1013,972,41,39,2,130,37,1,1,0,0,0,732,72,209,294,616,74,1,3,867,1,22,7,7
760,Ewerton,BRA,DF,1.FC Nuremberg,Bundesliga,29,1989,14.9,576,554,22,21,0,149,18,0,0,0,0,0,422,54,100,468,61,20,1,3,493,3,6,6,4
761,Valentin Eysseric,FRA,FW,ACF Fiorentina,Serie A,26,1992,4.0,177,166,11,2,0,26,11,7,8,0,0,0,130,19,28,34,136,3,1,0,134,2,4,6,6
762,Valentin Eysseric,FRA,MF,FC Nantes,Ligue 1,26,1992,2.3,110,85,25,9,0,34,5,4,10,0,1,1,65,20,25,18,89,2,1,0,76,0,4,2,4
763,Marco Fabián,MEX,FW,Eintracht Frankfurt,Bundesliga,29,1989,0.7,13,11,2,2,0,3,0,1,0,0,0,0,13,0,0,1,12,0,0,0,8,0,1,1,1
764,Lukasz Fabianski,POL,GK,West Ham United,Premier League,33,1985,38.0,1204,749,455,152,0,74,55,0,0,0,0,0,318,65,821,50,907,1,0,142,651,12,46,6,2
765,Fabinho,BRA,MF,Liverpool FC,Premier League,24,1993,22.4,1631,1587,44,39,3,268,52,10,0,0,0,0,1183,164,284,77,1444,70,4,2,1403,3,21,18,25
766,Fábio,BRA,DF,FC Nantes,Ligue 1,28,1990,14.2,635,488,147,17,1,105,20,32,0,0,0,0,323,144,168,79,378,34,130,4,482,2,15,14,13
767,Cesc Fàbregas,ESP,MF,Chelsea FC,Premier League,31,1987,2.0,193,182,11,8,3,20,6,0,1,0,0,0,156,13,24,12,177,0,2,0,165,2,1,5,2
768,Cesc Fàbregas,ESP,MF,AS Monaco,Ligue 1,31,1987,10.7,752,671,81,46,2,153,34,5,29,5,4,1,497,124,131,68,653,20,6,2,620,2,14,15,10
769,Fabri,ESP,GK,Fulham FC,Premier League,30,1987,2.0,50,39,11,3,0,4,2,0,0,0,0,0,22,0,28,7,26,0,0,12,34,0,2,0,0
770,Ralf Fährmann,DEU,GK,FC Schalke 04,Bundesliga,29,1988,16.3,514,355,159,41,0,23,16,0,0,0,0,0,226,28,260,19,407,0,0,68,366,3,4,0,0
771,Romain Faivre,FRA,MF,AS Monaco,Ligue 1,20,1998,1.0,43,43,0,0,1,8,0,0,0,0,0,0,31,7,5,38,2,3,0,0,35,0,1,0,0
772,Fayçal Fajr,MAR,MF,SM Caen,Ligue 1,29,1988,36.0,2097,1776,321,203,5,386,221,64,101,7,12,3,1140,259,698,145,1867,57,11,8,1596,6,54,31,37
773,Falcao,COL,FW,AS Monaco,Ligue 1,32,1986,28.4,657,585,72,3,2,169,6,7,0,0,0,0,439,134,84,118,434,45,5,20,510,3,8,10,26
774,Diego Falcinelli,ITA,FW,Bologna FC 1909,Serie A,27,1991,7.8,151,142,9,1,0,21,2,8,0,0,0,0,97,33,21,71,59,8,0,6,115,0,1,0,6
775,Simon Falette,GIN,DF,Eintracht Frankfurt,Bundesliga,26,1992,6.7,308,286,22,11,0,34,8,1,0,0,0,0,194,45,69,211,41,36,11,2,228,0,16,8,4
776,Iago Falque,ESP,FW,Torino FC,Serie A,28,1990,17.9,917,814,103,39,3,150,39,63,39,5,2,0,679,71,167,767,119,18,3,5,709,7,17,13,24
777,Paolo Faragò,ITA,MF,Cagliari Calcio,Serie A,25,1993,18.9,864,781,83,11,1,155,27,50,0,0,0,0,462,187,215,177,503,71,72,6,626,3,28,15,26
778,Mohamed Fares,DZA,DF,SPAL,Serie A,22,1996,32.8,1504,1263,241,17,1,258,48,125,20,1,1,0,861,320,323,1078,142,55,204,7,1132,2,29,22,64
779,Diego Farias,BRA,FW,FC Empoli,Serie A,28,1990,13.3,335,323,12,3,4,74,6,17,1,0,1,0,272,38,25,42,276,10,3,4,266,0,6,8,18
780,Diego Farias,BRA,FW,Cagliari Calcio,Serie A,28,1990,7.8,243,228,15,2,0,53,7,10,5,0,0,0,187,39,17,24,206,6,4,2,188,0,5,3,7
781,Andrea Favilli,ITA,FW,Genoa CFC,Serie A,21,1997,1.9,50,45,5,0,0,9,1,5,0,0,0,0,29,12,9,30,6,8,3,0,37,0,1,0,0
782,Federico Fazio,ARG,DF,AS Roma,Serie A,31,1987,31.2,1414,1362,52,43,0,193,32,5,0,0,0,0,1043,150,221,196,1060,102,9,8,1210,1,32,14,10
783,Zouhair Feddal,MAR,DF,Real Betis Balompié,La Liga,29,1989,18.9,1282,1213,69,63,0,188,49,6,0,0,0,0,931,132,219,1036,142,63,6,7,1104,5,28,14,6
784,Nabil Fekir,FRA,MF,Olympique Lyon,Ligue 1,25,1993,22.1,1088,984,104,44,7,220,48,38,52,10,6,4,858,68,162,930,125,18,5,2,893,3,13,30,19
785,Yassin Fekir,FRA,FW,Olympique Lyon,Ligue 1,21,1997,0.1,17,17,0,0,0,0,1,1,0,0,0,0,16,0,1,2,15,0,0,0,14,0,0,1,0
786,Felipe,BRA,DF,Hannover 96,Bundesliga,31,1987,12.2,497,475,22,20,0,60,27,3,0,0,0,0,307,58,132,371,66,43,2,1,377,1,11,5,10
787,Luiz Felipe,BRA,DF,SS Lazio,Serie A,21,1997,14.3,703,667,36,18,1,123,13,5,0,0,0,0,549,50,104,79,571,28,18,0,589,0,5,8,15
788,Felix Uduokhai,DEU,DF,VfL Wolfsburg,Bundesliga,20,1997,2.7,142,119,23,7,0,12,1,2,0,0,0,0,93,16,33,93,21,10,16,0,115,0,6,3,2
789,Marouane Fellaini,BEL,MF,Manchester United,Premier League,30,1987,8.4,433,430,3,1,0,73,7,4,0,0,0,0,321,51,61,61,304,42,2,4,347,2,11,2,17
790,Kiko Femenía,ESP,DF,Watford FC,Premier League,27,1991,22.8,1174,965,209,15,1,166,30,58,7,1,5,0,722,235,217,97,831,55,187,0,950,3,24,22,27
791,Edimilson Fernandes,CHE,MF,ACF Fiorentina,Serie A,22,1996,21.9,894,882,12,6,1,149,22,12,0,0,0,0,721,77,96,111,729,37,1,8,750,0,12,13,17
792,Gelson Fernandes,CHE,MF,Eintracht Frankfurt,Bundesliga,31,1986,24.7,849,840,9,7,0,136,5,3,0,0,0,0,635,96,118,77,661,83,1,2,719,0,6,9,20
793,Aitor Fernández,ESP,GK,Levante UD,La Liga,27,1991,16.0,455,239,216,53,0,13,16,0,0,0,0,0,144,33,278,29,316,0,0,74,272,3,24,4,1
794,Andrés Fernández,ESP,GK,Villarreal CF,La Liga,31,1986,6.0,187,111,76,27,0,9,11,0,0,0,0,0,74,7,106,9,151,0,0,18,133,1,6,0,0
795,Borja Fernández,ESP,MF,Real Valladolid CF,La Liga,37,1981,9.3,391,380,11,11,0,69,23,3,0,0,0,0,248,50,93,57,279,34,0,0,308,1,13,6,5
796,Federico Fernández,ARG,DF,Newcastle United,Premier League,29,1989,16.5,622,603,19,18,0,78,24,5,0,0,0,0,403,39,180,30,524,55,1,0,483,4,18,4,10
797,Joaquín Fernández,ESP,DF,Real Valladolid CF,La Liga,22,1996,9.3,300,289,11,7,0,50,6,0,0,0,0,0,219,31,50,29,238,18,4,1,244,0,2,2,8
798,Fernandinho,BRA,MF,Manchester City,Premier League,33,1985,26.4,2068,2031,37,30,14,323,37,6,1,0,0,0,1655,172,241,277,1668,82,6,7,1804,9,25,22,34
799,Juan Ferney Otero,COL,FW,Amiens SC,Ligue 1,23,1995,24.2,758,716,42,14,0,186,20,61,15,1,0,0,509,102,147,84,578,56,8,6,530,1,30,11,44
800,Alex Ferrari,ITA,DF,UC Sampdoria,Serie A,24,1994,6.0,327,309,18,13,0,36,11,2,0,0,0,0,245,37,45,60,240,15,5,2,288,1,7,2,5
801,David Ferreiro,ESP,FW,SD Huesca,La Liga,30,1988,25.3,1033,875,158,50,2,123,76,146,71,9,7,2,495,156,382,157,798,31,36,6,645,9,27,20,40
802,Facundo Ferreyra,ARG,FW,RCD Espanyol Barcelona,La Liga,27,1991,2.3,47,44,3,0,0,24,0,2,0,0,0,0,21,21,5,3,26,8,1,1,32,0,0,1,3
803,Jordan Ferri,FRA,MF,Nîmes Olympique,Ligue 1,26,1992,20.8,1066,1041,25,12,5,213,40,14,0,0,0,0,725,158,183,48,924,63,13,6,876,1,13,20,34
804,Jordan Ferri,FRA,MF,Olympique Lyon,Ligue 1,26,1992,1.3,92,92,0,0,0,6,3,3,0,0,0,0,76,4,12,3,87,2,0,0,78,0,1,3,3
805,Oliver Fink,DEU,MF,Fortuna Düsseldorf,Bundesliga,36,1982,11.7,393,388,5,1,2,106,4,11,1,0,0,0,188,105,100,102,182,59,3,4,242,3,16,11,18
806,Alfred Finnbogason,ISL,FW,FC Augsburg,Bundesliga,29,1989,14.8,332,295,37,0,1,72,3,6,0,0,0,0,206,72,54,50,219,38,2,12,220,1,6,16,26
807,Roberto Firmino,BRA,FW,Liverpool FC,Premier League,26,1991,29.0,1303,1278,25,1,13,283,9,24,1,0,0,0,1024,168,111,165,1046,52,16,10,1056,6,14,40,41
808,Júnior Firpo,ESP,DF,Real Betis Balompié,La Liga,21,1996,21.5,1132,961,171,14,1,154,11,58,0,0,0,0,772,208,152,755,158,40,157,3,915,4,8,27,32
809,Mathieu Flamini,FRA,MF,Getafe CF,La Liga,34,1984,5.0,131,127,4,3,0,31,5,0,0,0,0,0,53,37,41,31,73,14,0,3,90,1,5,3,0
810,Mark Flekken,NLD,GK,SC Freiburg,Bundesliga,25,1993,1.0,29,23,6,1,0,5,0,0,0,0,0,0,13,0,16,8,20,0,0,1,23,0,0,0,0
811,Sergio Floccari,ITA,FW,SPAL,Serie A,36,1981,10.8,237,220,17,0,1,55,3,6,0,0,0,0,192,21,24,51,168,6,0,1,187,1,4,7,13
812,Alessandro Florenzi,ITA,DF,AS Roma,Serie A,27,1991,24.2,1471,1213,258,29,8,202,43,84,24,2,8,0,739,323,409,56,1149,47,205,5,1137,2,32,20,38
813,Phil Foden,ENG,MF,Manchester City,Premier League,18,2000,3.7,235,231,4,0,1,40,2,5,3,0,0,0,199,24,12,196,31,3,1,3,202,1,3,8,7
814,Guessouma Fofana,FRA,MF,Amiens SC,Ligue 1,25,1992,2.1,60,59,1,1,0,17,3,2,0,0,0,0,46,4,10,8,46,1,0,1,45,0,2,1,0
815,Guessouma Fofana,FRA,MF,EA Guingamp,Ligue 1,25,1992,5.3,128,127,1,1,0,15,1,3,0,0,0,0,92,19,17,13,94,18,0,0,99,0,3,2,4
816,Seko Fofana,CIV,MF,Udinese Calcio,Serie A,23,1995,29.3,1159,1140,19,8,3,197,44,33,1,0,0,0,932,114,113,168,944,26,9,5,976,2,17,27,31
817,Wesley Fofana,FRA,DF,AS Saint-Étienne,Ligue 1,17,2000,1.8,80,69,11,4,0,3,1,1,0,0,0,0,62,5,13,1,72,0,7,0,70,0,0,1,0
818,Youssouf Fofana,FRA,MF,RC Strasbourg Alsace,Ligue 1,19,1999,10.1,351,339,12,5,0,91,12,4,0,0,0,0,256,61,34,60,270,10,7,1,277,3,3,4,10
819,Thomas Foket,BEL,DF,Stade Reims,Ligue 1,23,1994,32.0,1429,1096,333,14,2,208,17,32,0,0,0,0,733,340,356,109,905,84,319,3,1085,3,27,25,40
820,Thomas Fontaine,MDG,DF,Stade Reims,Ligue 1,27,1991,4.7,198,193,5,5,0,37,14,0,0,0,0,0,150,15,33,141,41,13,0,1,166,0,5,1,3
821,José Fonte,PRT,DF,LOSC Lille,Ligue 1,34,1983,34.6,2172,2078,94,84,1,246,52,3,0,0,0,0,1755,135,282,215,1806,95,10,8,1921,2,37,16,22
822,Rui Fonte,PRT,FW,LOSC Lille,Ligue 1,28,1990,7.0,190,176,14,2,0,41,4,3,0,0,0,0,122,31,37,18,134,14,1,5,151,0,2,0,4
823,Pablo Fornals,ESP,MF,Villarreal CF,La Liga,22,1996,27.5,1194,1158,36,10,9,205,31,30,10,0,0,0,879,144,171,136,990,42,8,7,926,11,20,36,52
824,Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,26,1991,13.9,531,471,60,19,6,91,16,18,33,7,13,1,398,43,90,46,455,17,3,4,405,5,8,15,19
825,Fraser Forster,ENG,GK,Southampton FC,Premier League,30,1988,1.0,23,12,11,4,0,0,0,0,0,0,0,0,5,0,18,3,15,0,0,4,10,0,2,0,0
826,Steven Fortes,CPV,DF,FC Toulouse,Ligue 1,26,1992,1.5,55,53,2,2,0,7,0,0,0,0,0,0,43,4,8,4,44,5,0,0,45,0,3,1,0
827,Iver Fossum,NOR,MF,Hannover 96,Bundesliga,22,1996,5.1,254,221,33,11,2,24,10,7,21,0,0,0,171,26,57,23,215,15,0,0,199,0,0,3,6
828,Ben Foster,ENG,GK,Watford FC,Premier League,35,1983,38.0,1242,754,488,188,0,87,48,0,0,0,0,0,224,55,963,818,217,0,0,99,600,17,42,7,7
829,Timothy Fosu-Mensah,NLD,DF,Fulham FC,Premier League,20,1998,8.8,471,413,58,4,0,52,9,10,0,0,0,0,323,39,109,29,369,18,54,1,372,2,18,9,8
830,Dimitri Foulquier,FRA,MF,Getafe CF,La Liga,25,1993,20.0,475,438,37,6,1,92,5,21,0,0,0,0,256,96,123,68,305,55,29,2,291,5,22,12,43
831,Juan Foyth,ARG,DF,Tottenham Hotspur,Premier League,20,1998,9.9,588,561,27,11,0,101,21,6,0,0,0,0,468,47,73,51,473,32,16,2,506,3,9,7,11
