Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribSucc,DribAtt,DribSucc%,DribPl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,PR_Prog
1106,Salvador Ichazo,URY,GK,Torino FC,Serie A,26,1992,2.8,90,83,90,0,0,0,54,0,0,,0,0,29,154,69,0,0,0,0,0,29,29,100.0,0
1107,Edgar Ié,PRT,DF,LOSC Lille,Ligue 1,24,1994,2.7,154,12,77,78,7,3,142,4,4,100.0,4,0,91,550,302,2,0,0,2,1,73,72,98.6,2
1108,Edgar Ié,PRT,DF,FC Nantes,Ligue 1,24,1994,8.6,426,27,175,207,75,7,380,7,11,63.6,7,0,260,1298,782,21,7,1,3,8,246,226,91.9,9
1109,Borja Iglesias,ESP,FW,RCD Espanyol Barcelona,La Liga,25,1993,34.2,1130,49,111,527,551,189,1054,44,72,61.1,50,1,758,3037,1484,84,24,18,108,74,1606,790,49.2,355
1110,Kelechi Iheanacho,NGA,FW,Leicester City,Premier League,21,1996,10.5,387,1,40,171,205,42,380,11,20,55.0,11,1,303,1059,509,29,11,4,32,17,550,308,56.0,124
1111,Jordan Ikoko,COD,DF,EA Guingamp,Ligue 1,24,1994,19.0,992,44,312,458,296,18,780,19,35,54.3,21,0,567,3187,1861,75,29,7,19,18,547,479,87.6,34
1112,Jonathan Ikoné,FRA,MF,LOSC Lille,Ligue 1,20,1998,31.1,1307,7,116,646,673,101,1290,78,119,65.5,88,4,1154,5726,3448,176,54,28,90,82,1416,1047,73.9,263
1113,Ivo Ilicevic,HRV,MF,1.FC Nuremberg,Bundesliga,31,1986,0.4,14,0,2,10,4,0,14,1,1,100.0,1,0,13,115,56,3,0,0,0,1,13,10,76.9,2
1114,Josip Ilicic,SVN,FW,Atalanta BC,Serie A,30,1988,23.8,1708,6,96,746,1023,179,1638,108,169,63.9,112,7,1538,8396,4493,283,87,48,59,73,1792,1446,80.7,341
1115,Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,28,1990,20.2,1444,87,435,952,160,5,1359,7,12,58.3,7,0,974,5527,2779,110,27,0,6,16,933,891,95.5,10
1116,Stefan Ilsanker,AUT,DF,RB Leipzig,Bundesliga,29,1989,10.4,571,40,225,327,45,6,545,2,3,66.7,2,0,281,1276,741,17,4,0,4,1,275,268,97.5,7
1117,Giannelli Imbula,COD,MF,Rayo Vallecano,La Liga,25,1992,19.2,939,23,173,651,207,15,916,55,73,75.3,63,0,823,4644,2522,113,32,2,24,38,808,731,90.5,34
1118,Ciro Immobile,ITA,FW,SS Lazio,Serie A,28,1990,31.8,1331,8,89,501,831,246,1290,34,85,40.0,43,2,1054,5628,3139,176,49,39,69,48,1704,1077,63.2,428
1119,Emmanuel Imorou,BEN,DF,SM Caen,Ligue 1,29,1988,12.4,726,37,247,363,146,4,584,6,11,54.5,6,1,364,1486,807,36,11,1,1,13,374,342,91.4,13
1120,Svante Ingelsson,SWE,MF,Udinese Calcio,Serie A,20,1998,1.1,56,7,17,23,18,0,52,1,2,50.0,1,0,30,163,78,4,1,0,2,2,32,27,84.4,4
1121,Roberto Inglese,ITA,FW,Parma Calcio 1913,Serie A,26,1991,21.8,736,34,120,343,312,103,676,38,59,64.4,39,2,501,2136,712,41,13,12,71,57,1106,495,44.8,192
1122,Danny Ings,ENG,FW,Southampton FC,Premier League,26,1992,18.3,641,12,62,279,325,99,628,34,50,68.0,37,1,505,1897,828,52,7,12,49,30,807,463,57.4,175
1123,Lorenzo Insigne,ITA,FW,SSC Napoli,Serie A,27,1991,23.0,1610,7,99,697,931,138,1534,34,70,48.6,41,0,1359,5985,3390,196,58,26,37,32,1748,1380,78.9,304
1124,Emiliano Insúa,ARG,DF,VfB Stuttgart,Bundesliga,29,1989,23.5,1576,69,396,778,509,17,1295,32,45,71.1,33,2,938,4709,2718,144,52,6,23,31,951,865,91.0,57
1125,Pablo Insua,ESP,DF,SD Huesca,La Liga,24,1993,8.6,328,37,183,155,4,4,322,1,1,100.0,1,0,182,958,385,7,0,0,2,3,179,170,95.0,3
1126,Takashi Inui,JPN,FW,Real Betis Balompié,La Liga,30,1988,4.2,188,2,19,80,105,18,182,8,12,66.7,9,1,159,759,381,22,6,4,11,5,179,143,79.9,30
1127,Takashi Inui,JPN,MF,Deportivo Alavés,La Liga,30,1988,9.2,363,12,52,185,147,20,342,11,16,68.8,11,0,268,1676,1052,49,11,5,16,20,317,236,74.4,41
1128,Artur Ionita,MDA,MF,Cagliari Calcio,Serie A,27,1990,33.0,1491,56,271,887,436,60,1474,26,47,55.3,29,3,1011,4825,2330,108,58,2,36,32,1258,1003,79.7,129
1129,Gorka Iraizoz,ESP,GK,Girona FC,La Liga,37,1981,6.2,260,241,260,2,0,0,173,1,1,100.0,1,0,104,478,257,0,0,0,0,0,87,87,100.0,0
1130,Carlos Isaac,ESP,DF,Atlético de Madrid,La Liga,20,1998,1.0,63,3,9,37,23,4,53,1,1,100.0,1,0,46,230,153,6,4,1,3,1,44,41,93.2,2
1131,Isco,ESP,MF,Real Madrid,La Liga,26,1992,13.2,1143,5,137,676,413,61,1100,29,43,67.4,30,1,988,4465,2206,124,35,9,24,32,1080,954,88.3,107
1132,Mikael Ishak,SWE,FW,1.FC Nuremberg,Bundesliga,25,1993,21.3,596,11,58,306,268,67,538,10,17,58.8,13,0,370,1862,899,48,14,9,48,19,802,388,48.4,163
1133,Wilson Isidor,FRA,FW,AS Monaco,Ligue 1,17,2000,0.5,19,3,4,5,11,2,19,0,0,,0,0,13,93,80,4,1,0,2,1,17,14,82.4,3
1134,Luca Itter,DEU,DF,VfL Wolfsburg,Bundesliga,19,1999,1.0,63,0,13,41,10,0,58,1,1,100.0,1,0,45,259,140,7,1,0,3,1,40,39,97.5,2
1135,Manuel Iturra,CHL,MF,Villarreal CF,La Liga,34,1984,0.8,61,2,13,46,5,0,60,0,0,,0,0,36,76,30,2,1,0,0,0,44,41,93.2,0
1136,Ander Iturraspe,ESP,MF,Athletic Bilbao,La Liga,29,1989,1.1,88,6,31,55,9,0,86,0,0,,0,0,60,226,151,4,2,0,0,3,65,61,93.8,4
1137,Ivi López,ESP,MF,Real Valladolid CF,La Liga,24,1994,0.2,19,0,1,7,14,0,15,0,0,,0,0,13,99,77,3,3,0,2,1,15,13,86.7,2
1138,Alex Iwobi,NGA,FW,Arsenal FC,Premier League,22,1996,21.9,1302,16,149,584,692,128,1286,53,93,57.0,58,8,1168,6852,4411,257,70,62,60,58,1357,1073,79.1,183
1139,José Izquierdo,COL,MF,Brighton & Hove Albion,Premier League,26,1992,8.8,320,13,80,115,152,28,318,11,23,47.8,13,1,229,1440,781,39,11,9,15,14,294,196,66.7,49
1140,Armando Izzo,ITA,DF,Torino FC,Serie A,26,1992,36.3,2321,218,972,1275,253,42,2235,14,17,82.4,14,1,1417,9090,5211,150,39,2,7,11,1329,1294,97.4,36
1141,Ja-cheol Koo,KOR,MF,FC Augsburg,Bundesliga,29,1989,18.2,875,32,161,517,244,32,873,21,29,72.4,24,0,625,2447,1040,56,23,3,28,46,700,573,81.9,117
1142,Lukas Jäger,AUT,MF,1.FC Nuremberg,Bundesliga,24,1994,0.3,14,1,6,6,2,1,14,0,0,,0,0,2,12,11,0,0,0,1,0,15,8,53.3,0
1143,Phil Jagielka,ENG,DF,Everton FC,Premier League,35,1982,3.7,219,28,122,103,7,6,212,0,0,,0,0,117,564,260,2,0,0,2,0,128,125,97.7,2
1144,Alireza Jahanbakhsh,IRN,FW,Brighton & Hove Albion,Premier League,24,1993,11.3,480,20,117,195,208,22,464,17,40,42.5,22,2,345,1585,890,42,13,4,32,22,422,298,70.6,67
1145,Christophe Jallet,FRA,DF,OGC Nice,Ligue 1,34,1983,9.8,726,45,224,379,161,9,655,9,10,90.0,9,0,454,1653,1093,59,13,1,8,5,517,475,91.9,16
1146,Jandrei,BRA,GK,Genoa CFC,Serie A,25,1993,1.0,34,31,34,0,0,0,24,0,0,,0,0,21,93,40,0,0,0,0,0,17,17,100.0,0
1147,Christoph Janker,DEU,MF,FC Augsburg,Bundesliga,33,1985,0.8,33,3,14,19,2,0,31,1,1,100.0,1,0,23,108,67,1,0,0,0,1,30,27,90.0,0
1148,Marko Jankovic,MNE,MF,SPAL,Serie A,23,1995,0.6,38,0,5,19,18,3,37,1,1,100.0,1,0,29,204,116,6,2,0,1,0,35,30,85.7,4
1149,Jakub Jankto,CZE,MF,UC Sampdoria,Serie A,22,1996,10.7,651,20,113,324,262,28,632,3,5,60.0,3,0,471,2512,1595,69,24,5,4,6,548,482,88.0,60
1150,Daryl Janmaat,NLD,DF,Watford FC,Premier League,29,1989,16.9,964,84,322,432,252,19,840,12,18,66.7,13,3,559,2395,1423,69,26,3,7,11,525,484,92.2,26
1151,Vincent Janssen,NLD,FW,Tottenham Hotspur,Premier League,24,1994,0.4,17,0,0,6,12,4,16,0,0,,0,0,9,29,5,0,0,0,1,2,25,13,52.0,8
1152,Tony Jantschke,DEU,DF,Borussia Mönchengladbach,Bundesliga,28,1990,10.4,908,72,509,456,23,8,894,1,1,100.0,1,0,676,3727,1799,32,3,0,4,2,674,672,99.7,6
1153,Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,23,1995,13.9,821,9,71,318,515,66,726,65,113,57.5,70,1,695,3751,2259,119,33,20,61,56,792,605,76.4,127
1154,Nicolas Janvier,FRA,MF,Stade Rennais FC,Ligue 1,19,1998,0.0,2,0,0,1,1,0,2,0,0,,0,0,2,7,4,0,0,0,0,0,2,2,100.0,1
1155,Pawel Jaroszynski,POL,DF,Chievo Verona,Serie A,23,1994,15.0,975,61,323,490,216,7,833,11,20,55.0,12,0,594,2818,1564,65,15,2,8,12,616,570,92.5,18
1156,Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,33,1984,30.5,1228,1057,1225,6,0,0,866,0,0,,0,0,662,3484,2153,0,0,0,1,0,540,539,99.8,0
1157,Jason,ESP,MF,Levante UD,La Liga,24,1994,25.9,1188,53,281,560,437,45,1055,31,79,39.2,35,1,752,4436,2678,116,44,7,30,46,883,676,76.6,103
1158,Dennis Jastrzembski,POL,DF,Hertha BSC,Bundesliga,18,2000,0.7,32,1,1,18,19,3,29,1,2,50.0,1,0,26,137,105,5,3,0,2,3,40,23,57.5,3
1159,Assil Jaziri,TUN,FW,OGC Nice,Ligue 1,18,1999,0.4,36,0,3,15,20,3,35,1,3,33.3,2,1,28,198,118,6,1,2,2,0,35,26,74.3,2
1160,Corentin Jean,FRA,FW,FC Toulouse,Ligue 1,23,1995,7.0,317,4,37,135,165,30,303,6,16,37.5,7,0,219,1074,507,24,6,6,17,18,343,207,60.3,55
1161,Benjamin Jeannot,FRA,FW,Dijon FCO,Ligue 1,26,1992,16.0,635,22,77,326,271,68,608,20,26,76.9,20,1,411,1381,625,37,12,2,43,20,743,439,59.1,154
1162,Tin Jedvaj,HRV,DF,Bayer 04 Leverkusen,Bundesliga,22,1995,12.5,882,51,249,508,173,19,790,8,16,50.0,9,1,540,2547,1348,51,13,4,11,7,570,527,92.5,12
1163,Jemerson,BRA,DF,AS Monaco,Ligue 1,25,1992,24.7,1311,162,714,633,42,14,1271,3,4,75.0,3,0,800,4544,2470,50,3,0,8,2,809,794,98.1,14
1164,Carl Jenkinson,ENG,DF,Arsenal FC,Premier League,26,1992,1.8,106,6,27,45,39,4,92,0,1,0.0,0,0,73,207,80,5,2,0,2,1,79,67,84.8,7
1165,Fredrik Jensen,FIN,FW,FC Augsburg,Bundesliga,20,1997,2.3,87,6,19,37,37,9,86,3,6,50.0,4,0,54,151,54,3,2,1,6,6,76,55,72.4,17
1166,Mathias Jensen,DNK,MF,Celta de Vigo,La Liga,22,1996,2.6,112,2,19,62,34,5,111,2,4,50.0,2,0,86,292,123,6,2,0,2,7,101,79,78.2,16
1167,Jesé,ESP,FW,Real Betis Balompié,La Liga,25,1993,8.7,284,0,15,140,147,50,257,10,25,40.0,13,0,215,1030,541,31,7,10,12,11,339,197,58.1,76
1168,Gabriel Jesus,BRA,FW,Manchester City,Premier League,21,1997,11.5,535,4,34,207,326,106,520,23,47,48.9,26,1,421,1849,956,57,18,16,38,17,686,422,61.5,195
1169,Juan Jesus,BRA,DF,AS Roma,Serie A,27,1991,15.6,965,86,473,498,27,1,918,3,4,75.0,3,0,635,2695,974,15,2,0,0,1,657,641,97.6,1
1170,Raúl Jiménez,MEX,FW,Wolverhampton Wanderers,Premier League,27,1991,34.6,1535,43,157,785,688,192,1490,36,63,57.1,37,1,1133,5081,2509,145,44,32,78,77,1836,1133,61.7,408
1171,Joaquín,ESP,FW,Real Betis Balompié,La Liga,37,1981,18.8,1168,32,122,519,635,68,1074,48,64,75.0,51,2,929,4935,2884,180,57,26,26,28,1066,886,83.1,103
1172,Joelinton,BRA,FW,TSG 1899 Hoffenheim,Bundesliga,21,1996,23.7,1067,16,93,523,525,126,1032,47,80,58.8,53,2,818,3460,1936,98,34,21,79,69,1108,755,68.1,226
1173,Aron Jóhannsson,USA,MF,SV Werder Bremen,Bundesliga,27,1990,0.0,3,1,1,0,2,1,3,1,1,100.0,1,0,2,6,5,1,0,0,1,0,2,2,100.0,1
1174,Stefan Johansen,NOR,MF,Fulham FC,Premier League,27,1991,4.6,284,11,65,167,67,3,272,3,4,75.0,4,0,204,630,290,10,7,0,7,4,221,192,86.9,12
1175,Jakob Johansson,SWE,MF,Stade Rennais FC,Ligue 1,28,1990,7.9,464,29,136,309,43,2,457,5,7,71.4,5,0,323,1540,686,24,2,0,6,8,303,289,95.4,4
1176,Ben Johnson,ENG,DF,West Ham United,Premier League,18,2000,0.7,32,3,17,12,4,0,24,0,2,0.0,1,0,16,58,11,0,0,0,0,0,16,15,93.8,0
1177,Fabian Johnson,USA,DF,Borussia Mönchengladbach,Bundesliga,30,1987,11.2,641,33,174,370,151,15,587,2,3,66.7,2,0,451,2385,1302,51,27,2,12,6,513,449,87.5,39
1178,Tyreke Johnson,ENG,FW,Southampton FC,Premier League,19,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
1179,Karl-Johan Johnsson,SWE,GK,EA Guingamp,Ligue 1,28,1990,17.0,514,445,508,7,2,0,334,0,0,,0,0,255,1426,926,0,1,0,0,0,165,165,100.0,0
1180,Jonathas,BRA,FW,Hannover 96,Bundesliga,29,1989,6.7,258,7,28,137,102,27,241,7,13,53.8,8,1,167,570,188,13,2,3,31,17,369,172,46.6,60
1181,Phil Jones,ENG,DF,Manchester United,Premier League,26,1992,14.0,905,105,517,409,27,6,891,4,4,100.0,4,0,575,2657,1389,37,6,0,2,5,582,572,98.3,4
1182,Jony,ESP,MF,Deportivo Alavés,La Liga,27,1991,33.0,1613,16,208,682,874,84,1311,62,136,45.6,70,5,1063,5735,3694,157,75,21,97,73,1284,944,73.5,160
1183,Joan Jordán,ESP,MF,SD Eibar,La Liga,24,1994,31.9,2234,30,232,1321,802,40,2021,55,74,74.3,55,1,1501,6820,3134,154,51,8,41,29,1569,1362,86.8,119
1184,Bruno Jordão,PRT,MF,SS Lazio,Serie A,19,1998,1.0,56,2,13,32,17,2,56,3,3,100.0,3,0,40,192,122,10,4,1,3,2,48,41,85.4,7
1185,Jorginho,ITA,MF,Chelsea FC,Premier League,26,1991,35.1,3329,116,729,2099,682,7,3291,15,21,71.4,16,0,2617,8610,4633,160,59,0,20,35,2711,2612,96.3,70
1186,Willian José,BRA,FW,Real Sociedad,La Liga,26,1991,26.3,1047,32,76,584,441,104,998,22,44,50.0,24,3,751,3047,936,46,18,5,50,51,1302,828,63.6,289
1187,Joselu,ESP,FW,Newcastle United,Premier League,28,1990,6.6,286,15,32,161,105,28,282,7,11,63.6,7,0,154,359,85,3,1,1,19,15,347,207,59.7,74
1188,Evens Joseph,FRA,FW,SM Caen,Ligue 1,19,1999,3.6,128,2,18,58,65,16,127,9,22,40.9,12,0,110,537,291,17,2,3,12,14,130,86,66.2,32
1189,Diogo Jota,PRT,FW,Wolverhampton Wanderers,Premier League,21,1996,26.2,1170,16,119,599,582,148,1136,58,105,55.2,65,2,973,5489,3569,176,65,36,74,71,1304,870,66.7,241
1190,Aleksandar Jovanovic,SRB,GK,SD Huesca,La Liga,25,1992,12.0,359,317,359,1,0,0,227,0,0,,0,0,177,926,670,0,0,0,0,0,141,141,100.0,0
1191,Vukasin Jovanovic,SRB,DF,FC Girondins Bordeaux,Ligue 1,22,1996,15.3,985,126,543,514,15,4,964,7,8,87.5,7,0,606,4147,2508,52,3,0,0,1,590,577,97.8,2
1192,Stevan Jovetic,MNE,MF,AS Monaco,Ligue 1,28,1989,4.4,168,2,13,87,90,16,162,2,6,33.3,2,0,119,716,450,22,15,2,7,6,194,123,63.4,38
1193,Luka Jovic,SRB,FW,Eintracht Frankfurt,Bundesliga,20,1997,24.9,950,32,67,501,435,156,917,20,44,45.5,28,2,657,2604,1255,64,20,15,67,58,1279,723,56.5,280
1194,Jozabed Sánchez,ESP,MF,Celta de Vigo,La Liga,27,1991,12.8,816,19,168,541,142,15,800,5,7,71.4,5,0,600,2386,1039,44,9,2,6,11,635,587,92.4,26
1195,Miguelón,ESP,DF,Villarreal CF,La Liga,22,1996,6.0,328,23,113,151,89,7,275,15,24,62.5,17,0,199,1060,551,24,9,0,6,7,172,159,92.4,5
1196,Juanfran,ESP,DF,Atlético de Madrid,La Liga,33,1985,17.9,1115,64,296,498,388,26,958,12,23,52.2,14,0,753,3662,2012,106,38,8,10,13,744,671,90.2,33
1197,Juanfran,ESP,DF,CD Leganés,La Liga,29,1988,16.2,811,46,187,350,327,19,691,16,26,61.5,18,1,500,2669,1662,75,33,3,13,17,530,456,86.0,34
1198,Juanmi,ESP,FW,Real Sociedad,La Liga,25,1993,16.9,586,9,83,321,216,68,570,22,35,62.9,27,1,422,1790,704,46,8,7,34,30,746,418,56.0,126
1199,Juanpe,ESP,DF,Girona FC,La Liga,27,1991,30.7,1841,223,1086,815,65,31,1768,14,16,87.5,15,1,1115,5958,3649,51,5,0,6,6,1188,1158,97.5,21
1200,Juanpi Añor,VEN,MF,SD Huesca,La Liga,24,1994,7.4,350,9,58,197,127,14,330,9,19,47.4,9,0,261,1481,779,38,12,3,18,20,303,222,73.3,37
1201,Nathaël Julan,FRA,FW,EA Guingamp,Ligue 1,22,1996,4.8,200,4,9,81,120,25,191,8,14,57.1,8,0,112,292,106,7,2,1,17,11,252,139,55.2,53
1202,Christopher Jullien,FRA,DF,FC Toulouse,Ligue 1,25,1993,33.5,1828,260,1040,851,76,47,1784,5,7,71.4,5,0,1040,5927,3620,40,1,0,4,6,1142,1098,96.1,43
1203,David Juncà,ESP,DF,Celta de Vigo,La Liga,24,1993,19.5,1274,71,394,660,305,17,1110,17,24,70.8,18,2,788,3522,2121,116,47,4,14,12,831,769,92.5,31
1204,Sebastian Jung,DEU,DF,VfL Wolfsburg,Bundesliga,28,1990,0.6,57,1,15,32,17,0,53,0,1,0.0,0,0,44,187,115,5,3,0,0,0,49,47,95.9,1
1205,Hamed Junior Traorè,CIV,MF,FC Empoli,Serie A,18,2000,25.1,1301,33,232,724,467,51,1271,52,91,57.1,59,2,1038,6315,3901,177,57,11,31,38,1067,896,84.0,120
1206,Vinícius Júnior,BRA,FW,Real Madrid,La Liga,18,2000,9.7,498,1,39,166,347,110,492,37,59,62.7,40,0,461,3100,2145,121,28,51,27,37,523,395,75.5,111
1207,Musa Juwara,GMB,FW,Chievo Verona,Serie A,16,2001,0.1,8,0,1,6,2,0,8,0,1,0.0,0,0,5,46,24,1,1,0,0,0,10,6,60.0,2
1208,Zanka,DNK,DF,Huddersfield Town,Premier League,28,1990,23.9,1402,116,705,722,62,23,1357,2,5,40.0,3,1,818,4055,2334,63,5,0,5,5,832,805,96.8,14
1209,Sory Kaba,GIN,FW,Dijon FCO,Ligue 1,23,1995,2.6,116,1,15,53,58,14,113,6,12,50.0,9,0,88,235,112,6,1,1,15,14,157,89,56.7,26
1210,Ozan Kabak,TUR,DF,VfB Stuttgart,Bundesliga,18,2000,15.0,720,75,344,367,56,22,705,11,14,78.6,11,0,444,2559,1405,48,10,1,10,6,426,413,96.9,9
1211,Christian Kabasele,BEL,DF,Watford FC,Premier League,27,1991,17.6,773,117,438,341,24,16,765,0,0,,0,0,387,1867,759,16,1,0,4,0,413,398,96.4,14
1212,Elias Kachunga,COD,FW,Huddersfield Town,Premier League,26,1992,13.1,466,14,78,220,204,31,456,18,36,50.0,19,2,323,1740,780,44,14,5,17,18,518,306,59.1,72
1213,Pavel Kaderabek,CZE,DF,TSG 1899 Hoffenheim,Bundesliga,26,1992,27.9,1683,88,428,776,573,66,1466,10,18,55.6,10,0,974,4829,2958,132,49,1,21,16,1175,1049,89.3,133
1214,Shinji Kagawa,JPN,MF,Borussia Dortmund,Bundesliga,29,1989,1.1,86,0,2,59,28,6,85,0,0,,0,0,67,230,93,5,1,1,0,3,86,78,90.7,13
1215,Florian Kainz,AUT,FW,SV Werder Bremen,Bundesliga,25,1992,4.1,262,5,36,116,131,11,244,8,17,47.1,9,1,199,875,457,24,8,3,6,10,226,190,84.1,36
1216,Gaël Kakuta,COD,MF,Rayo Vallecano,La Liga,27,1991,8.0,360,7,48,163,174,23,335,23,33,69.7,24,2,285,1227,638,39,11,4,19,18,341,261,76.5,51
1217,Nikola Kalinic,HRV,FW,Atlético de Madrid,La Liga,30,1988,7.1,167,1,12,65,95,35,166,4,8,50.0,4,1,106,368,137,8,1,2,26,4,324,127,39.2,65
1218,Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,32,1985,25.7,1020,24,116,525,479,111,993,70,93,75.3,72,1,813,4253,2600,135,49,28,65,63,1161,756,65.1,230
1219,Samuel Kalu,NGA,FW,FC Girondins Bordeaux,Ligue 1,20,1997,14.2,801,10,100,323,439,62,739,64,97,66.0,67,0,677,3283,2087,97,33,15,38,54,750,572,76.3,144
1220,François Kamano,GIN,FW,FC Girondins Bordeaux,Ligue 1,22,1996,28.5,1317,11,165,697,609,105,1287,50,95,52.6,59,4,1112,6099,3542,171,67,19,69,61,1344,1006,74.9,225
1221,Aboubakar Kamara,MRT,FW,Fulham FC,Premier League,23,1995,7.7,360,8,42,127,221,39,354,16,33,48.5,20,0,286,1258,707,37,10,8,26,13,375,262,69.9,82
1222,Boubacar Kamara,FRA,DF,Olympique Marseille,Ligue 1,18,1999,26.8,1683,148,941,796,90,17,1613,11,14,78.6,13,0,1108,6057,3565,58,16,0,8,9,1106,1078,97.5,14
1223,Hassane Kamara,FRA,DF,Stade Reims,Ligue 1,23,1994,10.3,605,40,232,318,108,11,528,25,34,73.5,28,1,402,2558,1535,49,16,4,10,16,379,332,87.6,11
1224,Marcin Kaminski,POL,DF,Fortuna Düsseldorf,Bundesliga,26,1992,27.0,1391,193,840,608,47,17,1349,1,1,100.0,1,0,893,5017,2866,62,9,0,4,1,891,880,98.8,11
1225,Patrick Kammerbauer,DEU,FW,SC Freiburg,Bundesliga,21,1997,0.0,5,1,1,1,3,0,5,0,0,,0,0,3,14,1,0,0,0,0,0,4,4,100.0,0
1226,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,27,1990,23.5,1725,26,228,1066,560,33,1593,35,41,85.4,35,1,1250,7238,3855,167,57,8,19,26,1271,1155,90.9,70
1227,Harry Kane,ENG,FW,Tottenham Hotspur,Premier League,25,1993,26.9,935,18,47,440,511,161,901,43,69,62.3,45,3,737,3601,1736,105,33,30,84,56,1263,743,58.8,264
1228,Wilfried Kanga,FRA,FW,SCO Angers,Ligue 1,20,1998,5.5,160,2,7,61,97,36,156,4,5,80.0,4,0,113,311,129,9,1,4,23,13,246,127,51.6,66
1229,Kang-in Lee,KOR,FW,Valencia CF,La Liga,17,2001,0.3,20,0,3,8,12,0,20,0,0,,0,0,17,143,97,5,2,0,2,0,19,15,78.9,3
1230,N'Golo Kanté,FRA,MF,Chelsea FC,Premier League,27,1991,34.4,2443,49,407,1311,920,83,2429,32,57,56.1,36,2,1898,7808,4483,206,96,11,51,54,2064,1792,86.8,202
1231,Stefanos Kapino,GRC,GK,SV Werder Bremen,Bundesliga,24,1994,0.5,17,17,17,0,0,0,14,0,0,,0,0,10,63,48,0,0,0,0,0,7,7,100.0,0
1232,Wilfrid Kaptoum,CMR,MF,Real Betis Balompié,La Liga,22,1996,8.6,412,10,70,279,98,7,410,20,28,71.4,20,0,324,1708,881,37,12,2,12,12,355,307,86.5,22
1233,Kenan Karaman,TUR,FW,Fortuna Düsseldorf,Bundesliga,24,1994,10.2,412,9,47,203,192,67,406,20,26,76.9,21,1,315,1538,809,43,15,11,30,25,505,316,62.6,136
1234,Yann Karamoh,FRA,MF,Inter Milan,Serie A,20,1998,0.1,7,0,0,4,5,1,6,1,2,50.0,2,0,7,19,15,2,1,0,1,0,6,6,100.0,3
1235,Yann Karamoh,FRA,FW,FC Girondins Bordeaux,Ligue 1,20,1998,13.6,764,6,73,384,384,55,712,55,86,64.0,58,1,676,3460,2044,105,26,16,38,49,785,586,74.6,112
1236,Ibrahim Karamoko,FRA,MF,Chievo Verona,Serie A,17,2001,0.7,26,1,5,12,12,2,26,1,3,33.3,1,0,18,89,30,3,0,0,0,1,22,17,77.3,3
1237,Orestis Karnezis,GRC,GK,SSC Napoli,Serie A,33,1985,9.0,252,234,251,1,0,0,183,0,0,,0,0,122,565,261,0,0,0,0,0,110,110,100.0,0
1238,Rick Karsdorp,NLD,DF,AS Roma,Serie A,23,1995,6.6,455,22,130,246,119,1,385,8,13,61.5,10,1,299,1867,1129,48,22,0,0,4,295,270,91.5,9
1239,Grigoris Kastanos,CYP,MF,Juventus FC,Serie A,20,1998,0.7,27,1,5,11,12,1,27,1,1,100.0,1,0,19,66,39,2,1,1,1,1,19,18,94.7,3
1240,Eiji Kawashima,JPN,GK,RC Strasbourg Alsace,Ligue 1,35,1983,1.0,41,38,41,0,0,0,23,0,0,,0,0,19,108,59,0,0,0,0,0,12,12,100.0,0
1241,Beram Kayal,ISR,MF,Brighton & Hove Albion,Premier League,30,1988,10.4,429,42,148,237,73,12,417,8,14,57.1,8,0,252,1234,665,22,8,1,13,13,249,211,84.7,16
1242,Moise Kean,ITA,FW,Juventus FC,Serie A,18,2000,6.0,178,2,20,66,107,40,175,9,28,32.1,10,1,138,604,271,13,2,6,18,13,273,134,49.1,61
1243,Michael Keane,ENG,DF,Everton FC,Premier League,25,1993,33.0,1934,262,1096,886,81,43,1902,5,7,71.4,7,0,1088,6575,3253,81,12,0,5,6,1154,1106,95.8,35
1244,Neeskens Kebano,COD,FW,Fulham FC,Premier League,26,1992,1.2,50,3,6,21,29,4,50,1,2,50.0,1,0,36,297,171,9,4,1,3,3,47,32,68.1,11
1245,Thilo Kehrer,DEU,DF,Paris Saint-Germain,Ligue 1,21,1996,21.1,1619,142,636,934,144,20,1559,5,6,83.3,5,0,1110,5271,3170,110,15,1,6,9,1177,1150,97.7,29
1246,Jules Keita,GIN,FW,Dijon FCO,Ligue 1,20,1998,5.1,230,3,18,74,164,42,225,26,44,59.1,27,1,217,1048,663,42,11,13,19,20,234,173,73.9,53
1247,Naby Keïta,GIN,MF,Liverpool FC,Premier League,23,1995,15.4,1227,31,140,777,414,54,1215,26,43,60.5,30,2,1023,5348,3128,164,57,9,33,28,1059,958,90.5,102
1248,Keko Gontán,ESP,MF,Real Valladolid CF,La Liga,26,1991,17.0,757,21,129,324,370,55,733,33,51,64.7,35,1,562,3370,2023,116,29,13,36,29,752,489,65.0,122
