Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribSucc,DribAtt,DribSucc%,DribPl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,PR_Prog
2120,Marten de Roon,NLD,MF,Atalanta BC,Serie A,27,1991,33.1,2517,78,517,1543,620,29,2446,16,20,80.0,16,0,1801,8247,4030,169,63,3,18,21,1800,1722,95.7,46
2121,Roberto Rosales,VEN,DF,RCD Espanyol Barcelona,La Liga,29,1988,19.4,1390,98,422,642,393,18,1183,13,23,56.5,15,1,825,3137,1439,64,21,1,23,17,863,793,91.9,30
2122,Danny Rose,ENG,DF,Tottenham Hotspur,Premier League,28,1990,20.0,1438,45,357,656,534,46,1252,35,64,54.7,39,6,975,5081,3138,140,46,8,44,23,993,898,90.4,63
2123,Valentin Rosier,FRA,DF,Dijon FCO,Ligue 1,21,1996,16.2,1049,52,293,536,277,14,897,29,42,69.0,29,0,662,3159,1623,82,23,6,19,18,638,562,88.1,41
2124,Luca Rossettini,ITA,DF,Chievo Verona,Serie A,33,1985,20.3,997,154,656,355,26,4,979,1,1,100.0,1,0,594,2688,1281,12,2,0,0,2,589,577,98.0,3
2125,Francesco Rossi,ITA,GK,Atalanta BC,Serie A,27,1991,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
2126,Jérôme Roussillon,FRA,DF,VfL Wolfsburg,Bundesliga,25,1993,27.3,1680,77,463,850,486,47,1448,51,79,64.6,54,5,1114,5598,3475,137,46,11,41,37,1131,992,87.7,88
2127,Nolan Roux,FRA,FW,EA Guingamp,Ligue 1,30,1988,17.1,586,24,46,272,295,70,555,4,10,40.0,5,0,351,1223,542,28,13,1,49,21,777,424,54.6,169
2128,Aaron Rowe,ENG,FW,Huddersfield Town,Premier League,17,2000,0.8,32,2,7,11,16,1,32,2,4,50.0,2,0,24,98,51,4,2,0,1,3,27,20,74.1,5
2129,Waldo Rubio,ESP,MF,Real Valladolid CF,La Liga,22,1995,5.5,204,7,40,81,102,13,203,7,11,63.6,8,0,155,930,661,30,12,7,10,9,200,141,70.5,34
2130,John Ruddy,ENG,GK,Wolverhampton Wanderers,Premier League,31,1986,1.0,21,20,21,0,0,0,12,0,0,,0,0,9,37,17,0,0,0,0,0,7,7,100.0,0
2131,Antonio Rüdiger,DEU,DF,Chelsea FC,Premier League,25,1993,31.9,2762,235,1283,1626,76,24,2701,4,6,66.7,5,1,2044,10702,7052,195,18,0,3,5,2112,2079,98.4,14
2132,Sebastian Rudy,DEU,MF,FC Schalke 04,Bundesliga,28,1990,15.1,801,24,175,528,142,12,764,12,19,63.2,12,0,532,2165,993,42,16,1,6,11,530,478,90.2,41
2133,Stéphane Ruffier,FRA,GK,AS Saint-Étienne,Ligue 1,31,1986,37.0,1295,1144,1292,5,0,0,853,1,1,100.0,1,0,579,2450,1184,0,0,0,0,0,463,461,99.6,1
2134,Daniele Rugani,ITA,DF,Juventus FC,Serie A,24,1994,15.0,903,112,442,489,25,9,889,1,2,50.0,1,0,614,3224,1575,36,2,0,1,3,633,627,99.1,4
2135,Mário Rui,PRT,DF,SSC Napoli,Serie A,27,1991,15.7,1450,50,309,687,549,22,1302,13,28,46.4,16,1,1085,4798,3054,131,52,5,18,7,1093,1045,95.6,62
2136,Fabián Ruiz,ESP,MF,SSC Napoli,Serie A,22,1996,22.1,2085,44,308,1285,652,77,2041,41,62,66.1,43,3,1723,8465,4634,208,79,23,25,26,1851,1693,91.5,134
2137,Abel Ruiz,ESP,FW,FC Barcelona,La Liga,18,2000,0.2,17,1,3,5,10,3,17,2,2,100.0,2,0,17,108,85,3,0,2,2,0,18,14,77.8,4
2138,Víctor Ruiz,ESP,DF,Villarreal CF,La Liga,29,1989,21.9,1406,130,685,742,73,18,1346,14,14,100.0,14,0,917,5523,3091,78,15,3,5,2,923,909,98.5,13
2139,Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,26,1992,27.0,1153,976,1142,14,0,0,848,0,0,,0,0,625,2522,1310,0,0,0,0,0,544,543,99.8,0
2140,Lukas Rupp,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,27,1991,0.3,18,3,6,1,12,2,16,0,0,,0,0,10,47,29,2,1,0,0,2,9,8,88.9,4
2141,Marco Russ,DEU,DF,Eintracht Frankfurt,Bundesliga,32,1985,4.2,146,17,60,79,12,3,141,1,1,100.0,1,0,67,291,141,9,1,0,1,4,68,65,95.6,3
2142,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,26,1992,34.0,1085,974,1075,10,0,0,693,0,0,,0,0,489,2867,1691,0,0,0,0,0,397,395,99.5,0
2143,Frederik Rönnow,DNK,GK,Eintracht Frankfurt,Bundesliga,25,1992,1.4,57,53,57,0,0,0,42,0,0,,0,0,28,114,75,0,0,0,0,0,24,24,100.0,0
2144,Idriss Saadi,DZA,MF,RC Strasbourg Alsace,Ligue 1,26,1992,0.1,3,0,0,2,1,0,2,0,0,,0,0,2,11,9,1,0,0,0,0,3,2,66.7,2
2145,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,25,1993,21.2,1514,65,456,760,416,38,1297,30,53,56.6,33,1,1010,5316,3365,148,63,10,32,26,1014,897,88.5,50
2146,Abdelhamid Sabiri,DEU,FW,Huddersfield Town,Premier League,21,1996,0.5,14,0,4,9,3,0,13,0,0,,0,0,5,34,31,1,1,0,0,0,11,8,72.7,2
2147,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,24,1994,26.1,1558,45,232,727,705,96,1487,18,32,56.3,19,2,1068,5067,2343,129,58,12,44,39,1348,1078,80.0,230
2148,Ihsan Sacko,FRA,FW,OGC Nice,Ligue 1,21,1997,4.9,177,4,25,87,79,18,173,3,9,33.3,5,0,137,551,249,13,5,3,15,12,218,130,59.6,53
2149,Nuri Sahin,TUR,MF,SV Werder Bremen,Bundesliga,29,1988,16.4,1282,71,328,848,182,11,1217,15,18,83.3,16,1,872,3341,1940,67,26,1,9,5,874,833,95.3,29
2150,Samuel Sahin-Radlinger,AUT,GK,Hannover 96,Bundesliga,25,1992,1.0,33,27,33,1,0,0,23,0,0,,0,0,13,73,35,0,0,0,0,0,8,8,100.0,0
2151,Wesley Saïd,FRA,FW,Dijon FCO,Ligue 1,23,1995,25.0,824,17,92,351,451,108,774,48,64,75.0,51,2,643,3551,2294,117,32,19,45,38,993,591,59.5,194
2152,Allan Saint-Maximin,FRA,FW,OGC Nice,Ligue 1,21,1997,32.2,1466,6,89,726,819,182,1407,166,259,64.1,184,4,1402,8580,5528,313,67,81,117,106,1624,1181,72.7,247
2153,Théo Sainte-Luce,FRA,FW,Nîmes Olympique,Ligue 1,19,1998,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,14,14,1,0,0,0,0,1,1,100.0,0
2154,Romain Saïss,MAR,MF,Wolverhampton Wanderers,Premier League,28,1990,12.8,908,82,372,497,75,12,878,5,5,100.0,5,0,532,2097,1118,39,9,1,2,3,569,528,92.8,14
2155,Samu Saiz,ESP,FW,Getafe CF,La Liga,27,1991,3.4,181,0,28,76,102,13,170,14,21,66.7,16,0,157,1056,538,30,11,5,6,6,176,125,71.0,28
2156,Bukayo Saka,ENG,FW,Arsenal FC,Premier League,16,2001,0.1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0
2157,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,28,1990,26.4,1730,68,473,929,410,36,1475,16,28,57.1,17,0,978,3987,2190,111,24,9,17,13,1044,962,92.1,52
2158,Diafra Sakho,SEN,FW,Stade Rennais FC,Ligue 1,28,1989,1.6,47,3,4,17,28,7,46,3,3,100.0,3,0,34,118,41,2,0,1,5,7,66,31,47.0,20
2159,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,28,1990,26.8,1546,215,859,753,27,12,1509,11,11,100.0,11,0,1000,4739,2633,52,5,0,5,6,944,929,98.4,12
2160,Bakary Sako,MLI,FW,Crystal Palace,Premier League,30,1988,0.3,20,1,4,12,7,0,19,0,2,0.0,0,0,14,140,75,3,2,0,2,2,29,12,41.4,1
2161,Emiliano Sala,ARG,FW,FC Nantes,Ligue 1,27,1990,15.2,571,19,31,250,309,82,538,13,23,56.5,14,1,364,1087,502,29,9,6,47,35,775,412,53.2,174
2162,Jacopo Sala,ITA,DF,UC Sampdoria,Serie A,26,1991,16.9,1332,64,356,689,374,13,1179,10,17,58.8,10,0,915,4345,2850,153,49,6,9,11,901,862,95.7,27
2163,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,26,1992,36.1,1659,6,62,536,1173,322,1578,79,139,56.8,86,8,1393,6429,3886,247,56,62,108,122,2138,1301,60.9,512
2164,Bartosz Salamon,POL,DF,Frosinone Calcio,Serie A,27,1991,19.2,1001,181,610,406,29,12,965,2,2,100.0,2,0,536,2969,1695,30,6,0,2,1,528,514,97.3,9
2165,Carlos Salcedo,MEX,DF,Eintracht Frankfurt,Bundesliga,24,1993,5.1,315,27,156,166,17,2,305,1,1,100.0,1,0,192,1140,644,15,3,0,3,1,194,187,96.4,3
2166,William Saliba,FRA,DF,AS Saint-Étienne,Ligue 1,17,2001,14.2,815,82,451,376,32,10,781,9,12,75.0,9,0,547,2741,1367,18,2,1,7,8,524,510,97.3,2
2167,Yannis Salibur,FRA,FW,AS Saint-Étienne,Ligue 1,27,1991,9.8,470,0,43,236,242,31,442,27,37,73.0,27,1,392,2627,1615,87,25,11,18,25,460,339,73.7,82
2168,Yannis Salibur,FRA,FW,EA Guingamp,Ligue 1,27,1991,0.2,2,0,0,0,2,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,2,1,50.0,0
2169,Roland Sallai,HUN,MF,SC Freiburg,Bundesliga,21,1997,5.9,247,7,45,126,95,21,238,9,23,39.1,9,0,184,1044,564,28,8,5,12,14,223,174,78.0,41
2170,Edgar Salli,CMR,MF,1.FC Nuremberg,Bundesliga,25,1992,1.3,32,3,9,10,16,2,30,2,2,100.0,2,0,28,86,26,2,2,0,2,3,40,21,52.5,6
2171,Brice Samba,COG,GK,SM Caen,Ligue 1,24,1994,38.0,1332,1157,1326,9,0,0,867,0,0,,0,0,598,3089,1921,0,0,0,0,1,460,458,99.6,0
2172,Junior Sambia,FRA,MF,Montpellier HSC,Ligue 1,21,1996,10.3,590,6,55,303,294,33,528,31,57,54.4,35,1,443,2210,1280,70,21,2,31,28,510,392,76.9,79
2173,Paolo Sammarco,ITA,MF,Frosinone Calcio,Serie A,35,1983,6.1,352,5,64,235,82,4,340,2,3,66.7,2,0,236,1346,672,33,6,0,2,3,250,232,92.8,9
2174,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,32,1986,6.0,289,7,53,141,120,10,281,7,7,100.0,7,0,224,961,554,27,11,3,6,16,262,203,77.5,34
2175,Mikel San José,ESP,MF,Athletic Bilbao,La Liga,29,1989,19.3,947,50,198,577,206,34,931,7,13,53.8,9,1,534,2095,1009,40,13,1,12,16,644,554,86.0,60
2176,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,22,1996,9.0,236,5,14,152,85,29,217,14,17,82.4,15,1,164,742,280,15,6,2,26,10,307,167,54.4,57
2177,Antonio Sanabria,PRY,FW,Genoa CFC,Serie A,22,1996,8.5,262,3,20,109,150,50,256,8,13,61.5,9,0,168,923,446,26,7,5,21,18,436,188,43.1,78
2178,Renato Sanches,PRT,MF,Bayern Munich,Bundesliga,20,1997,6.4,441,2,44,273,163,25,425,18,24,75.0,20,0,367,1821,1202,61,17,8,9,11,379,343,90.5,38
2179,Alexis Sánchez,CHL,FW,Manchester United,Premier League,29,1988,9.8,525,2,54,228,272,58,517,20,28,71.4,21,0,449,2246,1131,73,15,16,19,27,546,416,76.2,117
2180,Carlos Sánchez,COL,MF,West Ham United,Premier League,32,1986,2.7,157,8,35,113,18,1,151,6,8,75.0,6,0,114,377,145,6,3,0,1,2,110,105,95.5,1
2181,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,22,1996,21.6,1659,179,885,819,39,16,1636,0,1,0.0,0,0,1113,5146,2500,55,5,0,3,7,1168,1152,98.6,13
2182,Javi Sánchez,ESP,DF,Real Madrid,La Liga,21,1997,0.5,15,6,12,3,0,0,13,0,0,,0,0,5,11,0,0,0,0,0,0,5,5,100.0,0
2183,Víctor Sánchez,ESP,MF,RCD Espanyol Barcelona,La Liga,30,1987,14.1,733,32,189,429,163,17,717,3,7,42.9,3,0,485,2143,873,34,17,4,14,12,511,470,92.0,31
2184,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,18,2000,27.3,1805,10,182,750,1046,138,1691,121,200,60.5,132,7,1589,8359,4900,258,78,45,72,72,1700,1404,82.6,222
2185,Sandro,BRA,MF,Udinese Calcio,Serie A,29,1989,6.6,344,35,103,201,57,6,334,6,6,100.0,6,0,182,830,394,18,4,0,3,4,169,158,93.5,9
2186,Sandro,BRA,MF,Genoa CFC,Serie A,29,1989,7.9,424,46,132,239,65,6,420,1,1,100.0,1,0,217,801,294,14,3,1,2,2,235,209,88.9,5
2187,Alex Sandro,BRA,DF,Juventus FC,Serie A,27,1991,26.5,2228,103,543,1130,738,64,2034,34,61,55.7,35,1,1604,8604,5167,253,89,13,28,34,1651,1561,94.5,85
2188,Leroy Sané,DEU,FW,Manchester City,Premier League,22,1996,20.7,1253,8,68,325,932,212,1192,60,104,57.7,65,6,1073,4775,2650,159,27,41,68,56,1244,986,79.3,263
2189,Salif Sané,SEN,DF,FC Schalke 04,Bundesliga,27,1990,29.0,1852,223,1013,918,70,26,1800,19,21,90.5,19,1,1190,7661,4447,102,9,0,10,8,1168,1145,98.0,31
2190,Luca Sangalli,ESP,MF,Real Sociedad,La Liga,23,1995,11.1,507,6,87,315,164,17,501,18,25,72.0,18,0,407,2106,1155,64,30,2,20,20,473,369,78.0,57
2191,Ibrahim Sangaré,CIV,MF,FC Toulouse,Ligue 1,20,1997,27.4,1909,108,518,1231,307,32,1874,55,70,78.6,56,1,1416,7001,3688,131,36,1,36,29,1387,1273,91.8,65
2192,Younousse Sankharé,SEN,MF,FC Girondins Bordeaux,Ligue 1,28,1989,16.4,808,8,119,559,191,29,795,39,51,76.5,41,0,676,2750,1555,74,27,5,21,26,768,606,78.9,89
2193,Baissama Sankoh,GIN,MF,SM Caen,Ligue 1,26,1992,7.2,277,20,89,153,56,7,274,11,18,61.1,11,0,199,985,389,13,5,0,11,12,218,172,78.9,16
2194,Yaya Sanogo,FRA,FW,FC Toulouse,Ligue 1,25,1993,13.8,442,12,32,174,244,100,433,11,21,52.4,12,0,293,623,217,10,3,3,38,27,698,336,48.1,158
2195,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,23,1994,26.7,1689,22,296,1078,456,37,1667,40,61,65.6,42,1,1280,6577,3586,155,56,6,47,37,1404,1195,85.1,123
2196,Nicola Sansone,ITA,FW,Villarreal CF,La Liga,26,1991,0.4,23,0,1,9,17,3,22,0,0,,0,0,16,99,63,4,1,0,3,1,35,21,60.0,6
2197,Nicola Sansone,ITA,FW,Bologna FC 1909,Serie A,26,1991,12.7,581,7,65,243,328,57,568,20,40,50.0,22,1,467,2657,1522,77,24,18,30,39,582,423,72.7,132
2198,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,23,1995,36.1,1909,80,547,1247,248,18,1896,39,51,76.5,39,2,1243,6202,3246,104,36,0,28,30,1208,1143,94.6,48
2199,Roberto Santamaría,ESP,GK,SD Huesca,La Liga,33,1985,20.0,634,518,631,5,0,0,365,0,0,,0,0,244,1509,1038,0,0,0,0,0,165,164,99.4,0
2200,Federico Santander,PRY,FW,Bologna FC 1909,Serie A,27,1991,22.9,837,33,81,362,418,145,820,9,20,45.0,9,0,442,1759,509,30,7,13,50,24,1137,621,54.6,274
2201,Davide Santon,ITA,DF,AS Roma,Serie A,27,1991,11.2,794,40,206,435,209,7,669,21,29,72.4,22,1,545,3325,1946,100,26,2,8,7,527,500,94.9,16
2202,Michael Santos,URY,FW,CD Leganés,La Liga,25,1993,6.2,180,0,14,87,91,23,174,3,9,33.3,5,0,112,474,290,14,5,4,16,11,319,127,39.8,58
2203,Samir,BRA,DF,Udinese Calcio,Serie A,23,1994,20.0,1068,113,500,509,103,14,959,9,14,64.3,9,0,594,2473,1386,39,15,1,9,8,605,573,94.7,23
2204,Riccardo Saponara,ITA,MF,UC Sampdoria,Serie A,26,1991,10.1,627,14,68,320,299,42,618,13,26,50.0,14,4,526,2475,1607,75,31,4,22,37,652,505,77.5,106
2205,Pablo Sarabia,ESP,MF,Sevilla FC,La Liga,26,1992,30.3,1805,14,200,746,984,174,1631,35,69,50.7,37,1,1319,6106,3572,225,70,30,53,41,1671,1288,77.1,301
2206,Marcelo Saracchi,URY,DF,RB Leipzig,Bundesliga,20,1998,7.3,557,20,147,280,172,13,479,12,25,48.0,12,0,347,1903,1231,53,14,5,4,5,330,313,94.8,29
2207,Josh Sargent,USA,FW,SV Werder Bremen,Bundesliga,18,2000,2.4,104,1,5,55,52,14,103,4,7,57.1,4,0,86,336,147,6,5,0,13,4,149,86,57.7,30
2208,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,26,1992,24.9,1780,69,447,858,612,35,1534,51,90,56.7,57,0,1188,6594,3745,160,53,9,42,38,1165,1058,90.8,63
2209,Ismaïla Sarr,SEN,FW,Stade Rennais FC,Ligue 1,20,1998,31.0,1218,8,123,582,676,161,1197,70,132,53.0,76,3,1060,7181,5175,242,83,46,86,84,1408,935,66.4,241
2210,Malang Sarr,FRA,DF,OGC Nice,Ligue 1,19,1999,33.3,2471,215,1212,1298,129,9,2321,12,20,60.0,14,0,1631,7936,4632,96,16,0,14,9,1747,1712,98.0,14
2211,Lluis Sastre,ESP,MF,SD Huesca,La Liga,32,1986,1.3,103,2,15,69,23,1,102,1,2,50.0,1,0,84,333,143,7,0,0,2,1,87,81,93.1,3
2212,Marco Sau,ITA,MF,UC Sampdoria,Serie A,30,1987,0.6,40,0,3,19,21,3,40,1,3,33.3,1,0,33,197,93,5,1,0,1,3,43,29,67.4,6
2213,Marco Sau,ITA,FW,Cagliari Calcio,Serie A,30,1987,6.2,226,4,30,87,130,40,221,5,12,41.7,6,0,188,939,363,17,8,4,16,19,278,176,63.3,79
2214,Téji Savanier,FRA,MF,Nîmes Olympique,Ligue 1,26,1991,31.8,2310,88,550,1297,645,25,1999,91,127,71.7,93,4,1529,8394,4756,187,50,7,38,41,1340,1259,94.0,42
2215,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,27,1991,15.5,682,93,338,362,23,13,664,1,1,100.0,1,0,385,1969,1060,29,1,0,5,0,410,397,96.8,8
2216,Fabian Schär,CHE,DF,Newcastle United,Premier League,26,1991,22.2,1383,180,763,625,110,27,1340,12,19,63.2,13,0,797,4679,3051,79,25,3,10,8,790,765,96.8,19
2217,Ezequiel Schelotto,ITA,DF,Chievo Verona,Serie A,29,1989,1.6,120,13,45,60,30,5,107,0,3,0.0,0,0,64,526,343,9,5,0,1,5,61,58,95.1,1
2218,Nicolás Schiappacasse,URY,FW,Parma Calcio 1913,Serie A,19,1999,0.9,30,0,5,16,12,2,26,1,3,33.3,2,0,15,21,12,1,0,0,3,2,38,18,47.4,9
2219,Pasquale Schiattarella,ITA,MF,SPAL,Serie A,31,1987,20.5,1542,52,378,898,380,17,1415,16,24,66.7,17,0,1080,5230,2966,105,40,4,12,17,1141,1078,94.5,40
2220,Patrik Schick,CZE,FW,AS Roma,Serie A,22,1996,14.6,466,21,54,202,231,87,453,16,27,59.3,16,1,287,1207,483,27,9,10,50,22,640,343,53.6,136
2221,Julian Schieber,DEU,FW,FC Augsburg,Bundesliga,29,1989,2.9,116,5,6,59,55,18,111,5,7,71.4,5,1,65,210,105,4,3,1,8,7,141,87,61.7,38
2222,Christopher Schindler,DEU,DF,Huddersfield Town,Premier League,28,1990,36.2,1907,212,1131,812,62,33,1867,1,2,50.0,1,0,957,4514,1927,42,3,0,5,3,1096,1039,94.8,25
2223,Keven Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,21,1997,8.6,547,62,333,247,10,5,537,5,6,83.3,5,0,370,2117,1213,22,2,0,3,1,375,368,98.1,3
2224,Nico Schlotterbeck,DEU,DF,SC Freiburg,Bundesliga,18,1999,2.5,129,15,62,69,11,2,116,3,3,100.0,3,0,85,618,336,9,1,0,0,1,74,70,94.6,2
2225,Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,25,1992,18.6,884,33,204,475,277,64,875,26,39,66.7,28,1,611,2903,1514,69,26,10,26,35,734,586,79.8,106
2226,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,31,1986,38.0,1304,1091,1280,23,2,1,875,2,2,100.0,2,0,639,3093,1808,1,0,0,0,0,541,538,99.4,1
2227,Marcel Schmelzer,DEU,DF,Borussia Dortmund,Bundesliga,30,1988,6.3,536,21,120,293,151,9,462,4,8,50.0,4,0,348,1699,936,51,16,2,9,8,364,338,92.9,11
2228,Jonathan Schmid,FRA,DF,FC Augsburg,Bundesliga,28,1990,28.0,1647,81,472,762,506,21,1268,19,33,57.6,19,0,925,4219,2430,96,34,2,16,21,957,835,87.3,64
2229,Morgan Schneiderlin,FRA,MF,Everton FC,Premier League,28,1989,9.3,640,25,156,426,79,4,634,7,8,87.5,7,0,440,1601,525,17,2,1,4,7,443,422,95.3,11
2230,Alessandro Schöpf,AUT,MF,FC Schalke 04,Bundesliga,24,1994,11.2,628,13,140,356,210,33,594,18,35,51.4,20,2,468,2952,1604,66,36,9,13,23,467,399,85.4,55
2231,Nico Schulz,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,25,1993,28.2,1847,51,423,876,717,110,1598,51,100,51.0,56,4,1309,7664,4951,248,66,34,46,39,1376,1208,87.8,153
2232,André Schürrle,DEU,FW,Fulham FC,Premier League,27,1990,18.2,819,19,116,367,388,44,800,27,54,50.0,30,2,610,2829,1406,86,27,7,47,32,822,584,71.0,125
2233,Pirmin Schwegler,CHE,MF,Hannover 96,Bundesliga,31,1987,23.1,1443,71,341,871,312,8,1288,15,15,100.0,15,0,779,2962,1570,58,24,1,13,17,797,740,92.8,25
2234,Alexander Schwolow,DEU,GK,SC Freiburg,Bundesliga,26,1992,33.0,1367,1146,1366,5,0,0,957,0,0,,0,0,733,4047,2001,0,0,0,1,0,613,611,99.7,0
2235,Matteo Scozzarella,ITA,MF,Parma Calcio 1913,Serie A,30,1988,16.2,849,61,250,456,186,2,750,11,17,64.7,11,0,478,2633,1111,48,14,0,4,8,467,444,95.1,15
2236,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,22,1996,9.0,285,266,284,1,0,0,178,0,0,,0,0,125,595,287,0,0,0,0,0,92,92,100.0,0
2237,Andrea Seculin,ITA,GK,Chievo Verona,Serie A,28,1990,1.0,26,21,26,0,0,0,21,0,0,,0,0,13,43,14,0,0,0,0,0,11,11,100.0,0
2238,Stanley Segarel,FRA,FW,Amiens SC,Ligue 1,24,1994,0.2,6,0,0,3,3,3,6,0,0,,0,0,3,6,0,0,0,0,3,0,9,5,55.6,3
2239,Davie Selke,DEU,FW,Hertha BSC,Bundesliga,23,1995,19.3,699,10,36,332,370,121,671,30,56,53.6,33,0,423,1730,956,51,17,19,57,37,997,556,55.8,208
2240,Ole Selnaes,NOR,MF,AS Saint-Étienne,Ligue 1,24,1994,18.5,1077,39,222,715,212,6,1050,13,19,68.4,14,0,758,3279,1420,48,23,0,9,11,779,714,91.7,30
2241,Matz Sels,BEL,GK,RC Strasbourg Alsace,Ligue 1,26,1992,37.0,1236,1119,1233,5,0,0,835,1,1,100.0,1,0,600,2681,1319,0,0,0,0,1,462,459,99.4,0
2242,Ken Sema,SWE,FW,Watford FC,Premier League,24,1993,8.4,374,6,46,183,176,38,367,22,41,53.7,22,1,286,1363,621,38,10,10,13,29,360,266,73.9,58
2243,Alfa Semedo,GNB,MF,RCD Espanyol Barcelona,La Liga,20,1997,0.5,34,1,9,19,7,1,33,2,3,66.7,3,0,20,164,94,4,1,1,1,1,26,20,76.9,2
2244,Nélson Semedo,PRT,DF,FC Barcelona,La Liga,24,1993,17.8,1406,45,348,684,476,49,1281,31,54,57.4,33,0,1092,4878,2649,118,37,11,16,22,1094,1019,93.1,58
2245,Rúben Semedo,PRT,DF,SD Huesca,La Liga,24,1994,9.4,463,57,281,190,23,13,454,5,9,55.6,7,0,284,1372,501,7,0,0,3,5,287,269,93.7,10
2246,Adrian Semper,HRV,GK,Chievo Verona,Serie A,20,1998,6.0,219,204,219,0,0,0,145,0,0,,0,0,89,513,335,0,0,0,0,0,60,60,100.0,0
2247,Stefano Sensi,ITA,MF,US Sassuolo,Serie A,22,1995,21.9,1715,33,319,1036,484,28,1584,30,44,68.2,31,2,1230,6304,3349,149,48,7,34,25,1333,1222,91.7,97
2248,Luigi Sepe,ITA,GK,Parma Calcio 1913,Serie A,27,1991,37.0,1322,1223,1320,4,0,0,745,0,0,,0,0,463,2237,1624,0,0,0,0,0,333,332,99.7,0
2249,Suat Serdar,DEU,MF,FC Schalke 04,Bundesliga,21,1997,19.2,721,12,134,442,220,42,720,35,62,56.5,40,1,553,3016,1784,72,25,8,40,32,544,424,77.9,77
2250,Jean Michaël Seri,CIV,MF,Fulham FC,Premier League,27,1991,24.9,1933,61,380,1162,481,16,1785,16,21,76.2,16,0,1335,5192,2641,98,25,1,27,32,1498,1367,91.3,66
2251,Leonardo Sernicola,ITA,FW,US Sassuolo,Serie A,21,1997,0.1,4,0,0,1,3,0,4,0,0,,0,0,3,36,6,0,0,0,0,0,5,4,80.0,2
2252,Julien Serrano,FRA,MF,AS Monaco,Ligue 1,20,1998,1.3,74,4,16,32,29,1,67,0,0,,0,0,47,199,99,5,3,0,1,2,57,43,75.4,3
2253,Grégory Sertic,FRA,MF,Olympique Marseille,Ligue 1,28,1989,1.2,77,2,23,51,7,1,74,0,0,,0,0,45,195,103,0,0,0,1,0,43,43,100.0,1
2254,Ryan Sessegnon,ENG,FW,Fulham FC,Premier League,18,2000,25.6,1144,55,277,498,447,91,1045,32,65,49.2,35,3,799,3616,2298,119,35,22,47,54,1010,686,67.9,161
2255,Seung-ho Paik,KOR,FW,Girona FC,La Liga,21,1997,0.7,28,1,4,18,9,1,28,0,1,0.0,0,0,23,80,38,2,0,0,0,2,24,21,87.5,5
2256,Stephan El Shaarawy,ITA,FW,AS Roma,Serie A,25,1992,23.4,1160,13,160,489,611,129,1140,56,98,57.1,62,1,979,5451,2999,146,53,32,42,34,1189,904,76.0,213
2257,Meritan Shabani,ALB,FW,Bayern Munich,Bundesliga,19,1999,0.0,2,0,0,2,1,0,2,0,0,,0,0,2,31,21,1,1,0,0,0,4,2,50.0,0
2258,Xherdan Shaqiri,CHE,FW,Liverpool FC,Premier League,26,1991,11.8,819,7,66,421,380,38,765,8,14,57.1,8,0,647,2800,1128,55,28,7,24,23,728,624,85.7,113
2259,Luke Shaw,ENG,DF,Manchester United,Premier League,23,1995,28.8,2265,110,564,1174,656,53,1959,28,39,71.8,30,0,1444,6540,3658,175,66,13,19,17,1456,1371,94.2,72
2260,Jonjo Shelvey,ENG,MF,Newcastle United,Premier League,26,1992,10.5,770,19,189,442,190,11,683,14,17,82.4,15,0,485,2154,1149,51,19,5,7,3,509,470,92.3,21
2261,Gaku Shibasaki,JPN,MF,Getafe CF,La Liga,26,1992,4.3,196,2,35,88,83,9,181,3,7,42.9,3,0,130,604,302,10,5,1,8,11,156,112,71.8,30
